npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
10,564.5006027182106,597.9716780253854,-272.2503013591053,544.5006027182106,NA,NA,NA
15,568.3975834856088,618.6041964463709,-269.1987917428044,538.3975834856088,6.10301923260181,5,0.2963234025906408
