assemblage_id,assemblage_label,scenario,scenario_label,scenario_class,alpha_ratio_median,alpha_ratio_p10,alpha_ratio_p90,gamma_ratio_median,gamma_ratio_p10,gamma_ratio_p90,occupancy_ratio_median,occupancy_ratio_p10,occupancy_ratio_p90,delta_log_occupancy_median,n_iter,delta_alpha_pct,delta_alpha_p10,delta_alpha_p90,delta_gamma_pct,delta_gamma_p10,delta_gamma_p90,delta_occupancy_pct,delta_occupancy_p10,delta_occupancy_p90,apparent_signature
araneae_pitfall,"Araneae
pitfall traps",adult_only_strict,Adults only,Ontogenetic filtering,0.8200354609929078,0.8200354609929078,0.8200354609929078,0.8698884758364313,0.8698884758364313,0.8698884758364313,0.9426903376371462,0.9426903376371462,0.9426903376371462,-0.059017430301441326,1,-17.99645390070922,-17.99645390070922,-17.99645390070922,-13.011152416356875,-13.011152416356875,-13.011152416356875,-5.730966236285385,-5.730966236285385,-5.730966236285385,Apparent differentiation
diplopoda_hand_sorting,"Diplopoda
hand sorting",adult_only_strict,Adults only,Ontogenetic filtering,0.7386363636363636,0.7386363636363636,0.7386363636363636,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8863636363636364,0.8863636363636364,0.8863636363636364,-0.12062798778861475,1,-26.136363636363637,-26.136363636363637,-26.136363636363637,-16.666666666666664,-16.666666666666664,-16.666666666666664,-11.363636363636365,-11.363636363636365,-11.363636363636365,Apparent differentiation
diplopoda_pitfall,"Diplopoda
pitfall traps",adult_only_strict,Adults only,Ontogenetic filtering,0.8035714285714287,0.8035714285714287,0.8035714285714287,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.8766233766233769,0.8766233766233769,0.8766233766233769,-0.13167782397519945,1,-19.642857142857128,-19.642857142857128,-19.642857142857128,-8.333333333333337,-8.333333333333337,-8.333333333333337,-12.337662337662314,-12.337662337662314,-12.337662337662314,Apparent differentiation
