scenario_family,scenario,baseline_scenario,unit_type,iter,error_rate,error_pct,pool_source,abundance_cor,q0_cor,q1_cor,q2_cor,coverage_chao_cor,bray_curtis_cor,jaccard_pa_cor,sorensen_pa_cor,bray_mean_ratio,jaccard_mean_ratio,sorensen_mean_ratio,procrustes_r2,n_common_units
appendix_error_gradient,appendix_species_baseline,appendix_species_baseline,species_units,1,0,0,observed,1,1,1,1,1,1,1,1,1,1,1,1,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,1,0.01,1,observed,1,0.9936751027419415,0.9994308143266356,0.9998368612841727,0.9995904570691062,0.9999173763835049,0.9962476739917812,0.9971622432423892,0.9999489858842879,1.0025607046980216,1.0035985379023984,0.9999740285106513,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,2,0.01,1,observed,1,0.9932117062572816,0.9939286954194809,0.9928237155129582,0.9986243550485876,0.9982510565920388,0.9902925823390594,0.9921824669283932,0.9995847052625837,1.0033464366220273,1.0047260810639764,0.9993084671678207,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,3,0.01,1,observed,1,0.9922108231324793,0.9988766862945301,0.9994361244378663,0.9996781097051157,0.9995253533109694,0.991005275527891,0.9919444670701925,0.999527357005837,1.0013307374593807,1.001672814805678,0.9997922544565274,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,4,0.01,1,observed,1,0.9930438230690045,0.9975899814336424,0.9972022101330225,0.9988829084274498,0.9996260919913701,0.9955189383445281,0.996447085436664,0.99986627101478,1.002008939404616,1.0029453422144021,0.9999347026260019,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,5,0.01,1,observed,1,0.9873251089048865,0.9986341460973166,0.999735756200371,0.9994486784849466,0.996231500277302,0.9804401279168259,0.9812612400558838,1.0006265293343044,1.0043671135817756,1.0066688782741826,0.997720625171931,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,6,0.01,1,observed,1,0.9935697251783119,0.9959332292560306,0.9961628575134238,0.9728392428500571,0.9990930519581855,0.9918824258360917,0.9928116352599802,0.9998071235521219,1.001925001146203,1.0025813130019532,0.9996930485664419,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,7,0.01,1,observed,1,0.9907308512037173,0.9985505903000954,0.9996554695673598,0.9992681632110559,0.9998807449308986,0.9956787503005702,0.996674273483511,0.9999376813118394,1.0033231072002358,1.0049084571697988,0.9999659666429095,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,8,0.01,1,observed,1,0.9951058150065297,0.9978736424162432,0.9989135513472969,0.9984275090994285,0.9989262704442738,0.9917149882799815,0.9928497234102736,1.0003847553226173,1.0032841684032712,1.0047653507077823,0.9996995574402716,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,9,0.01,1,observed,1,0.9913769408050656,0.9961725129993312,0.9979829663040648,0.9921100747010893,0.9984700135307046,0.9933528028023508,0.9947693076665004,1.0002362106682874,1.003629266277804,1.0053235021683942,0.9995342004479311,68
appendix_error_gradient,appendix_species_same_genus_observed_01pct,appendix_species_baseline,species_units,10,0.01,1,observed,1,0.9908435409660441,0.994731198743906,0.9957404192752308,0.9677667421507226,0.9981726089964548,0.9946014361346612,0.995696569916966,1.0003817247354978,1.0024035936212,1.003579580811429,0.9993593544557309,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,1,0.02,2,observed,1,0.9896810661096344,0.9952127518114494,0.9960455910970231,0.9965831029021001,0.9972329216791157,0.9786168941994815,0.9823282426341715,0.9998316761360045,1.0049165314063913,1.007125837344827,0.9990397672644462,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,2,0.02,2,observed,1,0.9916865934760892,0.9953276983674094,0.9970616592327073,0.9968553523113018,0.9984115498093737,0.9836099689611457,0.9847335098659745,0.9990284491191653,1.0018267610231626,1.00206898793422,0.9985625743280651,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,3,0.02,2,observed,1,0.9901366896945026,0.9968587527183775,0.9986052187715845,0.998488615006768,0.9991287840575178,0.9865488272061524,0.9887836975664536,0.9994145220317838,1.0031653870477901,1.0043187749259173,0.9996587194992437,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,4,0.02,2,observed,1,0.9867714323524955,0.9918868758678178,0.9906136112067159,0.9477303329190674,0.9944513307980568,0.97628399769962,0.9788402845961187,0.9990136947526538,1.0022395626837277,1.0025647895729097,0.9978290931363736,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,5,0.02,2,observed,1,0.9875796435675057,0.9901706876561596,0.9881227119976803,0.9942788977979292,0.9981138731442227,0.9858666944173384,0.9886103155977651,0.9996632621998628,1.0032297213235553,1.004655498541906,0.9992805016078885,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,6,0.02,2,observed,1,0.9854799380254955,0.9948329351349291,0.9977139294472097,0.9947019787812603,0.9982989357237734,0.9829684299716722,0.9848597413005329,0.9999647785199864,1.006412968164907,1.009568021070419,0.9993353191025045,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,7,0.02,2,observed,1,0.9893640797296334,0.9935542227343888,0.9942747825466591,0.994437557557645,0.9970328276536654,0.9746990342456692,0.9805772284930074,0.9998734083639064,1.0065743733047163,1.009641486499352,0.9976235416661534,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,8,0.02,2,observed,1,0.9814522092064656,0.9919674467978068,0.9953889270166996,0.9975846537862788,0.9973440149563886,0.9780968160741117,0.9827509075067967,0.9987840476891228,1.0029158558525182,1.0041738380437566,0.9991585912773713,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,9,0.02,2,observed,1,0.985184890463719,0.9933029289241727,0.995259120055119,0.9941115343874585,0.9945632247110814,0.9669794491100757,0.9704733845078942,0.9994106582125848,1.0038611512376363,1.0051936547027949,0.9906464853313377,68
appendix_error_gradient,appendix_species_same_genus_observed_02pct,appendix_species_baseline,species_units,10,0.02,2,observed,1,0.9854319331997277,0.9948969220213524,0.996575352148884,0.9984240786334646,0.998948386043303,0.9846841018912005,0.9872131143290647,0.9995618321261341,1.0043981961929898,1.0062504184871515,0.9996584792080505,68
appendix_error_gradient,appendix_species_same_genus_observed_03pct,appendix_species_baseline,species_units,1,0.03,3,observed,1,0.984411384151187,0.9937670987820578,0.9966017617435566,0.9945538618729061,0.9970619125111099,0.9720603438129457,0.9757043194219294,0.9996807215483082,1.005672079885155,1.0084720171964503,0.9986964502911542,68
appendix_error_gradient,appendix_species_same_genus_observed_03pct,appendix_species_baseline,species_units,2,0.03,3,observed,1,0.9824418553306355,0.9866483287076346,0.9861169732115097,0.9729229464606134,0.993264729322917,0.9658484164151437,0.9709697464120076,0.999871956236557,1.0062957562665626,1.008887433717766,0.9942937665149876,68
appendix_error_gradient,appendix_species_same_genus_observed_03pct,appendix_species_baseline,species_units,3,0.03,3,observed,1,0.9849558568286186,0.9886927066004692,0.9913014779093177,0.9965856057233188,0.9983584318795885,0.984198724692082,0.9877893921979652,0.9994507049736645,1.0063554890030315,1.0091784324969748,0.9996834831756669,68
appendix_error_gradient,appendix_species_same_genus_observed_03pct,appendix_species_baseline,species_units,4,0.03,3,observed,1,0.985184890463719,0.9913565631963925,0.9920436270700141,0.9926905768212619,0.9959561346493712,0.9732945612017053,0.974825430197764,0.9993682338899733,1.0047507963875077,1.0069376595007071,0.9971320465595734,68
