scenario_family,scenario,baseline_scenario,unit_type,iter,error_rate,error_pct,pool_source,n_units,total_abundance,mean_local_q0,mean_local_q1,mean_local_q2,mean_coverage_chao,gamma_taxon_units
appendix_error_gradient,appendix_species_same_genus_observed_15pct,appendix_species_baseline,species_units,3,0.15000000000000002,15,observed,68,2352,6.147058823529412,3.9729558260227624,3.1313169726258088,0.8303983371587826,51
appendix_error_gradient,appendix_species_same_genus_observed_15pct,appendix_species_baseline,species_units,4,0.15000000000000002,15,observed,68,2352,6.279411764705882,4.084008365607386,3.2179398491408286,0.8095213237821994,51
appendix_error_gradient,appendix_species_same_genus_observed_15pct,appendix_species_baseline,species_units,5,0.15000000000000002,15,observed,68,2352,6.117647058823529,3.9665244913800395,3.1311894373967646,0.8254333246438015,51
appendix_error_gradient,appendix_species_same_genus_observed_15pct,appendix_species_baseline,species_units,6,0.15000000000000002,15,observed,68,2352,6.132352941176471,3.989946418895612,3.156453597524359,0.8197930581707873,51
appendix_error_gradient,appendix_species_same_genus_observed_15pct,appendix_species_baseline,species_units,7,0.15000000000000002,15,observed,68,2352,6.147058823529412,4.041710741294617,3.200401985903219,0.8315574914959373,51
appendix_error_gradient,appendix_species_same_genus_observed_15pct,appendix_species_baseline,species_units,8,0.15000000000000002,15,observed,68,2352,6.102941176470588,3.979895377250116,3.146512192864092,0.8406622444603981,51
appendix_error_gradient,appendix_species_same_genus_observed_15pct,appendix_species_baseline,species_units,9,0.15000000000000002,15,observed,68,2352,6.014705882352941,3.976117380693261,3.1755221114069694,0.8339921836855939,51
appendix_error_gradient,appendix_species_same_genus_observed_15pct,appendix_species_baseline,species_units,10,0.15000000000000002,15,observed,68,2352,6.132352941176471,3.9994303941532885,3.1809443737355343,0.8176756744207317,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,1,0.16,16,observed,68,2352,6.1911764705882355,4.070430962302515,3.2144142125101514,0.8253082718800042,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,2,0.16,16,observed,68,2352,6.147058823529412,3.995862508188529,3.1628464667674168,0.8284160197861525,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,3,0.16,16,observed,68,2352,6.088235294117647,4.031255463295576,3.2242994577682236,0.8331799394284632,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,4,0.16,16,observed,68,2352,6.0588235294117645,4.0265172816934,3.2053008386618616,0.837906050660987,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,5,0.16,16,observed,68,2352,6.205882352941177,4.07299408478875,3.2154911900465444,0.8131714374594929,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,6,0.16,16,observed,68,2352,6.117647058823529,3.986560217962678,3.1593027264984768,0.8248071485773562,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,7,0.16,16,observed,68,2352,6.147058823529412,4.061944656613671,3.2290007228550595,0.8167289119777663,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,8,0.16,16,observed,68,2352,6.176470588235294,4.025252799440219,3.171548064229759,0.8326944526898616,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,9,0.16,16,observed,68,2352,6.147058823529412,3.9876378238056254,3.1381849165192865,0.8332362115591302,51
appendix_error_gradient,appendix_species_same_genus_observed_16pct,appendix_species_baseline,species_units,10,0.16,16,observed,68,2352,6.294117647058823,4.082258741924486,3.220070630163164,0.8243014709088227,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,1,0.17,17,observed,68,2352,6.147058823529412,4.022822722402693,3.1801846878458337,0.8225999856783689,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,2,0.17,17,observed,68,2352,6.220588235294118,4.077712213704262,3.2300234861455586,0.8199971998952915,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,3,0.17,17,observed,68,2352,6.205882352941177,4.0912966385542076,3.257206622493352,0.8100164829676634,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,4,0.17,17,observed,68,2352,6.161764705882353,4.076657933953116,3.2252913951959736,0.8269054493226311,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,5,0.17,17,observed,68,2352,6.132352941176471,4.071657582604454,3.2274426091301924,0.8269345945399207,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,6,0.17,17,observed,68,2352,6.294117647058823,4.1056750597911025,3.2498788846771,0.8120873689604595,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,7,0.17,17,observed,68,2352,6.220588235294118,4.078645357012677,3.2393089644873445,0.8147718174453527,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,8,0.17,17,observed,68,2352,6.279411764705882,4.0953141080518485,3.249780667401332,0.8223678345695252,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,9,0.17,17,observed,68,2352,6.102941176470588,4.045033781075848,3.2034652408829327,0.829681517297684,51
appendix_error_gradient,appendix_species_same_genus_observed_17pct,appendix_species_baseline,species_units,10,0.17,17,observed,68,2352,6.205882352941177,4.087872669172398,3.232748507128194,0.825491268530596,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,1,0.18000000000000002,18,observed,68,2352,6.25,4.102024646970967,3.246107048267135,0.8146608945189622,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,2,0.18000000000000002,18,observed,68,2352,6.205882352941177,4.05399546356296,3.2071878902738424,0.8305494233212588,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,3,0.18000000000000002,18,observed,68,2352,6.147058823529412,3.999605908614992,3.145896777085233,0.8301704416238062,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,4,0.18000000000000002,18,observed,68,2352,6.1911764705882355,4.084351949405711,3.2263278678401286,0.8237570945725654,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,5,0.18000000000000002,18,observed,68,2352,6.3088235294117645,4.117828660489463,3.2441361270156066,0.8262613877293712,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,6,0.18000000000000002,18,observed,68,2352,6.3088235294117645,4.1074693205421715,3.242386525213186,0.8210430642653348,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,7,0.18000000000000002,18,observed,68,2352,6.102941176470588,4.070135544568026,3.2381685842492947,0.8363002083593035,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,8,0.18000000000000002,18,observed,68,2352,6.1911764705882355,4.076679400935443,3.2269227563150933,0.8258116301839413,49
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,9,0.18000000000000002,18,observed,68,2352,6.176470588235294,4.044721430847417,3.2233737876689377,0.8220664976068279,51
appendix_error_gradient,appendix_species_same_genus_observed_18pct,appendix_species_baseline,species_units,10,0.18000000000000002,18,observed,68,2352,6.25,4.127653321464638,3.270717043934506,0.8184994542349938,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,1,0.19,19,observed,68,2352,6.161764705882353,4.031901580698853,3.1838673288491934,0.8302228317252199,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,2,0.19,19,observed,68,2352,6.294117647058823,4.093885768072674,3.2145056079774474,0.8238955945644382,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,3,0.19,19,observed,68,2352,6.352941176470588,4.104269552155331,3.2240942618578288,0.8211259659258063,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,4,0.19,19,observed,68,2352,6.264705882352941,4.134980969865153,3.280897463100198,0.8127949360916508,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,5,0.19,19,observed,68,2352,6.382352941176471,4.140830787650335,3.284246879821057,0.804547125418317,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,6,0.19,19,observed,68,2352,6.323529411764706,4.115576650826092,3.245936361017953,0.8084676662890319,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,7,0.19,19,observed,68,2352,6.1911764705882355,4.086350217263989,3.2329348943256844,0.8187778184276953,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,8,0.19,19,observed,68,2352,6.25,4.108432707723632,3.250686480017262,0.8177188580446,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,9,0.19,19,observed,68,2352,6.25,4.113645584470923,3.2527311612515137,0.8312732268429602,51
appendix_error_gradient,appendix_species_same_genus_observed_19pct,appendix_species_baseline,species_units,10,0.19,19,observed,68,2352,6.235294117647059,4.102116139910385,3.240848321779823,0.8284210489961676,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,1,0.2,20,observed,68,2352,6.367647058823529,4.195799266420638,3.344007598075292,0.798981028140752,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,2,0.2,20,observed,68,2352,6.294117647058823,4.151064638485698,3.269309280933564,0.8222047380053047,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,3,0.2,20,observed,68,2352,6.1911764705882355,4.089624862054982,3.2416083802991325,0.8260697087779518,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,4,0.2,20,observed,68,2352,6.294117647058823,4.085474025084958,3.2304737693852767,0.828775712421821,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,5,0.2,20,observed,68,2352,6.235294117647059,4.126891473533873,3.2683734199367565,0.8099348211248992,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,6,0.2,20,observed,68,2352,6.279411764705882,4.130221001134649,3.280358867664635,0.8164092226157162,50
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,7,0.2,20,observed,68,2352,6.117647058823529,4.153902161543685,3.338456751239273,0.8294338371146419,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,8,0.2,20,observed,68,2352,6.235294117647059,4.088694939399588,3.2280875128816513,0.8216843554694075,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,9,0.2,20,observed,68,2352,6.294117647058823,4.124453835672362,3.2666586054616076,0.8132224634866688,51
appendix_error_gradient,appendix_species_same_genus_observed_20pct,appendix_species_baseline,species_units,10,0.2,20,observed,68,2352,6.279411764705882,4.0850361229405046,3.2060304134083553,0.817399710226592,51
