candidate_key,candidate_label,genus,gbif_usage_key,gbif_raw_usage_key,gbif_accepted_usage_key,gbif_scientific_name,gbif_canonical_name,gbif_rank,gbif_status,gbif_match_type,gbif_confidence,gbif_genus,gbif_match_ok
cdref:216370,Deuterosminthurus flavus,Deuterosminthurus,4537006,4537013,4537006,"Deuterosminthurus flava (Gisin, 1946)",Deuterosminthurus flava,SPECIES,SYNONYM,VARIANT,96,Deuterosminthurus,FALSE
cdref:216371,Deuterosminthurus maculatus,Deuterosminthurus,4537005,4537005,NA,"Deuterosminthurus maculatus Nayrolles, 1996",Deuterosminthurus maculatus,SPECIES,ACCEPTED,EXACT,99,Deuterosminthurus,TRUE
cdref:216372,Deuterosminthurus pallipes,Deuterosminthurus,4537010,4537010,NA,"Deuterosminthurus pallipes (Bourlet, 1843)",Deuterosminthurus pallipes,SPECIES,ACCEPTED,EXACT,99,Deuterosminthurus,TRUE
cdref:216373,Deuterosminthurus sulphureus,Deuterosminthurus,4537002,4537002,NA,"Deuterosminthurus sulphureus (Koch, 1840)",Deuterosminthurus sulphureus,SPECIES,ACCEPTED,EXACT,99,Deuterosminthurus,TRUE
cdref:215898,Deutonura anophthalma,Deutonura,4537376,4537376,NA,"Deutonura anophthalma (Massoud & Thibaud, 1968)",Deutonura anophthalma,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215899,Deutonura betica,Deutonura,4537401,4537401,NA,"Deutonura betica (Deharveng, 1979)",Deutonura betica,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215900,Deutonura caerulescens,Deutonura,4537381,4537381,NA,"Deutonura caerulescens Deharveng, 1982",Deutonura caerulescens,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215901,Deutonura conjuncta,Deutonura,4537405,4537405,NA,"Deutonura conjuncta (Stach, 1926)",Deutonura conjuncta,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215902,Deutonura corsica,Deutonura,4537387,4537387,NA,"Deutonura corsica (Denis & J-R, 1947)",Deutonura corsica,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215903,Deutonura decolorata,Deutonura,4537408,4537408,NA,Deutonura decolorata (da Gama & Gisin),Deutonura decolorata,SPECIES,ACCEPTED,EXACT,97,Deutonura,TRUE
cdref:215904,Deutonura deficiens,Deutonura,4537368,4537368,NA,"Deutonura deficiens Deharveng, 1979",Deutonura deficiens,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215905,Deutonura gisini,Deutonura,4537395,4537395,NA,"Deutonura gisini Deharveng, 1982",Deutonura gisini,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215906,Deutonura inopinata,Deutonura,4537378,4537378,NA,"Deutonura inopinata Deharveng, 1979",Deutonura inopinata,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215907,Deutonura insularis,Deutonura,4537387,12086023,4537387,"Deutonura insularis L.Deharveng, S.Ait Mouloud & A.Bedos, 2015",Deutonura insularis,SPECIES,SYNONYM,EXACT,98,Deutonura,TRUE
cdref:215908,Deutonura luberonensis,Deutonura,4537400,4537400,NA,"Deutonura luberonensis Deharveng, 1982",Deutonura luberonensis,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215909,Deutonura monticola,Deutonura,4537358,4537358,NA,"Deutonura monticola (P.Cassagnau, 1954)",Deutonura monticola,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215910,Deutonura phlegraea,Deutonura,4537382,4537382,NA,"Deutonura phlegraea (Caroli, 1912)",Deutonura phlegraea,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215911,Deutonura provincialis,Deutonura,4537404,4537404,NA,"Deutonura provincialis Deharveng, 1979",Deutonura provincialis,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215912,Deutonura similis,Deutonura,4537407,4537407,NA,"Deutonura similis Deharveng, 1979",Deutonura similis,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215913,Deutonura sinistra,Deutonura,4537389,4537389,NA,"Deutonura sinistra (Denis, 1935)",Deutonura sinistra,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:215914,Deutonura vallespirensis,Deutonura,4537394,4537394,NA,"Deutonura vallespirensis Deharveng, 1982",Deutonura vallespirensis,SPECIES,ACCEPTED,EXACT,99,Deutonura,TRUE
cdref:216386,Dicyrtoma fusca,Dicyrtoma,4536992,4536992,NA,"Dicyrtoma fusca (J.Lubbock, 1873)",Dicyrtoma fusca,SPECIES,ACCEPTED,EXACT,97,Dicyrtoma,TRUE
cdref:216387,Dicyrtomina minuta,Dicyrtomina,2122282,2122282,NA,"Dicyrtomina minuta (O.Fabricius, 1783)",Dicyrtomina minuta,SPECIES,ACCEPTED,EXACT,97,Dicyrtomina,TRUE
cdref:216388,Dicyrtomina ornata,Dicyrtomina,4536981,4536981,NA,"Dicyrtomina ornata (H.Nicolet, 1842)",Dicyrtomina ornata,SPECIES,ACCEPTED,EXACT,97,Dicyrtomina,TRUE
cdref:216389,Dicyrtomina saundersi,Dicyrtomina,4536978,4536978,NA,"Dicyrtomina saundersi (J.Lubbock, 1862)",Dicyrtomina saundersi,SPECIES,ACCEPTED,EXACT,97,Dicyrtomina,TRUE
cdref:216390,Dicyrtomina violacea,Dicyrtomina,4536976,4536976,NA,"Dicyrtomina violacea (Krausbauer, 1898)",Dicyrtomina violacea,SPECIES,ACCEPTED,EXACT,99,Dicyrtomina,TRUE
cdref:216412,Disparrhopalites patrizii,Disparrhopalites,4537230,4537230,NA,"Disparrhopalites patrizii (P.Cassagnau & C.Delamare Deboutteville, 1953)",Disparrhopalites patrizii,SPECIES,ACCEPTED,EXACT,99,Disparrhopalites,TRUE
cdref:216023,Doutnacia coineaui,Doutnacia,4538412,4538412,NA,"Doutnacia coineaui Massoud & Thibaud, 1985",Doutnacia coineaui,SPECIES,ACCEPTED,EXACT,99,Doutnacia,TRUE
cdref:215891,Endonura arbasensis,Endonura,4537461,4537461,NA,"Endonura arbasensis Deharveng, 1979",Endonura arbasensis,SPECIES,ACCEPTED,EXACT,99,Endonura,TRUE
cdref:215892,Endonura dalensi,Endonura,4537438,4537438,NA,"Endonura dalensi (Deharveng, 1979)",Endonura dalensi,SPECIES,ACCEPTED,EXACT,99,Endonura,TRUE
cdref:215893,Endonura immaculata,Endonura,4537443,4537443,NA,"Endonura immaculata Deharveng, 1980",Endonura immaculata,SPECIES,ACCEPTED,EXACT,99,Endonura,TRUE
cdref:215894,Endonura ludovicae,Endonura,4537427,4537427,NA,"Endonura ludovicae (Denis & J-R, 1947)",Endonura ludovicae,SPECIES,ACCEPTED,EXACT,99,Endonura,TRUE
cdref:215895,Endonura pejai,Endonura,4537429,4537429,NA,"Endonura pejai Deharveng, 1980",Endonura pejai,SPECIES,ACCEPTED,EXACT,99,Endonura,TRUE
cdref:215896,Endonura poinsotae,Endonura,4537458,4537458,NA,"Endonura poinsotae Deharveng, 1980",Endonura poinsotae,SPECIES,ACCEPTED,EXACT,99,Endonura,TRUE
cdref:215897,Endonura tartaginensis,Endonura,4537432,4537432,NA,"Endonura tartaginensis (Deharveng, 1980)",Endonura tartaginensis,SPECIES,ACCEPTED,EXACT,99,Endonura,TRUE
cdref:216295,Entomobrya albocincta,Entomobrya,2120805,2120805,NA,"Entomobrya albocincta (R.Templeton, 1836)",Entomobrya albocincta,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216296,Entomobrya arborea,Entomobrya,4539604,4539604,NA,"Entomobrya arborea (Tullberg, 1871)",Entomobrya arborea,SPECIES,ACCEPTED,EXACT,99,Entomobrya,TRUE
cdref:216297,Entomobrya atrocincta,Entomobrya,2120794,2120794,NA,"Entomobrya atrocincta Schött, 1896",Entomobrya atrocincta,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216298,Entomobrya bauciana,Entomobrya,4539573,4539573,NA,"Entomobrya bauciana Moniez, 1894",Entomobrya bauciana,SPECIES,ACCEPTED,EXACT,99,Entomobrya,TRUE
cdref:216299,Entomobrya colettae,Entomobrya,4539609,4539609,NA,"Entomobrya colettae P.Cassagnau, 1964",Entomobrya colettae,SPECIES,ACCEPTED,EXACT,99,Entomobrya,TRUE
cdref:216300,Entomobrya corticalis,Entomobrya,4539597,4539597,NA,"Entomobrya corticalis (H.Nicolet, 1842)",Entomobrya corticalis,SPECIES,ACCEPTED,EXACT,99,Entomobrya,TRUE
cdref:216301,Entomobrya disjuncta,Entomobrya,4539587,4539587,NA,"Entomobrya disjuncta (H.Nicolet, 1842)",Entomobrya disjuncta,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216302,Entomobrya lanuginosa,Entomobrya,2120818,2120818,NA,"Entomobrya lanuginosa (H.Nicolet, 1842)",Entomobrya lanuginosa,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216303,Entomobrya marginata,Entomobrya,2120806,2120806,NA,"Entomobrya marginata (Tullberg, 1871)",Entomobrya marginata,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216304,Entomobrya multifasciata,Entomobrya,2120754,2120754,NA,"Entomobrya multifasciata (Tullberg, 1871)",Entomobrya multifasciata,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216305,Entomobrya muscorum,Entomobrya,2120749,2120749,NA,"Entomobrya muscorum (H.Nicolet, 1842)",Entomobrya muscorum,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216306,Entomobrya nicoleti,Entomobrya,4539584,4539584,NA,"Entomobrya nicoleti (J.Lubbock, 1870)",Entomobrya nicoleti,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216307,Entomobrya nivalis,Entomobrya,10915874,10915874,NA,"Entomobrya nivalis (C.Linnæus, 1758)",Entomobrya nivalis,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216308,Entomobrya pyrenaica,Entomobrya,4539568,4539568,NA,"Entomobrya pyrenaica P.Cassagnau, 1964",Entomobrya pyrenaica,SPECIES,ACCEPTED,EXACT,99,Entomobrya,TRUE
cdref:216309,Entomobrya quinquelineata,Entomobrya,4539558,4539558,NA,"Entomobrya quinquelineata C.Börner, 1901",Entomobrya quinquelineata,SPECIES,ACCEPTED,EXACT,97,Entomobrya,TRUE
cdref:216310,Entomobrya superba,Entomobrya,4539594,4539594,NA,"Entomobrya superba (O.M.Reuter, 1876)",Entomobrya superba,SPECIES,ACCEPTED,EXACT,99,Entomobrya,TRUE
cdref:216294,Entomobryoides purpurascens,Entomobryoides,4539531,4539531,NA,"Entomobryoides purpurascens (A.S.Packard, 1872)",Entomobryoides purpurascens,SPECIES,ACCEPTED,EXACT,99,Entomobryoides,TRUE
cdref:216374,Fasciosminthurus bedosae,Fasciosminthurus,4537041,4537041,NA,"Fasciosminthurus bedosae P.Nayrolles, 1994",Fasciosminthurus bedosae,SPECIES,ACCEPTED,EXACT,99,Fasciosminthurus,TRUE
cdref:216375,Fasciosminthurus cassagnaui,Fasciosminthurus,4537066,4537066,NA,"Fasciosminthurus cassagnaui P.Nayrolles, 1994",Fasciosminthurus cassagnaui,SPECIES,ACCEPTED,EXACT,99,Fasciosminthurus,TRUE
cdref:216376,Fasciosminthurus circumfasciatus,Fasciosminthurus,4537050,4537050,NA,"Fasciosminthurus circumfasciatus (J.Stach, 1956)",Fasciosminthurus circumfasciatus,SPECIES,ACCEPTED,EXACT,99,Fasciosminthurus,TRUE
cdref:216377,Fasciosminthurus dictyostigmatus,Fasciosminthurus,4537067,4537067,NA,"Fasciosminthurus dictyostigmatus P.Nayrolles, 1993",Fasciosminthurus dictyostigmatus,SPECIES,ACCEPTED,EXACT,99,Fasciosminthurus,TRUE
cdref:216378,Fasciosminthurus lacazei,Fasciosminthurus,4537043,4537043,NA,"Fasciosminthurus lacazei (Denis & J-R, 1924)",Fasciosminthurus lacazei,SPECIES,ACCEPTED,EXACT,97,Fasciosminthurus,TRUE
cdref:216379,Fasciosminthurus quinquefasciatus,Fasciosminthurus,4537070,4537070,NA,"Fasciosminthurus quinquefasciatus (Krausbauer, 1898)",Fasciosminthurus quinquefasciatus,SPECIES,ACCEPTED,EXACT,99,Fasciosminthurus,TRUE
cdref:216380,Fasciosminthurus raynalae,Fasciosminthurus,4537046,4537046,NA,"Fasciosminthurus raynalae (Nayrolles, 1987)",Fasciosminthurus raynalae,SPECIES,ACCEPTED,EXACT,99,Fasciosminthurus,TRUE
cdref:216381,Fasciosminthurus saportae,Fasciosminthurus,4537060,4537060,NA,"Fasciosminthurus saportae P.Nayrolles, 1997",Fasciosminthurus saportae,SPECIES,ACCEPTED,EXACT,99,Fasciosminthurus,TRUE
cdref:216382,Fasciosminthurus virgulatus,Fasciosminthurus,4537075,4537075,NA,"Fasciosminthurus virgulatus (Skorikov, 1899)",Fasciosminthurus virgulatus,SPECIES,ACCEPTED,EXACT,99,Fasciosminthurus,TRUE
cdref:216098,Folsomia alpina,Folsomia,4539141,4539141,NA,"Folsomia alpina Kseneman, 1936",Folsomia alpina,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:28893,Folsomia candida,Folsomia,2120383,2120383,NA,"Folsomia candida V.Willem, 1902",Folsomia candida,SPECIES,ACCEPTED,EXACT,97,Folsomia,TRUE
cdref:216099,Folsomia clavipila,Folsomia,4539174,4539174,NA,"Folsomia clavipila P.Cassagnau, 1954",Folsomia clavipila,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216100,Folsomia decemoculata,Folsomia,4539149,4539149,NA,"Folsomia decemoculata J.Stach, 1946",Folsomia decemoculata,SPECIES,ACCEPTED,EXACT,97,Folsomia,TRUE
cdref:216101,Folsomia decopsis,Folsomia,4539139,4539139,NA,"Folsomia decopsis Steiner, 1958",Folsomia decopsis,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216102,Folsomia fimetaria,Folsomia,2120353,2120353,NA,"Folsomia fimetaria (C.Linnæus, 1758)",Folsomia fimetaria,SPECIES,ACCEPTED,EXACT,97,Folsomia,TRUE
cdref:216103,Folsomia ksenemani,Folsomia,4539156,4539156,NA,"Folsomia ksenemani Stach, 1947",Folsomia ksenemani,SPECIES,ACCEPTED,EXACT,97,Folsomia,TRUE
cdref:216104,Folsomia manolachei,Folsomia,4539125,4539125,NA,"Folsomia manolachei Bagnall, 1939",Folsomia manolachei,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216105,Folsomia nigromaculata,Folsomia,4539160,4539160,NA,"Folsomia nigromaculata Najt, 1981",Folsomia nigromaculata,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216106,Folsomia pyrenaea,Folsomia,4539180,4539180,NA,"Folsomia pyrenaea P.Cassagnau, 1954",Folsomia pyrenaea,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216107,Folsomia quadrioculata,Folsomia,2120372,2120372,NA,"Folsomia quadrioculata (Tullberg, 1871)",Folsomia quadrioculata,SPECIES,ACCEPTED,EXACT,97,Folsomia,TRUE
cdref:216108,Folsomia sensibilis,Folsomia,4539143,4539143,NA,"Folsomia sensibilis Kseneman, 1934",Folsomia sensibilis,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216109,Folsomia setosa,Folsomia,4539134,4539134,NA,"Folsomia setosa Gisin, 1953",Folsomia setosa,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216110,Folsomia sexoculata,Folsomia,2120380,2120380,NA,"Folsomia sexoculata (Tullberg, 1871)",Folsomia sexoculata,SPECIES,ACCEPTED,EXACT,97,Folsomia,TRUE
cdref:216111,Folsomia similis,Folsomia,2120366,2120366,NA,"Folsomia similis Bagnall, 1939",Folsomia similis,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216112,Folsomia spinosa,Folsomia,4539171,4539171,NA,"Folsomia spinosa Kseneman, 1936",Folsomia spinosa,SPECIES,ACCEPTED,EXACT,98,Folsomia,TRUE
cdref:388997,Folsomia thalassophila,Folsomia,4539196,4539196,NA,"Folsomia thalassophila Bagnall, 1940",Folsomia thalassophila,SPECIES,ACCEPTED,EXACT,99,Folsomia,TRUE
cdref:216113,Folsomides angularis,Folsomides,11009346,11009346,NA,"Folsomides angularis (Axelson, 1905)",Folsomides angularis,SPECIES,ACCEPTED,EXACT,97,Folsomides,TRUE
cdref:216114,Folsomides marchicus,Folsomides,2119988,2119988,NA,"Folsomides marchicus (Frenzel, 1941)",Folsomides marchicus,SPECIES,ACCEPTED,EXACT,97,Folsomides,TRUE
name_fallback:Folsomides parvulus,Folsomides parvulus,Folsomides,2120024,2120024,NA,"Folsomides parvulus Stach, 1922",Folsomides parvulus,SPECIES,ACCEPTED,EXACT,99,Folsomides,TRUE
cdref:216115,Folsomides petiti,Folsomides,2120022,2120022,NA,"Folsomides petiti (Delamare Deboutteville, 1948)",Folsomides petiti,SPECIES,ACCEPTED,EXACT,99,Folsomides,TRUE
cdref:216116,Folsomides portucalensis,Folsomides,2119981,2119981,NA,"Folsomides portucalensis da Gama, 1961",Folsomides portucalensis,SPECIES,ACCEPTED,EXACT,97,Folsomides,TRUE
cdref:216117,Folsomides xerophilus,Folsomides,2119971,2119971,NA,"Folsomides xerophilus A.Fjellberg, 1993",Folsomides xerophilus,SPECIES,ACCEPTED,EXACT,97,Folsomides,TRUE
cdref:215919,Friesea acuminata,Friesea,4537666,4537666,NA,"Friesea acuminata (Denis, 1925)",Friesea acuminata,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215920,Friesea afurcata,Friesea,7418594,7418594,NA,"Friesea afurcata (Denis, 1926)",Friesea afurcata,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215921,Friesea albida,Friesea,7968054,7968054,NA,"Friesea albida Stach, 1949",Friesea albida,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215922,Friesea atypica,Friesea,7509054,7509054,NA,"Friesea atypica Cassagnau, 1958",Friesea atypica,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215923,Friesea cassagnaui,Friesea,7939399,7939399,NA,"Friesea cassagnaui J.C.Simón-Benito & Deharveng L, 1997",Friesea cassagnaui,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215924,Friesea cauchoisi,Friesea,7799277,7799277,NA,"Friesea cauchoisi Delamare Deboutteville, 1951",Friesea cauchoisi,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215925,Friesea christiani,Friesea,8318066,8318066,NA,"Friesea christiani Thibaud, 1995",Friesea christiani,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215926,Friesea claviseta,Friesea,5167151,5167151,NA,"Friesea claviseta Axelson, 1900",Friesea claviseta,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215927,Friesea colorata,Friesea,7966076,7966076,NA,"Friesea colorata P.Cassagnau, 1958",Friesea colorata,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215928,Friesea decemoculata,Friesea,7562375,7562375,NA,"Friesea decemoculata Börner, 1903",Friesea decemoculata,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215929,Friesea deharvengi,Friesea,8117158,8117158,NA,"Friesea deharvengi Izarra, 1980",Friesea deharvengi,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215930,Friesea fagei,Friesea,7393108,7393108,NA,"Friesea fagei Denis & J-R, 1932",Friesea fagei,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215931,Friesea handschini,Friesea,7772877,7772877,NA,"Friesea handschini M.Kseneman, 1938",Friesea handschini,SPECIES,ACCEPTED,EXACT,97,Friesea,TRUE
cdref:215932,Friesea inermis,Friesea,7699270,7699270,NA,"Friesea inermis (P.Cassagnau, 1958)",Friesea inermis,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215933,Friesea mauriesi,Friesea,8290408,8290408,NA,"Friesea mauriesi P.Cassagnau, 1958",Friesea mauriesi,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215934,Friesea mirabilis,Friesea,5167154,5167154,NA,"Friesea mirabilis (Tullberg, 1871)",Friesea mirabilis,SPECIES,ACCEPTED,EXACT,97,Friesea,TRUE
cdref:215935,Friesea montana,Friesea,7994707,7994707,NA,"Friesea montana P.Cassagnau, 1958",Friesea montana,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215936,Friesea nigrimontana,Friesea,7725363,7725363,NA,"Friesea nigrimontana P.Cassagnau, 1964",Friesea nigrimontana,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215937,Friesea oligorhopala,Friesea,8137196,8137196,NA,"Friesea oligorhopala Caroli, 1914",Friesea oligorhopala,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215938,Friesea pyrenaica,Friesea,7349249,7349249,NA,"Friesea pyrenaica Cassagnau, 1958",Friesea pyrenaica,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215939,Friesea quadriocellata,Friesea,8164356,8164356,NA,"Friesea quadriocellata Izarra, 1980",Friesea quadriocellata,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215940,Friesea sexoculata,Friesea,7490312,7490312,NA,"Friesea sexoculata P.Cassagnau, 1958",Friesea sexoculata,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215941,Friesea subterranea,Friesea,7626245,7626245,NA,"Friesea subterranea P.Cassagnau, 1958",Friesea subterranea,SPECIES,ACCEPTED,EXACT,97,Friesea,TRUE
cdref:215942,Friesea tolosana,Friesea,7607224,7607224,NA,"Friesea tolosana Cassagnau, 1958",Friesea tolosana,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215943,Friesea tourratensis,Friesea,8416193,8416193,NA,"Friesea tourratensis P.Cassagnau, 1958",Friesea tourratensis,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215944,Friesea troglophila,Friesea,8193469,8193469,NA,"Friesea troglophila Cassagnau, 1958",Friesea troglophila,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215945,Friesea truncata,Friesea,8352411,8352411,NA,"Friesea truncata P.Cassagnau, 1958",Friesea truncata,SPECIES,ACCEPTED,EXACT,99,Friesea,TRUE
cdref:215966,Gastranurida denisi,Gastranurida,4537612,4537612,NA,"Gastranurida denisi (Bagnall, 1939)",Gastranurida denisi,SPECIES,ACCEPTED,EXACT,99,Gastranurida,TRUE
cdref:216393,Gisinianus flammeolus,Gisinianus,4537163,4537163,NA,"Gisinianus flammeolus (Gisin, 1957)",Gisinianus flammeolus,SPECIES,ACCEPTED,EXACT,99,Gisinianus,TRUE
cdref:216411,Gisinurus malatestai,Gisinurus,4537219,4537219,NA,"Gisinurus malatestai R.Dallai, 1970",Gisinurus malatestai,SPECIES,ACCEPTED,EXACT,99,Gisinurus,TRUE
cdref:216118,Gnathisotoma bicolor,Gnathisotoma,4538949,4538949,NA,"Gnathisotoma bicolor P.Cassagnau, 1957",Gnathisotoma bicolor,SPECIES,ACCEPTED,EXACT,99,Gnathisotoma,TRUE
cdref:216119,Gnathisotoma deharvengi,Gnathisotoma,4538948,4538948,NA,"Gnathisotoma deharvengi Najt, 1981",Gnathisotoma deharvengi,SPECIES,ACCEPTED,EXACT,99,Gnathisotoma,TRUE
cdref:216120,Halisotoma boneti,Halisotoma,4539221,4539221,NA,"Halisotoma boneti (Delamare Deboutteville, 1954)",Halisotoma boneti,SPECIES,ACCEPTED,EXACT,99,Halisotoma,TRUE
cdref:216121,Halisotoma maritima,Halisotoma,2120081,2120081,NA,"Halisotoma maritima (Tullberg, 1871)",Halisotoma maritima,SPECIES,ACCEPTED,EXACT,99,Halisotoma,TRUE
cdref:216293,Haloentomobrya dollfusi,Haloentomobrya,9314406,4539536,9314406,"Haloentomobrya dollfusi (Denis, 1924)",Haloentomobrya dollfusi,SPECIES,SYNONYM,EXACT,98,Mesentotoma,FALSE
name_fallback:Hemisotoma thermophila,Hemisotoma thermophila,Hemisotoma,7386618,7386618,NA,"Hemisotoma thermophila (Axelson, 1900)",Hemisotoma thermophila,SPECIES,ACCEPTED,EXACT,99,Hemisotoma,TRUE
cdref:216288,Heteromurus hexophthalmus,Heteromurus,10698154,4539731,10698154,"Heteromurus hexophthalmus Denis, 1948",Heteromurus hexophthalmus,SPECIES,SYNONYM,EXACT,98,Heteromurus,TRUE
cdref:216289,Heteromurus major,Heteromurus,4539722,4539722,NA,"Heteromurus major (Moniez, 1889)",Heteromurus major,SPECIES,ACCEPTED,EXACT,99,Heteromurus,TRUE
cdref:216290,Heteromurus nitidus,Heteromurus,2121008,2121008,NA,"Heteromurus nitidus (R.Templeton, 1836)",Heteromurus nitidus,SPECIES,ACCEPTED,EXACT,97,Heteromurus,TRUE
cdref:216383,Heterosminthurus bilineatus,Heterosminthurus,4537026,4537026,NA,"Heterosminthurus bilineatus (Bourlet, 1842)",Heterosminthurus bilineatus,SPECIES,ACCEPTED,EXACT,97,Heterosminthurus,TRUE
cdref:216384,Heterosminthurus claviger,Heterosminthurus,4537035,4537035,NA,"Heterosminthurus claviger (Gisin, 1958)",Heterosminthurus claviger,SPECIES,ACCEPTED,EXACT,99,Heterosminthurus,TRUE
cdref:216385,Heterosminthurus insignis,Heterosminthurus,2120653,2120653,NA,"Heterosminthurus insignis (O.M.Reuter, 1876)",Heterosminthurus insignis,SPECIES,ACCEPTED,EXACT,97,Heterosminthurus,TRUE
cdref:216122,Hydroisotoma schaefferi,Hydroisotoma,4539017,4539017,NA,"Hydroisotoma schaefferi (Krausbauer, 1898)",Hydroisotoma schaefferi,SPECIES,ACCEPTED,EXACT,97,Hydroisotoma,TRUE
cdref:216062,Hymenaphorura parva,Hymenaphorura,4538044,4538044,NA,"Hymenaphorura parva D.Skarzynski & R.J.Pomorski, 1996",Hymenaphorura parva,SPECIES,ACCEPTED,EXACT,99,Hymenaphorura,TRUE
cdref:215814,Hypogastrura capitata,Hypogastrura,2121629,2121629,NA,"Hypogastrura capitata P.Cassagnau & C.Delamare Deboutteville, 1955",Hypogastrura capitata,SPECIES,ACCEPTED,EXACT,99,Hypogastrura,TRUE
cdref:215815,Hypogastrura chouardi,Hypogastrura,2121514,2121514,NA,"Hypogastrura chouardi P.Cassagnau, 1959",Hypogastrura chouardi,SPECIES,ACCEPTED,EXACT,99,Hypogastrura,TRUE
cdref:215816,Hypogastrura crassaegranulata,Hypogastrura,2121563,2121563,NA,"Hypogastrura crassaegranulata (J.Stach, 1949)",Hypogastrura crassaegranulata,SPECIES,ACCEPTED,EXACT,97,Hypogastrura,TRUE
cdref:215817,Hypogastrura elevata,Hypogastrura,2121481,2121481,NA,"Hypogastrura elevata P.Cassagnau, 1959",Hypogastrura elevata,SPECIES,ACCEPTED,EXACT,99,Hypogastrura,TRUE
cdref:215818,Hypogastrura gisini,Hypogastrura,2121528,2121528,NA,"Hypogastrura gisini Strenzke, 1954",Hypogastrura gisini,SPECIES,ACCEPTED,EXACT,97,Hypogastrura,TRUE
cdref:215819,Hypogastrura manubrialis,Hypogastrura,2121452,2121452,NA,"Hypogastrura manubrialis (Tullberg, 1869)",Hypogastrura manubrialis,SPECIES,ACCEPTED,EXACT,97,Hypogastrura,TRUE
cdref:215820,Hypogastrura monticola,Hypogastrura,2121487,2121487,NA,"Hypogastrura monticola J.Stach, 1946",Hypogastrura monticola,SPECIES,ACCEPTED,EXACT,97,Hypogastrura,TRUE
