site_id,S_exp
RMQS_25_ALLINGES_1275,14.063983367586225
RMQS_25_AVESSAC_831,26.436561119937405
RMQS_25_BAZORDAN_2186,9.154852950936057
RMQS_25_BESSE_1747,10.961247239701489
RMQS_25_BEZIERS_2161,2.649263173262025
RMQS_25_CARSAC-DE-GURSON_1657,19.021154014592206
RMQS_25_CASTANET_1878,2.9125538958915524
RMQS_25_CHATEAU-L'EVEQUE_1578,12.137697200525718
RMQS_25_CHATRES-SUR-CHER_997,12.78544845126586
RMQS_25_EPANNES_1283,7.89962246925515
RMQS_25_FONDETTES_946,13.591744046186447
RMQS_25_GAS_509,3.1773697046772216
RMQS_25_GEDRE_2269,0.9999999998335936
RMQS_25_HORPS_557,26.906925203624137
RMQS_25_JOUILLAT_1295,15.060503782453063
RMQS_25_LAGUIOLE_1756,0.9999999955606464
RMQS_25_LIVRE-SUR-CHANGEON_612,9.43503298516057
RMQS_25_LONDE-LES-MAURES_2207,0.753194470205109
RMQS_25_MONT-PRES-CHAMBORD_899,19.97331276953202
RMQS_25_MONTPEZAT_2099,2.9999807104009597
RMQS_25_SAINT-GERMAIN_637,8.355313025162442
RMQS_25_SAINT-SAUVEUR-SUR-TINEE_1904,0.9999999859186202
RMQS_25_TRIAIZE_1238,20.40027643846036
