npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
10,564.5006027182106,597.9716780253854,-272.2503013591053,544.5006027182106,NA,NA,NA
11,566.2686010932697,603.0867839311618,-272.13430054663485,544.2686010932697,0.2320016249409491,1,0.6300436093322842
