STATION;LAND_USE;ALT;X;Y;indice;valeur
1887;Pastures and meadows;908;3.72;44.24;ab_phytofac;557
1887;Pastures and meadows;908;3.72;44.24;ab_phytopar;115
1887;Pastures and meadows;908;3.72;44.24;ab_tot;1114
1887;Pastures and meadows;908;3.72;44.24;CI;77.7777777777778
1887;Pastures and meadows;908;3.72;44.24;PPI;2.01369863013699
1887;Pastures and meadows;908;3.72;44.24;MI;2.61458333333333
1893;Permanent crops;113;4.92;44.21;EI;46
1893;Permanent crops;113;4.92;44.21;SI;9
1893;Permanent crops;113;4.92;44.21;ab_libres;144
1893;Permanent crops;113;4.92;44.21;ab_phytofac;44
1893;Permanent crops;113;4.92;44.21;ab_phytopar;201
1893;Permanent crops;113;4.92;44.21;ab_tot;389
1992;Annual crops;712;6.1;43.89;EI;52
1992;Annual crops;712;6.1;43.89;SI;7
1992;Annual crops;712;6.1;43.89;ab_libres;975
1992;Annual crops;712;6.1;43.89;ab_phytofac;256
1992;Annual crops;712;6.1;43.89;ab_phytopar;29
1992;Annual crops;712;6.1;43.89;ab_tot;1260
1992;Annual crops;712;6.1;43.89;CI;76.9784172661871
1992;Annual crops;712;6.1;43.89;PPI;2.1
1992;Annual crops;712;6.1;43.89;MI;1.97810218978102
1996;Pastures and meadows;756;6.9;43.86;EI;42
1996;Pastures and meadows;756;6.9;43.86;SI;18
1996;Pastures and meadows;756;6.9;43.86;ab_libres;404
1996;Pastures and meadows;756;6.9;43.86;ab_phytofac;444
1996;Pastures and meadows;756;6.9;43.86;ab_phytopar;157
1996;Pastures and meadows;756;6.9;43.86;ab_tot;1005
1996;Pastures and meadows;756;6.9;43.86;CI;12.258064516129
1996;Pastures and meadows;756;6.9;43.86;PPI;2.7047619047619
1996;Pastures and meadows;756;6.9;43.86;MI;1.60975609756098
2011;Annual crops;195;0.74;43.8;EI;70
2011;Annual crops;195;0.74;43.8;SI;8
2011;Annual crops;195;0.74;43.8;ab_libres;438
2011;Annual crops;195;0.74;43.8;ab_phytofac;86
2011;Annual crops;195;0.74;43.8;ab_phytopar;190
2011;Annual crops;195;0.74;43.8;ab_tot;714
2011;Annual crops;195;0.74;43.8;CI;32.4200913242009
2011;Annual crops;195;0.74;43.8;PPI;2.68674698795181
2011;Annual crops;195;0.74;43.8;MI;1.75
2021;Forests & tree plantations;488;2.72;43.81;EI;75
2021;Forests & tree plantations;488;2.72;43.81;SI;81
2021;Forests & tree plantations;488;2.72;43.81;ab_libres;335
2021;Forests & tree plantations;488;2.72;43.81;ab_phytofac;417
2021;Forests & tree plantations;488;2.72;43.81;ab_phytopar;41
2021;Forests & tree plantations;488;2.72;43.81;ab_tot;793
2021;Forests & tree plantations;488;2.72;43.81;CI;14.2857142857143
2021;Forests & tree plantations;488;2.72;43.81;PPI;2.10714285714286
2021;Forests & tree plantations;488;2.72;43.81;MI;2.51219512195122
2034;Forests & tree plantations;332;5.3;43.77;EI;43
2034;Forests & tree plantations;332;5.3;43.77;SI;20
2034;Forests & tree plantations;332;5.3;43.77;ab_libres;781
2034;Forests & tree plantations;332;5.3;43.77;ab_phytofac;194
2034;Forests & tree plantations;332;5.3;43.77;ab_phytopar;387
2034;Forests & tree plantations;332;5.3;43.77;ab_tot;1362
2034;Forests & tree plantations;332;5.3;43.77;CI;52.3809523809524
2034;Forests & tree plantations;332;5.3;43.77;PPI;2.17708333333333
2034;Forests & tree plantations;332;5.3;43.77;MI;2.03100775193798
2076;Pastures and meadows;1;4.5;43.65;EI;63
2076;Pastures and meadows;1;4.5;43.65;SI;45
2076;Pastures and meadows;1;4.5;43.65;ab_libres;118
2076;Pastures and meadows;1;4.5;43.65;ab_phytofac;5
2076;Pastures and meadows;1;4.5;43.65;ab_phytopar;0
2076;Pastures and meadows;1;4.5;43.65;ab_tot;123
2076;Pastures and meadows;1;4.5;43.65;CI;20
2076;Pastures and meadows;1;4.5;43.65;PPI;2,00
2076;Pastures and meadows;1;4.5;43.65;MI;2.05
2142;Annual crops;187;-0.43;43.35;EI;82
2142;Annual crops;187;-0.43;43.35;SI;69
2142;Annual crops;187;-0.43;43.35;ab_libres;151
2142;Annual crops;187;-0.43;43.35;ab_phytofac;322
2142;Annual crops;187;-0.43;43.35;ab_phytopar;3
2142;Annual crops;187;-0.43;43.35;ab_tot;476
2142;Annual crops;187;-0.43;43.35;CI;5.88235294117647
2142;Annual crops;187;-0.43;43.35;PPI;2,00
2142;Annual crops;187;-0.43;43.35;MI;2.01587301587302
2182;Annual crops;246;-0.23;43.21;EI;92
2182;Annual crops;246;-0.23;43.21;SI;58
2182;Annual crops;246;-0.23;43.21;ab_libres;530
2182;Annual crops;246;-0.23;43.21;ab_phytofac;274
2182;Annual crops;246;-0.23;43.21;ab_phytopar;47
2182;Annual crops;246;-0.23;43.21;ab_tot;851
2182;Annual crops;246;-0.23;43.21;CI;0.2710027100271
2182;Annual crops;246;-0.23;43.21;PPI;2.14457831325301
2182;Annual crops;246;-0.23;43.21;MI;1.48905109489051
2205;Forests & tree plantations;261;5.86;43.18;EI;34
2205;Forests & tree plantations;261;5.86;43.18;SI;57
2205;Forests & tree plantations;261;5.86;43.18;ab_libres;376
2205;Forests & tree plantations;261;5.86;43.18;ab_phytofac;369
2205;Forests & tree plantations;261;5.86;43.18;ab_phytopar;29
2205;Forests & tree plantations;261;5.86;43.18;ab_tot;774
2205;Forests & tree plantations;261;5.86;43.18;CI;63.6363636363636
2205;Forests & tree plantations;261;5.86;43.18;PPI;2.05511811023622
2205;Forests & tree plantations;261;5.86;43.18;MI;2.44166666666667
2257;Forests & tree plantations;499;2.13;42.95;EI;31
2257;Forests & tree plantations;499;2.13;42.95;SI;86
2257;Forests & tree plantations;499;2.13;42.95;ab_libres;468
2257;Forests & tree plantations;499;2.13;42.95;ab_phytofac;3379
2257;Forests & tree plantations;499;2.13;42.95;ab_phytopar;52
2257;Forests & tree plantations;499;2.13;42.95;ab_tot;3899
2257;Forests & tree plantations;499;2.13;42.95;CI;100
2257;Forests & tree plantations;499;2.13;42.95;PPI;2.01515151515152
2257;Forests & tree plantations;499;2.13;42.95;MI;3.22222222222222
2260;Forests & tree plantations;378;2.72;42.95;EI;24
2260;Forests & tree plantations;378;2.72;42.95;SI;45
2260;Forests & tree plantations;378;2.72;42.95;ab_libres;615
2260;Forests & tree plantations;378;2.72;42.95;ab_phytofac;1548
2260;Forests & tree plantations;378;2.72;42.95;ab_phytopar;10
2260;Forests & tree plantations;378;2.72;42.95;ab_tot;2173
2260;Forests & tree plantations;378;2.72;42.95;CI;75
2260;Forests & tree plantations;378;2.72;42.95;PPI;2.00617283950617
2260;Forests & tree plantations;378;2.72;42.95;MI;2.3125
2276;Forests & tree plantations;1247;1.35;42.8;EI;36
2276;Forests & tree plantations;1247;1.35;42.8;SI;69
2276;Forests & tree plantations;1247;1.35;42.8;ab_libres;969
2276;Forests & tree plantations;1247;1.35;42.8;ab_phytofac;1015
2276;Forests & tree plantations;1247;1.35;42.8;ab_phytopar;259
2276;Forests & tree plantations;1247;1.35;42.8;ab_tot;2243
2276;Forests & tree plantations;1247;1.35;42.8;CI;55.5555555555555
2276;Forests & tree plantations;1247;1.35;42.8;PPI;2.11594202898551
2276;Forests & tree plantations;1247;1.35;42.8;MI;2.59047619047619
2312;Pastures and meadows;2266;1.74;42.52;EI;45
2312;Pastures and meadows;2266;1.74;42.52;SI;67
2312;Pastures and meadows;2266;1.74;42.52;ab_libres;561
2312;Pastures and meadows;2266;1.74;42.52;ab_phytofac;104
2312;Pastures and meadows;2266;1.74;42.52;ab_phytopar;88
2312;Pastures and meadows;2266;1.74;42.52;ab_tot;753
2312;Pastures and meadows;2266;1.74;42.52;CI;37.6623376623377
2312;Pastures and meadows;2266;1.74;42.52;PPI;2.18
2312;Pastures and meadows;2266;1.74;42.52;MI;2.54109589041096
