npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
9,791.4118926589994,822.9598764823907,-386.7059463294997,773.4118926589994,NA,NA,NA
14,799.8919140093167,848.9665555123697,-385.94595700465834,771.8919140093167,1.5199786496826846,5,0.9107528320683016
