npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
10,792.3633700305479,827.4166853898715,-386.18168501527396,772.3633700305479,NA,NA,NA
15,791.2264565366954,843.8064295756809,-380.6132282683477,761.2264565366954,11.13691349385249,5,0.048731960586471404
