full_wing,log_BL.trend,SE,df,lower.CL,upper.CL
not_fully_winged,1.073952083959504,0.8717049212792437,22.321901669320557,-0.732342940450402,2.88024710836941
fully_winged,1.823189161744078,1.1589075773144046,24.707071325904135,-0.5650613731910441,4.2114396966792
