scenario_family,scenario,baseline_scenario,alpha_metric,term,estimate_mean,estimate_sd,p_median,p_prop_lt_005,adj_r2_mean,n_iter,n_valid,baseline_estimate,baseline_abs_estimate_rank,estimate_sign_changed,estimate_ratio
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,coverage_chao,mos,0.025840602143528044,0.004043696336887334,0.20779613148583315,0,0.021929149269834775,20,20,0.024075693644531725,23,FALSE,1.073306652138647
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,coverage_chao,p_h,-0.019619951809685832,0.005591542050541156,0.3458400045125491,0,0.021929149269834775,20,20,-0.022263462486237673,25,FALSE,0.8812623742517164
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,coverage_chao,t360_mean,0.03608950471743085,0.004617254449257494,0.08151938302247361,0.1,0.021929149269834775,20,20,0.03840685520329464,17,FALSE,0.9396631024956972
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q0,mos,0.10950991838729991,0.013287251980033395,0.12595394765835613,0,-0.0035388976776357774,20,20,0.07726182121183414,1,FALSE,1.417387225277138
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q0,p_h,0.0018851443005492479,0.010460713344811384,0.9382369353354865,0,-0.0035388976776357774,20,20,0.011998511029674598,34,FALSE,0.1571148533252941
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q0,t360_mean,0.05879363415127033,0.00791763039221572,0.44395601622907055,0,-0.0035388976776357774,20,20,0.036283578912531686,19,FALSE,1.6203923624238754
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q1,mos,0.04882034310131225,0.01079228070445215,0.3797227180763928,0,-0.03249946198157531,20,20,0.038360289429903875,18,FALSE,1.2726792166290124
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q1,p_h,5.525568807314055e-4,0.013737582888957265,0.8619267337120629,0,-0.03249946198157531,20,20,0.009455173567785476,40,FALSE,0.05843963379096609
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q1,t360_mean,0.02493457778996329,0.008601271683480745,0.656608095339108,0,-0.03249946198157531,20,20,0.013076620783804602,30,FALSE,1.9068059097381465
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q2,mos,0.03096352565940248,0.00931154424681507,0.5216391856386033,0,-0.03647737618777046,20,20,0.03347620430189949,21,FALSE,0.9249413517782111
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q2,p_h,-0.010048462864597063,0.01466175994002648,0.8133263008973162,0,-0.03647737618777046,20,20,-0.0024396527105669664,48,FALSE,4.118808722681614
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,q2,t360_mean,0.023414667645266934,0.008879776904610297,0.6225155899939205,0,-0.03647737618777046,20,20,0.017891954478090246,27,FALSE,1.3086702000018822
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,coverage_chao,mos,0.025310459025523768,0.0028929978785113652,0.1943986116447853,0,0.03524801676918103,20,20,0.024075693644531725,23,FALSE,1.051286803995053
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,coverage_chao,p_h,-0.02167660348627942,0.0036706776568825312,0.28023744465784517,0,0.03524801676918103,20,20,-0.022263462486237673,25,FALSE,0.9736402637136508
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,coverage_chao,t360_mean,0.03899441873199134,0.0032198443632846414,0.05700442410297235,0.2,0.03524801676918103,20,20,0.03840685520329464,17,FALSE,1.0152984024749387
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q0,mos,0.09620343524723504,0.011971596001627751,0.15130042223481602,0,-0.01032784151626015,20,20,0.07726182121183414,1,FALSE,1.2451613712737544
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q0,p_h,0.008904407208600848,0.014670310763411134,0.8013818679731122,0,-0.01032784151626015,20,20,0.011998511029674598,34,FALSE,0.7421260176849075
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q0,t360_mean,0.045165737101403376,0.007723453830528261,0.5156319881093101,0,-0.01032784151626015,20,20,0.036283578912531686,19,FALSE,1.2447982931971453
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q1,mos,0.04259919467698918,0.007783627517369061,0.42715704260037357,0,-0.03624001454847903,20,20,0.038360289429903875,18,FALSE,1.11050243129242
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q1,p_h,0.009470601491159648,0.010938917683155075,0.8468149391151811,0,-0.03624001454847903,20,20,0.009455173567785476,40,FALSE,1.0016316911861605
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q1,t360_mean,0.012557094649938696,0.006599476559685626,0.7967866835385483,0,-0.03624001454847903,20,20,0.013076620783804602,30,FALSE,0.9602706125339859
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q2,mos,0.03323977900551202,0.0063426970252391055,0.4715201963350201,0,-0.03767062581174672,20,20,0.03347620430189949,21,FALSE,0.9929375118440756
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q2,p_h,-0.00290597849216916,0.009448025428392284,0.8992698074948942,0,-0.03767062581174672,20,20,-0.0024396527105669664,48,FALSE,1.1911443295114825
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q2,t360_mean,0.016523530264075804,0.005979745858895458,0.7095681914455418,0,-0.03767062581174672,20,20,0.017891954478090246,27,FALSE,0.9235173431896354
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,coverage_chao,mos,0.024103789247870242,0.003947630088138386,0.2329471280010536,0,0.03028152062079526,20,20,0.024075693644531725,23,FALSE,1.001166969631419
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,coverage_chao,p_h,-0.02215296198946059,0.004123369039484585,0.2822965225690834,0,0.03028152062079526,20,20,-0.022263462486237673,25,FALSE,0.9950366886172629
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,coverage_chao,t360_mean,0.03722680195544629,0.004081200802925518,0.06078156769179961,0.25,0.03028152062079526,20,20,0.03840685520329464,17,FALSE,0.9692749317380422
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q0,mos,0.10583111081185947,0.014956482018544132,0.11155260354775559,0.05,-0.0037060706241521134,20,20,0.07726182121183414,1,FALSE,1.3697724070171076
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q0,p_h,0.008401057183543432,0.008916849612215293,0.9145147007756417,0,-0.0037060706241521134,20,20,0.011998511029674598,34,FALSE,0.7001749769422241
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q0,t360_mean,0.04997680400487061,0.008737932119186925,0.4735123965514798,0,-0.0037060706241521134,20,20,0.036283578912531686,19,FALSE,1.377394554306481
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q1,mos,0.0484680660804578,0.008778054089494822,0.3439781517565686,0,-0.0331206607287919,20,20,0.038360289429903875,18,FALSE,1.2634958390766045
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q1,p_h,0.008172869156498315,0.008515127376517743,0.8764185474003738,0,-0.0331206607287919,20,20,0.009455173567785476,40,FALSE,0.8643806586844611
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q1,t360_mean,0.017193057891120998,0.00726182627915278,0.7717603772214627,0,-0.0331206607287919,20,20,0.013076620783804602,30,FALSE,1.3147936439676071
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q2,mos,0.03580723716635999,0.006741207871027787,0.4317164537403022,0,-0.03602067849192757,20,20,0.03347620430189949,21,FALSE,1.0696325319154607
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q2,p_h,-0.0045665461942789,0.007831165824085632,0.9225154833473443,0,-0.03602067849192757,20,20,-0.0024396527105669664,48,FALSE,1.8718017423134177
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q2,t360_mean,0.019626986379136607,0.006164438521418743,0.6888928418101565,0,-0.03602067849192757,20,20,0.017891954478090246,27,FALSE,1.096972742870043
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,coverage_chao,mos,0.012474426259253761,NA,0.27353878311242763,0,0.1796277485991029,1,1,0.012474426259253761,31,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,coverage_chao,p_h,-0.008746364399977913,NA,0.45909266713958974,0,0.1796277485991029,1,1,-0.008746364399977913,43,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,coverage_chao,t360_mean,0.04801609361254615,NA,1.227112499085601e-4,1,0.1796277485991029,1,1,0.04801609361254615,10,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q0,mos,0.0716403557294472,NA,0.20404802652577653,0,-0.02099819800765501,1,1,0.0716403557294472,2,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q0,p_h,0.011582049796614546,NA,0.8424507847748823,0,-0.02099819800765501,1,1,0.011582049796614546,35,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q0,t360_mean,0.009248682401175209,NA,0.873606287789813,0,-0.02099819800765501,1,1,0.009248682401175209,41,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q1,mos,0.050163722517726744,NA,0.32560256440914603,0,-0.010703653423369985,1,1,0.050163722517726744,7,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q1,p_h,0.015056345867463718,NA,0.7758015750504904,0,-0.010703653423369985,1,1,0.015056345867463718,28,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q1,t360_mean,-0.0469482380599569,NA,0.37482909657944385,0,-0.010703653423369985,1,1,-0.0469482380599569,12,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q2,mos,0.04119507637058283,NA,0.38490178225802607,0,-0.001305659823965133,1,1,0.04119507637058283,14,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q2,p_h,-0.0031327093756596865,NA,0.9491727074862022,0,-0.001305659823965133,1,1,-0.0031327093756596865,46,FALSE,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q2,t360_mean,-0.05181145949568255,NA,0.2928430257345309,0,-0.001305659823965133,1,1,-0.05181145949568255,5,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,coverage_chao,mos,0.012474426259253761,NA,0.27353878311242763,0,0.1796277485991029,1,1,0.012474426259253761,31,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,coverage_chao,p_h,-0.008746364399977913,NA,0.45909266713958974,0,0.1796277485991029,1,1,-0.008746364399977913,43,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,coverage_chao,t360_mean,0.04801609361254615,NA,1.227112499085601e-4,1,0.1796277485991029,1,1,0.04801609361254615,10,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q0,mos,0.0716403557294472,NA,0.20404802652577653,0,-0.02099819800765501,1,1,0.0716403557294472,2,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q0,p_h,0.011582049796614546,NA,0.8424507847748823,0,-0.02099819800765501,1,1,0.011582049796614546,35,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q0,t360_mean,0.009248682401175209,NA,0.873606287789813,0,-0.02099819800765501,1,1,0.009248682401175209,41,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q1,mos,0.050163722517726744,NA,0.32560256440914603,0,-0.010703653423369985,1,1,0.050163722517726744,7,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q1,p_h,0.015056345867463718,NA,0.7758015750504904,0,-0.010703653423369985,1,1,0.015056345867463718,28,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q1,t360_mean,-0.0469482380599569,NA,0.37482909657944385,0,-0.010703653423369985,1,1,-0.0469482380599569,12,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q2,mos,0.04119507637058283,NA,0.38490178225802607,0,-0.001305659823965133,1,1,0.04119507637058283,14,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q2,p_h,-0.0031327093756596865,NA,0.9491727074862022,0,-0.001305659823965133,1,1,-0.0031327093756596865,46,FALSE,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q2,t360_mean,-0.05181145949568255,NA,0.2928430257345309,0,-0.001305659823965133,1,1,-0.05181145949568255,5,FALSE,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,coverage_chao,mos,0.024075693644531725,NA,0.21194313227772238,0,0.033343172078928895,1,1,0.012474426259253761,31,FALSE,1.9300040854922629
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,coverage_chao,p_h,-0.022263462486237673,NA,0.2662935786864638,0,0.033343172078928895,1,1,-0.008746364399977913,43,FALSE,2.5454533413098925
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,coverage_chao,t360_mean,0.03840685520329464,NA,0.05699950973390159,0,0.033343172078928895,1,1,0.04801609361254615,10,FALSE,0.7998746318934054
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q0,mos,0.07726182121183414,NA,0.21717178071258683,0,-0.020838351002653077,1,1,0.0716403557294472,2,FALSE,1.0784678610979632
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q0,p_h,0.011998511029674598,NA,0.8528790875866461,0,-0.020838351002653077,1,1,0.011582049796614546,35,FALSE,1.0359574721550397
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q0,t360_mean,0.036283578912531686,NA,0.5745253822729066,0,-0.020838351002653077,1,1,0.009248682401175209,41,FALSE,3.9231078913382533
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q1,mos,0.038360289429903875,NA,0.4550402649321058,0,-0.03862488824995913,1,1,0.050163722517726744,7,FALSE,0.764701810483626
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q1,p_h,0.009455173567785476,NA,0.8591341248078457,0,-0.03862488824995913,1,1,0.015056345867463718,28,FALSE,0.6279859436689618
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q1,t360_mean,0.013076620783804602,NA,0.805705450459011,0,-0.03862488824995913,1,1,-0.0469482380599569,12,TRUE,-0.2785327271942484
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q2,mos,0.03347620430189949,NA,0.46207733149727204,0,-0.03796391404257604,1,1,0.04119507637058283,14,FALSE,0.812626344001747
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q2,p_h,-0.0024396527105669664,NA,0.9587986928129728,0,-0.03796391404257604,1,1,-0.0031327093756596865,46,FALSE,0.7787676474308198
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q2,t360_mean,0.017891954478090246,NA,0.7043170927218587,0,-0.03796391404257604,1,1,-0.05181145949568255,5,TRUE,-0.3453281311170395
