scenario_family,scenario,baseline_scenario,alpha_metric,term,estimate_mean,estimate_sd,p_median,p_prop_lt_005,adj_r2_mean,n_iter,n_valid,baseline_estimate,baseline_abs_estimate_rank,estimate_sign_changed,estimate_ratio
species_error_strict,species_same_genus_observed_5pct,species_baseline,q1,mos,0.038835589088722464,0.005222789383783312,0.4455291336914547,0,-0.037350652392582416,20,20,0.038360289429903875,18,FALSE,1.0123904085678788
species_error_strict,species_same_genus_observed_5pct,species_baseline,q1,p_h,0.012203740284304846,0.006924407801220192,0.8093460883650909,0,-0.037350652392582416,20,20,0.009455173567785476,40,FALSE,1.290694475020951
species_error_strict,species_same_genus_observed_5pct,species_baseline,q1,t360_mean,0.01773476014640618,0.004524027225739689,0.7500453388642616,0,-0.037350652392582416,20,20,0.013076620783804602,30,FALSE,1.3562188916857394
species_error_strict,species_same_genus_observed_5pct,species_baseline,q2,mos,0.030875894184521073,0.003988424181976157,0.48840372603552057,0,-0.038404494699969316,20,20,0.03347620430189949,21,FALSE,0.9223236274361347
species_error_strict,species_same_genus_observed_5pct,species_baseline,q2,p_h,-0.001744540499508237,0.006798848092202581,0.9337644712085402,0,-0.038404494699969316,20,20,-0.0024396527105669664,48,FALSE,0.7150773927584193
species_error_strict,species_same_genus_observed_5pct,species_baseline,q2,t360_mean,0.02086401465541393,0.0035593725237636218,0.6643683875452504,0,-0.038404494699969316,20,20,0.017891954478090246,27,FALSE,1.166111543652939
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,coverage_chao,mos,0.02711964563105349,0.0027356850200792537,0.1774510521770973,0,0.03594832269902684,20,20,0.024075693644531725,23,FALSE,1.126432576833072
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,coverage_chao,p_h,-0.02275719386171952,0.004491154063711608,0.24086046884418255,0,0.03594832269902684,20,20,-0.022263462486237673,25,FALSE,1.0221767560094057
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,coverage_chao,t360_mean,0.03781380046247863,0.0034860985246683335,0.06466752994459485,0.25,0.03594832269902684,20,20,0.03840685520329464,17,FALSE,0.9845586227334454
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q0,mos,0.08059841960931168,0.008053678185156664,0.2328635756295337,0,-0.02151274886220912,20,20,0.07726182121183414,1,FALSE,1.0431856037709666
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q0,p_h,0.013601190605199924,0.0062487485181244905,0.8505065760467589,0,-0.02151274886220912,20,20,0.011998511029674598,34,FALSE,1.133573205172008
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q0,t360_mean,0.040390674423405326,0.008498541989969828,0.5551478039295275,0,-0.02151274886220912,20,20,0.036283578912531686,19,FALSE,1.1131943329177796
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q1,mos,0.035559585889929975,0.005986103081440112,0.5096784861562098,0,-0.03910913792439545,20,20,0.038360289429903875,18,FALSE,0.9269895096831411
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q1,p_h,0.013735321658029168,0.006407679728117923,0.7745827474358429,0,-0.03910913792439545,20,20,0.009455173567785476,40,FALSE,1.4526778974028034
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q1,t360_mean,0.01627590484792581,0.007551582667710095,0.7624599094676128,0,-0.03910913792439545,20,20,0.013076620783804602,30,FALSE,1.2446567899318088
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q2,mos,0.02775777673752873,0.004783657693224359,0.5796370106369547,0,-0.03989147001638684,20,20,0.03347620430189949,21,FALSE,0.8291793324954022
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q2,p_h,3.3365440686205497e-4,0.008137337859772208,0.9063848813271165,0,-0.03989147001638684,20,20,-0.0024396527105669664,48,TRUE,-0.1367630750954364
species_error_strict,species_same_genus_observed_rare_weighted_mean_10pct,species_baseline,q2,t360_mean,0.019810526150960493,0.0069654815628623044,0.672332298344711,0,-0.03989147001638684,20,20,0.017891954478090246,27,FALSE,1.1072309721791238
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,coverage_chao,mos,0.025094691195058843,0.0013564123682534605,0.20269519022048157,0,0.034106477048414546,20,20,0.024075693644531725,23,FALSE,1.0423247431858962
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,coverage_chao,p_h,-0.023265016050275793,0.002976549545770575,0.252945632215757,0,0.034106477048414546,20,20,-0.022263462486237673,25,FALSE,1.0449864240415092
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,coverage_chao,t360_mean,0.03788615055790201,0.002735012465087784,0.056392211954636284,0.4,0.034106477048414546,20,20,0.03840685520329464,17,FALSE,0.9864424035074872
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q0,mos,0.08266275028428481,0.007427454390263492,0.20613373633066964,0,-0.01809471336384707,20,20,0.07726182121183414,1,FALSE,1.069904242324842
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q0,p_h,0.015730182542456846,0.006411850342719777,0.817430328443449,0,-0.01809471336384707,20,20,0.011998511029674598,34,FALSE,1.3110112166045533
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q0,t360_mean,0.04092110577801543,0.005861127438686476,0.539760860587537,0,-0.01809471336384707,20,20,0.036283578912531686,19,FALSE,1.1278133801702241
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q1,mos,0.037410146944174466,0.004441395574969357,0.4723362047830017,0,-0.03865818799870786,20,20,0.038360289429903875,18,FALSE,0.9752310918439338
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q1,p_h,0.011706283712526905,0.005370013816894358,0.8278685347625792,0,-0.03865818799870786,20,20,0.009455173567785476,40,FALSE,1.2380823713708589
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q1,t360_mean,0.013713061041549846,0.0051629550407580275,0.807406567751771,0,-0.03865818799870786,20,20,0.013076620783804602,30,FALSE,1.0486700859700295
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q2,mos,0.03147886095731183,0.003861248570375098,0.48911807700024496,0,-0.03869343881720131,20,20,0.03347620430189949,21,FALSE,0.9403354297107596
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q2,p_h,-0.002120973181800232,0.005123857875096215,0.9315067553277206,0,-0.03869343881720131,20,20,-0.0024396527105669664,48,FALSE,0.8693750436746899
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,q2,t360_mean,0.017825635373589114,0.004764398546002545,0.6867662388845128,0,-0.03869343881720131,20,20,0.017891954478090246,27,FALSE,0.9962933560678157
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,coverage_chao,mos,0.02602166008869153,0.002184103493584921,0.20049478080138355,0,0.03677015910769766,20,20,0.024075693644531725,23,FALSE,1.0808270147016839
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,coverage_chao,p_h,-0.024833404903623704,0.003366612132282463,0.22350461445165823,0,0.03677015910769766,20,20,-0.022263462486237673,25,FALSE,1.1154331865034317
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,coverage_chao,t360_mean,0.03815329418881734,0.003586241820935746,0.060396591437124156,0.4,0.03677015910769766,20,20,0.03840685520329464,17,FALSE,0.9933980271715777
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q0,mos,0.08396515099126113,0.008618174535670146,0.18766985120171192,0,-0.017202226323940795,20,20,0.07726182121183414,1,FALSE,1.0867612188566977
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q0,p_h,0.017819509144041297,0.0078055735628121785,0.7842139054770652,0,-0.017202226323940795,20,20,0.011998511029674598,34,FALSE,1.485143373204414
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q0,t360_mean,0.040486059949182196,0.009186755594307719,0.5425025323654031,0,-0.017202226323940795,20,20,0.036283578912531686,19,FALSE,1.1158232225873135
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q1,mos,0.035961968187103455,0.005937978416225818,0.46412304353475753,0,-0.0389685861949338,20,20,0.038360289429903875,18,FALSE,0.9374790628943794
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q1,p_h,0.011239173238588496,0.0061834903985288625,0.8405680737433953,0,-0.0389685861949338,20,20,0.009455173567785476,40,FALSE,1.1886797379247747
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q1,t360_mean,0.01440706188066833,0.007193863989296821,0.8200594116241444,0,-0.0389685861949338,20,20,0.013076620783804602,30,FALSE,1.1017419652110338
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q2,mos,0.028797921365904616,0.005551686285112056,0.5144102855569997,0,-0.039410004263551145,20,20,0.03347620430189949,21,FALSE,0.8602504963285393
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q2,p_h,-0.0035876623729925393,0.0058678767105709555,0.9326587700552194,0,-0.039410004263551145,20,20,-0.0024396527105669664,48,FALSE,1.4705627393002094
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,q2,t360_mean,0.018381302018855645,0.006716044428089222,0.7161684061160827,0,-0.039410004263551145,20,20,0.017891954478090246,27,FALSE,1.0273501445224797
