scenario_family,scenario,baseline_scenario,iter,term,df,sumsq,r2,f,p,n_units,n_taxa,model
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,p_h,1,0.4568497781462675,0.017247175176635713,1.1326345653583114,0.28,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,t360_mean,1,0.34165939338447515,0.012964991338220596,0.8521954203964903,0.67,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,mos,1,0.5581643104662923,0.021180730255397625,1.3922200835639402,0.09,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,p_h,1,0.4587193154421243,0.017407078706274684,1.144176063753892,0.315,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,t360_mean,1,0.3453539920933828,0.013111939016832051,0.8623972518548949,0.66,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,mos,1,0.5645095310079284,0.021432543750630768,1.409659304171284,0.07,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,p_h,1,0.4733379206753412,0.017971061844772224,1.181991033359032,0.275,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,t360_mean,1,0.3538046029772346,0.013448880546224284,0.8837492132519279,0.635,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,mos,1,0.5428951489385696,0.020636622434415487,1.3560681707230942,0.095,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,p_h,1,0.4623426729018405,0.0175746480598473,1.1548605359893689,0.3,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,t360_mean,1,0.32943209434986187,0.012511417877383819,0.8214527568844969,0.77,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,mos,1,0.5727445401325753,0.021752119485293497,1.428162554747285,0.055,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,p_h,1,0.4342184154811335,0.01649107096520575,1.082741847575376,0.32,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,t360_mean,1,0.35862892544327707,0.013599489554397269,0.8952232143336085,0.645,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,mos,1,0.5438399200712318,0.020622835436743793,1.3575539695447834,0.115,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,p_h,1,0.47677116695439636,0.018079535823330106,1.1901343876680917,0.2,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,t360_mean,1,0.3495544212693531,0.01325539483727191,0.87144103626493985,0.685,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,mos,1,0.5722064113191543,0.021698543771555487,1.4265136347772593,0.075,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,p_h,1,0.4454131697783943,0.016890438432143166,1.1104174074761342,0.3,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,t360_mean,1,0.33891909910416373,0.012845854475214082,0.8448512026346552,0.65,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,mos,1,0.5501271405177555,0.020851150639299914,1.37134666502092,0.08,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,p_h,1,0.49422078518149704,0.018732164406929274,1.2319843462091324,0.185,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,9,t360_mean,1,0.35304286147057695,0.013378612301182785,0.8794824123746888,0.61,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,9,mos,1,0.563140015723608,0.021340275541234882,1.402865752532984,0.09,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,9,p_h,1,0.4454006307580727,0.016878523850598067,1.109559387720305,0.33,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,10,t360_mean,1,0.3298737276166932,0.012521668660783504,0.8225085927561017,0.71,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,10,mos,1,0.5544792003934376,0.021047462241947437,1.3825408592650097,0.085,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,10,p_h,1,0.4691702054049891,0.01780922021295193,1.169831038678997,0.26,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,11,t360_mean,1,0.34394284326238633,0.013031464154234252,0.8567311284543131,0.7,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,11,mos,1,0.5440332558210415,0.020612581453060778,1.3551386060406119,0.095,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,11,p_h,1,0.48237500313337023,0.018276445302964652,1.2015533652413692,0.205,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,12,t360_mean,1,0.3310426188843216,0.01253048475855394,0.8227006338156605,0.73,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,12,mos,1,0.5659449367235432,0.02142190763139529,1.4064752741396165,0.125,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,12,p_h,1,0.44410239904459203,0.016809975589306376,1.103674585479015,0.26,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,13,t360_mean,1,0.36860957451864707,0.013957750901406874,0.9194088797260928,0.67,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,13,mos,1,0.5863021088391918,0.02220088503895603,1.4623911106292158,0.06,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,13,p_h,1,0.46668283448745385,0.017671387842392722,1.1640292919786916,0.255,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,14,t360_mean,1,0.34271897088001424,0.01307226319284709,0.858567162658712,0.695,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,14,mos,1,0.5492899905005935,0.020951461503816528,1.376061405092259,0.1,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,14,p_h,1,0.44476283698656616,0.01696450257351303,1.114203763004657,0.37,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,15,t360_mean,1,0.34179548284209815,0.012977186004104408,0.8541043613923115,0.705,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,15,mos,1,0.5845440243708246,0.02219378813543996,1.460702746828233,0.05,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,15,p_h,1,0.4593367838483715,0.017439958050239124,1.1478254398524492,0.23,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,16,t360_mean,1,0.3469760973256726,0.013170962290418461,0.8661362645258708,0.72,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,16,mos,1,0.5373638377890408,0.020397943542234693,1.3413901151727805,0.14,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,16,p_h,1,0.49463808510394003,0.0187761047995013,1.2347363020860675,0.215,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,17,t360_mean,1,0.35157704831767944,0.013317501602877497,0.8777277358056672,0.705,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,17,mos,1,0.5929826235830227,0.022461782069771976,1.4804074897953399,0.065,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,17,p_h,1,0.4960456131319937,0.01878987345617772,1.2383999324019144,0.17,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,18,t360_mean,1,0.3453148747363386,0.013101613942338304,0.8623759281973983,0.635,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,18,mos,1,0.5726776088630245,0.021727998107447872,1.4301827712408897,0.085,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,18,p_h,1,0.4769252767439234,0.018095052696506943,1.1910546237745394,0.195,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,19,t360_mean,1,0.33511240021080013,0.01274228866080163,0.8372007277521634,0.655,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,19,mos,1,0.5792628879235053,0.02202584841315283,1.4471541817739904,0.065,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,19,p_h,1,0.4442961046014027,0.016893881611481865,1.1099709287861732,0.32,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,20,t360_mean,1,0.3295232116892919,0.012480965052038991,0.8206986041517754,0.725,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,20,mos,1,0.576043083053623,0.02181810972041668,1.4346720881051556,0.07,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_10pct,species_baseline,20,p_h,1,0.47462808824115044,0.017976932646673327,1.182091566520732,0.24,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,1,t360_mean,1,0.35470842067677566,0.013412407561188198,0.8827314217358428,0.62,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,1,mos,1,0.579256054273884,0.02190311204730801,1.441543224044918,0.03,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,1,p_h,1,0.4697920310978496,0.01776400508919555,1.1691298073497536,0.265,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,2,t360_mean,1,0.35117728564025086,0.013290841776533413,0.8748044130162625,0.61,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,2,mos,1,0.5745436869813112,0.021744485049631904,1.4312239811454286,0.07,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,2,p_h,1,0.47023152970097115,0.017796631829984595,1.1713759236216625,0.24,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,3,t360_mean,1,0.3424272487562128,0.012983765047978641,0.8533837396963952,0.64,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,3,mos,1,0.5606911862713702,0.021259647570286463,1.3973325519305324,0.115,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,3,p_h,1,0.46018641874335486,0.017448822665068437,1.1468585178637023,0.29,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,4,t360_mean,1,0.3516558077584371,0.013303515677206331,0.8746982040464244,0.675,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,4,mos,1,0.5588498992406485,0.021141889972311343,1.3900666288244814,0.065,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,4,p_h,1,0.45480644428594985,0.017205814686299416,1.1312720314260638,0.265,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,5,t360_mean,1,0.35604541005472967,0.013458718546225823,0.8862358426641593,0.645,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,5,mos,1,0.5715454274873082,0.02160474149561872,1.4226388804512358,0.06,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,5,p_h,1,0.4851541004221538,0.018339100307810326,1.2076014487688749,0.225,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,6,t360_mean,1,0.3565761409372641,0.013463592710234562,0.8870601086955777,0.65,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,6,mos,1,0.5737129083729116,0.021662237160999513,1.427234681276305,0.075,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,6,p_h,1,0.48531841105942775,0.018324640016876354,1.2073342914496465,0.195,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,7,t360_mean,1,0.35055985074586005,0.013263411647329944,0.8719560880152779,0.625,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,7,mos,1,0.5646675217928525,0.021364162979535677,1.4045113331837873,0.07,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,7,p_h,1,0.4542439787530803,0.01718629462473963,1.129852154704309,0.315,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,8,t360_mean,1,0.35391961209595024,0.013378406636261577,0.8802962496264372,0.675,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,8,mos,1,0.5729902621065044,0.021659429042888676,1.4251857245709179,0.075,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,8,p_h,1,0.46236732161459315,0.0174778052203622,1.1500357856879682,0.285,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,9,t360_mean,1,0.3520036820039145,0.013316082953313567,0.8762024555530691,0.68,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,9,mos,1,0.5620208813146554,0.021260904529393884,1.3989742194643429,0.09,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,9,p_h,1,0.47286974286451766,0.017888371752957825,1.177060499753611,0.24,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,10,t360_mean,1,0.3499726500915088,0.013242840218933221,0.8702754063176856,0.715,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,10,mos,1,0.5822829277908212,0.022033378245214955,1.447960323306714,0.04,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,10,p_h,1,0.4368843704450178,0.016531548709420064,1.0863983882839678,0.37,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,11,t360_mean,1,0.3561680375150864,0.013464076042969746,0.8849739211438257,0.6,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,11,mos,1,0.5636047116056098,0.021305720603614065,1.4003936880035863,0.085,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,11,p_h,1,0.45834293228410417,0.0173265522001522,1.1388487996900662,0.38,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,12,t360_mean,1,0.34968315508089276,0.013234991440966324,0.8703567014764843,0.61,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,12,mos,1,0.580707113040134,0.021978907359768308,1.4453722465202041,0.08,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,12,p_h,1,0.45074949363896266,0.01706020322583605,1.121909467972653,0.32,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,13,t360_mean,1,0.3544415353979602,0.013408792168551203,0.8828697502817151,0.63,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,13,mos,1,0.579622122972026,0.021927544621710416,1.4437665675708928,0.085,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,13,p_h,1,0.46829609513025616,0.01771599653493044,1.1664672880432707,0.25,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,14,t360_mean,1,0.3657811497183445,0.013861893755005033,0.9137408906516602,0.595,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,14,mos,1,0.5923264042310521,0.022447208365049393,1.4796630623949103,0.06,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,14,p_h,1,0.47414339742421063,0.01796846394296822,1.184435585575159,0.23,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,15,t360_mean,1,0.36315425095654064,0.013748148107802628,0.9056334021800259,0.53,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,15,mos,1,0.5901808751370723,0.022342831070833437,1.4717919794251149,0.06,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,15,p_h,1,0.45991262386213094,0.017411187815784032,1.1469292543229763,0.23,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,16,t360_mean,1,0.34771273552469495,0.013151548377417055,0.8651015840327163,0.605,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,16,mos,1,0.566686338594085,0.021433793000406636,1.4099030581312304,0.075,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,16,p_h,1,0.4693245738367722,0.017751276289063575,1.1676691440105034,0.255,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,17,t360_mean,1,0.3449553320897252,0.013038179558301484,0.8573540357966503,0.695,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,17,mos,1,0.5663182971599738,0.021404973220134807,1.4075308668929323,0.055,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,17,p_h,1,0.45791038509236515,0.017307509892012095,1.138093196918672,0.235,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,18,t360_mean,1,0.34785414599132025,0.01316307337363913,0.8662017856126453,0.655,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,18,mos,1,0.5786228926475729,0.021895543518338192,1.440845792938135,0.065,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,18,p_h,1,0.46612091765627284,0.017638380656962528,1.1607013337001966,0.27,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,19,t360_mean,1,0.35903014371905684,0.013579503619863128,0.8944379319611977,0.62,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,19,mos,1,0.5817099911880916,0.022001865495813386,1.449191636473242,0.065,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,19,p_h,1,0.4766787495818541,0.018029296198939285,1.1875313603736628,0.25,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,20,t360_mean,1,0.3468807417982269,0.013124013120422936,0.863440218701192,0.635,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,20,mos,1,0.569635843664539,0.021551811286384916,1.4179123778507259,0.115,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_3pct,species_baseline,20,p_h,1,0.4649221946304465,0.01759003671023917,1.1572637884989752,0.185,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,1,t360_mean,1,0.3682103417733096,0.013926622733057501,0.9164911357390572,0.545,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,1,mos,1,0.5818747921969489,0.022007938912786233,1.4483110023205916,0.1,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,1,p_h,1,0.4523600924942457,0.017109373727305265,1.1259434293356072,0.28,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,2,t360_mean,1,0.3572425331493996,0.013523124482846257,0.8897212447630403,0.69,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,2,mos,1,0.5597720582229755,0.02118971433393858,1.394125968246432,0.075,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,2,p_h,1,0.4858196630894902,0.018390306781936577,1.2099457238860656,0.175,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,3,t360_mean,1,0.34770525988871626,0.013174622236527368,0.8676322493383477,0.695,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,3,mos,1,0.587519688121013,0.0222612391598391,1.466043478025457,0.05,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,3,p_h,1,0.4690048305969796,0.017770687369524717,1.170312224358196,0.295,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,4,t360_mean,1,0.3419886320564629,0.012950503639667705,0.8519357588983844,0.765,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,4,mos,1,0.571659973445243,0.021647750459531847,1.4240753278269667,0.1,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,4,p_h,1,0.473338135730593,0.017924476649155117,1.1791435330885833,0.24,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,5,t360_mean,1,0.353308175730227,0.013359905096784678,0.8796774593241146,0.645,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,5,mos,1,0.5904845360274926,0.022328431393192107,1.47020638667435,0.06,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,5,p_h,1,0.47512144404763745,0.017966120905083448,1.1829718457728644,0.195,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,6,t360_mean,1,0.3462588506513029,0.013093912642527775,0.8599007675837557,0.72,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,6,mos,1,0.5876793959717439,0.022223324135089654,1.459445622079318,0.055,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,6,p_h,1,0.4319523890438042,0.01633444701047228,1.0727124814275317,0.39,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,7,t360_mean,1,0.3502112397918751,0.01325007556161429,0.8720559720396365,0.615,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,7,mos,1,0.5707353968455422,0.02159350207716205,1.42118000430069,0.095,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,7,p_h,1,0.48206441564621727,0.018238677709698125,1.2003816691374918,0.185,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,8,t360_mean,1,0.35003558640696397,0.013252108206596228,0.8721016247589272,0.695,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,8,mos,1,0.5621370305764728,0.021282124005166297,1.4005450781022284,0.09,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,8,p_h,1,0.4822642839394504,0.01825819637524459,1.2015448769194852,0.205,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,9,t360_mean,1,0.3353878344744352,0.012672286293321717,0.8334962096922889,0.675,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,9,mos,1,0.5670969418757288,0.02142717792605039,1.409333025815334,0.095,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,9,p_h,1,0.4776173072646266,0.018046281451404595,1.1869608088567922,0.195,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,10,t360_mean,1,0.3516679299159975,0.013329062193434797,0.8772290571640446,0.635,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,10,mos,1,0.5688813746759038,0.021561975314476543,1.419063922218707,0.115,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,10,p_h,1,0.4695073372066716,0.017795459766253213,1.1711772490820858,0.275,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,11,t360_mean,1,0.34754874839547867,0.013167688959282756,0.8680720503503786,0.65,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,11,mos,1,0.6004897628646404,0.022750944887988872,1.499842488487875,0.06,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,11,p_h,1,0.4830261687615973,0.018300564679948873,1.2064538244650533,0.18,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,12,t360_mean,1,0.36177121242016597,0.013694498070299255,0.9006045397850314,0.635,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,12,mos,1,0.5592926624152064,0.021171480823305645,1.3923205980651279,0.035,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,12,p_h,1,0.4575759151796852,0.01732109209443089,1.139103754967939,0.275,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,13,t360_mean,1,0.3456629584289921,0.013086780944519188,0.8600540950849329,0.72,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,13,mos,1,0.5778606288169321,0.021877772209551918,1.4377918954959459,0.035,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,13,p_h,1,0.44293020024193197,0.016769313468307127,1.1020675581966313,0.31,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,14,t360_mean,1,0.358174350192499,0.013554510393332666,0.892558530490469,0.63,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,14,mos,1,0.5775928810813724,0.021858038426048016,1.4393421887487867,0.065,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_5pct,species_baseline,14,p_h,1,0.47336472794371076,0.017913697955483827,1.1796091086153588,0.265,66,51,multivariate_margin
