scenario_family,scenario,baseline_scenario,unit_type,iter,abundance_cor,q0_cor,q1_cor,q2_cor,coverage_chao_cor,bray_curtis_cor,jaccard_pa_cor,sorensen_pa_cor,bray_mean_ratio,jaccard_mean_ratio,sorensen_mean_ratio,procrustes_r2,n_common_units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,1,0.9727480886247576,0.9773710498457581,0.9835365435388369,0.975117671942468,0.9903209954752791,0.9468074003478331,0.9535141397981951,0.9984349993488135,1.0075980252623309,1.010653383518707,0.9975226150806444,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,1,0.9644183648850216,0.9770156393749152,0.9867531680808855,0.9735981836451915,0.9923579870515085,0.9559712935407658,0.9627969802888714,0.9985557622669922,1.0065989621944909,1.009615408128969,0.9981083118726153,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,1,0.9775408579537549,0.9734388517587348,0.970885498499129,0.9470361727624503,0.9885231775634498,0.9450495536805887,0.9521557013413338,0.9977047954112355,1.0049880626354062,1.006832988064118,0.991623221175842,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,11,1,0.9763104497226562,0.9781014632045487,0.9777850923753688,0.9747391068349234,0.9830425279981472,0.9326520973158633,0.9405911503085459,0.9987130860452925,1.0093349100792772,1.0134706745781579,0.9895912980121095,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,12,1,0.9658494833683303,0.9654687654464152,0.9586025833151844,0.9686132540875286,0.9843959400493393,0.9325944458236232,0.9413845023623071,0.9992404908137041,1.0085655327907141,1.012394593550687,0.9915338344876015,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,13,1,0.9634679117072104,0.9756513988557517,0.9792343829450948,0.9639249015799096,0.9871365956470634,0.9386787867109309,0.9478964220665915,0.9989577050713648,1.0082520054367532,1.011857766088307,0.9949392744849994,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,14,1,0.972666448919548,0.9708241228536907,0.9683680097041214,0.9348595579925653,0.9825926509684754,0.9266401757335568,0.9367001915196322,0.9952286395628797,1.004280100285491,1.0056214256795373,0.9864088372196547,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,15,1,0.9686302723122479,0.96823862579332165,0.9741898592601113,0.9682517121434118,0.984671879667444,0.929891805903359,0.9397057194057442,0.9977742677636385,1.0069965433478878,1.0099914516634962,0.9922279170509651,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,16,1,0.9645387845131607,0.9689247562477795,0.9681990332485652,0.9519690376911653,0.984685774946253,0.9283110010763262,0.936912796975292,0.9977927223095557,1.0063977895087888,1.008961906429711,0.9834463120023298,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,17,1,0.9729663740583334,0.9784437198126275,0.9777590681933619,0.9590974025295556,0.9858402110814647,0.9420100669807532,0.9502808842923081,0.9989138456580051,1.0082105720239325,1.0116247313877933,0.9965579737874293,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,18,1,0.971668628644033,0.9693832667119985,0.9705613124689059,0.9613404803045013,0.9880534601086557,0.9409599626714202,0.9488006123811006,0.9979424219260296,1.0084730108152076,1.011911413147398,0.9909031598327245,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,19,1,0.9734692776118773,0.9606895857141621,0.9502397290599766,0.8517107940973974,0.9814929576987927,0.9393341304020336,0.9456767528858231,0.9968408187114871,1.0069505207872356,1.0098025949374254,0.9891757517203541,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,20,1,0.9666177426235324,0.9719053944876279,0.9785960965296789,0.95978180081012,0.9808585686210856,0.9407565432147099,0.9492126740189747,0.9989929542161231,1.0076714549132662,1.0108189803680936,0.9928458159890543,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,21,1,0.9646411977937881,0.9644297855775503,0.9680702795940579,0.9792404732873267,0.9890076218254923,0.9311692743251099,0.9427037824427031,0.9978059087403007,1.0056827374743866,1.00805091378837,0.9924066872735859,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,22,1,0.9737223141959722,0.9756238671031001,0.9722080756206206,0.9713202720468218,0.9896227146735408,0.9512831129953863,0.9558402346020104,0.9995626765151081,1.0086741117107656,1.012929911421115,0.9956504140756177,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,23,1,0.9712129449694626,0.9773099450057404,0.973793041146093,0.9270012331237524,0.9832013060451269,0.928496251677812,0.9368788761568596,0.997706517959128,1.0040617288964566,1.0057250912020197,0.9934280649743086,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,24,1,0.9660813933636818,0.9718784945187646,0.9801168635765949,0.9546623290849529,0.9814927115677891,0.9353304035686706,0.9431681449975705,0.9975760372134684,1.006884952436684,1.009807524860418,0.9896029940122044,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,25,1,0.9714449873646469,0.9703086147855954,0.969978718372463,0.972386987492236,0.9888722838142523,0.9570949851870297,0.9663924469648171,0.9979194898709243,1.0079630204301635,1.0115484620694544,0.9964482566672046,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,26,1,0.9679907552158652,0.9740934059200413,0.9743177113759407,0.9625697139099371,0.9853897603352096,0.9256921884666908,0.9382217650412513,0.998357725786541,1.0059905622262073,1.0081677613149025,0.9912298902558987,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,27,1,0.9755344171902338,0.9728392370169263,0.9780282235556155,0.9765177455818304,0.9864082689986036,0.9244813283811733,0.9368497032385401,0.9991865399606367,1.0092678075658577,1.0138893014009833,0.9899251109911582,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,28,1,0.9685231724758591,0.9674305922328226,0.9702518054046742,0.9376479210334154,0.9810018053317735,0.9169619521587096,0.9265709064226471,0.9980985383797222,1.0101400817045592,1.0153113380298806,0.9912111564994148,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,29,1,0.9701553611433501,0.9680453738254395,0.9678087566061957,0.9425865027873227,0.9837812527048387,0.9194779364045602,0.9304222182868785,0.9974461654406248,1.0064652645378755,1.0087686336645412,0.9935558794424981,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,30,1,0.9619103894241819,0.9784155315556727,0.9765340993891244,0.9407588510973686,0.9845115857687935,0.9381675664249062,0.948045643192118,0.9976812793011827,1.006624441675992,1.0094827587512814,0.9959643754964862,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,31,1,0.9694578104552833,0.9679090499043671,0.9672119135235983,0.9291303299392258,0.985387261230517,0.9349643786054791,0.943269234027007,0.9990870071984324,1.0085369244852183,1.0126835305294737,0.9910604775869933,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,32,1,0.9685187198806806,0.9674571662217191,0.9637832053584864,0.9630380873006771,0.9837303889408331,0.9204467034013912,0.9303538877900684,0.9977623563160347,1.0074657386439647,1.0112148605685787,0.9871031372589625,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,33,1,0.9767104887535597,0.976905174611627,0.9782906953095776,0.9696456698971625,0.9902852049429121,0.9467329291735768,0.9550644248457225,0.9971715741931618,1.004280095779797,1.0055214539133448,0.9950828183000089,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,34,1,0.9742840561293398,0.9750447330825658,0.9722132081315016,0.9324481971607327,0.9787731206817647,0.9159583868796624,0.9273503284111791,0.9970450695408125,1.005029729781083,1.0067344350563805,0.9832297694162597,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,35,1,0.9587817960927563,0.9708201077423473,0.9750826016301629,0.9542163977325578,0.9863602462730637,0.9461744302995184,0.9546148452952272,0.997638844068123,1.0068972467756754,1.0094701337609655,0.9919482076890314,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,36,1,0.9679170657466877,0.9652511800555054,0.9698104784651077,0.9507603190407342,0.9831058725021717,0.9285681037772859,0.9380054198234787,0.9987295895708131,1.009607165430616,1.0140895524984845,0.9834650987461153,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,37,1,0.9700293326625905,0.9768281858225449,0.9766965205894533,0.9859203497050679,0.9818083063889663,0.9363638937878703,0.9459855689796485,0.9989330131083786,1.0089318765849018,1.0131352082922866,0.9909062283648906,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,38,1,0.9742855392199439,0.9720978756458771,0.9611333811411067,0.9823138340988179,0.9884826367441444,0.9458978317661615,0.9514632804242351,0.9978720696301224,1.0055372261728641,1.007759139042674,0.9941350159859448,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,39,1,0.9659372809031339,0.9699657260250366,0.9686883988322877,0.9722825856207633,0.9849309709577443,0.9479586703009245,0.9562089165062441,0.9971845921141127,1.005403998240592,1.0073490691672018,0.992086317152924,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,40,1,0.9699763918137052,0.9709055219016495,0.9708056513218726,0.9788887726541836,0.9873888582598244,0.9366344070761499,0.946204056941241,0.9989296256107559,1.0078292115073306,1.0110408563229634,0.9932689937081924,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,41,1,0.9668524963384588,0.9683567691083074,0.9687514301152206,0.957399796125275,0.9860522336103968,0.9284293253433742,0.9388143359997553,0.9990306238599447,1.01059077898942,1.015526401944566,0.9947699277369368,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,42,1,0.964365490211923,0.9661644193012009,0.9711207898966252,0.9592087879438871,0.9875142770087705,0.9423931468421117,0.9515898447180238,0.9994205100958041,1.0111383981157038,1.0165455654615543,0.997107193443193,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,43,1,0.9624547102369526,0.9649959663764964,0.9663546879851851,0.9254672317353346,0.9870012749341922,0.9492649799939336,0.9580810766611809,0.9975826296693936,1.0041452817165328,1.005760395332693,0.9943919137888009,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,44,1,0.9710111361377892,0.9719437911497187,0.9718458837876669,0.9625920223169566,0.9849739259106725,0.9232259990263333,0.9342362291765448,0.9985136092028524,1.008427746449139,1.0120650220948382,0.992840042422998,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,45,1,0.9695279152042342,0.9673005566558769,0.9657541422493083,0.9786375879471196,0.9848568229457293,0.9270468521811569,0.935774519967803,0.9997747080005818,1.010339920575292,1.0149682413184515,0.9907815970995253,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,46,1,0.9811640629961825,0.9779782436082219,0.972002777592611,0.9569731887919478,0.9834453532155736,0.9341210512110744,0.9443326123037781,0.9996697994710726,1.0109403043869112,1.016245557185597,0.9868327273668449,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,47,1,0.9599877441088623,0.9618812387052863,0.9619936529928477,0.9671234803276639,0.9879887865969557,0.9391382048685432,0.9469082484705355,0.9972727793820942,1.006189698916977,1.0086648383471872,0.9932546919860912,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,48,1,0.9701411951102888,0.9767983727742132,0.9778141219490714,0.9834526412656184,0.9917851061646157,0.9563318387696484,0.963571351548641,0.998602686928136,1.0082389687611204,1.0121384549008408,0.9972156308576519,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,49,1,0.9761198229117812,0.9722673191192831,0.9733396245599528,0.9785622040708069,0.9826923505976498,0.9273010108041874,0.9348459380796535,0.9988856791748102,1.0088273008399522,1.0136469847726657,0.9944583953783019,68
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,50,1,0.9720664336169439,0.9711733012521562,0.9721286089907528,0.9521411387482325,0.9873720837845779,0.9461192541036089,0.9549792661103544,1.0001802376645013,1.0105503108972316,1.015847587723357,0.9954916921523165,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,1,0.9875283184311634,0.9907536791581211,0.9914951932105655,0.9823801726457676,0.9966453077560035,0.9817159540289402,0.9861786049401952,0.9995769381188985,1.0044478669207673,1.006348675203637,0.9993903643830724,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,1,0.9817465422339672,0.9922582627014566,0.9951635738338702,0.9950003245069311,0.9974732262760376,0.9783641924700871,0.9821260158741715,0.9992267912205934,1.0042138772230196,1.0058964517676316,0.9986199906510353,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,1,0.9767331540910517,0.9849520156334686,0.9862295223739171,0.9712018250129619,0.9949467316625077,0.9642812316239773,0.9696289996995002,0.998251601511549,1.0017494299790834,1.0020012733101915,0.9965875542553417,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,1,0.9807354632450795,0.9923308867214317,0.9948010398137704,0.9917338103257958,0.9964969497138257,0.9782281441290582,0.9810401632346883,0.9994235555735242,1.0028400122414245,1.003971128292273,0.9990775031364592,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,1,0.9851990687711379,0.9939368647988012,0.997063540806829,0.9895064734355977,0.9971286300484162,0.9821807168104133,0.9866456038599587,0.9997677827256662,1.0052222147703562,1.0078185873217897,0.9993962630444548,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,1,0.9793566073104364,0.9885534679138446,0.9910735164871738,0.9769520109422627,0.9923784737329049,0.9648009517633963,0.9666864017949794,1.0003332723873357,1.0070567930465186,1.0107764535431776,0.9954631558520635,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,1,0.9885031016521846,0.9904833505631545,0.9916734860468496,0.9940373490120362,0.9954907673777051,0.9714311165367586,0.9744833796482195,0.9993406065197483,1.004610165037217,1.0066310413585435,0.9990736129668436,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,1,0.9869816646847213,0.9936225743715776,0.9971569624515872,0.9959372917492422,0.9988644757945012,0.9917947861991043,0.9934614253059738,0.9997357500773525,1.0040947550617247,1.0060381634328541,0.9997643282144288,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,1,0.9874255758028908,0.9952868072227489,0.9978763049041965,0.9919336697897799,0.9975178729684474,0.9846059702031875,0.9863011072061254,0.9994572578404785,1.0023991163766872,1.0030888327627094,0.9980355189181058,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,1,0.9930516321361448,0.9941876660844653,0.9955570485989517,0.9989884278247415,0.9935358259930444,0.973775420796962,0.9785137575609482,0.9991023689324626,1.0024721191149586,1.0038905544646222,0.9910562681936665,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,11,1,0.9845879554856746,0.9908455656919715,0.9920692617274216,0.9925391484038963,0.9925932164042908,0.9655332409726097,0.9730822037075054,0.9997072843862023,1.0058774075688282,1.0087642227080855,0.995847554189371,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,12,1,0.9855485501527286,0.9928990210041511,0.9924479570589818,0.9982881561238697,0.9966703501120566,0.9774871803655215,0.9807119879767209,0.9990965115815778,1.0036796857568682,1.0051602337775987,0.9985336052409195,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,13,1,0.9894384626486226,0.9946382587605146,0.9963566086096558,0.9986633717179566,0.9987095943478493,0.9847698849135136,0.986279280942643,0.9993734058281176,1.0030007267438048,1.0039942085261382,0.9993866781920262,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,14,1,0.976924937408438,0.9809762736434773,0.9831189054970398,0.9664142594182397,0.9953808276708942,0.9649141586247595,0.9694745458336876,0.9985142708719218,1.0048189334125521,1.0064276579569167,0.9985432990752472,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,15,1,0.9798534163142243,0.9887260581158833,0.989824874521516,0.9421738051728583,0.9921583364218163,0.9695798144027988,0.9741048522442726,0.9991325749068787,1.0059819595106314,1.0080698608387004,0.9966796557354305,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,16,1,0.9846973249269662,0.9902806480110671,0.9912020831585086,0.9733552459782829,0.9975392678884055,0.9834612744087395,0.9862894352251349,0.9993579978647827,1.0041322523231362,1.0059914423189147,0.9992247708835336,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,17,1,0.9890959616865982,0.9919013705831651,0.9943949150618222,0.9987463236733265,0.995232394671627,0.9718600494403922,0.9757915083685824,0.9998380298086185,1.006083123536884,1.0089278828432107,0.9922187429942426,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,18,1,0.9832875567809952,0.9868985596150892,0.9891663559166229,0.9948712878170081,0.997392124378221,0.9741004888939845,0.9792925585520087,0.9992910896694339,1.0057775349146234,1.0085745291596708,0.999254444775797,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,19,1,0.9855736733883615,0.9882750564568009,0.9875741946281578,0.9881335007797145,0.9965235459848439,0.9835716882482171,0.986131983651603,0.9994970754211798,1.0034789611338908,1.0048361519499742,0.9974348168177156,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,20,1,0.9850804357115869,0.9918509708954416,0.9939590269651019,0.9942305027641543,0.997433004174403,0.9780107663590579,0.9814837173658921,0.9993761572593833,1.0049202728946163,1.0067492920688252,0.9980656639995267,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,21,1,0.9832034014972958,0.9940746784688544,0.9975428768001572,0.9933196872429804,0.9961675001568753,0.9692390128088407,0.9738992962647288,1.0001250500586958,1.0075712651550301,1.0109552226888865,0.9974094557680326,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,22,1,0.9826063986123086,0.9907814045302953,0.9898926716354122,0.9887035720664012,0.9963755626242922,0.9769435215122333,0.9801224139524253,0.9998316476996979,1.0056927685427712,1.00799320806522,0.9977303196974234,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,23,1,0.9813152075022388,0.9926326106419907,0.9957304387735879,0.9961335390593011,0.9967457916229886,0.9754712955000612,0.9786921041422219,0.9987293430216196,1.0023273217576245,1.0031633208286814,0.9953579030800244,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,24,1,0.9849819829093864,0.9933539815288072,0.9944955237168162,0.9909373599470108,0.9969293608145069,0.9788753932069926,0.9823823534627381,0.9995517010157442,1.0037147468392407,1.0050903043343917,0.9981285518952603,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,25,1,0.983633276572243,0.9935620439850931,0.9968909690744904,0.996351507119386,0.9953280226344932,0.9721940480663762,0.9756067077586097,0.9991922140224793,1.0038507969672956,1.0053649160672788,0.997919090031322,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,26,1,0.9814396317967442,0.9882757959426343,0.9835082520227741,0.926661973205703,0.9924463944534273,0.973479903620892,0.9763256557926239,0.9985090874456917,1.0035607535718607,1.0044571210406956,0.9970242693893494,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,27,1,0.9863371713675686,0.9935063854733127,0.9954113974428652,0.9714168618127274,0.9972865598391154,0.9875491604171488,0.9901349527250745,1.0001523287008667,1.0044146711237698,1.0064753871473522,0.9986360131501706,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,28,1,0.9845882689343968,0.9900095957967769,0.9891162596300858,0.9725395395457935,0.99683925928478,0.982189136760209,0.9843024107947309,0.9993595004749801,1.0033653716007034,1.0045897558984849,0.9972706079020723,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,29,1,0.9808280201627814,0.9915160171813386,0.9953396293281281,0.9930783665429397,0.9970718255681918,0.9767794700807828,0.9798964184045934,0.999299099600983,1.0031305716879828,1.004276728465055,0.9977632928416678,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,30,1,0.9795990435570919,0.9837220517262455,0.9841945192176695,0.975611159953216,0.9960406145912537,0.9766822271147629,0.9798924170104053,0.9993803141399363,1.0036205477283986,1.0051741495116768,0.998878840235885,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,31,1,0.9834214570297856,0.9931505180325717,0.9944713462298925,0.9981425048618559,0.9981661219065919,0.9818953761509787,0.9851024337406564,0.9989776140338131,1.0042278090981764,1.0059041079223596,0.9991866459234138,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,32,1,0.9866563569494671,0.9922695045816738,0.9901926457110896,0.9391068608778194,0.9947540960749645,0.9811941393674576,0.9832088722489446,0.9990166983086789,1.0027935346898724,1.0036347241470462,0.9980482857381288,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,33,1,0.9849843302151466,0.9910357037557893,0.98961056586607965,0.9458880272778785,0.9942067077258182,0.9745075296418334,0.9770481905211035,0.9987378557009349,1.0022431503982412,1.0027730771008627,0.9976851949670265,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,34,1,0.9831441899481548,0.9917232297342169,0.9926627195016033,0.9662082367630817,0.9978405968525803,0.9877151145229212,0.9905249523061205,0.9997450870289197,1.0048830914958424,1.0071291755282126,0.9994186544490875,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,35,1,0.9814396317967442,0.9882245242086339,0.987852271069864,0.9475884936044388,0.9928753478349118,0.9644385443983209,0.9682094648737483,0.9985686860544062,1.003630386964758,1.004840040236194,0.9978906614281835,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,36,1,0.9758984447200307,0.9924527804918106,0.99697690210828,0.9951692369078432,0.9960842832237746,0.9671552435102732,0.9705660681621511,0.9987045203606275,1.0040159262320323,1.0054042810861679,0.9979734210748796,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,37,1,0.9915945795498157,0.9953871488328857,0.9975507108560487,0.9965464578334723,0.9990908845865385,0.990810934351717,0.9927425658834496,0.9999950542811471,1.0038647562648129,1.0056010470229282,0.9998138258546116,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,38,1,0.9828018873399648,0.9914605194173929,0.9913512805777135,0.9456891398431513,0.9953047281014225,0.9797017398755399,0.981991217165951,0.998529489328009,1.0025577434276451,1.0034109906328972,0.9981210489768053,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,39,1,0.9891705763981666,0.9972542434245222,0.9979626045460126,0.9939929450478519,0.9986461021281927,0.9902627724132207,0.9914033010456199,0.9995300721503071,1.002494764960151,1.003300069565086,0.9996428749569917,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,40,1,0.9828448183408744,0.9944475088873289,0.9976488636586519,0.992154282874865,0.9968040861774405,0.9762047347442359,0.9791456534111581,0.9990333619720996,1.003194170450296,1.0039169486391453,0.997369750437626,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,41,1,0.9850206110859167,0.9881695986317589,0.9871747374462084,0.9908169312004572,0.9958065188819691,0.9708945090194977,0.97532945650743,0.998445685710237,1.0022825154412793,1.003350998260096,0.9984458778294936,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,42,1,0.987931207757194,0.9966822942522108,0.9981514255306227,0.9982698136171112,0.9991997590477324,0.9899558313204735,0.9925234605484736,0.9996570809689314,1.0044457564545386,1.0063862175832985,0.9996589807134135,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,43,1,0.9864882583305993,0.9919177741924179,0.9953241311186874,0.9862190249438744,0.9951328859540797,0.9743137453574345,0.9758338110771311,0.9998001132856406,1.0037809259437442,1.0049768417907823,0.9966333173791495,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,44,1,0.987930415397487,0.9956540479322996,0.9978564720323536,0.9980113333962418,0.9989387419518488,0.986247146182108,0.9886872967329877,0.9993482604393235,1.0042373732159156,1.0058355999864026,0.9996422450037972,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,45,1,0.9809596021945363,0.9905964114149172,0.9905412363132459,0.9956840945242554,0.9943979151412905,0.9722848841501507,0.9742904021379665,0.9999244041135059,1.0054367159891195,1.0081642389077579,0.997217473670091,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,46,1,0.9822143332102492,0.9903733442042897,0.9892753615890771,0.9972752498981621,0.9972425276364536,0.9792794785139967,0.9825178034644915,0.9993828617104358,1.0052354651377136,1.007383689777901,0.999344994471181,68
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,47,1,0.9854017527503879,0.9943866251891984,0.9966303073567352,0.9964899094135885,0.996373830591765,0.9706991445713828,0.975243420313466,0.999226167989257,1.0037805315690225,1.004864904029829,0.9982482552454803,68
