IL_GPD_m,Pitfall2,Pitfall4,Pitfall6,Pitfall8,Pitfall10,GPD,GPD_position_at_common_eff_z
0.8,0.934181622315502,0.8377328411386293,0.7342332865606728,0.7233719371152909,0.7646696789223686,0.16196998906058885,below Pitfall4
0.8500000000000001,0.9360603465130175,0.8440391812534962,0.7371209038974453,0.7296579365590081,0.769929111277409,0.15195085544397882,below Pitfall4
0.9,0.9377749610414563,0.8511576464839108,0.763346307878281,0.7356010897067705,0.7748160247869135,0.1431657849228408,below Pitfall4
0.9500000000000001,0.9393451971878961,0.8554900482108647,0.7620268533471182,0.7412265463987002,0.7795927306151489,0.13383194376172644,below Pitfall4
1,0.9407350197103687,0.8611609987179949,0.7601339616513241,0.7461580647426367,0.7835857631420386,0.12379784586425686,below Pitfall4
1.05,0.9421099719795621,0.8676696198743112,0.7623208745586905,0.7485396675348146,0.7875535980109706,0.1148553957588011,below Pitfall4
1.1,0.9435978080869586,0.8738156095822096,0.7697745544206125,0.7510762332123408,0.7912870111234154,0.10685699483279626,below Pitfall4
1.1500000000000001,0.945003627416584,0.8791612668068437,0.7814649839778773,0.7600605172661095,0.7947992778337503,0.09967429582000212,below Pitfall4
1.2,0.9463249443437229,0.8839332593837497,0.7923686640254475,0.7637780112026923,0.7981173081498567,0.09320155960413098,below Pitfall4
