full_wing,log_BL.trend,SE,df,lower.CL,upper.CL
not_fully_winged,1.1254436122820186,0.8155796460775303,35.137266705612326,-0.5300399052643137,2.780927129828351
fully_winged,1.6948106339654236,0.9439314469489348,40.40481004958765,-0.2123507686506969,3.601972036581544
