IL_GPD_m,Pitfall2,Pitfall4,Pitfall6,Pitfall8,Pitfall10,GPD,GPD_position_from_median_p
0.8,0.3637701841532235,0.6020033970276457,0.6863378575668266,0.7872877344250511,0.871670400047858,0.7289868837779274,between Pitfall6 and Pitfall8
0.8500000000000001,0.36377669149091457,0.6019984055753078,0.6863310556646712,0.7872111527214809,0.8716445231269261,0.7289957185169396,between Pitfall6 and Pitfall8
0.9,0.36377682804401146,0.6019879315115961,0.6863188675133434,0.787216498211203,0.8716235941712163,0.728993061172676,between Pitfall6 and Pitfall8
0.9500000000000001,0.36376659599383776,0.6019796640387949,0.6863153233832091,0.7872316388388184,0.8715990726341718,0.728983752357661,between Pitfall6 and Pitfall8
1,0.36378638113499584,0.6019744079569262,0.6863051756900771,0.7871932592594659,0.8715850657436194,0.7289834715548157,between Pitfall6 and Pitfall8
1.05,0.3637659915321362,0.601969446570304,0.6863022723498491,0.7872424136444751,0.8715617373576399,0.7289391850424329,between Pitfall6 and Pitfall8
1.1,0.3637559296518652,0.6019632105690623,0.6862978489131233,0.7872590566534592,0.8715408417555068,0.7289523681772777,between Pitfall6 and Pitfall8
1.1500000000000001,0.3637452681701021,0.6019577504261172,0.6862920864840836,0.7872544986942518,0.8715201370168426,0.7289640291280051,between Pitfall6 and Pitfall8
1.2,0.36374700882995376,0.601954232099593,0.6862888378952421,0.7871534055939662,0.8714997897275395,0.728945333920902,between Pitfall6 and Pitfall8
