IL_GPD_m,contrast,estimate_logit,lcl_logit,ucl_logit,odds_ratio,lcl_OR,ucl_OR,p_value
0.8,GPD - Pitfall4,0.569871568963503,0.39466256340558903,0.745080574521417,1.7680399656462598,1.483883389873784,2.106611167329203,2.4479682795923233e-10
0.8,GPD - Pitfall6,0.060352743234844075,-0.12691095302139396,0.2476164394910821,1.0622111682724191,0.880812102761591,1.2809685090215568,0.5272394416847069
0.8,GPD - Pitfall8,-0.3489426707660559,-0.5505276361174993,-0.14735770541461246,0.7054335710769514,0.5766454711197991,0.8629852277102082,7.158133767738384e-4
0.8500000000000001,GPD - Pitfall4,0.5699660616460588,0.3947591478803522,0.7451729754117653,1.7682070403790249,1.4840267168930759,2.1068058290700025,2.430482314978583e-10
0.8500000000000001,GPD - Pitfall6,0.06046330420910517,-0.1267941060117753,0.24772071442998564,1.0623286138663843,0.8809150290350313,1.2811020888989681,0.5264693215383139
0.8500000000000001,GPD - Pitfall8,-0.3488089895035882,-0.5503860611025408,-0.14723191790463547,0.7055278806308897,0.5767271154902638,0.863093787300726,7.188256419496637e-4
0.9,GPD - Pitfall4,0.5700643403562345,0.39484886446884043,0.7452798162436287,1.7683808260258518,1.4841598646800342,2.107030933982339,2.418497950802577e-10
0.9,GPD - Pitfall6,0.06062093505809285,-0.12664591197460542,0.24788778209079113,1.0624960828264824,0.881045585063161,1.2813161375080158,0.5254128369032836
0.9,GPD - Pitfall8,-0.3487080370751503,-0.5502985747900012,-0.1471174993602994,0.7055991089790469,0.5767775734260969,0.8631925468853506,7.219642907828541e-4
0.9500000000000001,GPD - Pitfall4,0.5700263371585644,0.3948058312386754,0.7452468430784535,1.768313623176734,1.4840959978611834,2.106961459648724,2.4277530020550906e-10
0.9500000000000001,GPD - Pitfall6,0.06060757126652372,-0.12666501081437068,0.24788015334741811,1.0624818839451642,0.8810287582753926,1.281306362713308,0.5255168410826052
0.9500000000000001,GPD - Pitfall8,-0.34861047466642137,-0.5502033022399812,-0.14701764709286158,0.7056679522859207,0.576832527114059,0.8632787429217558,7.245291645190962e-4
1,GPD - Pitfall4,0.5702019287822234,0.39499369220923486,0.745410165355212,1.7686241514992542,1.484374827765553,2.1073056014936062,2.39107271677731e-10
1,GPD - Pitfall6,0.06068562608658534,-0.12657176809268786,0.24794302026585854,1.062564819014133,0.8811109116247364,1.281386917027984,0.5249501334587205
1,GPD - Pitfall8,-0.3485607626325611,-0.5501332358272236,-0.14698828943789857,0.7057030333470271,0.5768729451159514,0.8633040871332489,7.248979373032765e-4
1.05,GPD - Pitfall4,0.5701824043471276,0.39496130643171495,0.7454035022625403,1.7685896204489002,1.4843267559110513,2.1072915603678744,2.4015929546021143e-10
1.05,GPD - Pitfall6,0.06069954413131673,-0.12656920684645886,0.24796829510909232,1.0625796079417305,0.8811131683696263,1.2814193042907234,0.5248802134279006
1.05,GPD - Pitfall8,-0.3486016974068853,-0.5501890177674845,-0.14701437704628606,0.7056741461438667,0.5768407669212782,0.8632815658880684,7.245141147974474e-4
1.1,GPD - Pitfall4,0.570246445751941,0.39502364768957576,0.7454692438143061,1.7687028870395691,1.4844192935925191,2.107430101538982,2.391671353430431e-10
1.1,GPD - Pitfall6,0.06071170293878958,-0.12656202229578387,0.24798542817336303,1.0625925277211523,0.8811194987945754,1.2814412591180977,0.5248081881223513
1.1,GPD - Pitfall8,-0.3485573726135851,-0.550149176047366,-0.14696556917980425,0.7057054256977566,0.5768637497075007,0.8633237018477473,7.258366755235109e-4
1.1500000000000001,GPD - Pitfall4,0.5702903173395284,0.39508347322908255,0.7454971614499742,1.7687804845453443,1.4845081024341045,2.1074889368260203,2.3753455431974515e-10
1.1500000000000001,GPD - Pitfall6,0.06070585224235092,-0.12655220200681264,0.24796390649151448,1.0625863108330211,0.8811281516851586,1.2814136806437801,0.5248135014305224
1.1500000000000001,GPD - Pitfall8,-0.348499139467203,-0.5500740015160279,-0.14692427741837813,0.7057465223416957,0.5769071167995609,0.8633593507400752,7.265684618415627e-4
1.2,GPD - Pitfall4,0.5703092075817385,0.395107752867607,0.74551066229587,1.768813897552703,1.4845441461917812,2.1075173899014534,2.3693605247739124e-10
1.2,GPD - Pitfall6,0.06072753558790733,-0.12651883835595923,0.2479739095317739,1.0626093515089812,0.8811575498275805,1.2814264987405264,0.5246396086897879
1.2,GPD - Pitfall8,-0.3484282639818723,-0.5499863842905186,-0.14687014367322598,0.7057965442416294,0.5769576660149701,0.8634060888801868,7.276333278565676e-4
