k,estimate,se,lcl,ucl
5,-10.392461449828215,5.4209361186388065,-21.017496242360274,0.2325733427038461
5,7.084061292351621,9.356619806850023,-11.254913529074425,25.423036113777666
5,5.0107756175367255,2.0217111184482546,1.0482218253781466,8.973329409695305
5,7.116810410016101,5.668335558647181,-3.993127284932373,18.226748104964575
5,7.407900430276174,5.555653279602006,-3.481179997743758,18.296980858296106
5,-4.468461841770056,2.1187312817227486,-8.621175153946643,-0.3157485295934688
5,4.707067882873737,2.3100877881191697,0.17929581816016427,9.23483994758731
5,0.1995306980675376,2.247886521943317,-4.2063268849413635,4.605388281076438
5,-2.149794038179384,6.511442911419103,-14.912222144560825,10.612634068202055
5,26.481661966752316,11.270886442779599,4.390724538904305,48.57259939460033
5,1.7901551984875417,3.3054772603740776,-4.68858023184565,8.268890628820733
5,-7.031051975567093,2.7113679432160045,-12.345333144270462,-1.7167708068637237
6,4.417662988368316,5.043128236641603,-5.466868355449225,14.302194332185856
6,1.6545664316782753,1.6613003777526447,-1.601582308716908,4.910715172073459
6,2.8631027823135393,1.1968276472332804,0.5173205937363097,5.208884970890769
6,6.419558212111036,3.4957263906499216,-0.43206551356281064,13.271181937784881
6,10.583936191409743,6.332461789622003,-1.8276889162493823,22.995561299068868
6,13.669051108926189,5.254971019147953,3.3693079113962003,23.968794306456175
6,4.772637610362813,2.6754370849358122,-0.47121907611137903,10.016494296837006
6,1.626338854047276,1.605400331136437,-1.5202457949801405,4.772923503074693
6,-10.363517767351523,3.0477562255518746,-16.337119969433196,-4.389915565269848
6,0.44115952376499773,5.530370386152608,-10.398366433094113,11.28068548062411
6,2.5917507006507496,2.0339097949907736,-1.3947124975311667,6.578213898832666
6,15.567619301930373,5.682562735602908,4.429796340148673,26.705442263712072
6,-0.7854007386126043,0.9529643066323275,-2.653210779611966,1.0824093023867576
6,0.521426110438109,1.0906844289730155,-1.6163153703490012,2.659167591225219
6,-0.15316646701550657,2.067470326035971,-4.205408306046009,3.899075372014996
6,0.7300109956775181,0.8408490132599343,-0.918053070311953,2.3780750616669892
6,1.74139909010218,2.3761050344951893,-2.9157667775083906,6.398564957712751
6,3.312121413862375,4.667584822525886,-5.836344838288362,12.460587666013112
6,-3.4707545410328207,5.598522354707118,-14.443858356258772,7.50234927419313
6,4.06377509328254,2.1056176291361015,-0.0632354598242193,8.190785646389298
6,7.3828747370125924,4.447078401521115,-1.3333989299687943,16.09914840399398
6,-1.3923929331128093,2.362329113472185,-6.022557995518292,3.237772129292673
6,0.559758296584253,2.512693988546374,-4.365121920966641,5.484638514135146
6,1.733946850040082,1.4663074340097964,-1.1400157206191188,4.607909420699283
6,0.7216468677778676,1.2746778776637637,-1.7767217724431092,3.2200155079988444
6,1.39689051620087,1.2953766151654922,-1.1420476495234948,3.935828681925235
6,4.318575314386842,4.4141484140856475,-4.333155577221027,12.97030620599471
6,26.75993894582289,12.084263110391962,3.0747832494546437,50.44509464219114
6,1.2688282664567292,0.9238183631356963,-0.5418557252892355,3.079512258202694
6,5.865796852655712,3.8701610169687384,-1.7197187406030157,13.45131244591444
6,2.6034807886735827,1.7364762204437219,-0.8000126033961119,6.006974180743278
6,-2.064135096658799,1.634796159792234,-5.268335569851578,1.1400653765339794
6,-1.5443610114124704,1.394281304731748,-4.277152368686696,1.1884303458617556
6,0.19186287535682198,0.9111104009109496,-1.5939135104286393,1.977639261142283
6,-1.0166644015294048,1.0963194214118703,-3.1654504674966706,1.1321216644378609
6,-10.392461449828215,5.4209361186388065,-21.017496242360274,0.2325733427038461
6,5.0107756175367255,2.0217111184482546,1.0482218253781466,8.973329409695305
6,7.116810410016101,5.668335558647181,-3.993127284932373,18.226748104964575
6,7.407900430276174,5.555653279602006,-3.481179997743758,18.296980858296106
6,-4.468461841770056,2.1187312817227486,-8.621175153946643,-0.3157485295934688
6,4.707067882873737,2.3100877881191697,0.17929581816016427,9.23483994758731
6,0.1995306980675376,2.247886521943317,-4.2063268849413635,4.605388281076438
6,-2.149794038179384,6.511442911419103,-14.912222144560825,10.612634068202055
6,1.7901551984875417,3.3054772603740776,-4.68858023184565,8.268890628820733
6,-7.031051975567093,2.7113679432160045,-12.345333144270462,-1.7167708068637237
7,4.417662988368316,5.043128236641603,-5.466868355449225,14.302194332185856
7,1.6545664316782753,1.6613003777526447,-1.601582308716908,4.910715172073459
7,2.8631027823135393,1.1968276472332804,0.5173205937363097,5.208884970890769
7,6.419558212111036,3.4957263906499216,-0.43206551356281064,13.271181937784881
7,10.583936191409743,6.332461789622003,-1.8276889162493823,22.995561299068868
7,13.669051108926189,5.254971019147953,3.3693079113962003,23.968794306456175
7,4.772637610362813,2.6754370849358122,-0.47121907611137903,10.016494296837006
7,1.626338854047276,1.605400331136437,-1.5202457949801405,4.772923503074693
7,-10.363517767351523,3.0477562255518746,-16.337119969433196,-4.389915565269848
7,0.44115952376499773,5.530370386152608,-10.398366433094113,11.28068548062411
7,2.5917507006507496,2.0339097949907736,-1.3947124975311667,6.578213898832666
7,15.567619301930373,5.682562735602908,4.429796340148673,26.705442263712072
7,-0.7854007386126043,0.9529643066323275,-2.653210779611966,1.0824093023867576
7,0.521426110438109,1.0906844289730155,-1.6163153703490012,2.659167591225219
7,-0.15316646701550657,2.067470326035971,-4.205408306046009,3.899075372014996
7,0.7300109956775181,0.8408490132599343,-0.918053070311953,2.3780750616669892
7,1.74139909010218,2.3761050344951893,-2.9157667775083906,6.398564957712751
7,3.312121413862375,4.667584822525886,-5.836344838288362,12.460587666013112
7,4.06377509328254,2.1056176291361015,-0.0632354598242193,8.190785646389298
7,7.3828747370125924,4.447078401521115,-1.3333989299687943,16.09914840399398
7,-1.3923929331128093,2.362329113472185,-6.022557995518292,3.237772129292673
7,1.733946850040082,1.4663074340097964,-1.1400157206191188,4.607909420699283
7,0.7216468677778676,1.2746778776637637,-1.7767217724431092,3.2200155079988444
7,1.39689051620087,1.2953766151654922,-1.1420476495234948,3.935828681925235
7,4.318575314386842,4.4141484140856475,-4.333155577221027,12.97030620599471
7,26.75993894582289,12.084263110391962,3.0747832494546437,50.44509464219114
7,1.2688282664567292,0.9238183631356963,-0.5418557252892355,3.079512258202694
7,5.865796852655712,3.8701610169687384,-1.7197187406030157,13.45131244591444
7,2.6034807886735827,1.7364762204437219,-0.8000126033961119,6.006974180743278
7,-2.064135096658799,1.634796159792234,-5.268335569851578,1.1400653765339794
7,-1.5443610114124704,1.394281304731748,-4.277152368686696,1.1884303458617556
7,0.19186287535682198,0.9111104009109496,-1.5939135104286393,1.977639261142283
7,-1.0166644015294048,1.0963194214118703,-3.1654504674966706,1.1321216644378609
7,-10.392461449828215,5.4209361186388065,-21.017496242360274,0.2325733427038461
7,5.0107756175367255,2.0217111184482546,1.0482218253781466,8.973329409695305
7,7.116810410016101,5.668335558647181,-3.993127284932373,18.226748104964575
7,7.407900430276174,5.555653279602006,-3.481179997743758,18.296980858296106
7,4.707067882873737,2.3100877881191697,0.17929581816016427,9.23483994758731
7,0.1995306980675376,2.247886521943317,-4.2063268849413635,4.605388281076438
7,-2.149794038179384,6.511442911419103,-14.912222144560825,10.612634068202055
7,1.7901551984875417,3.3054772603740776,-4.68858023184565,8.268890628820733
7,-7.031051975567093,2.7113679432160045,-12.345333144270462,-1.7167708068637237
8,4.417662988368316,5.043128236641603,-5.466868355449225,14.302194332185856
8,1.6545664316782753,1.6613003777526447,-1.601582308716908,4.910715172073459
8,2.8631027823135393,1.1968276472332804,0.5173205937363097,5.208884970890769
8,10.583936191409743,6.332461789622003,-1.8276889162493823,22.995561299068868
8,13.669051108926189,5.254971019147953,3.3693079113962003,23.968794306456175
8,4.772637610362813,2.6754370849358122,-0.47121907611137903,10.016494296837006
8,1.626338854047276,1.605400331136437,-1.5202457949801405,4.772923503074693
8,-10.363517767351523,3.0477562255518746,-16.337119969433196,-4.389915565269848
8,2.5917507006507496,2.0339097949907736,-1.3947124975311667,6.578213898832666
8,15.567619301930373,5.682562735602908,4.429796340148673,26.705442263712072
8,-0.7854007386126043,0.9529643066323275,-2.653210779611966,1.0824093023867576
8,0.521426110438109,1.0906844289730155,-1.6163153703490012,2.659167591225219
8,-0.15316646701550657,2.067470326035971,-4.205408306046009,3.899075372014996
8,0.7300109956775181,0.8408490132599343,-0.918053070311953,2.3780750616669892
8,1.74139909010218,2.3761050344951893,-2.9157667775083906,6.398564957712751
8,4.06377509328254,2.1056176291361015,-0.0632354598242193,8.190785646389298
8,7.3828747370125924,4.447078401521115,-1.3333989299687943,16.09914840399398
8,-1.3923929331128093,2.362329113472185,-6.022557995518292,3.237772129292673
8,1.733946850040082,1.4663074340097964,-1.1400157206191188,4.607909420699283
8,0.7216468677778676,1.2746778776637637,-1.7767217724431092,3.2200155079988444
8,1.39689051620087,1.2953766151654922,-1.1420476495234948,3.935828681925235
8,4.318575314386842,4.4141484140856475,-4.333155577221027,12.97030620599471
8,26.75993894582289,12.084263110391962,3.0747832494546437,50.44509464219114
8,1.2688282664567292,0.9238183631356963,-0.5418557252892355,3.079512258202694
8,5.865796852655712,3.8701610169687384,-1.7197187406030157,13.45131244591444
8,2.6034807886735827,1.7364762204437219,-0.8000126033961119,6.006974180743278
8,-2.064135096658799,1.634796159792234,-5.268335569851578,1.1400653765339794
8,-1.5443610114124704,1.394281304731748,-4.277152368686696,1.1884303458617556
8,0.19186287535682198,0.9111104009109496,-1.5939135104286393,1.977639261142283
8,-1.0166644015294048,1.0963194214118703,-3.1654504674966706,1.1321216644378609
8,-10.392461449828215,5.4209361186388065,-21.017496242360274,0.2325733427038461
8,5.0107756175367255,2.0217111184482546,1.0482218253781466,8.973329409695305
8,7.116810410016101,5.668335558647181,-3.993127284932373,18.226748104964575
8,7.407900430276174,5.555653279602006,-3.481179997743758,18.296980858296106
8,4.707067882873737,2.3100877881191697,0.17929581816016427,9.23483994758731
8,-7.031051975567093,2.7113679432160045,-12.345333144270462,-1.7167708068637237
9,4.417662988368316,5.043128236641603,-5.466868355449225,14.302194332185856
9,1.6545664316782753,1.6613003777526447,-1.601582308716908,4.910715172073459
9,2.8631027823135393,1.1968276472332804,0.5173205937363097,5.208884970890769
9,10.583936191409743,6.332461789622003,-1.8276889162493823,22.995561299068868
9,13.669051108926189,5.254971019147953,3.3693079113962003,23.968794306456175
9,1.626338854047276,1.605400331136437,-1.5202457949801405,4.772923503074693
9,-10.363517767351523,3.0477562255518746,-16.337119969433196,-4.389915565269848
9,2.5917507006507496,2.0339097949907736,-1.3947124975311667,6.578213898832666
9,15.567619301930373,5.682562735602908,4.429796340148673,26.705442263712072
9,-0.7854007386126043,0.9529643066323275,-2.653210779611966,1.0824093023867576
9,0.521426110438109,1.0906844289730155,-1.6163153703490012,2.659167591225219
9,-0.15316646701550657,2.067470326035971,-4.205408306046009,3.899075372014996
9,0.7300109956775181,0.8408490132599343,-0.918053070311953,2.3780750616669892
9,1.74139909010218,2.3761050344951893,-2.9157667775083906,6.398564957712751
9,4.06377509328254,2.1056176291361015,-0.0632354598242193,8.190785646389298
9,-1.3923929331128093,2.362329113472185,-6.022557995518292,3.237772129292673
9,1.733946850040082,1.4663074340097964,-1.1400157206191188,4.607909420699283
9,0.7216468677778676,1.2746778776637637,-1.7767217724431092,3.2200155079988444
9,1.39689051620087,1.2953766151654922,-1.1420476495234948,3.935828681925235
9,4.318575314386842,4.4141484140856475,-4.333155577221027,12.97030620599471
9,26.75993894582289,12.084263110391962,3.0747832494546437,50.44509464219114
9,1.2688282664567292,0.9238183631356963,-0.5418557252892355,3.079512258202694
9,5.865796852655712,3.8701610169687384,-1.7197187406030157,13.45131244591444
9,2.6034807886735827,1.7364762204437219,-0.8000126033961119,6.006974180743278
9,-2.064135096658799,1.634796159792234,-5.268335569851578,1.1400653765339794
9,-1.5443610114124704,1.394281304731748,-4.277152368686696,1.1884303458617556
9,0.19186287535682198,0.9111104009109496,-1.5939135104286393,1.977639261142283
9,-1.0166644015294048,1.0963194214118703,-3.1654504674966706,1.1321216644378609
9,-10.392461449828215,5.4209361186388065,-21.017496242360274,0.2325733427038461
9,5.0107756175367255,2.0217111184482546,1.0482218253781466,8.973329409695305
9,7.116810410016101,5.668335558647181,-3.993127284932373,18.226748104964575
9,7.407900430276174,5.555653279602006,-3.481179997743758,18.296980858296106
9,-7.031051975567093,2.7113679432160045,-12.345333144270462,-1.7167708068637237
10,4.417662988368316,5.043128236641603,-5.466868355449225,14.302194332185856
10,1.6545664316782753,1.6613003777526447,-1.601582308716908,4.910715172073459
10,2.8631027823135393,1.1968276472332804,0.5173205937363097,5.208884970890769
10,10.583936191409743,6.332461789622003,-1.8276889162493823,22.995561299068868
10,13.669051108926189,5.254971019147953,3.3693079113962003,23.968794306456175
10,1.626338854047276,1.605400331136437,-1.5202457949801405,4.772923503074693
10,-10.363517767351523,3.0477562255518746,-16.337119969433196,-4.389915565269848
10,2.5917507006507496,2.0339097949907736,-1.3947124975311667,6.578213898832666
10,15.567619301930373,5.682562735602908,4.429796340148673,26.705442263712072
10,-0.7854007386126043,0.9529643066323275,-2.653210779611966,1.0824093023867576
10,0.521426110438109,1.0906844289730155,-1.6163153703490012,2.659167591225219
10,-0.15316646701550657,2.067470326035971,-4.205408306046009,3.899075372014996
10,0.7300109956775181,0.8408490132599343,-0.918053070311953,2.3780750616669892
10,1.74139909010218,2.3761050344951893,-2.9157667775083906,6.398564957712751
10,-1.3923929331128093,2.362329113472185,-6.022557995518292,3.237772129292673
10,1.733946850040082,1.4663074340097964,-1.1400157206191188,4.607909420699283
10,0.7216468677778676,1.2746778776637637,-1.7767217724431092,3.2200155079988444
10,1.39689051620087,1.2953766151654922,-1.1420476495234948,3.935828681925235
10,4.318575314386842,4.4141484140856475,-4.333155577221027,12.97030620599471
10,1.2688282664567292,0.9238183631356963,-0.5418557252892355,3.079512258202694
10,2.6034807886735827,1.7364762204437219,-0.8000126033961119,6.006974180743278
10,-2.064135096658799,1.634796159792234,-5.268335569851578,1.1400653765339794
10,-1.5443610114124704,1.394281304731748,-4.277152368686696,1.1884303458617556
10,0.19186287535682198,0.9111104009109496,-1.5939135104286393,1.977639261142283
10,-1.0166644015294048,1.0963194214118703,-3.1654504674966706,1.1321216644378609
10,-10.392461449828215,5.4209361186388065,-21.017496242360274,0.2325733427038461
10,5.0107756175367255,2.0217111184482546,1.0482218253781466,8.973329409695305
10,7.116810410016101,5.668335558647181,-3.993127284932373,18.226748104964575
10,-7.031051975567093,2.7113679432160045,-12.345333144270462,-1.7167708068637237
