DEPARTEMENT;CD_DEPT;NOM_LOCALITE;LIEU-DIT;ALTITUDE;HABITAT;REMARQUE_STATION;FAMILLE;LB_NOM;NOM_VALIDE;CD_COLLECTION;NOM_CITE;male;femelle;ABONDANCE_TOTALE;remarque;A VERIFIER/PHOTO;DETERMINATEUR;MASSE;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-780;poecilus versicolor;1;;1;;;L.ABRAHAM;52;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-781;poecilus versicolor;1;;1;;;L.ABRAHAM;42;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-782;poecilus versicolor;1;;1;;;L.ABRAHAM;42;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-783;poecilus versicolor;1;;1;;;L.ABRAHAM;61;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-784;poecilus versicolor;1;;1;;;L.ABRAHAM;52;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-785;poecilus versicolor;1;;1;;;L.ABRAHAM;71;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-786;poecilus versicolor;1;;1;;;L.ABRAHAM;52;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-787;poecilus versicolor;1;;1;;;L.ABRAHAM;34.9;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-788;poecilus versicolor;1;;1;;;L.ABRAHAM;49.06;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-789;poecilus versicolor;;1;1;;;L.ABRAHAM;64;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-790;poecilus versicolor;;1;1;;;L.ABRAHAM;39;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-791;poecilus versicolor;;1;1;;;L.ABRAHAM;56;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-792;poecilus versicolor;;1;1;;;L.ABRAHAM;37.93;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-793;poecilus versicolor;;1;1;;;L.ABRAHAM;54;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-794;Amara aenea;1;;1;;;L.ABRAHAM;22.15;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-795;Amara aenea;;1;1;;;L.ABRAHAM;28.12;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-796;amara lunicollis;1;;1;;;L.ABRAHAM;14.9;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-797;calathus fuscipes;1;;1;;;L.ABRAHAM;56;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-798;calathus fuscipes;1;;1;;;L.ABRAHAM;56;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-799;calathus fuscipes;;1;1;;;L.ABRAHAM;70;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-800;calathus fuscipes;;1;1;;;L.ABRAHAM;72;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-801;poecilus versicolor;;1;1;;;L.ABRAHAM;54;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-802;poecilus versicolor;;1;1;;;L.ABRAHAM;58;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-803;poecilus versicolor;;1;1;;;L.ABRAHAM;60;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-804;poecilus versicolor;1;;1;;;L.ABRAHAM;55;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-805;poecilus versicolor;1;;1;;;L.ABRAHAM;59;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-806;poecilus versicolor;1;;1;;;L.ABRAHAM;64;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-807;poecilus versicolor;1;;1;;;L.ABRAHAM;60;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-808;poecilus versicolor;1;;1;;;L.ABRAHAM;53;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-809;poecilus versicolor;1;;1;;;L.ABRAHAM;60;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-810;poecilus versicolor;1;;1;;;L.ABRAHAM;57;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-811;poecilus versicolor;1;;1;;;L.ABRAHAM;56;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-812;poecilus versicolor;1;;1;;;L.ABRAHAM;49;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-813;poecilus versicolor;1;;1;;;L.ABRAHAM;60;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-814;poecilus versicolor;1;;1;;;L.ABRAHAM;36;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-815;poecilus versicolor;1;;1;;;L.ABRAHAM;56;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-816;poecilus versicolor;1;;1;;;L.ABRAHAM;62;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-817;poecilus versicolor;1;;1;;;L.ABRAHAM;65;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-818;poecilus versicolor;1;;1;;;L.ABRAHAM;72;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-819;poecilus versicolor;1;;1;;;L.ABRAHAM;49;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-820;poecilus versicolor;1;;1;;;L.ABRAHAM;47;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara communis;Amara communis (Panzer, 1796);LABR-821;amara communis;;1;1;;;L.ABRAHAM;21.3;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-823;Amara aenea;;1;1;;;L.ABRAHAM;28;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-824;Amara aenea;;1;1;;;L.ABRAHAM;18.43;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-825;Amara aenea;;1;1;;;L.ABRAHAM;23;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-826;Amara aenea;;1;1;;;L.ABRAHAM;27;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-827;Amara aenea;;1;1;;;L.ABRAHAM;21.97;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-828;amara lunicollis;;1;1;;;L.ABRAHAM;18.27;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-829;amara lunicollis;;1;1;;;L.ABRAHAM;18.9;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-830;amara lunicollis;;1;1;;;L.ABRAHAM;23.55;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-831;amara lunicollis;1;;1;;;L.ABRAHAM;20.8;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-832;calathus fuscipes;;1;1;;;L.ABRAHAM;66;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-833;calathus fuscipes;;1;1;;;L.ABRAHAM;79;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-834;calathus fuscipes;;1;1;;;L.ABRAHAM;53;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-835;calathus fuscipes;;1;1;;;L.ABRAHAM;48.51;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-836;poecilus versicolor;;1;1;;;L.ABRAHAM;67;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-837;poecilus versicolor;;1;1;;;L.ABRAHAM;60;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-838;poecilus versicolor;;1;1;;;L.ABRAHAM;41;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-839;poecilus versicolor;1;;1;;;L.ABRAHAM;57;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-840;poecilus versicolor;1;;1;;;L.ABRAHAM;61;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-841;poecilus versicolor;1;;1;;;L.ABRAHAM;49;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-842;poecilus versicolor;1;;1;;;L.ABRAHAM;49;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-843;poecilus versicolor;1;;1;;;L.ABRAHAM;59;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-844;poecilus versicolor;1;;1;;;L.ABRAHAM;50;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-845;poecilus versicolor;1;;1;;;L.ABRAHAM;58;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-846;poecilus versicolor;1;;1;;;L.ABRAHAM;66;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-847;poecilus versicolor;1;;1;;;L.ABRAHAM;55;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-848;poecilus versicolor;1;;1;;;L.ABRAHAM;56;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-849;poecilus versicolor;1;;1;;;L.ABRAHAM;43;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-850;poecilus versicolor;1;;1;;;L.ABRAHAM;47;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-851;poecilus versicolor;1;;1;;;L.ABRAHAM;61;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-852;poecilus versicolor;1;;1;;;L.ABRAHAM;46;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-853;poecilus versicolor;1;;1;;;L.ABRAHAM;28;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-854;poecilus versicolor;1;;1;;;L.ABRAHAM;43;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Pseudoophonus rufipes;Pseudoophonus rufipes (De Geer, 1774);LABR-855;pseudoophonus rufipes;1;;1;;;L.ABRAHAM;102;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-856;Amara aenea;1;;1;;;L.ABRAHAM;17.22;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-857;Amara aenea;1;;1;;;L.ABRAHAM;29.44;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-858;amara lunicollis;1;;1;;;L.ABRAHAM;20.6;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-859;amara lunicollis;;1;1;;;L.ABRAHAM;18.08;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-860;amara lunicollis;;1;1;;;L.ABRAHAM;32.68;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-861;amara lunicollis;;1;1;;;L.ABRAHAM;28.54;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-864;calathus fuscipes;1;;1;;;L.ABRAHAM;80;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-865;calathus fuscipes;;1;1;;;L.ABRAHAM;69;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-866;calathus fuscipes;;1;1;;;L.ABRAHAM;71;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-867;calathus fuscipes;;1;1;;;L.ABRAHAM;100;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-868;calathus fuscipes;;1;1;;;L.ABRAHAM;75;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-869;poecilus versicolor;;1;1;;;L.ABRAHAM;61;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-870;poecilus versicolor;;1;1;;;L.ABRAHAM;58;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-871;poecilus versicolor;1;;1;;;L.ABRAHAM;57;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-872;poecilus versicolor;1;;1;;;L.ABRAHAM;58;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-873;poecilus versicolor;1;;1;;;L.ABRAHAM;57;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-874;poecilus versicolor;1;;1;;;L.ABRAHAM;60;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-875;poecilus versicolor;1;;1;;;L.ABRAHAM;39;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-876;poecilus versicolor;1;;1;;;L.ABRAHAM;61;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-877;poecilus versicolor;1;;1;;;L.ABRAHAM;40;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-878;poecilus versicolor;1;;1;;;L.ABRAHAM;36;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-879;poecilus versicolor;1;;1;;;L.ABRAHAM;55;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-880;poecilus versicolor;1;;1;;;L.ABRAHAM;55;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-881;poecilus versicolor;1;;1;;;L.ABRAHAM;71;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-882;poecilus versicolor;1;;1;;;L.ABRAHAM;57;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-883;poecilus versicolor;1;;1;;;L.ABRAHAM;49;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-884;poecilus versicolor;1;;1;;;L.ABRAHAM;56;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-885;poecilus versicolor;1;;1;;;L.ABRAHAM;65;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-886;poecilus versicolor;1;;1;;;L.ABRAHAM;29.8;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-887;Amara aenea;;;1;;;L.ABRAHAM;26.1;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-888;Amara aenea;1;;1;;;L.ABRAHAM;23.92;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-889;Amara aenea;;1;1;;;L.ABRAHAM;21.29;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-890;Amara aenea;;1;1;;;L.ABRAHAM;30.04;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Amara aenea;Amara aenea (De Geer, 1774);LABR-891;Amara aenea;;1;1;;;L.ABRAHAM;23.9;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-892;poecilus versicolor;;1;1;;;L.ABRAHAM;65;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-893;poecilus versicolor;;1;1;;;L.ABRAHAM;74;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-894;poecilus versicolor;;1;1;;;L.ABRAHAM;72;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-895;poecilus versicolor;1;;1;;;L.ABRAHAM;48.9;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-896;poecilus versicolor;1;;1;;;L.ABRAHAM;60;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-897;poecilus versicolor;1;;1;;;L.ABRAHAM;48;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-898;poecilus versicolor;1;;1;;;L.ABRAHAM;51;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-899;poecilus versicolor;1;;1;;;L.ABRAHAM;55;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-900;poecilus versicolor;1;;1;;;L.ABRAHAM;61;
CHARENTE;16;Saint-Front;;1305;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-901;poecilus versicolor;1;;1;;;L.ABRAHAM;64;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Clivina fossor;Clivina fossor (Linnaeus, 1758);LABR-902;clivina fossor;;;1;;;L.ABRAHAM;5.76;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-903;amara lunicollis;1;;1;;;L.ABRAHAM;17.47;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-904;calathus fuscipes;;1;1;;;L.ABRAHAM;52;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Calathus fuscipes;Calathus fuscipes (Goeze, 1777);LABR-905;calathus fuscipes;1;;1;;;L.ABRAHAM;45.7;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-906;poecilus versicolor;;1;1;;;L.ABRAHAM;54;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-907;poecilus versicolor;;1;1;;;L.ABRAHAM;40.29;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-908;poecilus versicolor;;1;1;;;L.ABRAHAM;62;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-909;poecilus versicolor;;1;1;;;L.ABRAHAM;42.66;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-910;poecilus versicolor;;1;1;;;L.ABRAHAM;49;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-911;poecilus versicolor;1;;1;;;L.ABRAHAM;31;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-912;poecilus versicolor;1;;1;;;L.ABRAHAM;44;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-913;poecilus versicolor;1;;1;;;L.ABRAHAM;45;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-914;poecilus versicolor;1;;1;;;L.ABRAHAM;23.47;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-915;poecilus versicolor;1;;1;;;L.ABRAHAM;34.91;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Carabus auratus;Carabus auratus Linnaeus, 1761;LABR-916;carabus auratus;;1;1;;;L.ABRAHAM;696;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Harpalus rubripes;Harpalus rubripes (Duftschmid, 1812);LABR-917;harpalus rubripes;;1;1;;;L.ABRAHAM;22.1;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Bembidion properans;Bembidion properans (Stephens, 1828);LABR-918;Bembidion properans;;1;1;;;L.ABRAHAM;0.75;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Amara lunicollis;Amara lunicollis Schiødte, 1837;LABR-920;amara lunicollis;1;;1;;;L.ABRAHAM;20.88;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-921;poecilus versicolor;;1;1;;;L.ABRAHAM;71;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-922;poecilus versicolor;;1;1;;;L.ABRAHAM;68;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-923;poecilus versicolor;;1;1;;;L.ABRAHAM;62;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-924;poecilus versicolor;;1;1;;;L.ABRAHAM;74;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-925;poecilus versicolor;;1;1;;;L.ABRAHAM;63;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-926;poecilus versicolor;;1;1;;;L.ABRAHAM;59;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-927;poecilus versicolor;;1;1;;;L.ABRAHAM;49;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-928;poecilus versicolor;1;;1;;;L.ABRAHAM;54;
CANTAL;15;Trizac;;902;ouvert;;Carabidae;Poecilus versicolor;Poecilus versicolor (Sturm, 1824);LABR-929;poecilus versicolor;1;;1;;;L.ABRAHAM;60;
