DEPARTEMENT;CD_DEPT;NOM_LOCALITE;LIEU-DIT;ALTITUDE;HABITAT;REMARQUE_STATION;FAMILLE;LB_NOM;NOM_VALIDE;CD_COLLECTION;NOM_CITE;male;femelle;ABONDANCE_TOTALE;remarque;A VERIFIER/PHOTO;DETERMINATEUR;MASSE;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1756;poecilus cupreus;;1;1;;;L.ABRAHAM;57;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1757;poecilus cupreus;;1;1;;;L.ABRAHAM;63;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus vernalis;Pterostichus vernalis (Panzer, 1796);LABR-1758;pterostichus vernalis;1;;1;;;L.ABRAHAM;8.15;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus vernalis;Pterostichus vernalis (Panzer, 1796);LABR-1759;pterostichus vernalis;;1;1;;;L.ABRAHAM;9.69;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1760;poecilus cupreus;;1;1;;;L.ABRAHAM;67;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1761;harpalus affinis;1;;1;;;L.ABRAHAM;2485;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1762;harpalus affinis;1;;1;;;L.ABRAHAM;42.26;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1763;harpalus affinis;1;;1;;;L.ABRAHAM;37.28;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1764;harpalus affinis;1;;1;;;L.ABRAHAM;32.32;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1765;harpalus affinis;1;;1;;;L.ABRAHAM;44.82;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1766;harpalus affinis;1;;1;;;L.ABRAHAM;34.04;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Bembidion lampros;Bembidion lampros (Herbst, 1784);LABR-1767;bembidion lampros;;;1;;;L.ABRAHAM;0.71;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Bembidion lampros;Bembidion lampros (Herbst, 1784);LABR-1768;bembidion lampros;;;1;;;L.ABRAHAM;0.81;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Bembidion lampros;Bembidion lampros (Herbst, 1784);LABR-1769;bembidion lampros;;;1;;;L.ABRAHAM;0.64;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Bembidion lampros;Bembidion lampros (Herbst, 1784);LABR-1770;bembidion lampros;;;1;;;L.ABRAHAM;0.85;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Bembidion lampros;Bembidion lampros (Herbst, 1784);LABR-1771;bembidion lampros;;;1;;;L.ABRAHAM;0.44;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Bembidion properans;Bembidion properans (Stephens, 1828);LABR-1772;bembidion properans;;;1;;;L.ABRAHAM;0.83;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Bembidion properans;Bembidion properans (Stephens, 1828);LABR-1773;bembidion properans;;;1;;;L.ABRAHAM;0.84;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1774;harpalus affinis;;1;1;;;L.ABRAHAM;29.49;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1775;harpalus affinis;;1;1;;;L.ABRAHAM;59.83;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Harpalus affinis;Harpalus affinis (Schrank, 1781);LABR-1776;harpalus affinis;;1;1;;;L.ABRAHAM;51;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Demetrias atricapillus;Demetrias atricapillus (Linnaeus, 1758);LABR-1777;Demetrias atricapillus;;1;1;;;L.ABRAHAM;0.83;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Demetrias atricapillus;Demetrias atricapillus (Linnaeus, 1758);LABR-1778;Demetrias atricapillus;;1;1;;;L.ABRAHAM;0.91;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Demetrias atricapillus;Demetrias atricapillus (Linnaeus, 1758);LABR-1779;Demetrias atricapillus;1;;1;;;L.ABRAHAM;0.84;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Asaphidion flavipes;Asaphidion flavipes (Linnaeus, 1761);LABR-1781;asaphidion flavipes;;1;1;;;L.ABRAHAM;1.22;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Asaphidion flavipes;Asaphidion flavipes (Linnaeus, 1761);LABR-1782;asaphidion flavipes;;1;1;;;L.ABRAHAM;1.05;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Trechus quadristriatus;Trechus quadristriatus (Schrank, 1781);LABR-1783;trechus quadristriatus;;;1;;;L.ABRAHAM;0.45;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Bembidion lampros;Bembidion lampros (Herbst, 1784);LABR-1784;bembidion lampros;1;;1;;;L.ABRAHAM;0.35;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1794;pterostichus melanarius;1;;1;;;L.ABRAHAM;162.03;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1795;pterostichus melanarius;1;;1;;;L.ABRAHAM;103.64;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1796;pterostichus melanarius;1;;1;;;L.ABRAHAM;196.12;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1797;pterostichus melanarius;1;;1;;;L.ABRAHAM;115.15;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1798;pterostichus melanarius;1;;1;;;L.ABRAHAM;130.58;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1799;pterostichus melanarius;1;;1;;;L.ABRAHAM;78.99;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1800;pterostichus melanarius;1;;1;;;L.ABRAHAM;155.3;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1801;pterostichus melanarius;1;;1;;;L.ABRAHAM;136.58;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1802;pterostichus melanarius;1;;1;;;L.ABRAHAM;114.25;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1803;pterostichus melanarius;1;;1;;;L.ABRAHAM;180.89;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1804;pterostichus melanarius;1;;1;;;L.ABRAHAM;170.65;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1805;pterostichus melanarius;1;;1;;;L.ABRAHAM;148.29;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1806;pterostichus melanarius;1;;1;;;L.ABRAHAM;1198.63;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1807;pterostichus melanarius;1;;1;;;L.ABRAHAM;119.49;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1808;pterostichus melanarius;1;;1;;;L.ABRAHAM;111;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1809;pterostichus melanarius;1;;1;;;L.ABRAHAM;126.24;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1810;pterostichus melanarius;1;;1;;;L.ABRAHAM;152.73;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1811;pterostichus melanarius;;1;1;;;L.ABRAHAM;212.36;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1812;pterostichus melanarius;;1;1;;;L.ABRAHAM;165.28;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1813;pterostichus melanarius;;1;1;;;L.ABRAHAM;153.74;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1814;pterostichus melanarius;;1;1;;;L.ABRAHAM;170.74;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1815;pterostichus melanarius;;1;1;;;L.ABRAHAM;138.56;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1816;pterostichus melanarius;;1;1;;;L.ABRAHAM;115.98;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1817;pterostichus melanarius;;1;1;;;L.ABRAHAM;134.56;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1818;pterostichus melanarius;;1;1;;;L.ABRAHAM;153.64;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1819;pterostichus melanarius;;1;1;;;L.ABRAHAM;182.7;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1820;pterostichus melanarius;;1;1;;;L.ABRAHAM;217.45;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1821;pterostichus melanarius;;1;1;;;L.ABRAHAM;188.24;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1822;pterostichus melanarius;;1;1;;;L.ABRAHAM;124.74;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1823;pterostichus melanarius;;1;1;;;L.ABRAHAM;167.25;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1824;pterostichus melanarius;;1;1;;;L.ABRAHAM;138.52;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1825;pterostichus melanarius;;1;1;;;L.ABRAHAM;207.77;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1826;pterostichus melanarius;;1;1;;;L.ABRAHAM;168.11;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1827;pterostichus melanarius;;1;1;;;L.ABRAHAM;192.32;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1828;poecilus cupreus;1;;1;;;L.ABRAHAM;75.32;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1829;poecilus cupreus;1;;1;;;L.ABRAHAM;52.69;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1830;poecilus cupreus;1;;1;;;L.ABRAHAM;34.13;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1831;poecilus cupreus;1;;1;;;L.ABRAHAM;63.25;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1832;poecilus cupreus;1;;1;;;L.ABRAHAM;48.83;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1833;poecilus cupreus;1;;1;;;L.ABRAHAM;58.12;
AISNE;2;Crecy-Sur-Serre;;97;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1834;poecilus cupreus;1;;1;;;L.ABRAHAM;72.45;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1838;poecilus cupreus;;1;1;;;L.ABRAHAM;87.54;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1839;poecilus cupreus;;1;1;;;L.ABRAHAM;67.12;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1840;poecilus cupreus;;1;1;;;L.ABRAHAM;71;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1841;poecilus cupreus;;1;1;;;L.ABRAHAM;67.33;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1842;poecilus cupreus;;1;1;;;L.ABRAHAM;84.15;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1843;poecilus cupreus;;1;1;;;L.ABRAHAM;53.84;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1844;poecilus cupreus;;1;1;;;L.ABRAHAM;79.05;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1845;poecilus cupreus;;1;1;;;L.ABRAHAM;60.64;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1846;poecilus cupreus;;1;1;;;L.ABRAHAM;68.31;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1847;poecilus cupreus;;1;1;;;L.ABRAHAM;64.23;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1848;poecilus cupreus;;1;1;;;L.ABRAHAM;61.55;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1849;poecilus cupreus;;1;1;;;L.ABRAHAM;88.09;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Loricera pilicornis;Loricera pilicornis (Fabricius, 1775);LABR-1850;Loricera pilicornis;1;;1;;;L.ABRAHAM;47.17;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Loricera pilicornis;Loricera pilicornis (Fabricius, 1775);LABR-1851;Loricera pilicornis;1;;1;;;L.ABRAHAM;39.12;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Loricera pilicornis;Loricera pilicornis (Fabricius, 1775);LABR-1852;Loricera pilicornis;;1;1;;;L.ABRAHAM;39.76;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Loricera pilicornis;Loricera pilicornis (Fabricius, 1775);LABR-1853;Loricera pilicornis;;1;1;;;L.ABRAHAM;56.52;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Loricera pilicornis;Loricera pilicornis (Fabricius, 1775);LABR-1854;Loricera pilicornis;;1;1;;;L.ABRAHAM;30.14;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Loricera pilicornis;Loricera pilicornis (Fabricius, 1775);LABR-1855;Loricera pilicornis;;1;1;;;L.ABRAHAM;39.06;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Bembidion properans;Bembidion properans (Stephens, 1828);LABR-1856;bembidion properans;;1;1;;;L.ABRAHAM;1.96;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1857;pterostichus melanarius;1;;1;;;L.ABRAHAM;108.86;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1858;pterostichus melanarius;1;;1;;;L.ABRAHAM;160;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1859;pterostichus melanarius;1;;1;;;L.ABRAHAM;140.97;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1860;pterostichus melanarius;1;;1;;;L.ABRAHAM;121.69;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1861;pterostichus melanarius;1;;1;;;L.ABRAHAM;165.88;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1862;pterostichus melanarius;1;;1;;;L.ABRAHAM;147.68;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1863;pterostichus melanarius;1;;1;;;L.ABRAHAM;144.32;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1864;pterostichus melanarius;1;;1;;;L.ABRAHAM;132;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1865;pterostichus melanarius;1;;1;;;L.ABRAHAM;105.04;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1866;pterostichus melanarius;1;;1;;;L.ABRAHAM;177;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1867;pterostichus melanarius;1;;1;;;L.ABRAHAM;106.77;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1868;pterostichus melanarius;1;;1;;;L.ABRAHAM;137.33;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1869;pterostichus melanarius;1;;1;;;L.ABRAHAM;123.13;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1870;pterostichus melanarius;1;;1;;;L.ABRAHAM;77.61;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1871;pterostichus melanarius;;1;1;;;L.ABRAHAM;188.2;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1872;pterostichus melanarius;;1;1;;;L.ABRAHAM;134.07;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1873;pterostichus melanarius;;1;1;;;L.ABRAHAM;141.31;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1874;pterostichus melanarius;;1;1;;;L.ABRAHAM;195;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1875;pterostichus melanarius;;1;1;;;L.ABRAHAM;208;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1876;pterostichus melanarius;;1;1;;;L.ABRAHAM;156.73;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1877;pterostichus melanarius;;1;1;;;L.ABRAHAM;135;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Pterostichus melanarius;Pterostichus melanarius (Illiger, 1798);LABR-1879;pterostichus melanarius;;1;1;;;L.ABRAHAM;179;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1880;poecilus cupreus;1;;1;;;L.ABRAHAM;80.15;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1881;poecilus cupreus;1;;1;;;L.ABRAHAM;72.15;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1882;poecilus cupreus;1;;1;;;L.ABRAHAM;68.32;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1883;poecilus cupreus;1;;1;;;L.ABRAHAM;72.83;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1884;poecilus cupreus;1;;1;;;L.ABRAHAM;76.59;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1885;poecilus cupreus;1;;1;;;L.ABRAHAM;73.14;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1886;poecilus cupreus;1;;1;;;L.ABRAHAM;67.5;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1887;poecilus cupreus;1;;1;;;L.ABRAHAM;73.41;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1888;poecilus cupreus;1;;1;;;L.ABRAHAM;77.13;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1889;poecilus cupreus;1;;1;;;L.ABRAHAM;70.31;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1890;poecilus cupreus;1;;1;;;L.ABRAHAM;81.31;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1891;poecilus cupreus;1;;1;;;L.ABRAHAM;65.274;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1892;poecilus cupreus;1;;1;;;L.ABRAHAM;65.42;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1893;poecilus cupreus;1;;1;;;L.ABRAHAM;81.31;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1894;poecilus cupreus;1;;1;;;L.ABRAHAM;74.14;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1895;poecilus cupreus;1;;1;;;L.ABRAHAM;81.77;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1896;poecilus cupreus;1;;1;;;L.ABRAHAM;69.66;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1897;poecilus cupreus;1;;1;;;L.ABRAHAM;73.72;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1898;poecilus cupreus;1;;1;;;L.ABRAHAM;67.25;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1899;poecilus cupreus;1;;1;;;L.ABRAHAM;63.92;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1900;poecilus cupreus;1;;1;;;L.ABRAHAM;66.89;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1901;poecilus cupreus;1;;1;;;L.ABRAHAM;5.8;
AISNE;2;Crecy-Sur-Serre;;90;ouvert;;Carabidae;Poecilus cupreus;Poecilus cupreus (Linnaeus, 1758);LABR-1902;poecilus cupreus;1;;1;;;L.ABRAHAM;67.81;
