no_campagne;id_site;date_complete;insee_commune;nom_commune;code_dept;site_officiel;x_theo;y_theo;classe_mat1p_million_dexpert;libelle_mat1p_million_dexpert;classe_mat2p_million_dexpert;libelle_mat2p_million_dexpert;classe_mat3p_million_dexpert;libelle_mat3p_million_dexpert;rp_95_nom;rp_2008_nom;rp_95_ger;signific_ger_95;rp_2008_ger;signific_ger_2008;occupation1;desc_code_occupation1;occupation3;desc_code_occupation3
1;1371;06/07/2007;16403;LE VIEUX-CERIER;16;True;503761.34;6542813.92;310;Old clayey sedimentary deposits;ND;ND;ND;ND;BRUNISOL REDOXIQUE SUR ARGILE LOURDE.;ND;16;BRUNISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1372;28/02/2007;16337;SAINT-MAURICE-DES-LIONS;16;True;519746.51;6542681.36;ND;ND;ND;ND;ND;ND;BRUNISOL MESOSATURE sablo-limoneux a  mesomull;ND;17;BRUNISOL MESOSATURE;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;1373;27/02/2007;16064;BRIGUEUIL;16;True;535731.7;6542548.64;450;Sandstone;ND;ND;ND;ND;ALOCRISOL TYPIQUE REDOXIQUE  a  moder;ND;3;ALOCRISOL TYPIQUE;ND;ND;3;surfaces boisees;313;forets mixtes
1;1374;05/12/2006;87118;PEYRILHAC;87;True;551716.87;6542415.75;741;Micaschists;ND;ND;ND;ND;BRUNISOL OLIGOSATURE LUVIQUE sur paleosol sur micaschistes a  dysmoder;ND;18;BRUNISOL OLIGO-SATURE;ND;ND;3;surfaces boisees;313;forets mixtes
1;1375;21/11/2006;87047;COMPREIGNAC;87;True;567702.07;6542282.7;711;Granite;ND;ND;ND;ND;PODZOSOL OCRIQUE  a  dysmoder;ND;109;PODZOSOL OCRIQUE;ND;ND;3;surfaces boisees;312;forets de coniferes
1;1376;19/12/2006;87157;SAINT-LAURENT-LES-EGLISES;87;True;583687.3;6542149.48;731;Gneiss;ND;ND;ND;ND;BRUNISOL polyphase limono-sablo-argileux issu d'alterite rubefiee d'orthogneiss;BRUNISOL DYSTRIQUE oligosature xanthomorphe issu de colluvium polyphase reposant sur un paleosol argilise rubefie d'orthogneiss;16;BRUNISOL;20;BRUNISOL DYSTRIQUE;1;successions culturales;120;grandes cultures et prairies courte duree
1;1377;18/10/2006;23126;MASBARAUD-MERIGNAT;23;True;599672.5;6542016.04;741;Micaschists;ND;ND;ND;ND;ALOCRISOL TYPIQUE  a  dysmull;ND;3;ALOCRISOL TYPIQUE;ND;ND;3;surfaces boisees;313;forets mixtes
1;1378;28/03/2008;23202;SAINT-HILAIRE-LE-CHATEAU;23;True;615657.69;6541882.4;150;Colluvium;ND;ND;ND;ND;BRUNISOL a  horizon reductique profond issu de colluvium sur alterite de micaschiste;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1379;09/11/2006;23024;BLESSAC;23;True;631642.9;6541748.62;711;Granite;ND;ND;ND;ND;ALOCRISOL TYPIQUE HUMIFERE  a  dysmull;ND;3;ALOCRISOL TYPIQUE;ND;ND;3;surfaces boisees;313;forets mixtes
1;1380;09/12/2008;23241;SAINT-SILVAIN-BELLEGARDE;23;True;647628.13;6541614.64;110;River alluvium;910;Organic materials;ND;ND;REDUCTISOL de fond de talweg typique reposant sur une tourbe enfouie;ND;119;REDUCTISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1381;23/09/2008;23073;DONTREIX;23;True;663613.34;6541480.46;150;Colluvium;ND;ND;ND;ND;RANKOSOL issu de colluvium, reposant sur une stratification de Â« roches meubles colluviales Â»;ND;115;RANKOSOL;ND;ND;2;surfaces toujours en herbe;210;STH 6-10 ans semee
1;1382;11/05/2004;63388;SAINT-PRIEST-DES-CHAMPS;63;True;679598.55;6541346.02;712;Diorite, Quartzodiorite;ND;ND;ND;ND;BRUNISOL oligosature(?) limono-sableux a  charge grossiere colluvial de granodiorite a  biotite;ND;18;BRUNISOL OLIGO-SATURE;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;1383;15/09/2004;63206;MANZAT;63;True;695583.84;6541211.31;825;Volcanic tuff;ND;ND;ND;ND;BRUNISOL luvique faiblement redoxique limoneux issu de tuf ignimbritique;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;200;Surface toujours en herbe (STH)
1;1384;16/09/2004;63244;LA MOUTADE;63;True;711569.1;6541076.41;110;River alluvium;ND;ND;ND;ND;BRUNISOL fluvique argilo-sableux caillouteux dystrique issu d'alluvions ,a  niveau pierreux, cultive;ND;16;BRUNISOL;ND;ND;1;successions culturales;110;grandes cultures
1;1385;15/09/2004;63201;LUZILLAT;63;True;727554.3;6540941.31;150;Colluvium;ND;ND;ND;ND;COLLUVIOSOL calcaire a  galets de quartz, argileux lourd. Issu de colluvions compactes carbonatees.;ND;34;COLLUVIOSOL;ND;ND;1;successions culturales;110;grandes cultures
1;1386;18/11/2004;63102;CHATELDON;63;True;743539.58;6540806.03;711;Granite;ND;ND;ND;ND;BRUNISOL leptique limono-argileux a  hz S discontinu (Rankosol), issu granite a  gros grains de quartz;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1387;20/09/2006;42276;SAINT-PRIEST-LA-PRUGNE;42;True;759524.81;6540670.63;711;Granite;ND;ND;ND;ND;ALOCRISOL humifere bathyluvique limono-sablo-argileux, acide, caillouteux, issu de granite.;ND;1;ALOCRISOL;ND;ND;2;surfaces toujours en herbe;210;STH 6-10 ans semee
1;1388;23/12/2006;42239;SAINT-JEAN-SAINT-MAURICE-SUR-LOIRE;42;True;775509.97;6540535.06;711;Granite;ND;ND;ND;ND;NEOLUVISOL sablo-limoneux, peu caillouteux, issu d'alterite de Tuf.;ND;77;NEOLUVISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1389;19/09/2006;42153;NEAUX;42;True;791495.12;6540399.24;731;Gneiss;ND;ND;ND;ND;ALOCRISOL bathyluvique limono-argilo-sableux, peu profond issu de gneiss.;ND;1;ALOCRISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1390;04/01/2007;69169;RONNO;69;True;807480.32;6540263.21;711;Granite;ND;ND;ND;ND;Alocrisol pierrique, plus ou moins humique;ND;1;ALOCRISOL;ND;ND;3;surfaces boisees;312;forets de coniferes
1;1391;20/06/2007;69246;THEIZE;69;True;823465.59;6540126.96;210;Limestone;ND;ND;ND;ND;CALCOSOL argilo-limoneux, sain, caillouteux, profond, issu de calcaire. Vigne.;ND;27;CALCOSOL;ND;ND;4;vignes vergers et cultures perennes arbustives;410;vigne (en culture pure)
1;1392;13/12/2007;1322;REYRIEUX;1;True;839450.72;6539990.49;110;River alluvium;ND;ND;ND;ND;BRUNISOL sableux, tres caillouteux, moyennement profond, issu d'alluvions fluvialtiles. Prairie temp;ND;16;BRUNISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;1393;10/03/2008;1371;SAINT-MARCEL;1;True;855435.83;6539853.93;521;Loess;ND;ND;ND;ND;REDUCTISOL argilo-limoneux, acide, non caillouteux issu de limons.;ND;119;REDUCTISOL;ND;ND;6;milieux naturels particuliers;623;vegetation de ceinture des bords des eaux
1;1394;16/10/2007;1450;VILLIEU-LOYES-MOLLON;1;True;871421;6539717.22;140;Glaciofluvial drift;ND;ND;ND;ND;CALCOSOL reductique argilo-limoneux, peu profond, peu caillouteux, issu de colluvium de moraine.;ND;27;CALCOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1397;18/06/2009;73180;MOTZ;73;True;919376.23;6539305.47;140;Glaciofluvial drift;ND;ND;ND;ND;CALCOSOL decarbonate en surface limono-argilo-sableux, caillouteux, sain, moyennement profond, issu de moraines;ND;27;CALCOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1398;05/08/2008;74152;LOVAGNY;74;True;935361.31;6539167.94;140;Glaciofluvial drift;210;Limestone;ND;ND;BRUNISOL argilo-limoneux, acide, caillouteux, issu de moraine reposant sur roche calcaire dure.;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1399;21/05/2007;74102;DINGY-SAINT-CLAIR;74;True;951346.31;6539030.2;210;Limestone;ND;ND;ND;ND;CALCOSOL graveleux de versant a  amphimull;ND;27;CALCOSOL;ND;ND;3;surfaces boisees;313;forets mixtes
1;1400;10/05/2007;74080;LA CLUSAZ;74;True;967331.32;6538892.24;711;Granite;ND;ND;ND;ND;BRUNISOL OLIGOSATURE HUMIFERE humique limoneux issu de granit caillouteux de versant a  dysmoder;ND;18;BRUNISOL OLIGO-SATURE;ND;ND;3;surfaces boisees;312;forets de coniferes
1;1401;08/10/2008;74083;COMBLOUX;74;True;983316.37;6538754.13;140;Glaciofluvial drift;ND;ND;ND;ND;COLLUVIOSOL caillouteux, peu differencie, issus de moraine schisteuse, sous prairie permanente.;ND;34;COLLUVIOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1402;10/10/2008;74056;CHAMONIX-MONT-BLANC;74;True;999301.42;6538615.85;740;Schists;ND;ND;ND;ND;PODZOSOL (ou ALOCRISOL) limono-sableux, caillouteux, peu profond, issu de micaschistes. Lande alpine;ND;103;PODZOSOL;ND;ND;6;milieux naturels particuliers;611;landes et fruticees
1;1404;13/04/2007;17452;LA TREMBLADE;17;True;375748.92;6527882.31;440;Coastal sands (Dune sands);ND;ND;ND;ND;ARENOSOL  a  moder;ND;15;ARENOSOL;ND;ND;3;surfaces boisees;313;forets mixtes
1;1405;02/09/2004;17406;SAINT-SORNIN;17;True;391733.89;6527751.25;600;Detrital formations;210;Limestone;ND;ND;BRUNISOL  sature redoxique sur calcaire cultive, bilithique;ND;20;BRUNISOL SATURE;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1406;06/10/2006;17154;LES ESSARDS;17;True;407718.86;6527620.04;218;Chalky limestone;ND;ND;ND;ND;CALCISOL ferralitique issu de calcaire fissure, cultive;ND;24;CALCISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;1407;12/04/2007;17462;VENERAND;17;True;423703.82;6527488.62;150;Colluvium;ND;ND;ND;ND;LUVISOL TYPIQUE limono-sableux en surface sur argiles a  silex a  mesomull;ND;73;LUVISOL TYPIQUE;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;1408;17/11/2006;17426;LE SEURE;17;True;439688.79;6527356.98;230;Marl;ND;ND;ND;ND;CALCOSOL argileux a  caractere vertique, hydromorphe, issu de marne graveleuse;ND;27;CALCOSOL;ND;ND;4;vignes vergers et cultures perennes arbustives;410;vigne (en culture pure)
1;1409;25/09/2007;16371;SONNEVILLE;16;True;455673.81;6527225.21;210;Limestone;ND;ND;ND;ND;CALCOSOL leptique issu de CALCAIRE FISSURE;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1410;22/08/2007;16148;GENAC;16;True;471658.87;6527093.27;210;Limestone;ND;ND;ND;ND;CALCOSOL LEPTIQUE LIMONO-ARGILEUX ISSU DE CALCAIRE DUR GELI-FRACTE.;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1411;10/07/2007;16107;COULGENS;16;True;487643.91;6526961.11;210;Limestone;ND;ND;ND;ND;RENDOSOL SUR CALCAIRE DUR EN PLAQUETTE.SOL CALCAIRE PEU PROFOND (RENDZINE) CAILLOUTEUX SEC + SAIN;ND;126;RENDOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1412;27/09/2006;16085;CHASSENEUIL-SUR-BONNIEURE;16;True;503628.91;6526828.76;331;Clay-with-flints;ND;ND;ND;ND;BRUNISOL limono-argileux a  argileux caillouteux ferralitique issu d'argile a  silex rouge cultive;ND;16;BRUNISOL;ND;ND;1;successions culturales;150;jachere fixe
1;1413;01/03/2007;16183;LESIGNAC-DURAND;16;True;519613.93;6526696.23;521;Loess;ND;ND;ND;ND;LUVISOL REDOXIQUE  a  oligomull;ND;69;LUVISOL;ND;ND;3;surfaces boisees;313;forets mixtes
1;1414;23/11/2006;87126;ROCHECHOUART;87;True;535598.95;6526563.53;731;Gneiss;ND;ND;ND;ND;BRUNISOL OLIGOSATURE  a  dysmull;ND;18;BRUNISOL OLIGO-SATURE;ND;ND;3;surfaces boisees;313;forets mixtes
1;1415;06/12/2006;87177;SAINT-PRIEST-SOUS-AIXE;87;True;551583.93;6526430.64;731;Gneiss;ND;ND;ND;ND;BRUNISOL OLIGOSATURE  a  oligomull;ND;18;BRUNISOL OLIGO-SATURE;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;1416;12/04/2007;87114;PANAZOL;87;True;567568.92;6526297.58;700;Crystalline rocks and migmatites;ND;ND;ND;ND;BRUNISOL ;RANKOSOL d'erosion mesosature colluvionne en surface;16;BRUNISOL;115;RANKOSOL;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1417;08/04/2004;87161;SAINT-LEONARD-DE-NOBLAT;87;True;583553.94;6526164.35;731;Gneiss;ND;ND;ND;ND;COLLUVIOSOL issu de gneiss;ND;34;COLLUVIOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1418;09/08/2005;87153;SAINT-JULIEN-LE-PETIT;87;True;599538.94;6526030.89;731;Gneiss;ND;ND;ND;ND;BRUNISOL colluvial issu de materiau rubefie de nature gneissique;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1419;23/10/2008;23165;ROYERE-DE-VASSIVIERE;23;True;615523.95;6525897.26;150;Colluvium;ND;ND;ND;ND;BRUNISOL humifere leptique issu de colluvium recent;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1420;07/11/2006;23091;GIOUX;23;True;631508.97;6525763.47;731;Gneiss;ND;ND;ND;ND;ALOCRISOL TYPIQUE HUMIFERE BATHYLUVIQUE humique bathyluvique profond a  moder;ND;3;ALOCRISOL TYPIQUE;ND;ND;3;surfaces boisees;312;forets de coniferes
1;1421;18/09/2008;23178;SAINT-AGNANT-PRES-CROCQ;23;True;647493.99;6525629.49;711;Granite;ND;ND;ND;ND;RANKOSOL issu de granite;ND;115;RANKOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1422;13/04/2005;63118;CONDAT-EN-COMBRAILLE;63;True;663479.01;6525495.33;711;Granite;ND;ND;ND;ND;BRUNISOL developpe sur arene granitique sous prairie permanente;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1423;12/05/2004;63170;LA GOUTELLE;63;True;679464.04;6525360.94;750;Other metamorphic rocks;ND;ND;ND;ND;BRUNISOL-REDOXISOL luvique limono-argileux humifere issu d'alterite de diatexite a  cordierite;ND;21;BRUNISOL-REDOXISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1424;14/09/2006;63381;SAINT-OURS;63;True;695449.13;6525226.3;800;Volcanic rocks;ND;ND;ND;ND;BRUNISOL ANDIQUE OLIGOSATURE sur alterite de trachyandesite a  oligomull;ND;18;BRUNISOL OLIGO-SATURE;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;1425;12/10/2004;63164;GERZAT;63;True;711434.16;6525091.41;216;Soft limestone;ND;ND;ND;ND;BRUNISOL  argileux melanique a  caractere luvique, a  difts niveaux carbonates en profondeur;Fluviosol brunifie sature a  horizon vertique issu de materiaux alluvio-colluvial mixtes (marno-calcaire, cristallin et cristallophylien et volcaniques) deposes sur des projections de cendres volcaniques provenant de la chaine des puys.;16;BRUNISOL;62;FLUVIOSOL BRUNIFIE;1;successions culturales;130;maraa®chage
1;1426;11/05/2004;63195;LEZOUX;63;True;727419.17;6524956.32;350;Calcareous clay;ND;ND;ND;ND;COLLUVIOSOL calcaire epais remanie, issu des colluvions calcaires et marnes de l'Oligocene, cultive;ND;34;COLLUVIOSOL;ND;ND;1;successions culturales;110;grandes cultures
1;1427;16/09/2004;63151;ESCOUTOUX;63;True;743404.26;6524821.05;150;Colluvium;ND;ND;ND;ND;REDOXISOL argilo-sableux issu form sedim, colluvions issus de massif granitique, sous prairie pa¢ture;ND;116;REDOXISOL;ND;ND;2;surfaces toujours en herbe;200;Surface toujours en herbe (STH)
1;1428;22/11/2006;42159;NOIRETABLE;42;True;759389.28;6524685.63;711;Granite;ND;ND;ND;ND;ALOCRISOL sablo limoneux humifere peu profond issu de granite rose.;ND;1;ALOCRISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;1429;14/06/2007;42035;CEZAY;42;True;775374.21;6524550.03;711;Granite;ND;ND;ND;ND;ALOCRISOL a  BRUNISOL oligotrophe faiblement redoxique en profondeur;ND;1;ALOCRISOL;ND;ND;3;surfaces boisees;312;forets de coniferes
1;1430;21/06/2006;42155;NERVIEUX;42;True;791359.21;6524414.17;110;River alluvium;ND;ND;ND;ND;FLUVIOSOL limono-argileux, non caillouteux, acide issu d'alluvions fluviatiles.;ND;47;FLUVIOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1431;05/09/2006;42165;PANISSIERES;42;True;807344.31;6524278.17;711;Granite;ND;ND;ND;ND;ALOCRISOL typique humifere sablo-limoneux, sain, peu profond issu de granites;ND;3;ALOCRISOL TYPIQUE;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1432;02/07/2007;69175;SAVIGNY;69;True;823329.4;6524141.98;711;Granite;ND;ND;ND;ND;BRUNISOL redoxique sablo-argileux, issu de granite.;ND;16;BRUNISOL;ND;ND;1;successions culturales;110;grandes cultures
1;1434;27/02/2008;69282;MEYZIEU;69;True;855299.33;6523868.97;110;River alluvium;ND;ND;ND;ND;FLUVIOSOL argilo-limoneux, calcaire, redoxique, non caillouteux, issu d'alluvions du Rhone.;ND;47;FLUVIOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1435;17/10/2007;1224;LOYETTES;1;True;871284.18;6523732.25;110;River alluvium;110;River alluvium;ND;ND;CALCOSOL limono-sableux peu profond d'alluvions fluviatiles sableuses sur greve alluviale.;ND;27;CALCOSOL;ND;ND;1;successions culturales;111;monoculture
1;1436;04/06/2007;38054;BOUVESSE-QUIRIEU;38;True;887269.03;6523595.25;140;Glaciofluvial drift;210;Limestone;ND;ND;BRUNISOL argilo-limoneux caillouteux, sain, issu des moraines des collines calcaires de Ile Cremieu.;ND;16;BRUNISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1437;26/09/2007;1358;SAINT-GERMAIN-LES-PAROISSES;1;True;903253.88;6523457.98;110;River alluvium;ND;ND;ND;ND;CALCOSOL limono-argileux tres caillouteux, sain, moyennement profond, issu d'alluvions fluviatiles.;ND;27;CALCOSOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;1439;02/12/2008;74097;CUSY;74;True;935223.63;6523182.99;140;Glaciofluvial drift;ND;ND;ND;ND;CALCOSOL limono-sablo-argileux, caillouteux, moyennement profond, issu de moraine.;ND;27;CALCOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1440;03/05/2007;74135;GIEZ;74;True;951208.46;6523045.23;300;Clayey materials;ND;ND;ND;ND;CALCISOL a  pellicule d'alteration a  charge calcaire argilo-limoneux de versant a  eumull;ND;24;CALCISOL;ND;ND;3;surfaces boisees;313;forets mixtes
1;1442;16/09/2008;73132;HAUTELUCE;73;True;983178.07;6522769.16;709;drift or residuum of crystalline rocks and migmatites;ND;ND;ND;ND;BRUNISOL colluvial limono-sablo-argileux acide, profond, peu caillouteux, issu d'eboulis cristallins;ND;16;BRUNISOL;ND;ND;6;milieux naturels particuliers;616;pelouses alpines et subalpines
1;1445;13/10/2006;17228;MEDIS;17;True;391602.75;6511766.41;218;Chalky limestone;ND;ND;ND;ND;CALCOSOL argileux issu de calcaire crayeux;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1446;05/10/2006;17244;MONTPELLIER-DE-MEDILLAN;17;True;407587.56;6511635.15;150;Colluvium;ND;ND;ND;ND;BRUNISOL limono-sableux a  argilo-sableux, caillouteux, redoxiq (cf commentaires);ND;16;BRUNISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1447;18/02/2003;17115;COLOMBIERS;17;True;423572.34;6511503.71;110;River alluvium;910;Organic materials;ND;ND;FLUVIOSOL redoxisol alluvio-colluvial carbonate a  texture equilibree cultive, sur histosol.;ND;47;FLUVIOSOL;ND;ND;1;successions culturales;111;monoculture
1;1448;18/09/2007;16359;SALLES-D'ANGLES;16;True;439557.13;6511372.1;210;Limestone;ND;ND;ND;ND;CALCOSOL  leptique argileux caillouteux issu de  calcaire fissure;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1449;31/05/2007;16340;SAINT-MEME-LES-CARRIERES;16;True;455541.97;6511240.32;310;Old clayey sedimentary deposits;ND;ND;ND;ND;BRUNISOL REDOXIQUE SUR ARGILE SABLEUSE;ND;16;BRUNISOL;ND;ND;4;vignes vergers et cultures perennes arbustives;410;vigne (en culture pure)
1;1450;10/10/2006;16187;LINARS;16;True;471526.82;6511108.34;217;Marly limestone;ND;ND;ND;ND;CALCOSOL issu d' ALTERNANCE DE MARNE ET CALCAIRE FISSURE;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1451;04/04/2007;16385;TOUVRE;16;True;487511.68;6510976.16;210;Limestone;ND;ND;ND;ND;CALCOSOL LEPTIQUE POREUX SUR CALCAIRE FISSURE;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1452;19/10/2006;16223;MONTBRON;16;True;503496.52;6510843.8;110;River alluvium;ND;ND;ND;ND;BRUNISOL  redoxique,  argilo-sableux issu d'alluvions recentes;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;210;STH 6-10 ans semee
1;1453;24/08/2007;24070;BUSSEROLLES;24;True;519481.39;6510711.3;711;Granite;ND;ND;ND;ND;LUVISOL redoxique a  fonctionnement planosolique;ND;69;LUVISOL;ND;ND;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;1454;05/08/2005;87034;CHAMPAGNAC-LA-RIVIERE;87;True;535466.24;6510578.63;731;Gneiss;ND;ND;ND;ND;BRUNISOL peu epais fortement anthropise, a  discontinuite anthropique, a  faible drainage interne;BRUNISOL-REDOXISOL dystrique issu de materiaux remanies reposant sur une alterite de paragneiss;16;BRUNISOL;21;BRUNISOL-REDOXISOL;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1455;28/09/2005;87029;LES CARS;87;True;551451.02;6510445.75;711;Granite;ND;ND;ND;ND;RANKOSOL cultive issu de granite;RANKOSOL d'erosion mesosature colluvionne en surface reposant sur une alterite de granite;115;RANKOSOL;115;RANKOSOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;1456;02/10/2003;87151;SAINT-JEAN-LIGOURE;87;True;567435.8;6510312.68;712;Diorite, Quartzodiorite;ND;ND;ND;ND;BRUNISOL redoxique sablo-limoneux developpe sur alterite de diorite sous prairie de longue duree;BRUNISOL EUTRIQUE leptique sature calcimagnesique a  nappe perchee temporaire d'origine pluviale reposant sur une alterite de diorite;16;BRUNISOL;19;BRUNISOL EUTRIQUE;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1457;18/03/2004;87086;LINARDS;87;True;583420.6;6510179.43;731;Gneiss;ND;ND;ND;ND;ND;BRUNISOL-REDOXISOL mesosature issu de materiaux colluvionnes reposant sur une alterite argilisee rubefiee de gneiss;ND;ND;21;BRUNISOL-REDOXISOL;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1458;18/10/2006;87064;EYMOUTIERS;87;True;599405.43;6510045.95;731;Gneiss;ND;ND;ND;ND;ALOCRISOL TYPIQUE brun de haut de versant a  pente forte limono-sableux a  dysmull;ND;3;ALOCRISOL TYPIQUE;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;1459;16/09/2005;19265;TARNAC;19;True;615390.26;6509912.32;711;Granite;ND;ND;ND;ND;Brunisol developpe sur materiaux colluvionnes de versant;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1460;21/11/2006;19241;SAINT-SETIERS;19;True;631375.07;6509778.52;711;Granite;ND;ND;ND;ND;RANKOSOL humifere cailloutique (?) a  hemimoder;ND;115;RANKOSOL;ND;ND;3;surfaces boisees;312;forets de coniferes
1;1461;09/10/2008;23215;SAINT-MARTIAL-LE-VIEUX;23;True;647359.86;6509644.52;150;Colluvium;ND;ND;ND;ND;ALOCRISOL issu de colluvium reposant sur une arene cryoturbee caillouteuse sur arene en place;ND;1;ALOCRISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1462;12/04/2005;63351;SAINT-GERMAIN-PRES-HERMENT;63;True;663344.68;6509510.36;730;Crystalline metamorphic rocks;ND;ND;ND;ND;BRUNISOL limono-sableux a  sablo-argileux sain, issu d'une alterite de roche metamorphique;ND;16;BRUNISOL;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;1463;03/11/2004;63274;PERPEZAT;63;True;679329.5;6509376.01;741;Micaschists;ND;ND;ND;ND;BRUNISOL limoneux, sain et epais issu d'alterite de micaschiste, sous prairie permanente pa¢turee.;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1464;13/05/2004;63020;AURIERES;63;True;695314.34;6509241.4;830;Volcanic slag;ND;ND;ND;ND;ANDOSOL (a  completer avec les analyses);SILANDOSOL mesosature issu de scories;8;ANDOSOL;6;SILANDOSOL EUTRIQUE;6;milieux naturels particuliers;611;landes et fruticees
1;1465;13/10/2004;63455;VEYRE-MONTON;63;True;711299.16;6509106.54;150;Colluvium;230;Marl;ND;ND;COLLUVIOSOL carbonate issu de colluvions issues de peperite sur ancien calcosol dev dans la marne;ND;34;COLLUVIOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;1466;12/05/2004;63239;MONTMORIN;63;True;727284.02;6508971.5;711;Granite;ND;ND;ND;ND;BRUNISOL peu diferencie, pachique, sableux-argileux issu colluvions (alterite de granite).;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;1467;13/05/2004;63434;TOURS-SUR-MEYMONT;63;True;743268.91;6508836.25;711;Granite;ND;ND;ND;ND;BRUNISOL leptique, sableux, sain issu d'un granite fissure altere, cultive.;ND;16;BRUNISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;1468;27/09/2006;63384;SAINT-PIERRE-LA-BOURLHONNE;63;True;759253.74;6508700.79;731;Gneiss;ND;ND;ND;ND;ALOCRISOL cailloutique a  moder;ND;1;ALOCRISOL;ND;ND;3;surfaces boisees;313;forets mixtes
1;1469;14/11/2006;42205;SAINT-BONNET-LE-COURREAU;42;True;775238.51;6508565.11;711;Granite;ND;ND;ND;ND;ALOCRISOL sablo-limoneux peu profond, caillouteux, issu de granite.;ND;1;ALOCRISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
