no_campagne;id_site;date_complete;insee_commune;nom_commune;code_dept;site_officiel;x_theo;y_theo;classe_mat1p_million_dexpert;libelle_mat1p_million_dexpert;classe_mat2p_million_dexpert;libelle_mat2p_million_dexpert;classe_mat3p_million_dexpert;libelle_mat3p_million_dexpert;rp_95_nom;rp_2008_nom;rp_95_ger;signific_ger_95;rp_2008_ger;signific_ger_2008;occupation1;desc_code_occupation1;occupation3;desc_code_occupation3
1;524;04/09/2007;52021;ATTANCOURT;52;True;841909.41;6827753.18;110;River alluvium;ND;ND;ND;ND;FLUVIOSOL typique moyennement hydromorphe;ND;50;FLUVIOSOL TYPIQUE;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;525;27/08/2007;52123;CHEVILLON;52;True;857897.97;6827616.37;210;Limestone;ND;ND;ND;ND;CALCISOL argileux;ND;24;CALCISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;526;02/04/2008;55087;BURE;55;True;873886.48;6827479.33;210;Limestone;ND;ND;ND;ND;CALCISOL bathycarbonate, limono-argileux, colluvial, a  charges caillouteuse de prof, sous prairie;ND;24;CALCISOL;ND;ND;2;surfaces toujours en herbe;200;Surface toujours en herbe (STH)
1;527;06/06/2007;55005;AMANTY;55;True;889874.91;6827342.07;215;Hard limestone;ND;ND;ND;ND;CALCISOL sur dalle alteree superficiel a  25 cm a  eumull;ND;24;CALCISOL;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;528;20/06/2007;54496;SAULXURES-LES-VANNES;54;True;905863.37;6827204.64;219;Detrital limestone;ND;ND;ND;ND;CALCISOL HUMIFERE sur dalle calcaire superficiel argilo-limoneux a  eumull;ND;24;CALCISOL;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;529;22/07/2008;54235;GOVILLER;54;True;921851.89;6827067.03;230;Marl;ND;ND;ND;ND;CALCOSOL argilo-limoneux de versant sous prairie issu de marnes du toarcien;ND;27;CALCOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;530;21/02/2008;54062;BENNEY;54;True;937840.31;6826929.23;210;Limestone;ND;ND;ND;ND;CALCOSOL leptique LAS issu de calcaire a  gryphees;ND;27;CALCOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;531;19/03/2008;54386;MORIVILLER;54;True;953828.7;6826791.27;150;Colluvium;230;Marl;ND;ND;REDUCTISOL argileux plastique calcique issu de colluvions des marnes du Keuper;ND;119;REDUCTISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;532;20/03/2008;54199;FLIN;54;True;969817.1;6826653.14;210;Limestone;ND;ND;ND;ND;CALCOSOL leptique caillouteux issu de calcaire de Muschelkalk moyen;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;533;21/03/2008;54423;PEXONNE;54;True;985805.47;6826514.8;450;Sandstone;ND;ND;ND;ND;BRUNISOL LSA issu de gres a  Voltzia, localement leptique;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;535;17/10/2006;67052;BOERSCH;67;True;1017782.26;6826237.69;450;Sandstone;ND;ND;ND;ND;BRUNISOL-ALOCRISOL profond, frais en profondeur;ALOCRISOL bachique a  moder issu de granite;1;ALOCRISOL;2;ALOCRISOL TYPIQUE;3;surfaces boisees;312;forets de coniferes
1;536;27/09/2005;67329;NIEDERNAI;67;True;1033770.74;6826098.77;521;Loess;ND;ND;ND;ND;CALCOSOL colluvique issu de loess, cultive, en bas de pente faible;ND;27;CALCOSOL;ND;ND;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;537;21/04/2006;67378;PLOBSHEIM;67;True;1049759.16;6825959.63;110;River alluvium;ND;ND;ND;ND;FLUVIOSOL reductique carbonate issu des alluvions recentes de la basse plaine du Rhin;ND;47;FLUVIOSOL;ND;ND;1;successions culturales;111;monoculture
1;539;26/01/2007;29280;TELGRUC-SUR-MER;29;True;154268.68;6817457.58;620;Breccia and Puddingstone;ND;ND;ND;ND;BRUNISOL PROFOND SAIN ISU DE POUDINGUE CAILLOUTEUX PLUTOT ACIDE;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;540;07/03/2007;29044;DINEAULT;29;True;170256.94;6817329.59;740;Schists;450;Sandstone;ND;ND;BRUNISOL moyennement profond hydromorphe en profondeur, issu de schiste, teneur importante en caillo;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;541;14/03/2007;29162;PLEYBEN;29;True;186245.2;6817201.32;740;Schists;ND;ND;ND;ND;BRUNISOL moyennement profond sain moy caillouteux issu de schiste leg. greseux;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;542;07/03/2006;29102;LANDELEAU;29;True;202233.48;6817072.82;742;Slates;ND;ND;ND;ND;BRUNISOL MOYENNEMENT PROFOND;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;543;29/11/2006;22157;LE MOUSTOIR;22;True;218221.79;6816944.08;740;Schists;ND;ND;ND;ND;BRUNISOL peu caill sur schiste a  dom limoneuse en surface cultive a  enracinement sub superficiel;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;544;27/03/2006;22169;PEUMERIT-QUINTIN;22;True;234210.11;6816815.11;740;Schists;ND;ND;ND;ND;BRUNISOL limono sableux caillouteux drainant en prairie;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;545;05/10/2005;22244;PLUSSULIEN;22;True;250198.42;6816685.9;740;Schists;ND;ND;ND;ND;BRUNISOL moyennement profond, limono-argileux, peu caillouteux;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;546;19/10/2006;22001;ALLINEUC;22;True;266186.74;6816556.46;740;Schists;ND;ND;ND;ND;BRUNISOL cultive en maj. limoneux moy. caillouteux ac pierres a  part. de 30 cm, sain, moy. prof,;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;547;17/05/2005;22191;PLESSALA;22;True;282175.1;6816426.83;741;Micaschists;ND;ND;ND;ND;BRUNISOL (luvique?) sol brun moyennement profond;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;548;10/10/2006;22185;PLENEE-JUGON;22;True;298163.48;6816296.99;742;Slates;ND;ND;ND;ND;BRUNISOL caillouteux sain moy. poreux limono argilo sableux cultive (colza cereale) sur schiste;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;549;19/10/2005;22020;BROONS;22;True;314151.92;6816166.95;742;Slates;ND;ND;ND;ND;BRUNISOL  limono argileux en surface a  tres argileux en profondeur, drainant, peu charge en cailloux;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;550;11/10/2006;22263;LE QUIOU;22;True;330140.45;6816036.69;740;Schists;ND;ND;ND;ND;BRUNISOL PEU CAILLOUTEUX SAIN MOY. POREUX LIMONO ARGILO SABLEUX CULTIVE MOY. PROFOND SUR SCHISTE;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;551;16/06/2005;35094;DINGE;35;True;346128.97;6815906.3;740;Schists;ND;ND;ND;ND;BRUNISOL limono-argilo-sableux reductique issu de schiste greseux altere, en friche;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;150;jachere fixe
1;552;02/06/2006;35309;SAINT-REMY-DU-PLAIN;35;True;362117.44;6815775.76;711;Granite;ND;ND;ND;ND;BRUNISOL sableux sain issu d'une arene granitique a  une profondeur de 60-70 cm, cultive.;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;553;28/04/2005;35267;SAINT-ETIENNE-EN-COGLES;35;True;378105.9;6815645.03;520;Eolian loam;719;drift or residuum of acid crystalline rocks (and migmatites);ND;ND;NEOLUVISOL limono-argilo-sableux sain epais issu de limon eolien reposant sur arene granitique;ND;77;NEOLUVISOL;79;NEOLUVISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;554;15/02/2007;35112;FLEURIGNE;35;True;394094.38;6815514.08;510;Residual loam;740;Schists;ND;ND;NEOLUVISOL limoneux sain issu de limon sur schiste corneen en prairie;ND;77;NEOLUVISOL;79;NEOLUVISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;555;03/04/2003;53047;CARELLES;53;True;410082.86;6815382.89;150;Colluvium;711;Granite;ND;ND;COLLUVIOSOL redoxique degrade limono-sableux devpe ds limon eolien colluvionne reposant sur sable;ND;34;COLLUVIOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;556;17/12/2002;53237;SAINT-MARS-SUR-COLMONT;53;True;426071.36;6815251.43;520;Eolian loam;711;Granite;ND;ND;BRUNISOL limoneux a  sablo-argileux, sain, developpe dans un limon eolien reposant sur une alterite..;ND;16;BRUNISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;557;11/12/2002;53116;LE HORPS;53;True;442059.87;6815119.8;711;Granite;ND;ND;ND;ND;BRUNISOL luvique, limono-sableux, sain issu d'une arene granitique, cultive, faiblement lessive.;ND;16;BRUNISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;558;13/01/2003;53272;VILLEPAIL;53;True;458048.36;6814987.99;450;Sandstone;ND;ND;ND;ND;BRUNISOL luvique de limon moyen sableux, peu hydromorphe, issu de materiaux d'alteration du gres...;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;559;29/06/2006;61165;LA FERRIERE-BOCHARD;61;True;474036.84;6814856.01;110;River alluvium;711;Granite;ND;ND;REDOXISOL pachique acide reductique en profondeur issu d'alluvions sur granodiorite, sous prairie.;ND;116;REDOXISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;560;18/06/2007;72318;SAINT-RIGOMER-DES-BOIS;72;True;490025.31;6814723.86;ND;ND;ND;ND;ND;ND;ALOCRISOL REDOXIQUE-COLLUVIOSOL caillouteux limono argileux a  dysmull;ND;1;ALOCRISOL;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;561;31/03/2005;61286;MONTGAUDRY;61;True;506013.85;6814591.53;210;Limestone;ND;ND;ND;ND;CALCOSOL argilo-sableux, caillouteux et pierreux, issu du calcaire du Jurassique.;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;562;08/03/2005;61437;SAINT-OUEN-DE-LA-COUR;61;True;522002.45;6814458.99;510;Residual loam;220;Secondary chalk;ND;ND;BRUNISOL faiblement lessive, sain, issu de limons de plateau sur craie. Engorgement en profondeur.;ND;16;BRUNISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;563;26/10/2005;61147;DORCEAU;61;True;537991.06;6814326.27;220;Secondary chalk;ND;ND;ND;ND;CALCISOL argileux, redoxique issue de la craie glauconieuse du Cenomanien, cultive.;ND;24;CALCISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;564;24/09/2002;28264;MONTIREAU;28;True;553979.6;6814193.37;510;Residual loam;420;Alluvial or glaciofluvial sands;ND;ND;LUVISOL DEGRADE - REDOXISOL glossique, redoxique, draine, resature, limono-sableux en surface;ND;70;LUVISOL DEGRADE;ND;ND;1;successions culturales;110;grandes cultures
1;565;13/09/2002;28339;SAINT-GERMAIN-LE-GAILLARD;28;True;569968.09;6814060.25;510;Residual loam;331;Clay-with-flints;ND;ND;NEOLUVISOL limoneux, tres peu hydromorphe, epais reposant sur une argile a  silex profonde (110 cm);ND;77;NEOLUVISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;566;21/05/2002;28024;BARJOUVILLE;28;True;585956.57;6813926.94;510;Residual loam;331;Clay-with-flints;ND;ND;BRUNISOL limono-argileux,a   niveau de discontinuite caillouteux  sur argile a  silex;ND;16;BRUNISOL;ND;ND;1;successions culturales;110;grandes cultures
1;567;26/03/2003;28160;FRANCOURVILLE;28;True;601945.08;6813793.42;510;Residual loam;ND;ND;ND;ND;LUVISOL typique limoneux sain profond de Beauce cultive;ND;73;LUVISOL TYPIQUE;ND;ND;1;successions culturales;110;grandes cultures
1;568;14/04/2003;28363;SAINVILLE;28;True;617933.68;6813659.66;210;Limestone;ND;ND;ND;ND;CALCOSOL developpe dans le calcaire de Beauce, apparaissant sous forme desagregee entre 35 et 50 cm.;ND;27;CALCOSOL;ND;ND;1;successions culturales;110;grandes cultures
1;569;10/04/2002;91223;ETAMPES;91;True;633922.29;6813525.72;521;Loess;ND;ND;ND;ND;NEOLUVISOL limoneux issu de loess decarbonate jusqu'a  120  cm, cultive, en position de plateau;ND;77;NEOLUVISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;570;07/05/2002;91629;VALPUISEAUX;91;True;649910.86;6813391.55;521;Loess;216;Soft limestone;ND;ND;LUVISOL typique limono-sableux issu de loess decarbonate sur loess, cultive;ND;73;LUVISOL TYPIQUE;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;571;23/01/2007;77006;ARBONNE-LA-FORET;77;True;665899.39;6813257.06;450;Sandstone;ND;ND;ND;ND;BRUNISOL SATURE micropodzol sableux sur craie a  40cm a  moder;ND;20;BRUNISOL SATURE;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;572;27/11/2002;77442;SAMOREAU;77;True;681887.93;6813122.38;410;Old sandy sedimentary deposits;450;Sandstone;ND;ND;ALOCRISOL luvique ou LUVISOL;ND;1;ALOCRISOL;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;573;24/09/2002;77409;SAINT-GERMAIN-LAVAL;77;True;697876.55;6812987.53;210;Limestone;ND;ND;ND;ND;CALCOSOL limono-argileux, sec de maniere saisonniere, issu de Calcaire de Champigny, cultive;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;575;26/09/2002;77187;FONTAINE-FOURCHES;77;True;729853.71;6812717.05;110;River alluvium;ND;ND;ND;ND;COLLUVIOSOL carbonate caillouteux issu de colluvions complexes a  horizon redoxique de profondeur;ND;34;COLLUVIOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;576;21/09/2006;10318;RIGNY-LA-NONNEUSE;10;True;745842.26;6812581.6;510;Residual loam;220;Secondary chalk;ND;ND;CALCOSOL limono-argileux, caillouteux, sain, issu d'un materiau argileux tertiaire a  silex sur craie;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;577;07/10/2005;10134;ECHEMINES;10;True;761830.72;6812445.98;220;Secondary chalk;ND;ND;ND;ND;RENDOSOL  limono-graveleux, issu d'une formation crayeuse graveleuse (greze), sur craie;ND;126;RENDOSOL;ND;ND;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;578;20/10/2005;10230;MERGEY;10;True;777819.13;6812310.09;220;Secondary chalk;ND;ND;ND;ND;CALCOSOL limono-argileux non caillouteux, sain, pachique, issu d'une craie turonienne desagregee;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;579;05/10/2006;10270;ONJON;10;True;793807.49;6812174.02;220;Secondary chalk;ND;ND;ND;ND;RENDOSOL limono-argilo-graveleux sur craie alteree, cultive sur versant;ND;126;RENDOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;580;05/10/2005;10138;EPAGNE;10;True;809795.89;6812037.75;510;Residual loam;110;River alluvium;230;Marl;BRUNISOL limono-argileux, cultive, de haut de versant sur limons, sur moyennes terrasses de l'Aube;ND;16;BRUNISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;581;15/01/2007;10411;LA VILLE-AUX-BOIS;10;True;825784.31;6811901.29;313;Tertiary clay;ND;ND;ND;ND;LUVISOL-REDOXISOL PLANOSOLIQUE planosolique sur argile sableuse a  moder;ND;75;LUVISOL-REDOXISOL;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;582;11/10/2007;52172;DOMMARTIN-LE-SAINT-PERE;52;True;841772.69;6811764.69;150;Colluvium;210;Limestone;ND;ND;COLLUVIOSOL pachique carbonate sur colluvions cialouteuses de vallon sec;ND;34;COLLUVIOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;583;16/01/2007;52346;MUSSEY-SUR-MARNE;52;True;857761.08;6811627.89;150;Colluvium;ND;ND;ND;ND;CALCOSOL caillouteux colluvial de pente a  eumull;ND;27;CALCOSOL;ND;ND;3;surfaces boisees;313;forets mixtes
1;584;18/09/2007;52187;EPIZON;52;True;873749.43;6811490.84;230;Marl;ND;ND;ND;ND;CALCISOL argileux;ND;24;CALCISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;585;25/06/2007;88344;PARGNY-SOUS-MUREAU;88;True;889737.68;6811353.59;219;Detrital limestone;ND;ND;ND;ND;RENDISOL sur calcaire graveleux argileux leptique a  eumull;ND;125;RENDISOL;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;586;26/06/2007;88036;BARVILLE;88;True;905725.93;6811216.21;219;Detrital limestone;ND;ND;ND;ND;CALCISOL leptique argileux sur calcaire a  35cm a  eumull;ND;24;CALCISOL;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;587;23/07/2008;54003;ABONCOURT;54;True;921714.23;6811078.63;230;Marl;ND;ND;ND;ND;BRUNISOL-REDUCTISOL limono-argileux sous prairie permanente sur marne schistoa¯de du Toarcien moyen;ND;22;BRUNISOL-REDUCTISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;588;19/03/2008;88449;SAVIGNY;88;True;937702.49;6810940.83;217;Marly limestone;ND;ND;ND;ND;DOLOMITOSOL argilo-limoneux sous prairie permanente;ND;41;DOLOMITOSOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;589;23/05/2008;88313;MORIVILLE;88;True;953690.69;6810802.88;250;Dolomite;ND;ND;ND;ND;CALCOSOL leptique, argilo-limoneux, cultive, a  cailloux calcaires et dolomitiques;ND;27;CALCOSOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;590;22/05/2008;88367;RAMBERVILLERS;88;True;969678.89;6810664.73;110;River alluvium;ND;ND;ND;ND;FLUVIOSOL REDOXISOL sableux, sous prairie, inondable;ND;155;FLUVIOSOL-REDOXISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;591;23/04/2008;88328;NOMPATELIZE;88;True;985667.07;6810526.4;450;Sandstone;ND;ND;ND;ND;BRUNISOL OLIGOSATURE sablo-argilo-limoneux issu de gres permien argileux rouge sous prairie;ND;18;BRUNISOL OLIGO-SATURE;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;592;18/10/2006;88345;LA PETITE-FOSSE;88;True;1001655.22;6810387.93;110;River alluvium;ND;ND;ND;ND;LUVISOL-REDOXISOL PLANOSOLIQUE epais loc. tres compact a  charge caillout. moyenne a  faible, a  moder;ND;75;LUVISOL-REDOXISOL;ND;ND;3;surfaces boisees;312;forets de coniferes
1;593;18/10/2006;67062;BREITENAU;67;True;1017643.45;6810249.32;450;Sandstone;ND;ND;ND;ND;PODZOSOL meuble sablo-limoneux pachique, bien draine;PODZOSOL crique pachique a  moder issu de gres vosgien;108;PODZOSOL MEUBLE;106;PODZOSOL OCRIQUE;3;surfaces boisees;313;forets mixtes
1;594;30/10/2006;67115;EBERSHEIM;67;True;1033631.7;6810110.48;110;River alluvium;ND;ND;ND;ND;REDUCTISOL fluvique issu des alluvions de l'Ill ( a  niveau tourbescent enterre);ND;119;REDUCTISOL;ND;ND;1;successions culturales;111;monoculture
1;597;06/02/2007;29008;BEUZEC-CAP-SIZUN;29;True;138152.78;6801597.18;731;Gneiss;ND;ND;ND;ND;BRUNISOL PEU PROFOND ISSU DE GNEISS S R2DUIT ET C DISCONTINU SAIN DRAINANT CAILLOUTEUX;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;598;14/02/2007;29046;DOUARNENEZ;29;True;154140.76;6801469.41;741;Micaschists;ND;ND;ND;ND;BRUNISOL MOYENNEMENT PROFOND SAIN ISSU DE MICASCHISTES ALTERES;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;599;30/03/2006;29169;PLOGONNEC;29;True;170128.75;6801341.41;711;Granite;ND;ND;ND;ND;BRUNISOL MOYENNEMENT PROFOND DEVELOPPE SUR GRANITE;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;600;18/04/2006;29048;EDERN;29;True;186116.77;6801213.16;740;Schists;450;Sandstone;ND;ND;BRUNISOL A TENDANCE COLLUVIQUE PROFOND SUR SCHISTE ARDOISIER;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;601;24/10/2006;56199;ROUDOUALLEC;56;True;202104.82;6801084.66;740;Schists;ND;ND;ND;ND;BRUNISOL-REDOXISOL issu d'alterite de schiste a  90cm;ND;21;BRUNISOL-REDOXISOL;21;BRUNISOL-REDOXISOL;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;602;30/05/2005;56100;LANGONNET;56;True;218092.88;6800955.9;711;Granite;ND;ND;ND;ND;LUVISOL-REDOXISOL materiel d'apport limon sableux a  limon sablo argileux sur alterite de granite;ND;75;LUVISOL-REDOXISOL;143;LUVISOL TYPIQUE-REDOXISOL;2;surfaces toujours en herbe;210;STH 6-10 ans semee
1;603;01/02/2007;56099;LANGOELAN;56;True;234080.97;6800826.91;711;Granite;ND;ND;ND;ND;ALOCRISOL HUMIQUE sur granite a  moder;ND;2;ALOCRISOL HUMIQUE;ND;ND;3;surfaces boisees;313;forets mixtes
1;604;14/02/2006;56041;CLEGUEREC;56;True;250069.07;6800697.68;150;Colluvium;740;Schists;ND;ND;COLLUVIOSOL CAILLOUTEUX A HORIZON REDOXIQUE EN PROFONDEUR( >80 cm);ND;34;COLLUVIOSOL;34;COLLUVIOSOL;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;605;15/03/2006;22075;HEMONSTOIR;22;True;266057.17;6800568.23;740;Schists;ND;ND;ND;ND;BRUNISOL LIMONO ARGILO SABLEUX MOYENNEMENT CAILLOUTEUX POREUX A DRAINAGE MODERE;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;606;07/12/2006;22255;LA PRENESSAYE;22;True;282045.29;6800438.57;740;Schists;ND;ND;ND;ND;BRUNISOL profond, sain (qqs traces d'hydromorphie sous 1m de profondeur), limoneux, tres caillouteux;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;607;12/04/2006;22147;MERDRIGNAC;22;True;298033.44;6800308.71;740;Schists;ND;ND;ND;ND;BRUNISOL assez profond limono sableux a  limoneux caillouteux drainant en prairie temporaire;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;608;11/10/2006;35297;SAINT-MEEN-LE-GRAND;35;True;314021.67;6800178.65;510;Residual loam;740;Schists;ND;ND;NEOLUVISOL limoneux sain profond tres homogene issu de limon sur alterite de schiste cultive;ND;77;NEOLUVISOL;79;NEOLUVISOL;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;609;08/11/2005;35023;BEDEE;35;True;330009.99;6800048.39;510;Residual loam;740;Schists;ND;ND;NEOLUVISOL limoneux redoxique issu d'un placage limoneux sur schiste brioverien altere, cultive .;ND;77;NEOLUVISOL;79;NEOLUVISOL;1;successions culturales;120;grandes cultures et prairies courte duree
1;610;17/03/2005;35120;GEVEZE;35;True;345998.34;6799917.97;740;Schists;ND;ND;ND;ND;BRUNISOL LIMONEUX PEU HYDROMORPHE ISSU D'UNE ALTERITE DE SCHISTE BRIOVERIEN SOUS RAY-GRASS CULTIVE;ND;16;BRUNISOL;18;BRUNISOL;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;611;10/10/2006;35152;LIFFRE;35;True;361986.65;6799787.42;750;Other metamorphic rocks;ND;ND;ND;ND;ALOCRISOL TYPIQUE BATHYLUVIQUE limoneux issus de schistes a  dysmull - hemimoder;ND;3;ALOCRISOL TYPIQUE;ND;ND;3;surfaces boisees;311;forets caducifoliees
1;612;29/09/2006;35154;LIVRE-SUR-CHANGEON;35;True;377974.98;6799656.66;510;Residual loam;740;Schists;ND;ND;NEOLUVISOL limoneux sain epais issu de limon eolien sur schiste brioverien profond, cultive;ND;77;NEOLUVISOL;79;NEOLUVISOL;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;613;15/06/2006;35072;CHATILLON-EN-VENDELAIS;35;True;393963.34;6799525.7;150;Colluvium;450;Sandstone;ND;ND;NEOLUVISOL limoneux peu hydromorphe issu de colluvions limoneuses sur gres dur altere, pa¢ture.;ND;77;NEOLUVISOL;79;NEOLUVISOL;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;614;25/11/2002;53048;CHAILLAND;53;True;409951.65;6799394.5;740;Schists;ND;ND;ND;ND;BRUNISOL  limon moyen sableux sain, homogene, caillouteux, issu de schiste brioverien metamorphise;ND;16;BRUNISOL;ND;ND;1;successions culturales;113;systeme de rotations sans prairie avec interculture
1;615;06/12/2002;53002;ALEXAIN;53;True;425939.95;6799263.04;711;Granite;ND;ND;ND;ND;BRUNISOL leptique de limon moyen sableux issu d'un granite peu desagrege, cultive.;ND;16;BRUNISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;616;19/11/2002;53122;JUBLAINS;53;True;441928.26;6799131.38;450;Sandstone;ND;ND;ND;ND;BRUNISOL luvique, limono-agilo salbleux a  sablo-argileux, redoxique, structure.;ND;16;BRUNISOL;ND;ND;1;successions culturales;120;grandes cultures et prairies courte duree
1;617;28/01/2003;53120;IZE;53;True;457916.54;6798999.59;712;Diorite, Quartzodiorite;ND;ND;ND;ND;BRUNISOL sain issu d'une arene sableuse de granite;ND;16;BRUNISOL;ND;ND;2;surfaces toujours en herbe;220;STH > 10 ans naturelle ou semee
1;618;17/05/2006;72209;MONTREUIL-LE-CHETIF;72;True;473904.81;6798867.6;740;Schists;ND;ND;ND;ND;BRUNISOL leptique, issu de schiste greseux peu altere, en position plane de haut de versant;ND;16;BRUNISOL;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;619;18/05/2006;72120;DOUCELLES;72;True;489893.08;6798735.44;210;Limestone;ND;ND;ND;ND;LUVISOL TYPIQUE a  horizon redoxique profond, issu de roche calcaire dure en position de plateau;ND;73;LUVISOL TYPIQUE;ND;ND;1;successions culturales;112;systeme de rotations sans prairie sans interculture
1;620;03/05/2007;72018;AVESNES-EN-SAOSNOIS;72;True;505881.43;6798603.12;ND;ND;ND;ND;ND;ND;BRUNISOL MESOSATURE LUVIQUE REDOXIQUE faiblement lessive pseudoluvique argileux a  mesomull;ND;17;BRUNISOL MESOSATURE;ND;ND;3;surfaces boisees;311;forets caducifoliees
