analyse_desc;PARAM;valeur;unite;STATION;VILLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.0;-;423;GUICLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;11.9;-;1141;TAGNIERE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.4;-;157;MENERVAL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;20.8;-;1694;LANTON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;12.1;-;2021;BELMONT-SUR-RANCE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;15.1;-;1706;CALES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;12.6;-;1556;PEAGE-DE-ROUSSILLON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;9.1;-;730;MAISONCELLES-DU-MAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;14.0;-;1372;SAINT-MAURICE-DES-LIONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;12.4;-;1477;BREGNIER-CORDON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.2;-;1030;PLAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.9;-;788;MEZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;11.5;-;1237;TRANCHE-SUR-MER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;9.38;-;2142;LESCAR;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;7.79;-;291;SUIPPES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;10.6;-;2182;LAGOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;11.0;-;827;ILE-D'ARZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;14.8;-;391;PARIS;6E;ARRONDISSEMENT
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;13.6;-;633;PONT-SUR-YONNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;CN;12.3;-;1768;AUCELON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;23.584005508422855;g/kg;1366;MAZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;8.93667857170105;g/kg;1826;GREZET-CAVAGNAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;17.597265968322752;g/kg;2076;ARLES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;8.341735782623292;g/kg;2011;GOUTZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;13.172814960479737;g/kg;1875;CASTELNAU-MONTRATIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;16.438833122253417;g/kg;1537;EYZERAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;12.521398906707764;g/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;15.668897705078123;g/kg;1660;SAINT-LAURENT-DES-BATONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;16.076497116088866;g/kg;1491;PLASSAC-ROUFFIAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;27.064592533111572;g/kg;1243;SOUVIGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;30.563446769714357;g/kg;609;BEDEE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;81.29398818969726;g/kg;2034;LAURIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;16.757622604370116;g/kg;408;SAIZERAIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;23.25556993484497;g/kg;792;SAVIGNY-SUR-BRAYE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;45.337376556396485;g/kg;2205;EVENOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;22.32860565185547;g/kg;620;AVESNES-EN-SAOSNOIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;6.664374332427979;g/kg;1893;CAIRANNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;34.8737105178833;g/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;13.946846723556519;g/kg;1180;MALTAT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;14.210700635910035;g/kg;152;LINTOT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;27.324001789093018;g/kg;423;GUICLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;13.998395204544067;g/kg;1141;TAGNIERE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;25.593849067687987;g/kg;157;MENERVAL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;24.975271224975586;g/kg;1694;LANTON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;15.020763874053955;g/kg;2021;BELMONT-SUR-RANCE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;59.19825328826904;g/kg;1706;CALES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;11.085008201599123;g/kg;1556;PEAGE-DE-ROUSSILLON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;28.90620231628418;g/kg;730;MAISONCELLES-DU-MAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;12.153559923171997;g/kg;1372;SAINT-MAURICE-DES-LIONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;22.185641441345215;g/kg;1477;BREGNIER-CORDON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;11.813422441482544;g/kg;1030;PLAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;10.782774686813354;g/kg;788;MEZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;19.74725685119629;g/kg;1237;TRANCHE-SUR-MER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;10.47765851020813;g/kg;2142;LESCAR;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;11.083333333333357;g/kg;291;SUIPPES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;28.336640243530272;g/kg;2182;LAGOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;19.90784252166748;g/kg;827;ILE-D'ARZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;22.50971176147461;g/kg;391;PARIS;6E;ARRONDISSEMENT
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;37.78438163757324;g/kg;633;PONT-SUR-YONNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;COT;34.46064834594727;g/kg;1768;AUCELON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;63.42400550842285;g/kg;1366;MAZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;10.01667857170105;g/kg;1826;GREZET-CAVAGNAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;53.837265968322754;g/kg;2076;ARLES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;24.90173578262329;g/kg;2011;GOUTZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;37.052814960479736;g/kg;1875;CASTELNAU-MONTRATIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;16.558833122253418;g/kg;1537;EYZERAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;12.641398906707764;g/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;86.58889770507812;g/kg;1660;SAINT-LAURENT-DES-BATONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;65.03649711608887;g/kg;1491;PLASSAC-ROUFFIAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;28.384592533111572;g/kg;1243;SOUVIGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;30.803446769714355;g/kg;609;BEDEE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;83.33398818969727;g/kg;2034;LAURIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;16.877622604370117;g/kg;408;SAIZERAIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;23.25556993484497;g/kg;792;SAVIGNY-SUR-BRAYE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;62.377376556396484;g/kg;2205;EVENOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;22.32860565185547;g/kg;620;AVESNES-EN-SAOSNOIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;27.18437433242798;g/kg;1893;CAIRANNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;34.9937105178833;g/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;13.946846723556519;g/kg;1180;MALTAT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;14.330700635910034;g/kg;152;LINTOT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;27.324001789093018;g/kg;423;GUICLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;13.998395204544067;g/kg;1141;TAGNIERE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;25.71384906768799;g/kg;157;MENERVAL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;24.975271224975586;g/kg;1694;LANTON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;15.020763874053955;g/kg;2021;BELMONT-SUR-RANCE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;59.55825328826904;g/kg;1706;CALES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;39.52500820159912;g/kg;1556;PEAGE-DE-ROUSSILLON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;28.90620231628418;g/kg;730;MAISONCELLES-DU-MAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;12.153559923171997;g/kg;1372;SAINT-MAURICE-DES-LIONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;53.025641441345215;g/kg;1477;BREGNIER-CORDON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;11.813422441482544;g/kg;1030;PLAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;10.782774686813354;g/kg;788;MEZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;25.14725685119629;g/kg;1237;TRANCHE-SUR-MER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;10.47765851020813;g/kg;2142;LESCAR;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;105.40333333333335;g/kg;291;SUIPPES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;28.456640243530273;g/kg;2182;LAGOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;20.02784252166748;g/kg;827;ILE-D'ARZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;52.98971176147461;g/kg;391;PARIS;6E;ARRONDISSEMENT
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;44.02438163757324;g/kg;633;PONT-SUR-YONNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;Ctot;80.66064834594727;g/kg;1768;AUCELON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;19.5;g/kg;805;AUXERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;23.9;g/kg;1992;PUIMOISSON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;22.0;g/kg;476;DAHLENHEIM;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;71.6;g/kg;1996;LE;MAS;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;168.0;g/kg;2260;QUINTILLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;15.3;g/kg;137;CRECY-SUR-SERRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;31.0;g/kg;2257;FESTES-ET-SAINT-ANDRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;11.5;g/kg;1058;LOSNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;84.5;g/kg;1064;COMBES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;24.0;g/kg;1310;VONNAS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;37.6;g/kg;1274;CHENS-SUR-LEMAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;40.3;g/kg;1090;BENGY-SUR-CRAON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;21.7;g/kg;1174;DREVANT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;24.9;g/kg;926;LEVONCOURT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;28.8;g/kg;870;MONTJUSTIN-ET-VELOTTE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;36.3;g/kg;1837;BELCASTEL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;26.3;g/kg;400;BUSSY-LETTRE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;58.7;g/kg;1549;AUZON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;94.1;g/kg;215;MERCY-LE-HAUT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;176.0;g/kg;1464;AURIERES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;41.8;g/kg;288;BELVAL;SOUS;CHATILLON
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;112.0;g/kg;1587;TRIZAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;49.9;g/kg;812;VITRY-EN-MONTAGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;42.3;g/kg;644;ILLOUD;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;213.0;g/kg;1677;SAINT-FRONT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;97.7;g/kg;1887;SAINT-MARTIN-DE-LANSUSCLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;179.0;g/kg;2276;AULUS-LES-BAINS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;172.0;g/kg;2312;PORTA;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;95.5;g/kg;1686;PERIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;40.8;g/kg;1366;MAZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;15.5;g/kg;1826;GREZET-CAVAGNAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;30.4;g/kg;2076;ARLES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;14.4;g/kg;2011;GOUTZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;22.8;g/kg;1875;CASTELNAU-MONTRATIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;28.4;g/kg;1537;EYZERAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;21.7;g/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;27.1;g/kg;1660;SAINT-LAURENT-DES-BATONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;27.8;g/kg;1491;PLASSAC-ROUFFIAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;46.8;g/kg;1243;SOUVIGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;52.9;g/kg;609;BEDEE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;141.0;g/kg;2034;LAURIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;29.0;g/kg;408;SAIZERAIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;40.2;g/kg;792;SAVIGNY-SUR-BRAYE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;78.4;g/kg;2205;EVENOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;38.6;g/kg;620;AVESNES-EN-SAOSNOIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;11.5;g/kg;1893;CAIRANNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;60.3;g/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;24.1;g/kg;1180;MALTAT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;24.6;g/kg;152;LINTOT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;47.3;g/kg;423;GUICLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;24.2;g/kg;1141;TAGNIERE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;44.3;g/kg;157;MENERVAL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;43.2;g/kg;1694;LANTON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;26.0;g/kg;2021;BELMONT-SUR-RANCE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;102.0;g/kg;1706;CALES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;19.2;g/kg;1556;PEAGE-DE-ROUSSILLON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;50.0;g/kg;730;MAISONCELLES-DU-MAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;21.0;g/kg;1372;SAINT-MAURICE-DES-LIONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;38.4;g/kg;1477;BREGNIER-CORDON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;20.4;g/kg;1030;PLAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;18.7;g/kg;788;MEZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;34.2;g/kg;1237;TRANCHE-SUR-MER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;18.1;g/kg;2142;LESCAR;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;19.2;g/kg;291;SUIPPES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;49.0;g/kg;2182;LAGOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;34.4;g/kg;827;ILE-D'ARZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;38.9;g/kg;391;PARIS;6E;ARRONDISSEMENT
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;65.4;g/kg;633;PONT-SUR-YONNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;MOS;59.6;g/kg;1768;AUCELON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.389666438102722;g/kg;1366;MAZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.9806966781616211;g/kg;1826;GREZET-CAVAGNAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.6148760914802551;g/kg;2076;ARLES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.0218964517116547;g/kg;2011;GOUTZ;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.9469896554946899;g/kg;1875;CASTELNAU-MONTRATIER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.4583325386047363;g/kg;1537;EYZERAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.1621103435754776;g/kg;1166;SAINT-PIERRE-DE-MAILLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.8414200842380524;g/kg;1660;SAINT-LAURENT-DES-BATONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.3724741339683533;g/kg;1491;PLASSAC-ROUFFIAC;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.7356573939323425;g/kg;1243;SOUVIGNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.967575192451477;g/kg;609;BEDEE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;6.0021549463272095;g/kg;2034;LAURIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.5839017927646637;g/kg;408;SAIZERAIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.0540830343961716;g/kg;792;SAVIGNY-SUR-BRAYE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.3360511660575867;g/kg;2205;EVENOS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.4625494182109833;g/kg;620;AVESNES-EN-SAOSNOIS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.6231314316391945;g/kg;1893;CAIRANNE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;3.518388569355011;g/kg;223;SAINTE-MARGUERITE-D'ELLE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.2667904794216156;g/kg;1180;MALTAT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.4401541650295258;g/kg;152;LINTOT;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.7335137128829956;g/kg;423;GUICLAN;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.1811371147632599;g/kg;1141;TAGNIERE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.4639207124710083;g/kg;157;MENERVAL;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.2035241723060608;g/kg;1694;LANTON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.2413428723812103;g/kg;2021;BELMONT-SUR-RANCE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;3.92374724149704;g/kg;1706;CALES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.8829382807016373;g/kg;1556;PEAGE-DE-ROUSSILLON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;3.1761741638183594;g/kg;730;MAISONCELLES-DU-MAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.8665097504854202;g/kg;1372;SAINT-MAURICE-DES-LIONS;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.7896227538585663;g/kg;1477;BREGNIER-CORDON;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.1546751111745834;g/kg;1030;PLAINE;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;0.9867843240499496;g/kg;788;MEZERAY;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.7225462198257446;g/kg;1237;TRANCHE-SUR-MER;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.1170777678489685;g/kg;2142;LESCAR;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;1.4233333333333331;g/kg;291;SUIPPES;;
Calcaire (CaCO3) total, Carbone organique total (COT), Azote (N) total - g/kg;N;2.6663073897361755;g/kg;2182;LAGOS;;
