full_wing,log_BL.trend,SE,df,lower.CL,upper.CL
not_fully_winged,1.7920551610334132,0.9977799059340605,35.84082920176844,-0.23184837232708588,3.8159586943939123
fully_winged,1.6457502019382666,1.1751482196202059,38.926164761318155,-0.7313555929495577,4.022855996826091
