site_id,species,psi_hat
RMQS_25_ARFEUILLES_1345,Abax parallelepipedus,0.9999999018824176
RMQS_25_BETTEVILLE_153,Abax parallelepipedus,0.9999993091521896
RMQS_25_CASTELLET-LES-SAUSSES_1948,Abax parallelepipedus,0.9999999663969894
RMQS_25_CLEMONT_903,Abax parallelepipedus,0.9999999543605226
RMQS_25_DINGY-SAINT-CLAIR_1399,Abax parallelepipedus,0.9999997808339435
RMQS_25_HORPS_557,Abax parallelepipedus,0.999998773445638
RMQS_25_MONTPEZAT_2099,Abax parallelepipedus,0.9999985705533448
RMQS_25_OUESSANT_418,Abax parallelepipedus,0.9999998323393496
RMQS_25_PERREUX_803,Abax parallelepipedus,0.999999491348903
RMQS_25_RHODES_412,Abax parallelepipedus,0.9999999663969894
RMQS_25_SUSVILLE_1685,Abax parallelepipedus,0.9999999403400581
RMQS_25_THILLOMBOIS_347,Abax parallelepipedus,0.999999825798675
RMQS_25_CANET-DE-SALARS_1882,Agonum muelleri,0.9999953361124503
RMQS_25_CARSAC-DE-GURSON_1657,Agonum muelleri,0.9999963945848888
RMQS_25_CHAMBLAC_325,Agonum muelleri,0.9999964944215528
RMQS_25_CUGNEY_970,Agonum muelleri,0.9999960408020677
RMQS_25_DOMPAIRE_647,Agonum muelleri,0.9999951354639595
RMQS_25_HORPS_557,Agonum muelleri,0.9999960776890469
RMQS_25_LESCOUT_2110,Agonum muelleri,0.9999961863007625
RMQS_25_LITZ_199,Agonum muelleri,0.9999953795648377
RMQS_25_LIVRE-SUR-CHANGEON_612,Agonum muelleri,0.9999961504352075
RMQS_25_LUGNY-LES-CHAROLLES_1264,Agonum muelleri,0.9999962919049498
RMQS_25_NAIZIN_663,Agonum muelleri,0.99999506668088
RMQS_25_PERREUX_803,Agonum muelleri,0.9999956319084304
RMQS_25_RAUVILLE-LA-BIGOT_147,Agonum muelleri,0.9999957726952011
RMQS_25_SCEAUX-DU-GATINAIS_688,Agonum muelleri,0.9999958704704152
RMQS_25_ALLANCHE_1589,Amara aenea,0.9999999641016803
RMQS_25_ALLINGES_1275,Amara aenea,0.9999999564670184
RMQS_25_AVESSAC_831,Amara aenea,0.9999999575300289
RMQS_25_AZAY-LE-FERRON_1126,Amara aenea,0.9999999579479293
RMQS_25_BAZORDAN_2186,Amara aenea,0.999999957319524
RMQS_25_BEAUCHENE_438,Amara aenea,0.9999999563592649
RMQS_25_BEZIERS_2161,Amara aenea,0.9999999564670184
RMQS_25_BIOL_1517,Amara aenea,0.9999999580517602
RMQS_25_CANET-DE-SALARS_1882,Amara aenea,0.9999999615287608
RMQS_25_CARSAC-DE-GURSON_1657,Amara aenea,0.9999999559255767
RMQS_25_CUGNEY_970,Amara aenea,0.9999999580517602
RMQS_25_DAMBACH-LA-VILLE_10594,Amara aenea,0.9999999621887826
RMQS_25_ESPAGNAC_1584,Amara aenea,0.9999999585670821
RMQS_25_HOUTAUD_1107,Amara aenea,0.9999999579479293
RMQS_25_JOUILLAT_1295,Amara aenea,0.999999957319524
RMQS_25_LESCOUT_2110,Amara aenea,0.9999999572138805
RMQS_25_LIVRE-SUR-CHANGEON_612,Amara aenea,0.9999999574249065
RMQS_25_LONDE-LES-MAURES_2207,Amara aenea,0.9999999565745058
RMQS_25_LUGNY-LES-CHAROLLES_1264,Amara aenea,0.9999999565745058
RMQS_25_MELLERAY_680,Amara aenea,0.9999999551562264
RMQS_25_MONT-PRES-CHAMBORD_899,Amara aenea,0.9999999565745058
RMQS_25_POMMERAYE_939,Amara aenea,0.9999999549339555
RMQS_25_PRESSAGNY-L'ORGUEILLEUX_277,Amara aenea,0.9999999594787611
RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421,Amara aenea,0.9999999613380758
RMQS_25_SAINT-GINEIS-EN-COIRON_1764,Amara aenea,0.9999999608572181
RMQS_25_SALON-DE-PROVENCE_2079,Amara aenea,0.9999999567886854
RMQS_25_YGRANDE_1216,Amara aenea,0.9999999571079755
RMQS_25_AVESSAC_831,Amara convexior,0.999996079438644
RMQS_25_BAZORDAN_2186,Amara convexior,0.9999961492898323
RMQS_25_BESSE_1747,Amara convexior,0.9999966349994341
RMQS_25_BIOL_1517,Amara convexior,0.9999958992167938
RMQS_25_CHATEAU-L'EVEQUE_1578,Amara convexior,0.9999966046163337
RMQS_25_CHATRES-SUR-CHER_997,Amara convexior,0.9999961837473405
RMQS_25_CLEMONT_903,Amara convexior,0.9999912747506319
RMQS_25_GAREIN_1911,Amara convexior,0.9999956719818631
RMQS_25_HOUTAUD_1107,Amara convexior,0.9999959359120346
RMQS_25_PRESSAGNY-L'ORGUEILLEUX_277,Amara convexior,0.9999953492955005
RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421,Amara convexior,0.9999944831753832
RMQS_25_SAINT-GERMAIN_637,Amara convexior,0.9999965739589004
RMQS_25_SAINT-GINEIS-EN-COIRON_1764,Amara convexior,0.9999947256293105
RMQS_25_SAINT-SAUVEUR-SUR-TINEE_1904,Amara convexior,0.9999940183290842
RMQS_25_ALLANCHE_1589,Amara familiaris,0.9999999999996618
RMQS_25_AVESSAC_831,Amara familiaris,0.9999999999994922
RMQS_25_HOUTAUD_1107,Amara familiaris,0.9999999999995044
RMQS_25_JOUILLAT_1295,Amara familiaris,0.9999999999994862
RMQS_25_LIVRE-SUR-CHANGEON_612,Amara familiaris,0.9999999999994893
RMQS_25_PRESSAGNY-L'ORGUEILLEUX_277,Amara familiaris,0.9999999999995468
RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421,Amara familiaris,0.9999999999995954
RMQS_25_BEAUCHENE_438,Amara lunicollis,0.9999985805727346
RMQS_25_GEDRE_2269,Amara lunicollis,0.9999989161296937
RMQS_25_HORPS_557,Amara lunicollis,0.9999986276301531
RMQS_25_HOUTAUD_1107,Amara lunicollis,0.9999986309310785
RMQS_25_PRESSAGNY-L'ORGUEILLEUX_277,Amara lunicollis,0.9999986795028146
RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421,Amara lunicollis,0.9999987385610848
RMQS_25_SAINT-GERMAIN_637,Amara lunicollis,0.9999985668337749
RMQS_25_AILLEVILLE_640,Amara similata,0.9999977928621389
RMQS_25_ALLANCHE_1589,Amara similata,0.9999989620744728
RMQS_25_AZAY-LE-FERRON_1126,Amara similata,0.9999981557727545
RMQS_25_BEAUCHENE_438,Amara similata,0.9999978897898548
RMQS_25_BETTEVILLE_153,Amara similata,0.9999983736878776
RMQS_25_CUGNEY_970,Amara similata,0.9999981722630924
RMQS_25_GAS_509,Amara similata,0.9999979086584997
RMQS_25_LIVRE-SUR-CHANGEON_612,Amara similata,0.999998071062336
RMQS_25_MONT-PRES-CHAMBORD_899,Amara similata,0.9999979273584292
RMQS_25_PERREUX_803,Amara similata,0.9999984864461597
RMQS_25_PRESSAGNY-L'ORGUEILLEUX_277,Amara similata,0.9999983882297093
RMQS_25_AILLEVILLE_640,Anchomenus dorsalis,0.9999485320227636
RMQS_25_AVESSAC_831,Anchomenus dorsalis,0.9999676686051417
RMQS_25_AZAY-LE-FERRON_1126,Anchomenus dorsalis,0.9999712163582997
RMQS_25_BESSE_1747,Anchomenus dorsalis,0.9999470145652922
RMQS_25_CARSAC-DE-GURSON_1657,Anchomenus dorsalis,0.9999500060237254
RMQS_25_CHATEAU-L'EVEQUE_1578,Anchomenus dorsalis,0.9999485320227636
RMQS_25_CUGNEY_970,Anchomenus dorsalis,0.9999720407165267
RMQS_25_DOMPAIRE_647,Anchomenus dorsalis,0.9999922151162461
RMQS_25_EPANNES_1283,Anchomenus dorsalis,0.9999369227890079
RMQS_25_FONDETTES_946,Anchomenus dorsalis,0.9999592074126906
RMQS_25_GAS_509,Anchomenus dorsalis,0.9999567665082358
RMQS_25_HORPS_557,Anchomenus dorsalis,0.9999703676952169
RMQS_25_JOUILLAT_1295,Anchomenus dorsalis,0.9999657339753799
RMQS_25_LESCOUT_2110,Anchomenus dorsalis,0.9999647236742423
RMQS_25_LIVRE-SUR-CHANGEON_612,Anchomenus dorsalis,0.9999667153428236
RMQS_25_MONT-PRES-CHAMBORD_899,Anchomenus dorsalis,0.9999580046901426
RMQS_25_NAIZIN_663,Anchomenus dorsalis,0.9999928650286702
RMQS_25_PAUILLAC_1571,Anchomenus dorsalis,0.9999778400859759
RMQS_25_PERREUX_803,Anchomenus dorsalis,0.9999848116599891
RMQS_25_POMMERAYE_939,Anchomenus dorsalis,0.999935063072613
RMQS_25_SAINT-AGNANT-PRES-CROCQ_1421,Anchomenus dorsalis,0.9999892830420832
RMQS_25_SAINT-GERMAIN_637,Anchomenus dorsalis,0.9999500060237254
RMQS_25_SAINT-GINEIS-EN-COIRON_1764,Anchomenus dorsalis,0.9999876071526409
RMQS_25_SCEAUX-DU-GATINAIS_688,Anchomenus dorsalis,0.9999784747459389
RMQS_25_TRIAIZE_1238,Anchomenus dorsalis,0.9999720407165267
