scenario_family,scenario,baseline_scenario,iter,alpha_metric,term,estimate,std_error,statistic,p,adj_r2,n_units
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q0,t360_mean,0.03596896075059609,0.0602629488613117,0.5968669212217702,0.5527696432303004,-0.0256043838010791,66
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q0,mos,0.06405028240659552,0.05808953682169783,1.1026130678781934,0.27445690098472264,-0.0256043838010791,66
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q0,p_h,0.007453189837435506,0.06039719906892076,0.12340290530576566,0.9021872354624456,-0.0256043838010791,66
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q1,t360_mean,-0.01945470361523827,0.05460839384396299,-0.35625848419618017,0.7228564820113539,-0.03332153182963915,66
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q1,mos,0.04102966325376385,0.05263891603235459,0.77945494220559,0.43867701838308915,-0.03332153182963915,66
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q1,p_h,0.009514340283146367,0.05473004717074627,0.17384125859536756,0.862556583583031,-0.03332153182963915,66
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q2,t360_mean,-0.023621169712673206,0.05080668319326874,-0.46492249105926126,0.6436157102572356,-0.029809168119647067,66
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q2,mos,0.031406310221177784,0.048974315892438086,0.6412812440332035,0.5237035895315635,-0.029809168119647067,66
resolution_genus,rtu_mixed_genus_resolvable,rtu_mixed_genus_resolvable,1,q2,p_h,-0.009715434851672559,0.05091986729553233,-0.19079851083046684,0.849306861075372,-0.029809168119647067,66
species_error_strict,species_baseline,species_baseline,1,coverage_chao,t360_mean,0.03840685520329464,0.01980292604222747,1.9394535495106342,0.05699950973390159,0.033343172078928895,66
species_error_strict,species_baseline,species_baseline,1,coverage_chao,mos,0.024075693644531725,0.019088724054223006,1.2612521180641956,0.21194313227772238,0.033343172078928895,66
species_error_strict,species_baseline,species_baseline,1,coverage_chao,p_h,-0.022263462486237673,0.019847041821203937,-1.121752182859418,0.2662935786864638,0.033343172078928895,66
species_error_strict,species_baseline,species_baseline,1,q0,t360_mean,0.036283578912531686,0.06428820396354074,0.5643893696751726,0.5745253822729066,-0.020838351002653077,66
species_error_strict,species_baseline,species_baseline,1,q0,mos,0.07726182121183414,0.06196961917571245,1.246769340194931,0.21717178071258683,-0.020838351002653077,66
species_error_strict,species_baseline,species_baseline,1,q0,p_h,0.011998511029674598,0.06443142139468207,0.1862214238015384,0.8528790875866461,-0.020838351002653077,66
species_error_strict,species_baseline,species_baseline,1,q1,t360_mean,0.013076620783804602,0.052936545152142536,0.2470244468395449,0.805705450459011,-0.03862488824995913,66
species_error_strict,species_baseline,species_baseline,1,q1,mos,0.038360289429903875,0.05102736336228338,0.7517591915842097,0.4550402649321058,-0.03862488824995913,66
species_error_strict,species_baseline,species_baseline,1,q1,p_h,0.009455173567785476,0.05305447403400221,0.1782163284047586,0.8591341248078457,-0.03862488824995913,66
species_error_strict,species_baseline,species_baseline,1,q2,t360_mean,0.017891954478090246,0.046929042494240895,0.3812554769317089,0.7043170927218587,-0.03796391404257604,66
species_error_strict,species_baseline,species_baseline,1,q2,mos,0.03347620430189949,0.04523652415765457,0.740026006092577,0.46207733149727204,-0.03796391404257604,66
species_error_strict,species_baseline,species_baseline,1,q2,p_h,-0.0024396527105669664,0.04703358821954626,-0.05187043563801695,0.9587986928129728,-0.03796391404257604,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,coverage_chao,t360_mean,0.0355629405451809,0.01989336345052204,1.7876786212463063,0.07871512232227203,0.0313174863708745,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,coverage_chao,mos,0.024837092600280695,0.0191758997941835,1.295224363229848,0.20004502971175375,0.0313174863708745,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,coverage_chao,p_h,-0.024144122724699093,0.01993768070056935,-1.2109795059567598,0.2304991471507231,0.0313174863708745,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q0,t360_mean,0.0504229672604329,0.07102344072900277,0.7099482472670805,0.4803979838534769,-0.015200646030359533,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q0,mos,0.09007966323525256,0.06846194640965797,1.3157625215070567,0.19309837256577156,-0.015200646030359533,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q0,p_h,0.023471003539851855,0.0711816625193921,0.32973384870657696,0.7427125395635537,-0.015200646030359533,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q1,t360_mean,0.028665582665438456,0.055436041728457564,0.517092883468324,0.606931192205149,-0.030759998171240532,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q1,mos,0.04647064070897469,0.05343671440050935,0.8696388097643171,0.3878521820781963,-0.030759998171240532,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q1,p_h,0.023144251522133372,0.05555953883989493,0.41656665993624975,0.678434060367596,-0.030759998171240532,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q2,t360_mean,0.02933730233188545,0.047818836628930904,0.6135093281239734,0.5417839819391135,-0.033890056500009313,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q2,mos,0.03562598240344958,0.046094227441802846,0.7728946634029141,0.44252136786123164,-0.033890056500009313,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,1,q2,p_h,0.007975260721535047,0.047925364584604495,0.16641001671371766,0.8683758018985852,-0.033890056500009313,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,coverage_chao,t360_mean,0.03522309007979432,0.02043651952948607,1.723536633964213,0.08977545053281562,0.025327309749151206,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,coverage_chao,mos,0.028213605746894115,0.019699466689682137,1.4322015002401753,0.1571087365592873,0.025327309749151206,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,coverage_chao,p_h,-0.017806493866387427,0.020482046790290285,-0.8693708225893112,0.3879975579218199,0.025327309749151206,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q0,t360_mean,0.052228532449787514,0.06864560009796898,0.7608431184991972,0.44963482670395316,-0.020949167424409998,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q0,mos,0.07716764332307992,0.06616986373692897,1.1662052627140769,0.2479979631023269,-0.020949167424409998,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q0,p_h,-1.3990368690850884e-4,0.06879852467664849,-0.002033527427601871,0.9983840099580878,-0.020949167424409998,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q1,t360_mean,0.027211103791759686,0.05565157672678061,0.48895476808054533,0.6265989694402776,-0.038565361518381636,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q1,mos,0.03595441942074238,0.053644476026152084,0.6702352615619609,0.5051967031544042,-0.038565361518381636,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q1,p_h,-7.931566129825431e-4,0.055775553994247815,-0.014220506228666812,0.9886997218476702,-0.038565361518381636,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q2,t360_mean,0.02422282392919336,0.04902262375348291,0.4941152079293267,0.6229709592744724,-0.03932306091104065,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q2,mos,0.026512572273533493,0.0472545994086324,0.5610580262096183,0.57678022154645,-0.03932306091104065,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,2,q2,p_h,-0.013467950832379099,0.04913183343440297,-0.2741186292256011,0.7849046949366045,-0.03932306091104065,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,coverage_chao,t360_mean,0.04037547810846464,0.019645516817551466,2.055200608028436,0.044078533059022776,0.036735921183840836,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,coverage_chao,mos,0.023531813565942854,0.018936991868432777,1.242637359166292,0.21868081566100425,0.036735921183840836,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,coverage_chao,p_h,-0.021237680029329267,0.01968928192963407,-1.0786416744515566,0.2849261308197683,0.036735921183840836,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q0,t360_mean,0.03801475707968637,0.068726458900357,0.5531313221710147,0.5821625729016304,-0.018429476676866896,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q0,mos,0.08702967187416441,0.06624780632798084,1.3136989237544914,0.1937880360199617,-0.018429476676866896,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q0,p_h,0.00994445018386514,0.06887956361145971,0.14437446555208214,0.8856730587817736,-0.018429476676866896,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q1,t360_mean,0.021179890249697,0.05579642800173796,0.3795922249545667,0.7055452422493469,-0.036362796149070675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q1,mos,0.04279485231818023,0.05378410317067946,0.7956784587887291,0.4292548279030771,-0.036362796149070675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q1,p_h,0.012878446835939993,0.05592072796024672,0.23029826874026219,0.8186181952691951,-0.036362796149070675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q2,t360_mean,0.025989860468512656,0.04872414800336877,0.5334082079119316,0.5956581372706806,-0.03772742223984249,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q2,mos,0.032070187998928544,0.046966888329034534,0.6828254785425719,0.4972607019251897,-0.03772742223984249,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,3,q2,p_h,-0.0012003288590593426,0.04883269275779293,-0.024580435590822278,0.9804685679068683,-0.03772742223984249,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,coverage_chao,t360_mean,0.04281995686463117,0.01961225707868686,2.183326309298929,0.03280580146843059,0.05667051799725231,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,coverage_chao,mos,0.028709310397024804,0.01890493165793923,1.5186148734353224,0.1339426460394967,0.05667051799725231,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,coverage_chao,p_h,-0.0247326966175801,0.019655948096704505,-1.258280521290487,0.21300828569801322,0.05667051799725231,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q0,t360_mean,0.03748529775501898,0.06740940539087414,0.5560840885283008,0.5801547926654136,-0.02205037048585745,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q0,mos,0.07920710551474307,0.06497825298250279,1.2189786871627928,0.2274698988258579,-0.02205037048585745,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q0,p_h,0.008743918497169873,0.06755957604862531,0.12942530146838885,0.8974400961976636,-0.02205037048585745,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q1,t360_mean,0.01658704783640218,0.0535698944746753,0.30963375976489116,0.7578777688079348,-0.040607073846040675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q1,mos,0.031027635688922625,0.05163787063893416,0.60086977454737,0.5501171643289883,-0.040607073846040675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q1,p_h,0.0145343060508624,0.05368923429442709,0.2707117402933618,0.7875119415094285,-0.040607073846040675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q2,t360_mean,0.019382447697409558,0.047008196031181115,0.41232060223185213,0.6815266864664116,-0.043122725107958004,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q2,mos,0.019834413943934162,0.045312822984471667,0.4377218773310869,0.6631090453766415,-0.043122725107958004,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,4,q2,p_h,0.0020580245445321467,0.0471129180900209,0.0436828077725897,0.9652976274477898,-0.043122725107958004,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,coverage_chao,t360_mean,0.0363141120394592,0.022297718656012322,1.628602127404972,0.10846860458135935,0.024840139522565807,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,coverage_chao,mos,0.026752470273006358,0.021493540780574628,1.2446748791239008,0.2179357343052029,0.024840139522565807,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,coverage_chao,p_h,-0.027416938435703146,0.02234739218535897,-1.2268518048233619,0.22451687478321145,0.024840139522565807,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q0,t360_mean,0.039240844201528326,0.06931050338474332,0.5661601385824887,0.5733285688069094,-0.01923911173281434,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q0,mos,0.08519425374552801,0.06681078696902693,1.2751571656388894,0.20701130019129838,-0.01923911173281434,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q0,p_h,0.020866498527162686,0.0694649091953568,0.30038905641522745,0.7648853547531516,-0.01923911173281434,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q1,t360_mean,0.0243432212911219,0.056454463536776404,0.4312010028270639,0.6678178246684352,-0.03648806064512078,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q1,mos,0.04002674097433804,0.05441840633978877,0.7355368094466217,0.4647861335264347,-0.03648806064512078,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q1,p_h,0.016612243943588716,0.05658022942765095,0.2936051004323121,0.770040277213824,-0.03648806064512078,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q2,t360_mean,0.033691794611269386,0.05035870800984037,0.6690361199236053,0.5059561083664961,-0.03675164498901373,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q2,mos,0.02920566388348146,0.04854249714800762,0.6016514518079378,0.5495999386445961,-0.03675164498901373,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,5,q2,p_h,6.038329333209614e-4,0.050470894139676196,0.01196398327419914,0.9904927652049054,-0.03675164498901373,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,coverage_chao,t360_mean,0.042275003610274274,0.019609393671363256,2.1558547050850905,0.034983675838958214,0.03828745124293198,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,coverage_chao,mos,0.02043943605531136,0.018902171520768663,1.0813274037246798,0.2837395872585492,0.03828745124293198,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,coverage_chao,p_h,-0.022434425707824966,0.019653078310452633,-1.1415222263625262,0.25804245901742995,0.03828745124293198,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q0,t360_mean,0.037921359598705365,0.0685432745183083,0.5532469795935464,0.5820838672814144,-0.0024490071389562384,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q0,mos,0.11013810095185188,0.06607122857818193,1.6669600871962857,0.10056668264053743,-0.0024490071389562384,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q0,p_h,0.019211502717590985,0.06869597114215698,0.2796598169903646,0.7806693863084442,-0.0024490071389562384,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q1,t360_mean,0.017752676308337226,0.05461048627990881,0.3250781583841789,0.7462163502897532,-0.0284212314159471,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q1,mos,0.0552504743390866,0.05264093300359843,1.049572475003621,0.2979887971675272,-0.0284212314159471,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q1,p_h,0.023184027399893933,0.05473214426809624,0.42359070176989333,0.67333026290025,-0.0284212314159471,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q2,t360_mean,0.021827395834789886,0.04802404713507838,0.45450971204895435,0.6510493498997273,-0.035338560670557184,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q2,mos,0.03804903358532281,0.04629203693301255,0.8219347452863679,0.4142637643216309,-0.035338560670557184,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,6,q2,p_h,0.0071627465314305,0.04813103224649317,0.14881763795856212,0.8821805240542469,-0.035338560670557184,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,coverage_chao,t360_mean,0.041488999664333226,0.019538901971646816,2.1234048732389628,0.03771819201552897,0.04885207405407199,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,coverage_chao,mos,0.027696686079112545,0.018834222137877926,1.4705510998201046,0.14646965667574174,0.04885207405407199,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,coverage_chao,p_h,-0.02213322268180811,0.01958242957352676,-1.130259276495994,0.2627205750226783,0.04885207405407199,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q0,t360_mean,0.03580790714022182,0.06871601002777102,0.5210999172645552,0.6041535001795513,-0.021302333747462265,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q0,mos,0.08172554250686535,0.06623773429897632,1.2338215274390565,0.2219261962708548,-0.021302333747462265,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q0,p_h,0.020892453480027138,0.0688690914614978,0.30336473208314857,0.7626275757213204,-0.021302333747462265,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q1,t360_mean,0.01643623139786457,0.05499710352758493,0.298856309580388,0.7660491192986543,-0.037384176908075606,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q1,mos,0.03957007582072155,0.05301360671554158,0.7464135770472131,0.45823864514415635,-0.037384176908075606,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q1,p_h,0.01845326222313357,0.05511962279864594,0.33478571307615856,0.738916743073482,-0.037384176908075606,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q2,t360_mean,0.02005349430401288,0.04793436222602432,0.4183532099468619,0.6771344750496076,-0.0399098694144675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q2,mos,0.029686820436803152,0.04620558655304797,0.6424941798481476,0.5229212136000584,-0.0399098694144675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,7,q2,p_h,-2.4370708417448616e-4,0.04804114754274125,-0.005072882240326687,0.9959687304499947,-0.0399098694144675,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,coverage_chao,t360_mean,0.035150848271271136,0.019695591859976727,1.7847063709063207,0.07920131733271119,0.029762139529266984,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,coverage_chao,mos,0.02428494277717686,0.018985260930531028,1.279147169271884,0.20561200359779538,0.029762139529266984,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,coverage_chao,p_h,-0.02334688238173551,0.019739468526255872,-1.182751316261699,0.24142353609716938,0.029762139529266984,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q0,t360_mean,0.057747305390270565,0.06701935071131603,0.8616512212870499,0.39219982330964454,-0.006601949819872388,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q0,mos,0.09506871594653928,0.0646022658113006,1.4716003340227937,0.14618670909380774,-0.006601949819872388,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q0,p_h,0.018555081251754608,0.06716865242848763,0.27624614430830846,0.7832777871111991,-0.006601949819872388,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q1,t360_mean,0.025682499911060135,0.054259438795242414,0.47332778372400036,0.6376416917705566,-0.029502956819414283,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q1,mos,0.050433461896073985,0.0523025462141696,0.9642639899319233,0.33865966948919557,-0.029502956819414283,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q1,p_h,0.021351156633652262,0.0543803147407554,0.3926265733370353,0.6959419403797414,-0.029502956819414283,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q2,t360_mean,0.02233569142106583,0.04778978844696101,0.4673737245322787,0.6418710473970975,-0.03516174665727645,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q2,mos,0.0377873279783951,0.046066226896392636,0.8202826783140373,0.4151975632475913,-0.03516174665727645,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,8,q2,p_h,0.007784794460873886,0.0478962516908252,0.16253452381045316,0.8714135244723524,-0.03516174665727645,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,9,coverage_chao,t360_mean,0.03248019458310984,0.020006520267144917,1.6234804528426379,0.10956079600186952,0.026474018139537536,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,9,coverage_chao,mos,0.024455356059387746,0.019284975556157383,1.268104073462491,0.20950212064581783,0.026474018139537536,66
species_error_strict,species_same_genus_observed_10pct,species_baseline,9,coverage_chao,p_h,-0.02512326894857577,0.020051089601207547,-1.2529627789934548,0.2149242743387095,0.026474018139537536,66
