scenario_family,scenario,baseline_scenario,unit_type,iter,n_units,total_abundance,mean_local_q0,mean_local_q1,mean_local_q2,mean_coverage_chao,p10_coverage_chao,median_coverage_chao,p90_coverage_chao,gamma_taxon_units,mean_occupancy,alpha_baseline,gamma_baseline,occupancy_baseline,delta_alpha,delta_gamma,delta_occupancy,rel_delta_alpha_pct,rel_delta_gamma_pct,rel_delta_occupancy_pct,beta_signature,scenario_label,scenario_group_label
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,species_units,3,68,2352,7.0588235294117645,4.520182477894007,3.50530736352639,0.7680792083115038,0.58823507662729,0.8166441341434638,0.9754147929775827,114,0.06191950464396285,5.352941176470588,51,0.104959630911188,1.7058823529411766,63,-0.04304012626722515,31.868131868131872,123.52941176470588,-41.00636205899363,Apparent differentiation,"TAXREF congeneric
error 10%",Species-level error
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,species_units,4,68,2352,6.823529411764706,4.353962023670677,3.3824388508834202,0.7918959924783694,0.5736139986139985,0.8832882882882882,0.9819466286360365,104,0.06561085972850679,5.352941176470588,51,0.104959630911188,1.4705882352941178,53,-0.03934877118268121,27.472527472527474,103.92156862745098,-37.48943364327979,Apparent differentiation,"TAXREF congeneric
error 10%",Species-level error
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,species_units,5,68,2352,6.867647058823529,4.3491432200704345,3.36795995125169,0.7892448078791748,0.6125,0.8620420308288033,0.9756758043392098,108,0.06358932461873638,5.352941176470588,51,0.104959630911188,1.5147058823529411,57,-0.041370306292451614,28.2967032967033,111.76470588235294,-39.41544566544566,Apparent differentiation,"TAXREF congeneric
error 10%",Species-level error
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,species_units,6,68,2352,6.794117647058823,4.296312365983609,3.3209159864437243,0.8070667598919627,0.5828431372549019,0.859490557507472,0.9850506549755282,106,0.06409544950055494,5.352941176470588,51,0.104959630911188,1.4411764705882355,55,-0.040864181410633055,26.923076923076927,107.84313725490196,-38.933236574746,Apparent differentiation,"TAXREF congeneric
error 10%",Species-level error
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,species_units,7,68,2352,6.897058823529412,4.383120759222262,3.3895711597784435,0.7961408612742198,0.5435496224969909,0.8784215784215784,0.9785295157299398,101,0.06828771112405359,5.352941176470588,51,0.104959630911188,1.5441176470588243,50,-0.03667191978713441,28.846153846153864,98.03921568627452,-34.93907083015993,Apparent differentiation,"TAXREF congeneric
error 10%",Species-level error
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,species_units,8,68,2352,6.6911764705882355,4.256442022282394,3.3173957879021585,0.7982874148670751,0.6210526315789473,0.8521256729511889,0.9921368861024034,99,0.06758764111705289,5.352941176470588,51,0.104959630911188,1.3382352941176476,48,-0.03737198979413511,25.00000000000001,94.11764705882354,-35.6060606060606,Apparent differentiation,"TAXREF congeneric
error 10%",Species-level error
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,species_units,9,68,2352,6.705882352941177,4.313611390163288,3.362470968804352,0.8173461730144838,0.6238157894736842,0.8975181936928531,0.983214025068194,97,0.06913280776228017,5.352941176470588,51,0.104959630911188,1.3529411764705888,46,-0.035826823148907824,25.274725274725284,90.19607843137256,-34.13390732978361,Apparent differentiation,"TAXREF congeneric
error 10%",Species-level error
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,species_units,10,68,2352,6.985294117647059,4.522932181984457,3.536986157512156,0.7892637797141175,0.5400625104649216,0.8956589635034597,0.9800798611993438,113,0.06181676210307132,5.352941176470588,51,0.104959630911188,1.632352941176471,62,-0.04314286880811668,30.494505494505503,121.56862745098039,-41.10424973256831,Apparent differentiation,"TAXREF congeneric
error 10%",Species-level error
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,1,68,2352,6.147058823529412,3.848851326752487,3.0500054636336307,0.8322233154878467,0.6721153846153847,0.9040204678362573,1,87,0.07065584854631508,5.352941176470588,51,0.104959630911188,0.7941176470588243,36,-0.034303782364872915,14.835164835164852,70.58823529411765,-32.682834406972326,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,2,68,2352,5.955882352941177,3.8161656402453836,3.0344065398429434,0.8348109487186481,0.6764423076923076,0.8922841864018335,1,81,0.07352941176470588,5.352941176470588,51,0.104959630911188,0.6029411764705888,30,-0.031430219146482113,11.263736263736273,58.8235294117647,-29.945054945054938,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,3,68,2352,5.970588235294118,3.8535141672735937,3.0589787087048537,0.8304432150524117,0.6622126436781609,0.9,1,72,0.08292483660130719,5.352941176470588,51,0.104959630911188,0.6176470588235299,21,-0.022034794309880812,11.538461538461547,41.1764705882353,-20.993589743589745,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,4,68,2352,5.838235294117647,3.812491352875669,3.047248933620273,0.8340882438166076,0.6238157894736842,0.9119811560988031,1,74,0.07889507154213037,5.352941176470588,51,0.104959630911188,0.4852941176470589,23,-0.026064559369057633,9.065934065934067,45.09803921568628,-24.832937332937327,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,5,68,2352,5.985294117647059,3.8598431877012556,3.084713705732844,0.8212303752098596,0.625,0.9006269592476489,0.9910970245532768,79,0.07576321667907669,5.352941176470588,51,0.104959630911188,0.632352941176471,28,-0.029196414232111306,11.813186813186821,54.90196078431372,-27.81680344971484,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,6,68,2352,5.926470588235294,3.851337152722255,3.071654918598753,0.8353172093157003,0.6721153846153847,0.8924162257495591,1,75,0.07901960784313726,5.352941176470588,51,0.104959630911188,0.5735294117647065,24,-0.025940023068050738,10.714285714285726,47.05882352941177,-24.714285714285705,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,7,68,2352,5.882352941176471,3.803915517319061,3.0258201899595707,0.8346706266584083,0.7002849002849003,0.9026315789473685,1,77,0.07639419404125287,5.352941176470588,51,0.104959630911188,0.5294117647058831,26,-0.028565436869935124,9.890109890109906,50.98039215686274,-27.215641501355773,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,8,68,2352,5.882352941176471,3.8164528785364618,3.051620046464346,0.8284778178543851,0.6125,0.9013888888888889,1,75,0.0784313725490196,5.352941176470588,51,0.104959630911188,0.5294117647058831,24,-0.02652825836216839,9.890109890109906,47.05882352941177,-25.274725274725274,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,9,68,2352,5.852941176470588,3.793061818532015,3.028719555432716,0.8300139888688945,0.625,0.8978174603174603,1,76,0.0770123839009288,5.352941176470588,51,0.104959630911188,0.5,25,-0.027947247010259205,9.340659340659341,49.01960784313726,-26.62666281087333,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,species_units,10,68,2352,5.852941176470588,3.7715651583470224,3.00604896029496,0.8372229860128628,0.6903296703296703,0.9062474166437036,1,76,0.0770123839009288,5.352941176470588,51,0.104959630911188,0.5,25,-0.027947247010259205,9.340659340659341,49.01960784313726,-26.62666281087333,Apparent differentiation,species_same_genus_taxref_mainland_3pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,1,68,2352,6.294117647058823,3.9826930761544013,3.126060364346429,0.8229721715051764,0.6578125,0.8889470748818504,1,92,0.06841432225063938,5.352941176470588,51,0.104959630911188,0.9411764705882355,41,-0.036545308660548614,17.582417582417587,80.3921568627451,-34.81844242713808,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,2,68,2352,6.397058823529412,4.0667286159509155,3.204763403356612,0.8079942783705304,0.625,0.8757326007326007,0.9818161923765869,92,0.06953324808184144,5.352941176470588,51,0.104959630911188,1.0441176470588243,41,-0.035426382829346556,19.50549450549452,80.3921568627451,-33.75238891543238,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,3,68,2352,6.264705882352941,3.974101162876535,3.1408221520811166,0.817807425406743,0.6238157894736842,0.8856578947368421,0.9853777224574762,87,0.0720081135902637,5.352941176470588,51,0.104959630911188,0.9117647058823533,36,-0.0329515173209243,17.03296703296704,70.58823529411765,-31.39446760136414,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,4,68,2352,6.264705882352941,4.0401557092239395,3.1985011528974074,0.8156771468364289,0.6210526315789473,0.888095238095238,0.9839941805026,92,0.06809462915601024,5.352941176470588,51,0.104959630911188,0.9117647058823533,41,-0.03686500175517776,17.03296703296704,80.3921568627451,-35.12302914476826,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,5,68,2352,6.25,3.947087757101486,3.097699254902728,0.8229608683703244,0.6467592592592593,0.8848245614035087,1,89,0.0702247191011236,5.352941176470588,51,0.104959630911188,0.8970588235294121,38,-0.0347349118100644,16.758241758241766,74.50980392156863,-33.09359180145696,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,6,68,2352,6.235294117647059,3.9501535302403523,3.133750399016863,0.8307521930913006,0.614423076923077,0.9013888888888889,1,81,0.07697893972403777,5.352941176470588,51,0.104959630911188,0.882352941176471,30,-0.027980691187150228,16.483516483516492,58.8235294117647,-26.658526658526647,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,7,68,2352,6.279411764705882,4.012386615715463,3.16963469860673,0.8265091044635362,0.6125,0.8918432692942497,1,91,0.06900452488687783,5.352941176470588,51,0.104959630911188,0.9264705882352944,40,-0.035955106024310166,17.307692307692314,78.43137254901961,-34.25612848689771,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,8,68,2352,6.132352941176471,3.902914501138037,3.0975276013576987,0.8207108179355715,0.6106396321070233,0.8922841864018335,1,79,0.0776247207743857,5.352941176470588,51,0.104959630911188,0.7794117647058831,28,-0.027334910136802296,14.560439560439576,54.90196078431372,-26.04326053693142,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,9,68,2352,6.294117647058823,3.9423678346980107,3.08356085710959,0.8276035611268291,0.6578125,0.8964285714285715,0.9933334009493286,91,0.0691661279896574,5.352941176470588,51,0.104959630911188,0.9411764705882355,40,-0.03579350292153059,17.582417582417587,78.43137254901961,-34.10216157468904,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,species_units,10,68,2352,6.220588235294118,3.9810641414455596,3.155014068046249,0.8249306448666974,0.6238157894736842,0.8922841864018335,1,83,0.07494684620836287,5.352941176470588,51,0.104959630911188,0.8676470588235299,32,-0.030012784702825132,16.20879120879122,62.745098039215684,-28.594598172911418,Apparent differentiation,species_same_genus_taxref_mainland_5pct,NA
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,mixed_RTU,1,68,3055,6.955882352941177,4.4590431729959565,3.5345332167562264,0.8809165551767177,0.763995427398283,0.9151220550086334,0.9896143381519078,69,0.10080988917306052,6.955882352941177,69,0.10080988917306052,0,0,0,0,0,0,No meaningful change,rtu_mixed_best_available,NA
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,mixed_RTU,1,68,3055,6.955882352941177,4.4590431729959565,3.5345332167562264,0.8809165551767177,0.763995427398283,0.9151220550086334,0.9896143381519078,67,0.10381913959613696,6.955882352941177,69,0.10080988917306052,0,-2,0.00300925042307644,0,-2.898550724637681,2.985074626865678,Apparent homogenisation,"Rare species
reported as genus",Workflow decision
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,species_only,1,68,2352,5.352941176470588,3.582867936622921,2.905406941235482,0.852733656036106,0.7002849002849003,0.9207575757575758,1,51,0.104959630911188,6.955882352941177,69,0.10080988917306052,-1.6029411764705888,-18,0.004149741738127474,-23.04439746300212,-26.08695652173913,4.1164034324089025,Apparent homogenisation,"Drop unresolved
records",Workflow decision
