scenario_family,scenario,baseline_scenario,unit_type,iter,inference,stability,inference_label
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,9,bray_curtis_cor,0.9971545443136943,Bray-Curtis abundance distance
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,9,jaccard_pa_cor,0.9901414902208022,Jaccard presence-absence distance
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,9,sorensen_pa_cor,0.9919910993378515,Sørensen presence-absence distance
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,9,procrustes_r2,0.9978478709177581,ordination Procrustes R2
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,abundance_cor,1,total abundance
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,q0_cor,0.9843856835927156,q0 richness / number of units
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,q1_cor,0.9698946796925428,Hill q1 / effective units
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,q2_cor,0.9665650527923569,Hill q2 / dominant units
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,coverage_chao_cor,0.9952688408970058,sample coverage Chao
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,bray_curtis_cor,0.9982592683640403,Bray-Curtis abundance distance
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,jaccard_pa_cor,0.9902487176472057,Jaccard presence-absence distance
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,sorensen_pa_cor,0.9921649150971478,Sørensen presence-absence distance
species_error_strict,species_difficult_genera_taxref_mainland_20pct,species_baseline,species_units,10,procrustes_r2,0.9975808611590995,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,q0_cor,0.9726790223915314,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,q1_cor,0.9815495437625072,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,q2_cor,0.9882298216615392,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,coverage_chao_cor,0.9766314552031812,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,bray_curtis_cor,0.9879281510336453,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,jaccard_pa_cor,0.9355767447650771,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,sorensen_pa_cor,0.9469618662957041,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,1,procrustes_r2,0.9952640653972418,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,q0_cor,0.9733952732239536,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,q1_cor,0.9679275219979507,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,q2_cor,0.9657607768008033,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,coverage_chao_cor,0.9423459616034755,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,bray_curtis_cor,0.983931561169689,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,jaccard_pa_cor,0.9287629354981417,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,sorensen_pa_cor,0.939881998182731,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,2,procrustes_r2,0.990470312593412,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,q0_cor,0.9816419397606978,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,q1_cor,0.9756302629698863,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,q2_cor,0.9773179954862176,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,coverage_chao_cor,0.9853469531448269,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,bray_curtis_cor,0.9891986181539254,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,jaccard_pa_cor,0.9474706027600767,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,sorensen_pa_cor,0.954431120266606,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,3,procrustes_r2,0.9917259435529517,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,q0_cor,0.9582868869030151,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,q1_cor,0.9589874854583861,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,q2_cor,0.9609388640309492,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,coverage_chao_cor,0.9630731889751921,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,bray_curtis_cor,0.9826049068026999,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,jaccard_pa_cor,0.9245083670512017,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,sorensen_pa_cor,0.9369916838034164,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,4,procrustes_r2,0.9841849718014106,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,q0_cor,0.9827767053133762,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,q1_cor,0.9747586961545657,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,q2_cor,0.960782789026237,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,coverage_chao_cor,0.9359064314834912,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,bray_curtis_cor,0.9854596511292557,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,jaccard_pa_cor,0.9418464175092105,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,sorensen_pa_cor,0.9495875968282529,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,5,procrustes_r2,0.9966956444907644,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,q0_cor,0.9679778440268256,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,q1_cor,0.9739832290567815,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,q2_cor,0.9738684702102024,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,coverage_chao_cor,0.9776804710974256,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,bray_curtis_cor,0.990428291488441,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,jaccard_pa_cor,0.9430859578635346,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,sorensen_pa_cor,0.9514464917049362,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,6,procrustes_r2,0.9915928562982084,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,q0_cor,0.969636519839738,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,q1_cor,0.9749326867450843,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,q2_cor,0.9784621574958697,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,coverage_chao_cor,0.9792781349336336,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,bray_curtis_cor,0.9859058379619108,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,jaccard_pa_cor,0.9263686804655046,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,sorensen_pa_cor,0.9355922611625996,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,7,procrustes_r2,0.9941151780138544,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,q0_cor,0.9727480886247576,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,q1_cor,0.9773710498457581,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,q2_cor,0.9835365435388369,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,coverage_chao_cor,0.975117671942468,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,bray_curtis_cor,0.9903209954752791,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,jaccard_pa_cor,0.9468074003478331,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,sorensen_pa_cor,0.9535141397981951,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,8,procrustes_r2,0.9975226150806444,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,q0_cor,0.9644183648850216,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,q1_cor,0.9770156393749152,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,q2_cor,0.9867531680808855,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,coverage_chao_cor,0.9735981836451915,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,bray_curtis_cor,0.9923579870515085,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,jaccard_pa_cor,0.9559712935407658,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,sorensen_pa_cor,0.9627969802888714,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,9,procrustes_r2,0.9981083118726153,ordination Procrustes R2
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,q0_cor,0.9775408579537549,q0 richness / number of units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,q1_cor,0.9734388517587348,Hill q1 / effective units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,q2_cor,0.970885498499129,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,coverage_chao_cor,0.9470361727624503,sample coverage Chao
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,bray_curtis_cor,0.9885231775634498,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,jaccard_pa_cor,0.9450495536805887,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,sorensen_pa_cor,0.9521557013413338,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_10pct,species_baseline,species_units,10,procrustes_r2,0.991623221175842,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,q0_cor,0.9875283184311634,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,q1_cor,0.9907536791581211,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,q2_cor,0.9914951932105655,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,coverage_chao_cor,0.9823801726457676,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,bray_curtis_cor,0.9966453077560035,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,jaccard_pa_cor,0.9817159540289402,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,sorensen_pa_cor,0.9861786049401952,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,1,procrustes_r2,0.9993903643830728,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,q0_cor,0.9817465422339672,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,q1_cor,0.9922582627014566,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,q2_cor,0.9951635738338702,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,coverage_chao_cor,0.9950003245069311,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,bray_curtis_cor,0.9974732262760376,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,jaccard_pa_cor,0.9783641924700871,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,sorensen_pa_cor,0.9821260158741715,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,2,procrustes_r2,0.9986199906510351,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,q0_cor,0.9767331540910517,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,q1_cor,0.9849520156334686,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,q2_cor,0.9862295223739171,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,coverage_chao_cor,0.9712018250129619,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,bray_curtis_cor,0.9949467316625077,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,jaccard_pa_cor,0.9642812316239773,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,sorensen_pa_cor,0.9696289996995002,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,3,procrustes_r2,0.9965875542553415,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,q0_cor,0.9807354632450795,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,q1_cor,0.9923308867214317,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,q2_cor,0.9948010398137704,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,coverage_chao_cor,0.9917338103257958,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,bray_curtis_cor,0.9964969497138257,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,jaccard_pa_cor,0.9782281441290582,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,sorensen_pa_cor,0.9810401632346883,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,4,procrustes_r2,0.9990775031364596,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,q0_cor,0.9851990687711379,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,q1_cor,0.9939368647988012,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,q2_cor,0.997063540806829,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,coverage_chao_cor,0.9895064734355977,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,bray_curtis_cor,0.9971286300484162,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,jaccard_pa_cor,0.9821807168104133,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,sorensen_pa_cor,0.9866456038599587,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,5,procrustes_r2,0.9993962630444551,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,q0_cor,0.9793566073104364,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,q1_cor,0.9885534679138446,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,q2_cor,0.9910735164871738,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,coverage_chao_cor,0.9769520109422627,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,bray_curtis_cor,0.9923784737329049,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,jaccard_pa_cor,0.9648009517633963,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,sorensen_pa_cor,0.9666864017949794,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,6,procrustes_r2,0.9954631558520632,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,q0_cor,0.9885031016521846,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,q1_cor,0.9904833505631545,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,q2_cor,0.9916734860468496,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,coverage_chao_cor,0.9940373490120362,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,bray_curtis_cor,0.9954907673777051,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,jaccard_pa_cor,0.9714311165367586,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,sorensen_pa_cor,0.9744833796482195,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,7,procrustes_r2,0.9990736129668434,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,q0_cor,0.9869816646847213,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,q1_cor,0.9936225743715776,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,q2_cor,0.9971569624515872,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,coverage_chao_cor,0.9959372917492422,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,bray_curtis_cor,0.9988644757945012,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,jaccard_pa_cor,0.9917947861991043,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,sorensen_pa_cor,0.9934614253059738,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,8,procrustes_r2,0.9997643282144286,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,q0_cor,0.9874255758028908,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,q1_cor,0.9952868072227489,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,q2_cor,0.9978763049041965,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,coverage_chao_cor,0.9919336697897799,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,bray_curtis_cor,0.9975178729684474,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,jaccard_pa_cor,0.9846059702031875,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,sorensen_pa_cor,0.9863011072061254,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,9,procrustes_r2,0.998035518918106,ordination Procrustes R2
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,q0_cor,0.9930516321361448,q0 richness / number of units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,q1_cor,0.9941876660844653,Hill q1 / effective units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,q2_cor,0.9955570485989517,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,coverage_chao_cor,0.9989884278247415,sample coverage Chao
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,bray_curtis_cor,0.9935358259930444,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,jaccard_pa_cor,0.973775420796962,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,sorensen_pa_cor,0.9785137575609482,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_3pct,species_baseline,species_units,10,procrustes_r2,0.9910562681936661,ordination Procrustes R2
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,q0_cor,0.9702530368689647,q0 richness / number of units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,q1_cor,0.9863653013596282,Hill q1 / effective units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,q2_cor,0.9932596126528689,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,coverage_chao_cor,0.9973347509343246,sample coverage Chao
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,bray_curtis_cor,0.9972995548634918,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,jaccard_pa_cor,0.9747025604866014,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,sorensen_pa_cor,0.9802475674270994,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,1,procrustes_r2,0.9994328815398057,ordination Procrustes R2
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,q0_cor,0.9822081749506764,q0 richness / number of units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,q1_cor,0.9887426500530414,Hill q1 / effective units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,q2_cor,0.9900295443370226,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,coverage_chao_cor,0.985439815260376,sample coverage Chao
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,bray_curtis_cor,0.9905858005544553,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,jaccard_pa_cor,0.9442547231017322,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,sorensen_pa_cor,0.9537321062224594,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,2,procrustes_r2,0.9921823664303873,ordination Procrustes R2
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,q0_cor,0.9815545756217837,q0 richness / number of units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,q1_cor,0.9875813766127879,Hill q1 / effective units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,q2_cor,0.9888942330999836,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,coverage_chao_cor,0.9732448645908297,sample coverage Chao
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,bray_curtis_cor,0.9962252213470572,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,jaccard_pa_cor,0.9764715834068047,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,sorensen_pa_cor,0.9800160462330048,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,3,procrustes_r2,0.9985780386417853,ordination Procrustes R2
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,abundance_cor,1,total abundance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,q0_cor,0.977188291951988,q0 richness / number of units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,q1_cor,0.9820000591588126,Hill q1 / effective units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,q2_cor,0.9821310607994332,Hill q2 / dominant units
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,coverage_chao_cor,0.963366401261567,sample coverage Chao
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,bray_curtis_cor,0.990631910391094,Bray-Curtis abundance distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,jaccard_pa_cor,0.9637367414267688,Jaccard presence-absence distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,sorensen_pa_cor,0.9661446430900477,Sørensen presence-absence distance
species_error_strict,species_same_genus_observed_5pct,species_baseline,species_units,4,procrustes_r2,0.9943637918769024,ordination Procrustes R2
