scenario_family,scenario,baseline_scenario,iter,term,df,sumsq,r2,f,p,n_units,n_taxa,model
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,9,p_h,1,0.4948061090411393,0.01873149714265836,1.2350035105212307,0.23,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,10,t360_mean,1,0.3502097223711118,0.013268772907832616,0.873079819266799,0.66,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,10,mos,1,0.5614938202681863,0.021273921066060363,1.3998152872514618,0.07,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_3pct,species_baseline,10,p_h,1,0.47192884365778554,0.017880476340732605,1.1765280150929258,0.27,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,1,t360_mean,1,0.36457443304677994,0.013782454465945025,0.9065779818038113,0.58,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,1,mos,1,0.5735982817748209,0.021684439400311364,1.426352276849941,0.1,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,1,p_h,1,0.44883364710256046,0.016967808884122505,1.1161032290590494,0.35,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,2,t360_mean,1,0.3450791307853329,0.013084537235638707,0.8602122027513498,0.64,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,2,mos,1,0.5691242471104339,0.021579767475575863,1.41871118410409,0.08,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,2,p_h,1,0.45225373807943114,0.01714833018847,1.1273767363168947,0.34,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,3,t360_mean,1,0.35203926437025146,0.013348632900581928,0.8791853646803792,0.66,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,3,mos,1,0.565066436673316,0.021426202105850722,1.411200941133579,0.05,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,3,p_h,1,0.4967851429238266,0.018837110443393097,1.2406747520921904,0.16,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,4,t360_mean,1,0.35788452914087543,0.013575546754737084,0.8943332146504683,0.62,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,4,mos,1,0.5692812621779986,0.021594407586842175,1.4226017047065924,0.09,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,4,p_h,1,0.4861651884935192,0.018441585789592405,1.214899333369648,0.17,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,5,t360_mean,1,0.3446910100976055,0.013063011073040783,0.860416523315399,0.62,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,5,mos,1,0.5732926218483883,0.021726496044029264,1.4310510865760075,0.08,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,5,p_h,1,0.4921688255116443,0.018652087316241697,1.2285501429556835,0.22,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,6,t360_mean,1,0.34559224448726766,0.013104200509684343,0.8618176427258297,0.63,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,6,mos,1,0.5833810885784168,0.022120701144875212,1.4548014968200556,0.08,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,6,p_h,1,0.46336817280995035,0.017570039672957307,1.15552033581575,0.23,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,7,t360_mean,1,0.3448684637060957,0.013060791373512584,0.8585660055348405,0.69,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,7,mos,1,0.569247667794194,0.021558436944395947,1.4171684213915163,0.02,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,7,p_h,1,0.4649147101661413,0.017607159467998967,1.157426693447693,0.3,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,8,t360_mean,1,0.35228392918342166,0.013390175970103852,0.8805448533891149,0.82,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,8,mos,1,0.5750446104087139,0.021857223353562077,1.4373422407835754,0.04,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,8,p_h,1,0.43980743695816926,0.016716910667713143,1.0993126368081805,0.34,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,9,t360_mean,1,0.3352703201915226,0.012725767863127409,0.8368304030790564,0.67,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,9,mos,1,0.5882361470116493,0.022327525595747667,1.468229850254059,0.04,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,9,p_h,1,0.45758922291307513,0.01736859446471187,1.1421368095936315,0.32,66,50,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,10,t360_mean,1,0.3346619930262378,0.012695778316494292,0.8334200740523628,0.68,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,10,mos,1,0.5636686796762547,0.02138340400237713,1.4037231670940034,0.06,66,51,multivariate_margin
species_error_strict,species_same_genus_observed_rare_weighted_mean_5pct,species_baseline,10,p_h,1,0.43686930101272736,0.016573127258297776,1.0879503881179773,0.3,66,51,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,1,t360_mean,1,0.3607315101891082,0.013404603920936552,0.8826289937580011,0.66,66,103,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,1,mos,1,0.582461400659156,0.02164397662676284,1.425152240504742,0.08,66,103,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,1,p_h,1,0.4817829795417943,0.017902816455432076,1.1788147539974592,0.18,66,103,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,2,t360_mean,1,0.3766474165173399,0.01404030158978093,0.92290394192754,0.65,66,116,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,2,mos,1,0.5818334460502967,0.02168902984415297,1.4256738725841824,0.05,66,116,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,2,p_h,1,0.4382292527028042,0.016335890287802964,1.0737986962105142,0.36,66,116,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,3,t360_mean,1,0.3657654245511779,0.013632616688175512,0.89500421021193,0.59,66,112,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,3,mos,1,0.5373097151733894,0.020026325338924088,1.3147619348057589,0.14,66,112,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,3,p_h,1,0.4603237993918796,0.017156946743269987,1.1263824048487618,0.34,66,112,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,4,t360_mean,1,0.42270290017462386,0.015696317144413517,1.0334117206554263,0.41,66,101,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,4,mos,1,0.556533509478033,0.020665877765806473,1.3605968906163277,0.08,66,101,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,4,p_h,1,0.44393777097262443,0.016484836140683398,1.0853261133889325,0.4,66,101,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,5,t360_mean,1,0.36496485028619574,0.013607337709228987,0.8942592352694405,0.7,66,106,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,5,mos,1,0.5553425991770418,0.02070537555985791,1.3607344588476626,0.16,66,106,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,5,p_h,1,0.4706924159673562,0.017549280858740707,1.1533193939636057,0.34,66,106,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,6,t360_mean,1,0.368536094732665,0.013769418680385328,0.9036958223803201,0.71,66,101,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,6,mos,1,0.5857545918902254,0.021885238203181816,1.4363422883049504,0.04,66,101,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,6,p_h,1,0.4174112740779812,0.015595516088762001,1.023543772211369,0.49,66,101,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,7,t360_mean,1,0.34247758689858543,0.012766615189102506,0.8390541224708903,0.76,66,100,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,7,mos,1,0.5872820827094571,0.021892248264487168,1.438813725046997,0.03,66,100,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,7,p_h,1,0.4746830541234104,0.01769486857128556,1.162951354090393,0.28,66,100,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,8,t360_mean,1,0.3714733276634412,0.013739531683024926,0.9011553378053427,0.6,66,97,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,8,mos,1,0.5268676325361419,0.01948703713271492,1.278125625770291,0.17,66,97,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,8,p_h,1,0.43433619731035833,0.01606461487172215,1.0536540673599062,0.37,66,97,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,9,t360_mean,1,0.36287862079362654,0.013514665920383,0.8892806181214293,0.57,66,97,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,9,mos,1,0.582928188320551,0.02170995828714504,1.4285403160328847,0.06,66,97,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,9,p_h,1,0.469759944090022,0.017495240400963154,1.1512070138919577,0.21,66,97,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,10,t360_mean,1,0.35458919717824244,0.013203255646585473,0.8691001863155239,0.78,66,112,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,10,mos,1,0.5783183634345619,0.021533891213564513,1.417461675117008,0.1,66,112,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_10pct,species_baseline,10,p_h,1,0.49950079474735176,0.018599090838649426,1.224279355474716,0.14,66,112,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,1,t360_mean,1,0.35698002195333345,0.0134403929126094,0.8846394992273193,0.66,66,86,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,1,mos,1,0.5825184863693238,0.02193197617284506,1.4435509843174925,0.07,66,86,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,1,p_h,1,0.4644099736195493,0.017485159208145494,1.1508638613750701,0.27,66,86,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,2,t360_mean,1,0.34992663063319185,0.013174702745577261,0.8661860148734224,0.67,66,80,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,2,mos,1,0.5746578746600477,0.02163581167101145,1.4224713719750912,0.07,66,80,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,2,p_h,1,0.4630023312103013,0.017431991595401684,1.1460863765140217,0.32,66,80,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,3,t360_mean,1,0.33905381470954055,0.012782785529564156,0.8389625187332325,0.71,66,72,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,3,mos,1,0.5760027411114521,0.02171607923177741,1.4252743650564565,0.09,66,72,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,3,p_h,1,0.43056578278469004,0.01623290999518941,1.0654018268894732,0.29,66,72,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,4,t360_mean,1,0.3528712502569853,0.01327186720396711,0.8720229705204328,0.66,66,72,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,4,mos,1,0.5776693046893833,0.02172676378158337,1.4275487240370246,0.08,66,72,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,4,p_h,1,0.45031855473625626,0.016936965121384744,1.1128368307012702,0.31,66,72,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,5,t360_mean,1,0.3585382138582247,0.013501755820114302,0.8879480152691847,0.67,66,79,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,5,mos,1,0.5701385898210347,0.021470157784720414,1.4119929471733945,0.09,66,79,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,5,p_h,1,0.4532886490411485,0.017069847561083568,1.1226049015218653,0.33,66,79,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,6,t360_mean,1,0.3566930164797597,0.013395966270126087,0.8812973370158015,0.67,66,75,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,6,mos,1,0.5850009244932757,0.021970300203366006,1.4453878631990567,0.06,66,75,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,6,p_h,1,0.46512902634110986,0.017468390072827963,1.149215020604232,0.28,66,75,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,7,t360_mean,1,0.3647949608265151,0.01374215858896989,0.9041883456800865,0.67,66,77,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,7,mos,1,0.5709387966237749,0.021507784729325845,1.4151407268186909,0.06,66,77,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,7,p_h,1,0.4657293820885542,0.01754445021308165,1.1543664928132709,0.29,66,77,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,8,t360_mean,1,0.3492022896220419,0.013155683271481505,0.8646950232137037,0.68,66,74,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,8,mos,1,0.5999518226574594,0.022602303569006665,1.4856012421378757,0.06,66,74,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,8,p_h,1,0.4345147900802999,0.016369706399284388,1.0759459134756677,0.37,66,74,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,9,t360_mean,1,0.3487350800526521,0.013133989038388636,0.8634972798043968,0.73,66,74,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,9,mos,1,0.5721645618294602,0.02154874434223245,1.4167273985330637,0.11,66,74,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,9,p_h,1,0.46230214692921123,0.017411128611652893,1.1446988535275422,0.31,66,74,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,10,t360_mean,1,0.3550880798659968,0.013386144192865213,0.8805046679549142,0.7,66,76,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,10,mos,1,0.5642015410546577,0.021269323333085604,1.3990390518134488,0.08,66,76,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,10,p_h,1,0.4687394371356213,0.01767058386400304,1.1623236201232907,0.21,66,76,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,1,t360_mean,1,0.36339466914535024,0.01364426527487513,0.8975556672704335,0.54,66,91,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,1,mos,1,0.5733499949347376,0.021527391815175087,1.416128471266356,0.07,66,91,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,1,p_h,1,0.45769237791714446,0.017184831668766443,1.1304634397421522,0.34,66,91,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,2,t360_mean,1,0.352440410971667,0.01321930954348233,0.8689110962091768,0.65,66,91,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,2,mos,1,0.5460693224225857,0.020481928804367815,1.3462862906222057,0.13,66,91,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,2,p_h,1,0.47168950510232577,0.01769209597494455,1.1629093378334947,0.28,66,91,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,3,t360_mean,1,0.3681518502032084,0.013791044283170724,0.9048314041383378,0.61,66,87,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,3,mos,1,0.53149014964335,0.01990973068790677,1.3062788578192417,0.17,66,87,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,3,p_h,1,0.4583992818080418,0.017171731695220113,1.126638547614072,0.36,66,87,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,4,t360_mean,1,0.3757320881914197,0.014024569977715331,0.9232524676305971,0.63,66,92,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,4,mos,1,0.5688764464500125,0.021233873237485233,1.3978486253064537,0.14,66,92,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,4,p_h,1,0.4842386450886629,0.018074684003300142,1.1898758132481868,0.29,66,92,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,5,t360_mean,1,0.3621669247664947,0.013580549590858162,0.8940983297308388,0.63,66,88,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,5,mos,1,0.580519231735547,0.021768332986548948,1.4331548244115102,0.08,66,88,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,5,p_h,1,0.4719346878057209,0.017696625487056868,1.1650871110916436,0.25,66,88,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,6,t360_mean,1,0.35857023904170404,0.013463052076160607,0.8854892918904047,0.71,66,81,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,6,mos,1,0.5698860363861549,0.021397217476409724,1.4073337044548033,0.12,66,81,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,6,p_h,1,0.45770946586914363,0.01718538156210794,1.1303136364779696,0.31,66,81,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,7,t360_mean,1,0.3802445589191592,0.014261706554856752,0.9405875422162415,0.47,66,90,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,7,mos,1,0.5944300505269879,0.022295090749232593,1.4704049989141976,0.06,66,90,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,7,p_h,1,0.4775743044583365,0.017912221039230306,1.1813461382141663,0.25,66,90,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,8,t360_mean,1,0.3563338057131702,0.013436415720843498,0.8831994110068828,0.64,66,79,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,8,mos,1,0.5676948638227337,0.02140628834708388,1.4070732591772714,0.07,66,79,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,8,p_h,1,0.44997705687910283,0.016967457771705326,1.1153010610565977,0.32,66,79,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,9,t360_mean,1,0.37494457251950664,0.014089925357211408,0.9271530529225827,0.58,66,90,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,9,mos,1,0.5659525331716218,0.021267754043027255,1.3994725017976875,0.09,66,90,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,9,p_h,1,0.4801165948601387,0.018042152040981797,1.187219656740634,0.21,66,90,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,10,t360_mean,1,0.35670146421876936,0.013417244165721978,0.8816560204886952,0.71,66,81,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,10,mos,1,0.5625645131084873,0.021160735765070354,1.39048599360723,0.07,66,81,multivariate_margin
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,10,p_h,1,0.4537704327950003,0.017068471264423506,1.1215805768268599,0.35,66,81,multivariate_margin
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,1,t360_mean,1,0.3729639977557184,0.014229281158692063,0.9521730623197042,0.48,66,69,multivariate_margin
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,1,mos,1,0.7129908542486412,0.027201948149764534,1.8202579583580238,0.03,66,69,multivariate_margin
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,1,p_h,1,0.5843351351727541,0.022293489396586045,1.4918012956383506,0.08,66,69,multivariate_margin
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,1,t360_mean,1,0.3752288688072589,0.014317215882361628,0.9580996375277324,0.51,66,67,multivariate_margin
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,1,mos,1,0.7115925092596065,0.02715149185542653,1.8169618114838648,0.05,66,67,multivariate_margin
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,1,p_h,1,0.5846989738303243,0.022309747811072794,1.4929551573960176,0.07,66,67,multivariate_margin
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,1,t360_mean,1,0.35671257142266555,0.01347718217589755,0.8872298269744214,0.64,66,51,multivariate_margin
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,1,mos,1,0.5787526237046592,0.0218662171432256,1.4394967582514817,0.04,66,51,multivariate_margin
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,1,p_h,1,0.469058497597139,0.017721794323248156,1.1666611244011478,0.23,66,51,multivariate_margin
