scenario_family,scenario,baseline_scenario,unit_type,iter,unit,total_abundance,q0,q1,q2,coverage_zhanghuang,coverage_chao,coverage_turing
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1537,15,5,3.905740856188111,3.3582089552238816,0.876057276057276,0.8755555555555555,0.8666666666666667
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1549,92,8,2.743741224718181,1.8131962296486719,0.9787283777466106,0.9787283777466106,0.9782608695652174
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1556,16,4,2.889137892242401,2.5098039215686274,0.8897058823529411,0.8897058823529411,0.875
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,157,4,2,1.7547653506033232,1.6,1,1,0.75
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1587,21,6,4.999048239492045,4.5463917525773185,0.9039301685586515,0.9134199134199135,0.9047619047619048
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1660,19,4,2.567790162333234,1.972677595628415,0.9526315789473684,0.9526315789473684,0.9473684210526316
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1677,92,5,1.9408520847338946,1.4130217028380634,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1686,2,2,2,2,0,0,0
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1694,10,2,1.384145488461686,1.2195121951219512,1,1,0.9
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1706,45,9,6.123836645045484,5.049875311720701,0.9353535168339698,0.9352941176470588,0.9333333333333333
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1768,115,8,3.174955819149395,2.031178006450622,0.9915991156963891,0.9915991156963891,0.991304347826087
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1826,11,3,2.5004354220773655,2.2830188679245285,1,1,0.9090909090909091
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1837,255,8,3.295548719963767,2.6824388432820427,0.9961392308861529,0.9961392308861529,0.996078431372549
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1875,42,3,2.3604897587314206,2.0369515011547343,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1887,14,3,2.294400782420653,1.9999999999999996,1,1,0.9285714285714286
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1893,9,2,1.4174111811317323,1.2461538461538462,1,1,0.8888888888888888
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1992,6,3,2.7494592739972052,2.5714285714285716,0.8809523809523809,0.8809523809523809,0.8333333333333334
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,1996,100,8,6.082962393919523,5.370569280343716,0.9900002567001249,1,0.99
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2011,42,4,3.1567028326883153,2.817891373801917,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2021,25,5,3.523513670044997,2.962085308056873,0.9200771633804343,0.9261538461538461,0.92
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2034,328,4,1.3216719481346357,1.1510249497154106,0.9939395062643636,0.9939395062643636,0.9939024390243902
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2076,12,2,1.5691925832141966,1.3846153846153846,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2142,18,3,2.606479030434107,2.4179104477611935,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,215,19,4,1.8397458251916539,1.3938223938223937,0.850415512465374,0.850415512465374,0.8421052631578947
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2182,5,3,2.586409289858933,2.272727272727273,0.7333333333333334,0.7333333333333334,0.6
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2205,68,10,4.100782980064761,2.586129753914989,0.9575710667041937,0.9575710667041937,0.9558823529411765
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,223,29,2,1.904435762583764,1.824295010845987,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2257,178,5,2.048057910588019,1.6431905404003733,0.994444793170548,0.994444793170548,0.9943820224719101
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2260,15,3,1.8733068857244586,1.5100671140939597,0.9416666666666667,0.9416666666666667,0.9333333333333333
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2276,50,3,1.649662332041824,1.3340448239060834,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,2312,32,6,3.6424805883144566,2.9257142857142857,0.941532264614535,0.9412878787878788,0.9375
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,288,17,4,2.2039137460597886,1.6514285714285715,0.889273356401384,0.889273356401384,0.8823529411764706
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,291,22,3,2.0316188696888093,1.716312056737589,1,1,0.9545454545454546
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,391,49,5,3.014386962446492,2.1728506787330315,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,400,12,4,3.316298704276926,2.88,0.9294871794871795,0.9294871794871795,0.9166666666666666
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,408,10,6,4.999999999999999,4.1666666666666705,0.626984126984127,0.6210526315789473,0.6
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,476,62,5,2.0699499581470744,1.631578947368421,0.9523933402705516,0.9523933402705516,0.9516129032258065
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,609,76,7,4.519951481241313,3.5006060606060605,0.9871929278708808,0.9871838687628162,0.9868421052631579
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,620,30,7,4.411576691693766,3.2374100719424463,0.9033333333333333,0.9033333333333333,0.9
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,633,26,4,2.9760576064200297,2.5223880597014925,1,1,1
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,644,34,5,2.01505275731693,1.455919395465995,0.9445378151260504,0.9445378151260504,0.9411764705882353
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,730,8,3,2.0867794400977164,1.6842105263157894,0.8055555555555556,0.8055555555555556,0.75
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,788,11,4,3.0677684028710237,2.574468085106383,0.8484848484848485,0.8484848484848485,0.8181818181818181
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,792,120,6,4.303810802933217,3.9408866995073906,0.9916631059203342,1,0.9916666666666667
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,805,43,4,1.3905291309087415,1.1534622582657517,0.9318550567874527,0.9318550567874527,0.9302325581395349
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,812,27,6,3.6452016187615333,2.5578947368421048,0.9699074074074074,0.9699074074074074,0.962962962962963
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,827,41,6,3.6647979826370674,2.769357495881384,0.9767711962833914,0.9767711962833914,0.975609756097561
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,870,15,3,2.0748133752164315,1.717557251908397,1,1,0.9333333333333333
resolution_family,rtu_family_level,rtu_mixed_family_resolvable,family_units,1,926,9,3,2.552027924280892,2.314285714285714,1,1,0.8888888888888888
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1030,206,7,1.3130238325673598,1.1039542143600416,0.9806297687383365,0.9806297687383365,0.9805825242718447
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1058,16,6,4.428389811038031,3.5555555555555554,0.8212953712953713,0.8204787234042553,0.8125
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1064,36,6,4.802652258598323,3.951219512195122,1,1,1
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1090,38,7,4.398051245877371,3.1946902654867255,0.9762516046213093,0.9762516046213093,0.9736842105263158
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1141,33,8,5.103276366817598,3.716723549488054,0.9108269038699621,0.9109461966604824,0.9090909090909091
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1166,21,5,4.125465735705892,3.7058823529411757,0.9572927416580668,0.9567099567099567,0.9523809523809523
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1174,15,5,2.9463698355480297,2.102803738317757,0.8090909090909091,0.8090909090909091,0.8
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1180,22,8,6.1355368057420465,5.148936170212766,0.8169099218634822,0.8237762237762238,0.8181818181818181
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1237,53,5,3.1908558847873163,2.642521166509878,0.9818308874912649,0.9818308874912649,0.9811320754716981
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1243,27,5,4.764690932291502,4.584905660377356,1,1,1
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1274,36,11,8.735563052157346,7.280898876404492,0.9195956135513159,0.9197247706422018,0.9166666666666666
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1310,53,4,1.950977600028758,1.5324604473540642,0.9818308874912649,0.9818308874912649,0.9811320754716981
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1366,13,4,2.9212656628855114,2.3150684931506857,0.9423076923076923,0.9423076923076923,0.9230769230769231
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,137,19,3,1.5060022429136557,1.2405498281786942,0.9052631578947369,0.9052631578947369,0.8947368421052632
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1372,53,8,4.234864784056253,3.5156445556946183,0.9056603773621996,0.9065588499550764,0.9056603773584906
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1464,23,6,4.552522175604574,3.8613138686131383,0.9169353865948293,0.9168241965973535,0.9130434782608696
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1477,56,8,3.8204842389134663,2.9753320683111957,0.9107142814024106,0.9115186615186616,0.9107142857142857
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1491,10,4,2.971004096610006,2.3809523809523814,0.82,0.82,0.8
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,152,24,5,3.764623544968266,3.348837209302325,0.9166437343261277,0.9233333333333333,0.9166666666666666
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1537,15,9,7.2916630589887665,5.769230769230769,0.6187146187146186,0.6181818181818182,0.6
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1549,92,14,6.426157321446253,4.13685239491691,0.9688166702213032,0.9687643020594966,0.967391304347826
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1556,16,8,7.252400479778668,6.7368421052631575,0.8238095238095238,0.8278061224489796,0.8125
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,157,4,2,1.7547653506033232,1.6,1,1,0.75
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1587,21,8,7.03817994532846,6.391304347826084,0.9128998968008256,0.9134199134199135,0.9047619047619048
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1660,19,8,4.887233348120303,3.1946902654867255,0.748040313549832,0.748040313549832,0.736842105263158
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1677,92,9,4.697812705864663,3.2379495026778877,0.98936166016039,0.9893641888733052,0.9891304347826086
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1686,2,2,2,2,0,0,0
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1694,10,3,2.5685676074155555,2.3809523809523814,1,1,0.9
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1706,45,14,9.647832822981014,7.472324723247233,0.8696332187600062,0.8696296296296296,0.8666666666666667
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1768,115,14,6.546265460528662,4.4453781512605035,0.9656751960512651,0.9656691134952005,0.9652173913043478
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1826,11,4,3.0677684028710237,2.574468085106383,0.8484848484848485,0.8484848484848485,0.8181818181818181
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1837,255,13,5.066670462625093,4.234776945620319,0.9844368733145743,0.9844362745098039,0.9843137254901961
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1875,42,6,3.3132072098192915,2.2615384615384615,1,1,0.9761904761904762
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1887,14,7,5.639639417393609,4.666666666666664,0.7220279720279721,0.7248677248677249,0.7142857142857143
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1893,9,4,3.155224647081286,2.6129032258064515,0.8024691358024691,0.8024691358024691,0.7777777777777778
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1992,6,3,2.7494592739972052,2.5714285714285716,0.8809523809523809,0.8809523809523809,0.8333333333333334
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,1996,100,10,7.767564636101638,6.877579092159561,0.9902022769021461,0.9901980198019802,0.99
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2011,42,7,4.572625252146192,3.7058823529411757,0.9534554751488664,0.953514739229025,0.9523809523809523
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2021,25,8,5.970726852405661,4.770992366412213,0.8824444568757397,0.8832432432432432,0.88
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2034,328,7,1.4040846405697067,1.1539138082673701,0.9878296900975113,0.9878296900975113,0.9878048780487805
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2076,12,3,1.7613591211464834,1.4117647058823528,0.858974358974359,0.858974358974359,0.8333333333333334
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2142,18,4,3.057170941563877,2.6557377049180326,0.9502923976608187,0.9502923976608187,0.9444444444444444
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,215,19,6,3.810763680563225,2.983471074380165,0.7894997159703042,0.7969924812030076,0.7894736842105263
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2182,5,3,2.586409289858933,2.272727272727273,0.7333333333333334,0.7333333333333334,0.6
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2205,68,14,8.0773740417623,6.084210526315791,0.9130828784940557,0.9130622837370242,0.9117647058823529
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,223,29,2,1.904435762583764,1.824295010845987,1,1,1
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2257,178,12,5.185262232628945,3.0983766868765885,0.9888271682868325,0.9888271682868325,0.9887640449438202
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2260,15,3,1.8733068857244586,1.5100671140939597,0.9416666666666667,0.9416666666666667,0.9333333333333333
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2276,50,10,6.1119031657590694,4.325259515570937,0.9623464667745868,0.9623076923076923,0.96
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,2312,32,9,7.389059379654435,6.481012658227848,0.9413528938000573,0.9412878787878788,0.9375
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,288,17,7,4.799165045903424,3.7532467532467537,0.706043956043956,0.714795008912656,0.7058823529411764
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,291,22,6,3.667656981673178,2.5744680851063833,0.9169960474308301,0.9169960474308301,0.9090909090909091
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,391,49,9,5.305148743361346,3.5360824742268027,0.9608933403204739,0.9608163265306122,0.9591836734693877
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,400,12,5,3.7224194364083982,2.9999999999999996,0.7708333333333334,0.7708333333333334,0.75
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,408,10,7,6.261200690295415,5.555555555555561,0.5138888888888888,0.5212765957446808,0.5
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,476,62,8,3.1256265672131875,2.107456140350877,0.9361813426329555,0.9361813426329555,0.935483870967742
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,609,76,13,6.363091019711206,3.913279132791327,0.9484075532441183,0.9484004127966976,0.9473684210526316
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,620,30,11,8.231098493867236,6.617647058823531,0.8376708654219899,0.8378076062639821,0.8333333333333334
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,633,26,9,6.6252275491567625,5.2,0.8489796130642813,0.8491704374057315,0.8461538461538461
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,644,34,7,3.888370173711935,2.726415094339623,0.946078431372549,0.946078431372549,0.9411764705882353
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,730,8,3,2.0867794400977164,1.6842105263157894,0.8055555555555556,0.8055555555555556,0.75
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,788,11,4,3.0677684028710237,2.574468085106383,0.8484848484848485,0.8484848484848485,0.8181818181818181
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,792,120,9,5.299631341952764,4.494382022471911,0.983322651094336,0.9836088154269973,0.9833333333333333
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,805,43,5,1.672550466863129,1.2742935906271535,0.9313226744186046,0.9313226744186046,0.9302325581395349
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,812,27,9,5.2139411592478275,3.2986425339366505,0.85993265993266,0.85993265993266,0.8518518518518519
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,827,41,11,7.052854485881732,5.017910447761194,0.904700316562525,0.9048185603807257,0.9024390243902439
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,870,15,5,3.2219700748862716,2.4193548387096775,0.8133333333333334,0.8133333333333334,0.8
resolution_family,rtu_mixed_family_resolvable,rtu_mixed_family_resolvable,mixed_RTU_family_resolvable,1,926,9,4,3.3699221861993243,2.9999999999999996,0.7738095238095238,0.8222222222222222,0.7777777777777778
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1030,206,7,1.3130238325673598,1.1039542143600416,0.9806297687383365,0.9806297687383365,0.9805825242718447
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1058,16,6,4.428389811038031,3.5555555555555554,0.8212953712953713,0.8204787234042553,0.8125
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1064,36,6,4.802652258598323,3.951219512195122,1,1,1
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1090,30,6,3.40159332340153,2.3195876288659796,0.9707070707070707,0.9707070707070707,0.9666666666666667
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1141,33,8,5.103276366817598,3.716723549488054,0.9108269038699621,0.9109461966604824,0.9090909090909091
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1166,21,5,4.125465735705892,3.7058823529411757,0.9572927416580668,0.9567099567099567,0.9523809523809523
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1174,15,4,2.686271638678713,2.0642201834862384,0.9481481481481482,0.9481481481481482,0.9333333333333333
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1180,22,8,6.1355368057420465,5.148936170212766,0.8169099218634822,0.8237762237762238,0.8181818181818181
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1237,53,5,3.1908558847873163,2.642521166509878,0.9818308874912649,0.9818308874912649,0.9811320754716981
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1243,27,5,4.764690932291502,4.584905660377356,1,1,1
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1274,36,10,8.088036927583666,6.9677419354838666,0.9164379868642776,0.9189814814814815,0.9166666666666666
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1310,53,4,1.950977600028758,1.5324604473540642,0.9818308874912649,0.9818308874912649,0.9811320754716981
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1366,13,4,2.9212656628855114,2.3150684931506857,0.9423076923076923,0.9423076923076923,0.9230769230769231
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,137,19,3,1.5060022429136557,1.2405498281786942,0.9052631578947369,0.9052631578947369,0.8947368421052632
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1372,53,8,4.234864784056253,3.5156445556946183,0.9056603773621996,0.9065588499550764,0.9056603773584906
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1464,18,5,3.5525904053697417,2.8928571428571432,0.8950617283950617,0.8950617283950617,0.8888888888888888
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1477,56,7,2.245259415055354,1.5758793969849245,0.9115186615186616,0.9115186615186616,0.9107142857142857
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1491,10,4,2.971004096610006,2.3809523809523814,0.82,0.82,0.8
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,152,24,5,3.764623544968266,3.348837209302325,0.9166437343261277,0.9233333333333333,0.9166666666666666
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1537,15,9,7.2916630589887665,5.769230769230769,0.6187146187146186,0.6181818181818182,0.6
resolution_genus,rtu_genus_level,rtu_mixed_genus_resolvable,genus_units,1,1549,92,13,6.235382400175782,4.120740019474195,0.968339245024777,0.9683196657898808,0.967391304347826
