scenario_family,scenario,baseline_scenario,alpha_metric,term,estimate_mean,estimate_sd,p_median,p_prop_lt_005,adj_r2_mean,n_iter,n_valid
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,coverage_chao,mos,0.024778686359532294,0.0033314662448276507,0.1943986116447853,0,0.037571549608802476,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,coverage_chao,ph,-0.022313039733470912,0.004441677422770411,0.26445801057776863,0,0.037571549608802476,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,coverage_chao,t360_mean,0.03975238192912782,0.004001747423565976,0.05527255761414224,0.3,0.037571549608802476,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q0,mos,0.09718365604238137,0.009500835243904455,0.1523267620211176,0,-0.009268587411581541,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q0,ph,0.010306389406475908,0.014544875165271743,0.7969851435844748,0,-0.009268587411581541,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q0,t360_mean,0.04478089341730998,0.009029484046957236,0.522316917909471,0,-0.009268587411581541,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q1,mos,0.04297095111811951,0.00526852415774058,0.42715704260037357,0,-0.03591467627262177,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q1,ph,0.0118928787896378,0.011964870718458788,0.7659307636942047,0,-0.03591467627262177,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q1,t360_mean,0.012608445438722018,0.0074201169207583325,0.7827832358636397,0,-0.03591467627262177,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q2,mos,0.033188855163209637,0.005362726395307071,0.4821458842488997,0,-0.03778056954923836,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q2,ph,-5.875290706108685e-4,0.010675120023358044,0.8992698074948942,0,-0.03778056954923836,10,10
species_error_strict,species_same_genus_taxref_mainland_3pct,species_baseline,q2,t360_mean,0.01675069670016301,0.006564535117023687,0.7048480703588191,0,-0.03778056954923836,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,coverage_chao,mos,0.02505039840498294,0.002997390223054515,0.19090071662996033,0,0.03501121486301321,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,coverage_chao,ph,-0.02262330569638471,0.0037371642292321414,0.2727514404371444,0,0.03501121486301321,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,coverage_chao,t360_mean,0.038076294131459486,0.00348199226005869,0.05695744044588646,0.4,0.03501121486301321,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q0,mos,0.10134570147501899,0.012942869641571266,0.14591685779834673,0,-0.007529593623025732,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q0,ph,0.008886269205750265,0.00844228964991068,0.9052094837454843,0,-0.007529593623025732,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q0,t360_mean,0.04801501984006924,0.006818324051917317,0.4992283019558461,0,-0.007529593623025732,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q1,mos,0.04568051345800053,0.00777936452642835,0.37272022945766003,0,-0.034625194555487314,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q1,ph,0.007862756439690468,0.009703549635636544,0.8758634870091289,0,-0.034625194555487314,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q1,t360_mean,0.0163601752646579,0.006070733235122616,0.7836737309512295,0,-0.034625194555487314,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q2,mos,0.03424079803472788,0.0068387040859664685,0.45053363195592616,0,-0.0365090090806635,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q2,ph,-0.005589071962677657,0.00913096537686666,0.9158444954332966,0,-0.0365090090806635,10,10
species_error_strict,species_same_genus_taxref_mainland_5pct,species_baseline,q2,t360_mean,0.019849014707665175,0.0053963234792897665,0.6888928418101565,0,-0.0365090090806635,10,10
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,coverage_chao,mos,0.012475047616686188,NA,0.2734885382325414,0,0.179666835494944,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,coverage_chao,ph,-0.008754401961969877,NA,0.45865686237184267,0,0.179666835494944,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,coverage_chao,t360_mean,0.04801975790034215,NA,1.2248560853409795e-4,1,0.179666835494944,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q0,mos,0.0634206164830756,NA,0.2572660958130917,0,-0.026645543557670903,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q0,ph,0.00886162008351948,NA,0.8783759971126912,0,-0.026645543557670903,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q0,t360_mean,0.014379274837331707,NA,0.8034961513879756,0,-0.026645543557670903,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q1,mos,0.043079832426812285,NA,0.40099029471963465,0,-0.021612781709362316,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q1,ph,0.008125870671124849,NA,0.8785668283633761,0,-0.021612781709362316,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q1,t360_mean,-0.03718271166921605,NA,0.48432766943729677,0,-0.021612781709362316,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q2,mos,0.03555539473008204,NA,0.45692081554785025,0,-0.013020532200032742,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q2,ph,-0.009881082313709783,NA,0.842060602685161,0,-0.013020532200032742,1,1
workflow_filtering,rtu_expert_difficult_genera_to_genus,rtu_mixed_best_available,q2,t360_mean,-0.04104438340403057,NA,0.4080331632680817,0,-0.013020532200032742,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,coverage_chao,mos,0.012474426259253761,NA,0.27353878311242763,0,0.1796277485991029,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,coverage_chao,ph,-0.008746364399977913,NA,0.45909266713958974,0,0.1796277485991029,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,coverage_chao,t360_mean,0.04801609361254615,NA,1.227112499085601e-4,1,0.1796277485991029,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q0,mos,0.0716403557294472,NA,0.20404802652577653,0,-0.02099819800765501,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q0,ph,0.011582049796614546,NA,0.8424507847748823,0,-0.02099819800765501,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q0,t360_mean,0.009248682401175209,NA,0.873606287789813,0,-0.02099819800765501,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q1,mos,0.050163722517726744,NA,0.32560256440914603,0,-0.010703653423369985,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q1,ph,0.015056345867463718,NA,0.7758015750504904,0,-0.010703653423369985,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q1,t360_mean,-0.0469482380599569,NA,0.37482909657944385,0,-0.010703653423369985,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q2,mos,0.04119507637058283,NA,0.38490178225802607,0,-0.001305659823965133,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q2,ph,-0.0031327093756596865,NA,0.9491727074862022,0,-0.001305659823965133,1,1
workflow_filtering,rtu_mixed_best_available,rtu_mixed_best_available,q2,t360_mean,-0.05181145949568255,NA,0.2928430257345309,0,-0.001305659823965133,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,coverage_chao,mos,0.012474426259253761,NA,0.27353878311242763,0,0.1796277485991029,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,coverage_chao,ph,-0.008746364399977913,NA,0.45909266713958974,0,0.1796277485991029,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,coverage_chao,t360_mean,0.04801609361254615,NA,1.227112499085601e-4,1,0.1796277485991029,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q0,mos,0.0716403557294472,NA,0.20404802652577653,0,-0.02099819800765501,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q0,ph,0.011582049796614546,NA,0.8424507847748823,0,-0.02099819800765501,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q0,t360_mean,0.009248682401175209,NA,0.873606287789813,0,-0.02099819800765501,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q1,mos,0.050163722517726744,NA,0.32560256440914603,0,-0.010703653423369985,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q1,ph,0.015056345867463718,NA,0.7758015750504904,0,-0.010703653423369985,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q1,t360_mean,-0.0469482380599569,NA,0.37482909657944385,0,-0.010703653423369985,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q2,mos,0.04119507637058283,NA,0.38490178225802607,0,-0.001305659823965133,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q2,ph,-0.0031327093756596865,NA,0.9491727074862022,0,-0.001305659823965133,1,1
workflow_filtering,rtu_rare_species_to_genus,rtu_mixed_best_available,q2,t360_mean,-0.05181145949568255,NA,0.2928430257345309,0,-0.001305659823965133,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,coverage_chao,mos,0.024075693644531725,NA,0.21194313227772238,0,0.033343172078928895,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,coverage_chao,ph,-0.022263462486237673,NA,0.2662935786864638,0,0.033343172078928895,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,coverage_chao,t360_mean,0.03840685520329464,NA,0.05699950973390159,0,0.033343172078928895,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q0,mos,0.07726182121183414,NA,0.21717178071258683,0,-0.020838351002653077,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q0,ph,0.011998511029674598,NA,0.8528790875866461,0,-0.020838351002653077,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q0,t360_mean,0.036283578912531686,NA,0.5745253822729066,0,-0.020838351002653077,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q1,mos,0.038360289429903875,NA,0.4550402649321058,0,-0.03862488824995913,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q1,ph,0.009455173567785476,NA,0.8591341248078457,0,-0.03862488824995913,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q1,t360_mean,0.013076620783804602,NA,0.805705450459011,0,-0.03862488824995913,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q2,mos,0.03347620430189949,NA,0.46207733149727204,0,-0.03796391404257604,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q2,ph,-0.0024396527105669664,NA,0.9587986928129728,0,-0.03796391404257604,1,1
workflow_filtering,rtu_species_only_drop_unresolved,rtu_mixed_best_available,q2,t360_mean,0.017891954478090246,NA,0.7043170927218587,0,-0.03796391404257604,1,1
