full_wing,log_BL.trend,SE,df,lower.CL,upper.CL
not_fully_winged,0.9632379644515942,0.8471841803217591,28.164320922165903,-0.7716841352389648,2.698160064142153
fully_winged,1.750517093054187,1.1577017984985483,32.393216790179906,-0.6065221563196252,4.1075563424279995
