npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
10,500.8673578525836,532.7969263614857,-240.4336789262918,480.8673578525836,NA,NA,NA
15,506.0076294425618,553.9019822059149,-238.0038147212809,476.0076294425618,4.85972841002183,5,0.4332380484488165
