npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
10,438.55400607162227,469.4299694239461,-209.27700303581113,418.55400607162227,NA,NA,NA
11,440.18936509366034,474.15292478121654,-209.09468254683017,418.18936509366034,0.3646409779619262,1,0.5459399847305993
