npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
10,438.55400607162227,469.4299694239461,-209.27700303581113,418.55400607162227,NA,NA,NA
15,442.1719196288007,488.48586465728647,-206.08595981440035,412.1719196288007,6.38208644282156,5,0.27079470774993175
