varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,n_replicates,delta_alpha_med,delta_alpha_p10,delta_alpha_p90,delta_gamma_med,delta_gamma_p10,delta_gamma_p90,delta_occupancy_med,delta_occupancy_p10,delta_occupancy_p90,apparent_differentiation_probability,apparent_homogenisation_probability
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,-18.959842001316655,-19.08962567104131,-18.533570701430627,-34.74576271186441,-35.22399056881816,-34.29433311786253,24.389354002110263,23.64622735037633,25.068994160369627,0,1
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,-25.150100066711143,-25.53911406128155,-23.39240160971284,-36.0655737704918,-36.409861325115564,-34.86455164421267,17.076023391812868,15.154029200475366,19.686436787903325,0,1
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,-71.05508870214751,-73.92627795407036,-68.69357570761125,-83.11688311688312,-86.23859649122807,-81.70829170829171,73.02573203194322,70.33965294489747,93.17849392103076,0,1
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,-12.244897959183685,-13.174409026234997,-8.449259221761002,-38.96103896103896,-42.676008202323985,-36.47179487179487,48.178694158075615,39.80667568232113,52.95216930830624,0,1
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,48.10671256454388,45.9293551692643,49.07505030997905,55.84415584415584,54.83253588516747,61.189743589743586,-6.83610016101271,-7.677360433955021,-4.358287242436395,1,0
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,8.683473389355745,8.085080508634586,9.611614158497328,41.55844155844156,37.57229437229437,42.22672064777328,-23.319532958087176,-23.76435424377069,-20.60496035354889,1,0
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,62.73291925465836,60.5328028602535,63.79906179339204,58.97435897435897,55.225563909774436,61.49610389610389,2.4071417184760078,0.5175525622873332,4.665697921674258,0,0.8
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,22.19531880548831,21.77516789848469,22.978777001956857,51.94805194805195,50.259740259740255,53.02564102564102,-19.563288453377574,-20.014567732835772,-18.611276071012043,1,0
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,32.95985060690942,31.483687099138585,33.42527283573709,55.84415584415584,52.747778537252216,57.76410256410256,-15.707796055416043,-15.815311884847723,-12.875001369517825,1,0
mean_genera_per_family,Mean genera per family,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,0,0,0,0,0,0,0,0,0,0,0
mean_genera_per_family,Mean genera per family,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,30.650684931506845,26.272171057839834,34.18041335839855,0,0,0,30.65068493150686,26.272171057839834,34.18041335839857,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,4.8971596474045125,4.011220762446769,5.328181360408596,0,0,0,4.897159647404505,4.01122076244677,5.328181360408596,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,41.09589041095891,37.78527546459479,48.19983316071489,0,0,0,41.0958904109589,37.7852754645948,48.19983316071489,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,11.643835616438357,10.296594249064771,12.303008462691267,0,-0.7500000000000001,0,11.643835616438356,11.0501217951266,12.303008462691267,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,18.749999999999986,16.228981868582725,20.02982774161514,0,0,0,18.75,16.228981868582714,20.02982774161514,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,28.767123287671215,26.122535659040377,34.27350931640371,0,-0.7500000000000001,0,28.767123287671247,27.072330069668357,34.27350931640372,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,4.576144036008995,4.177358836195188,6.227761528450479,0,0,0,4.576144036008993,4.177358836195188,6.227761528450488,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,43.15068493150684,35.6056602090221,47.37520412396212,0,0,0,43.15068493150684,35.6056602090221,47.375204123962135,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,10.616438356164368,9.870532959873131,12.774370290625317,0,0,0,10.616438356164386,9.870532959873136,12.774370290625319,0,1
mean_genera_per_family,Mean genera per family,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,17.380136986301363,16.42259811183952,20.54350756450045,0,0,0,17.380136986301373,16.422598111839505,20.54350756450044,0,1
mean_genera_per_family,Mean genera per family,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,65.4309545875811,59.657688394701395,72.20047347412871,161.53846153846155,152.76923076923077,165.72495997153533,-36.54295926922908,-37.71258467031585,-34.30550927323912,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,8.619000979431936,7.805600695722816,9.357540390122656,58.9041095890411,52.58741258741259,73.11538461538461,-31.644939038805774,-36.915171154878266,-29.34356595745284,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,108.2483781278962,94.8594426003761,120.28444540692361,173.75,170.32665964172813,186.55344655344658,-26.192365335449175,-28.71551068357481,-20.124747294391312,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,24.874371859296488,22.18924838662069,25.990543048180935,118.75,110.30969030969031,127.55532139093782,-42.70694119612428,-45.13442098506455,-41.02648459531657,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,35.708927231807934,32.95415592824406,40.24377519330247,138.75,126.35364635364635,144.13066385669126,-42.27306116997596,-42.98998795237366,-40.94108364513475,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,69.97219647822057,64.18988736910255,74.92511529242688,156.4102564102564,147.9794520547945,166.2237762237762,-34.686110552028246,-36.28628624997428,-31.165095952698618,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,8.43373493975904,7.7293614908832335,9.139018422947448,66.66666666666667,57.594734033090205,79.53846153846153,-35.017123287671225,-39.10195242757095,-31.604124451068152,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,115.82895723930982,110.38417103609378,127.81237234162981,176.25,171.22576054082901,188.20512820512823,-21.87187068260278,-24.672609322747743,-18.33059026240845,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,23.72567191844301,22.037478547719104,26.614003743825233,120.51282051282051,114.79220779220779,127.22866174920969,-43.5720999215321,-45.45768611561577,-42.12481137222553,1,0
mean_genera_per_family,Mean genera per family,2,2,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,40.74436826640549,36.80236411842685,42.114185384755096,140,136.11169652265542,152.2977022977023,-42.23276442847518,-43.6664740118454,-41.45296565959856,1,0
mean_genera_per_family,Mean genera per family,2,2,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,-1.1725293132328267,-2.5498172504201246,-0.4452054794520578,-6.410256410256411,-12.292207792207792,-3.3860203723217444,5.660067554888347,3.0719235446639566,11.425158913655332,0,1
mean_genera_per_family,Mean genera per family,2,2,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,-32.804232804232804,-33.49389534268605,-31.803229571306638,-37.06896551724138,-37.096774193548384,-35.576470588235296,5.906346351490246,4.009756383399499,8.01496549410798,0,1
mean_genera_per_family,Mean genera per family,2,2,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,-8.510638297872328,-8.933438244474788,-7.664629988381851,-30.476190476190474,-30.872941907424668,-29.09090909090909,30.64321350589785,29.52277758912018,32.750319516495374,0,1
mean_genera_per_family,Mean genera per family,2,2,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,-40.10638297872341,-41.2163548888792,-38.910274422061406,-37.06896551724138,-38.46075692151384,-36.69467787114846,-3.580538497874352,-6.402816594054232,-2.417137853424803,1,0
mean_genera_per_family,Mean genera per family,2,2,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,-18.839487565938196,-19.485973199652946,-18.32038332038332,-34.74576271186441,-35,-33.735537190082646,23.8942901234568,22.36002176762502,24.822959777455168,0,1
mean_genera_per_family,Mean genera per family,2,2,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,-24.62908011869436,-24.944989402605145,-23.861312197892182,-35.833333333333336,-36.24441132637854,-34.58430913348946,17.159013356731997,15.68248818399818,18.864828567372744,0,1
mean_genera_per_family,Mean genera per family,2,2,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,-71.94298574643662,-74.83714626683764,-67.3227712181541,-84.93150684931507,-86.56676656676657,-80.1923076923077,71.20174346201745,51.67943053602596,114.8067285958557,0,1
mean_genera_per_family,Mean genera per family,2,2,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,-10.385259631490783,-14.18498111305495,-9.212550941384087,-40,-41.37342109944849,-35.8974358974359,44.65981823565588,38.467719945061646,53.49421162892946,0,1
mean_genera_per_family,Mean genera per family,2,2,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,47.11067580803133,46.59715442559268,48.49697980169615,57.534246575342465,55.227272727272734,61.79487179487179,-6.6167014435975,-8.70661429247413,-4.791373125405327,1,0
mean_genera_per_family,Mean genera per family,2,2,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,8.989726027397259,8.355242076850868,9.884111145100247,41.0958904109589,39.07692307692308,47.29270729270729,-22.355588897224305,-25.588529593945637,-22.04789687231063,1,0
mean_genera_per_family,Mean genera per family,2,2,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,60.87328767123286,59.92881668017395,63.89649824656182,58.9041095890411,57.00649350649351,62.56410256410256,0.6550850311002936,0.050329386659328026,3.4303971367821955,0,0.6
mean_genera_per_family,Mean genera per family,2,2,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,22.891566265060238,21.779465434429124,24.07517037241,54.54545454545455,48.571917808219176,55.8974358974359,-20.304539793954483,-20.482910305030984,-17.956296411086413,1,0
mean_genera_per_family,Mean genera per family,2,2,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,32.48312078019503,30.28195564380878,33.498912542322365,53.75,50.88774239459171,60.256410256410255,-13.832116565726801,-17.807175604047632,-12.941643125512254,1,0
mean_genera_per_family,Mean genera per family,2,2,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,0,0,0,0,-0.7500000000000001,0,0,0,0.7594936708860691,0,0.2
mean_genera_per_family,Mean genera per family,4,4,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,31.47964250248262,25.346900864142242,35.149514238298366,0,0,0,31.479642502482616,25.346900864142242,35.149514238298366,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,4.429301533219767,3.9931318210947047,5.004306632213602,0,0,0,4.429301533219767,3.993131821094705,5.004306632213605,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,43.49553128103277,34.20493937735318,51.93639977285633,0,0,0,43.49553128103276,34.20493937735317,51.93639977285633,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,12.947189097103914,9.500257086463991,15.595020900210152,0,0,0,12.947189097103923,9.50025708646399,15.595020900210148,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,19.662363455809338,14.615780133021524,21.423609735483268,0,-0.7692307692307694,0,19.662363455809327,15.497361605735989,21.423609735483282,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,29.49354518371401,24.593057006850117,34.86276736702631,0,0,0,29.493545183713987,24.593057006850103,34.862767367026315,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,3.940886699507396,3.5150578944024855,5.4023216195871715,0,0,0,3.9408866995074003,3.5150578944024815,5.402321619587184,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,43.49553128103277,34.32220397737639,50.41665015913262,0,0,0,43.49553128103276,34.3222039773764,50.41665015913262,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,13.373083475298131,10.083262841883531,15.221306154079073,0,0,0,13.373083475298122,10.083262841883531,15.221306154079075,0,1
mean_genera_per_family,Mean genera per family,4,4,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,20.25819265143992,14.72491748353817,21.06299715190013,0,0,0,20.25819265143991,14.724917483538176,21.062997151900127,0,1
mean_genera_per_family,Mean genera per family,4,4,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,62.60647359454855,58.987079331906926,72.62417171102882,158.66666666666666,142.8744939271255,175.2935064935065,-36.29849488048613,-39.270602475411565,-32.923760505795826,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,9.540034071550242,8.73075274839509,10.918352676048805,72,64.8178137651822,79.72987012987014,-36.40205917112353,-38.269414649156566,-33.96306669156202,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,108.4327086882453,96.67894047204393,120.70940111724389,170.66666666666666,164.8178137651822,186.88831168831166,-24.22902694834787,-27.32909159386824,-20.345393644483806,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,24.663299663299668,22.07945552655652,27.86181484133032,106.49350649350649,100.2834008097166,133.06666666666666,-39.635832651164854,-45.068124530136515,-39.03905481556401,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,35.34923339011924,33.78663482111759,42.098540192810546,126.3157894736842,117.02297702297702,149.6,-40.19452478111009,-43.02042784915584,-38.350379463490484,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,69.9318568994889,66.43595229802128,77.12529092220092,164,162.04032809295967,171.24102564102566,-35.99153749838091,-36.810824712805896,-33.71482255389131,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,8.045977011494267,7.664778204772663,8.527880593421797,64.93506493506493,55.43157894736842,68.55384615384615,-34.16447944006999,-35.74419105688144,-30.73002302429328,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,114.86042692939246,108.71620807736649,128.26822064668767,178.94736842105263,174.76923076923077,190.08831168831168,-23.78462867550466,-25.221016403962246,-18.61482243149464,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,23.68647717484928,23.530909162114007,27.36701674139607,118.66666666666667,106.66666666666666,129.11168831168828,-42.970822281167095,-44.62074611314251,-40.071372103639874,1,0
mean_genera_per_family,Mean genera per family,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,40.40404040404041,36.100961444320426,41.85158669674039,138.96103896103895,132.00404858299595,154.66666666666666,-41.454682494818165,-44.47176767629051,-41.24907819879303,1,0
