varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,n_replicates,delta_alpha_med,delta_alpha_p10,delta_alpha_p90,delta_gamma_med,delta_gamma_p10,delta_gamma_p90,delta_occupancy_med,delta_occupancy_p10,delta_occupancy_p90,apparent_differentiation_probability,apparent_homogenisation_probability
mean_genera_per_family,Mean genera per family,8,8,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,33.29979879275653,32.63807016053681,33.63148685361698,52.56410256410256,51.41525141525142,58.421052631578945,-12.627022640041929,-15.904903760455614,-12.232049732130708,1,0
mean_genera_per_family,Mean genera per family,8,8,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,0,0,0,0,0,0,0,0,0,0,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,8.454312553373187,6.1628948820969605,13.21914098490901,0,0,0,8.454312553373196,6.162894882096968,13.219140984909004,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,1.857010213556168,0.9759195929273854,2.6590670655465627,0,0,0,1.857010213556179,0.9759195929273927,2.659067065546558,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,10.77065923862582,8.148945129413988,15.531151043822248,0,0,0,10.770659238625823,8.148945129413992,15.531151043822248,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,3.621169916434539,2.612206668844233,5.739862993681683,0,0,0,3.6211699164345514,2.6122066688442303,5.739862993681674,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,5.7216054654141875,4.366113414545446,8.549796258007278,0,0,0,5.721605465414182,4.366113414545441,8.549796258007271,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,7.344150298889833,6.343666696618433,12.356118428478561,0,0,0,7.344150298889838,6.343666696618451,12.356118428478553,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,1.0213556174558924,0.8734430771289272,2.0040827147865903,0,0,0,1.0213556174558958,0.8734430771289302,2.004082714786579,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,10.306406685236768,8.28880747086858,16.166570563328893,0,0,0,10.306406685236777,8.28880747086857,16.166570563328893,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,3.2497678737233056,2.6805243460432084,5.861381945580723,0,0,0,3.249767873723313,2.680524346043205,5.861381945580713,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,4.782237403928271,4.161431523818078,8.726422234608224,0,0,0,4.782237403928276,4.161431523818088,8.726422234608227,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,26.9000853970965,25.657828168973964,31.71416873548965,51.282051282051285,45.26315789473684,58.73593073593074,-16.11689270361417,-18.072261509970286,-12.395761169566917,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,6.082949308755762,4.275948119947467,6.337606359823875,28.571428571428573,20.526315789473685,31.50769230769231,-17.993014254696497,-19.13822266702995,-13.251540078493594,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,40.26776519052521,37.598665129256574,44.41966853077675,53.333333333333336,48.94736842105263,62.3043623043623,-9.731917451412542,-12.629165009674722,-5.056416703441653,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,12.38257899231427,11.763178252264993,13.781981952132684,42.10526315789474,32.045614035087716,46.53346653346653,-21.02845800540079,-22.48645138265146,-15.008490704120568,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,18.125643666323377,15.977332383602183,20.112588146847383,45.333333333333336,42.10526315789474,50.40959040959041,-18.863287250384023,-20.744720891066486,-17.28631367354038,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,31.513903192584966,29.571778817584722,34.122507452890396,51.31578947368421,48.144399460188936,58.2025974025974,-13.633139863075163,-16.104564440291593,-10.95825053305971,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,4.953031596925708,4.344968266584196,5.472576587327769,26.31578947368421,20.92276144907724,31.794871794871796,-17.476958525345626,-19.988336238979414,-13.248481669345601,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,46.02903501280956,42.14198863825123,50.51225555742256,55.26315789473684,52.05128205128205,65.79047619047618,-5.865580735544241,-11.280860654804851,-3.885257326254391,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,13.8343296327925,13.093499504050648,14.070362858533542,42.30769230769231,39.73684210526316,46.964502164502164,-20.008308906686363,-22.376224183620845,-19.056523812511983,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,18.57010213556175,17.327330612694656,21.645895804148694,46.666666666666664,44.473684210526315,54.552114552114546,-19.983393531780635,-21.926389185332958,-17.210975572866538,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,-0.46082949308755594,-0.8079155317285298,-0.07428040854224678,-2.5974025974025974,-3.4526315789473685,-1.2955465587044537,1.7071651090342637,1.0392961876832874,3.211169861903249,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,-34.88943488943489,-35.405735204392926,-33.13167677589675,-44.85294117647059,-46.81809469043512,-43.36499321573949,17.744966442953018,16.04915494243301,24.63407266176065,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,-8.317580340264644,-9.729432442423807,-8.064417422770937,-35.294117647058826,-36.83782685272998,-34.26086956521739,39.91503823279525,38.592615412955354,45.59612933001587,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,-41.42212189616252,-41.8812871285877,-41.03474611594811,-45.925925925925924,-47.81826654240447,-44.927536231884055,8.328952657781619,5.531347055985492,12.950964521601408,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,-19.46354883081156,-20.010850407578758,-18.058979509843304,-40.94488188976378,-42.656330749354005,-40.26988636363636,38.47233468286098,34.86908830333401,40.557676817211416,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,-25.555555555555557,-26.8239942336955,-24.84056040244561,-42.96296296296296,-44.024545069826495,-41.98660714285714,28.45744680851064,27.548658643077744,34.08519370780174,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,-37.384140061791975,-41.4052864938361,-26.64729214536026,-58.666666666666664,-64.32523616734143,-56.53451811346548,59.38758082225205,50.39065340782648,76.4352196448531,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,-1.6589861751152128,-3.23193931347421,-1.6326412152244347,-10.666666666666666,-13.834586466165414,-6.234817813765183,9.030058620546296,4.91287266125425,12.91420611497226,0,1
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,50.04248088360238,49.750741306496536,51.4887677753045,77.63157894736842,76.24935064935065,82.55735492577598,-15.049477735019241,-17.81748395789476,-14.560952754091373,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,8.650875386199788,8.486297061730617,9.39177967694213,48.68421052631579,46.67368421052632,54.10589410589411,-27.102483585498142,-28.992473024850447,-25.92067780857345,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,66.01671309192201,65.80724892860701,66.32019775558727,81.57894736842105,77.72813852813853,89.34547908232119,-8.685204256779953,-12.307205232813232,-6.477316281644164,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,23.594470046082957,22.704780572279482,24.25001334363491,73.6842105263158,67.53246753246754,74.08906882591094,-28.252660487469953,-29.189659377353124,-26.60245229479603,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,33.890436397400194,32.574864622437794,34.754760869991095,73.6842105263158,71.4909090909091,79.7165991902834,-23.640144061188877,-25.488044794645905,-21.842080001013912,1,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,0,0,0,0,0,0,0,0,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,13.918439716312063,11.668899283594142,17.06076810889645,0,0,0,13.918439716312061,11.66889928359415,17.06076810889646,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,2.0390070921985854,1.6705041683207644,2.3602679505966124,0,0,0,2.0390070921985877,1.6705041683207584,2.3602679505966147,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,21.2396694214876,15.250306920076452,22.923237380058406,0,0,0,21.239669421487605,15.250306920076461,22.923237380058406,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,6.942148760330575,4.948111081757286,7.672507300792654,0,0,0,6.942148760330581,4.948111081757293,7.672507300792656,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,10.017730496453899,8.061352934777535,10.78658240155567,0,0,0,10.017730496453906,8.061352934777549,10.786582401555663,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,15.24822695035462,12.266049200453768,15.539134662129321,0,0,0,15.24822695035461,12.266049200453779,15.539134662129307,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,2.216312056737592,1.764347542308348,3.4584346135148265,0,0,0,2.2163120567375945,1.7643475423083461,3.4584346135148243,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,21.71985815602837,16.172310370013527,22.4331550802139,0,0,0,21.719858156028376,16.17231037001352,22.43315508021391,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,7.092198581560281,4.774091283469827,7.790309512234646,0,0,0,7.092198581560286,4.774091283469831,7.790309512234641,0,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,9.58677685950414,7.08171067149451,10.5398414685023,0,0,0,9.586776859504134,7.081710671494511,10.539841468502297,0,1
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,44.54148471615719,41.85148027561141,45.95430238210989,85,80.52307692307693,89.49956709956709,-22.394785703233786,-23.35275682547541,-20.97286322077203,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,7.254901960784313,6.165543524898419,7.567216427875424,41.333333333333336,35.169230769230765,43.993506493506494,-24.901799503122273,-25.403314963417262,-20.971925033136912,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,64.36681222707423,61.44039776885995,68.87311618862421,93.33333333333333,91.61538461538461,98.96103896103895,-14.608025132086244,-17.8969879230768,-13.465602508946168,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,18.72549019607844,16.283221019156507,20.218412790068207,66.25,54.41558441558442,67.46666666666667,-27.895612393428987,-29.252973862330094,-24.20434267174144,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,26.63755458515284,24.059021730900273,29.32766164316966,73.33333333333333,65.42564102564101,75.3603896103896,-26.408010012515643,-26.84652492038348,-24.700706476905893,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,50.13100436681222,45.85686883218496,50.78074866310162,93.33333333333333,87.13461538461539,100,-24.545454545454543,-25.161552225177253,-20.06557185204511,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,7.1174377224199254,6.443262411347525,7.763109459020534,41.333333333333336,39.84615384615385,48.66883116883116,-24.209360102061375,-27.927232188101758,-23.27378187175641,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,71.80851063829789,65.77334535113211,77.78220709771513,97.5,95.36463536463538,105.86666666666666,-11.835106382978722,-19.451339035370314,-9.598142844270669,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,19.237588652482277,18.2844881724932,21.03006243458805,71.7948717948718,60.5,73.74891774891773,-29.857530529172326,-30.880147287775134,-26.25513266356503,1,0
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,28.333333333333332,27.43299008101765,29.87209931791115,78.66666666666667,76.16883116883116,82.53333333333333,-28.49365273277739,-29.814324773771894,-26.73656270736563,1,0
mean_species_per_genus,Mean species per genus,2,2,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,-1.8340611353711833,-3.029620358781812,-0.4628099173553707,-5,-6.693306693306694,-2.400000000000001,2.889576883384942,1.7132853377394874,4.398646918029029,0,1
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,-34.21342134213422,-34.90337134894544,-33.6350787326883,-41.86046511627907,-43.13511050353155,-41.42230026338894,13.405067155067162,12.887482530610548,14.678778514326334,0,1
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,-8.486789431545226,-9.245627671978232,-7.498199129318164,-33.6283185840708,-35.50239234449761,-30.153702841173732,36.45053763440859,32.454757791927754,41.476951130611894,0,1
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,-41.94664031620553,-42.43062510902875,-40.973293499909474,-42.857142857142854,-44.138042078145126,-42.36239453595822,2.395833333333338,0.3043943832217366,4.537720161325563,0,0.6
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,-19.787516600265615,-20.486248005256734,-18.915843355257724,-38.52459016393443,-40.806451612903224,-36.45161290322581,29.246680642907073,27.375644824508587,35.549853360455515,0,1
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,-26.35046113306983,-27.09060468735165,-25.507416301391032,-41.53846153846154,-42.07751937984496,-40.557057233517455,26.248147909553577,22.658537554929303,28.503470993877883,0,1
mean_species_per_genus,Mean species per genus,2,2,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,-51.06761565836298,-58.522595393001595,-43.06190598510146,-69.23076923076923,-73.70735930735931,-65.13333333333333,57.67676767676768,47.616197121573066,76.64321851770896,0,1
mean_species_per_genus,Mean species per genus,2,2,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,-4.54545454545454,-5.605757196495618,-2.875553621656903,-18.75,-22.231102231102234,-14.400000000000002,17.285067873303174,13.483243589772059,21.945488175145112,0,1
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,51.73553719008265,49.00333750521486,53.54142255512905,72.72727272727273,70.26666666666667,75.63076923076923,-12.153110047846894,-13.73527481154617,-11.180915469193074,1,0
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,9.96441281138791,9.13772492179999,10.18797601685303,49.333333333333336,45.7,54.01931401931402,-26.3631164209456,-28.676074484476935,-24.808738031530297,1,0
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,67.52066115702479,63.9445139758031,68.56955042036395,76.25,74.15917415917416,79.46666666666667,-5.9905100830367735,-6.741665910083189,-4.556706313692658,1,0
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,23.529411764705884,21.67566379461931,25.64934964024305,61.333333333333336,59.3525641025641,67.81298701298701,-24.821276595744678,-26.060587788718223,-21.94026982369254,1,0
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,34.54545454545455,32.625156445556954,35.749242412469506,68,66.76298701298701,68.73846153846154,-19.504643962848295,-21.137574408108797,-19.1968795163872,1,0
mean_species_per_genus,Mean species per genus,2,2,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,0,0,0,0,-0.7792207792207794,0,0,0,0.7894736842105263,0,0.2
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,33.10344827586207,30.166259530683256,36.240192000611955,0,0,0,33.103448275862085,30.16625953068325,36.24019200061194,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,5.633802816901424,4.385573229523836,6.225448679169189,0,0,0,5.633802816901408,4.385573229523828,6.2254486791691885,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,43.54679802955664,43.082093419202025,53.25257451019763,0,0,0,43.54679802955666,43.08209341920201,53.25257451019763,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,13.004926108374388,12.152787030868312,15.540957899467408,0,0,0,13.00492610837439,12.152787030868303,15.540957899467411,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,19.755600814663957,17.709526982012008,22.27017276070215,0,0,0,19.755600814663943,17.70952698201199,22.270172760702145,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,31.57894736842105,30.506703248737306,36.93307707753651,0,0,0,31.578947368421037,30.506703248737296,36.9330770775365,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,5.165692007797277,4.517672536028264,6.201346007076946,0,0,0,5.16569200779727,4.517672536028255,6.201346007076948,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,44.92610837438424,43.23191946110001,53.22293298145971,0,0,0,44.926108374384256,43.231919461100006,53.222932981459714,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,14.581280788177336,12.883855207639364,16.119101574825734,0,0,0,14.581280788177349,12.883855207639346,16.119101574825734,0,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,21.0126582278481,20.86929968599661,21.568055993803974,0,0,0,21.012658227848092,20.869299685996594,21.568055993803966,0,1
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,65.91133004926108,62.401608703498425,67.84432913269089,164.47368421052633,140.68825910931176,178.96103896103895,-36.69773199729054,-41.20038040106007,-31.455003716605745,1,0
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,9.164969450101838,8.881981544439052,9.616107779998526,68.42105263157895,54.41970310391363,74.02597402597402,-35.384389671361504,-36.992668677067826,-29.38306545089452,1,0
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,111.81262729124236,104.46268005237889,118.12964335721934,167.10526315789474,160.3778677462888,199.48051948051946,-20.577058409570725,-30.34109923565535,-18.395461354993472,1,0
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,25.485232067510566,22.324892691498867,26.612317489458135,112.98701298701299,97.35492577597842,124.49077238550922,-40.76557504536421,-44.65935367036688,-36.779793235983576,1,0
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,38.59649122807017,37.49176312872208,38.828557552209816,146.05263157894737,117.40890688259108,155.84415584415584,-43.52137782129497,-46.13191656774785,-36.45326806475621,1,0
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,71.82266009852218,70.12041304891558,76.21750757710822,163.1578947368421,148.50202429149797,187.79220779220776,-32.45633802816902,-40.23454411670184,-30.84210430310408,1,0
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,8.270042194092841,7.598646990864811,9.084853951293981,59.21052631578947,47.722277722277724,73.61244019138755,-31.68261205878761,-37.155250095058776,-26.981860965549828,1,0
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,122.70955165692008,121.71964323337315,129.2815118559458,184.21052631578948,171.05263157894734,197.9220779220779,-20.013074031704523,-24.665489345486577,-17.524198837641272,1,0
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,24.978902953586516,24.644457942775013,26.713938805245263,118.18181818181819,100.40485829959513,136.0287081339713,-42.73066926575699,-46.61896155034975,-37.504822699655136,1,0
