varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,metric,n_replicates,relative_delta_med,relative_delta_p10,relative_delta_p90
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,alpha_q2,5,-17.70150855669937,-18.14125077406997,-16.858442983624418
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,gamma,5,-39.84375,-41.3571854502087,-37.50387596899225
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,mean_bray_curtis,5,-0.22097209246098554,-0.5886585145148953,-0.06549402470721882
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,mean_jaccard,5,-1.5183276032649693,-2.1590954323798703,-1.4627076843803084
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,mean_occupancy,5,10.671320493967157,6.230593150554364,11.404711478427526
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,mean_sorensen,5,-2.4543776903888688,-3.429603011703772,-2.3548421609545707
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,alpha_q0,5,-8.360128617363355,-8.541317581821467,-7.015463842539388
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,alpha_q1,5,-3.3556038109650017,-3.5689589106243518,-2.89916181023274
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,alpha_q2,5,-1.7815472566414565,-1.9996767371067663,-1.6416167410126112
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,gamma,5,-30.275229357798164,-31.926719453501008,-28.411214953271028
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,mean_bray_curtis,5,-0.16196659276766925,-0.2316708281777746,-0.11834534174240388
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,mean_jaccard,5,-2.055768726157348,-2.102282713838112,-1.287862504648423
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,mean_occupancy,5,32.14221680352851,29.108315499708723,34.74190149156318
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,mean_sorensen,5,-3.2956135848575308,-3.3477594386179117,-2.1045132164250937
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,alpha_q0,5,-41.12299465240642,-41.727614536035475,-39.974679318720966
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,alpha_q1,5,-35.63257349733326,-36.797470494032225,-35.126921911004544
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,alpha_q2,5,-30.938163959880576,-31.683583786280636,-29.629102236781304
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,gamma,5,-40.15151515151515,-41.62494822178827,-39.90625
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,mean_bray_curtis,5,0.5600739440977274,-0.103175038877673,0.8463753012529525
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,mean_jaccard,5,0.41027570358823723,-0.12285103866870976,1.0929394457312795
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,mean_occupancy,5,-0.3214607175003155,-1.3155621304876313,0.2314143247391865
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,mean_sorensen,5,0.7947510234018912,-0.13399817901273509,1.9260177113593842
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,alpha_q0,5,-18.457648546144135,-19.575857019743978,-18.28243292417747
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,alpha_q1,5,-9.44414985266277,-9.863451597217445,-8.894609743465582
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,alpha_q2,5,-5.818578122574908,-6.061553116567408,-5.314430707001535
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,gamma,5,-36.36363636363637,-38.68555686737505,-35.91719614675138
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,mean_bray_curtis,5,-0.39289756140076887,-0.43958792132848235,-0.2753630317775208
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,mean_jaccard,5,-3.0961095508078906,-3.5656532420414235,-2.4902126546228103
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,mean_occupancy,5,28.099814597601114,27.278795928050393,31.37036029352219
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,mean_sorensen,5,-4.962968611551828,-5.686053882823605,-4.098767966627385
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,alpha_q0,5,-25.033025099075296,-26.818600816084913,-24.38253036713525
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,alpha_q1,5,-14.171536204342464,-15.143985993714335,-14.086369596324705
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,alpha_q2,5,-9.136844596267515,-9.684924437387657,-8.983373304995183
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,gamma,5,-38.4,-39.97676519943204,-36.993172268907564
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,mean_bray_curtis,5,-0.32204537545622486,-0.5322973189025266,-0.2811645235835978
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,mean_jaccard,5,-2.9134161787328567,-3.3933590338945594,-2.3671466361785964
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,mean_occupancy,5,22.281459419210726,18.500304701990935,23.045421106813414
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,mean_sorensen,5,-4.6816475235110895,-5.410030152484286,-3.9004674569755746
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q0,5,-73.02936630602781,-76.32691939092177,-70.5542917617442
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q1,5,-80.64901996975043,-83.301791333216,-75.39997036817832
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q2,5,-81.56023290040268,-83.53017523408391,-75.09443597551356
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,gamma,5,-83.11688311688312,-85.52298467688207,-82.89473684210526
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_bray_curtis,5,-60.40584451844856,-62.018942359455195,-55.71729866456588
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_jaccard,5,-25.644178883649335,-34.604221679818956,-20.818661713060536
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_occupancy,5,63.898466294138636,58.722951147459526,73.76927187730718
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_sorensen,5,-33.81583487277204,-45.02974262230069,-28.400533952358373
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q0,5,-6.962663975782039,-9.12526905680772,-4.330562551988503
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q1,5,-6.649649063288667,-9.775825257054796,-4.425027229897587
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q2,5,-6.577829644584055,-10.46706040797749,-3.719389610073876
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,gamma,5,-26.31578947368421,-31.88874083944037,-24.080656185919345
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_bray_curtis,5,-5.6683590220192395,-8.175393504915165,-3.7533860440941913
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_jaccard,5,-6.92861537676159,-10.011796061116756,-5.150596855042819
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_occupancy,5,28.350822799904606,24.63570346907259,34.05201699875672
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_sorensen,5,-10.684673393709788,-15.332434413317827,-8.328860363613586
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q0,5,49.25503943908852,46.93055115826053,51.098986115069835
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q1,5,31.211838286984026,30.005109620772167,31.637150768244993
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q2,5,20.990369906997696,20.366221467630915,21.200450650228177
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,gamma,5,67.53246753246754,61.06595602931379,71.3157894736842
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_bray_curtis,5,0.40425844980887105,0.1632519825331007,0.5451949405975973
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_jaccard,5,1.9258673482111737,1.5080156271739038,2.302021210975772
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_occupancy,5,-11.592552827495082,-12.162170606542617,-7.717866496497165
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_sorensen,5,3.15747105943377,2.456000967188436,3.7518214630037754
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q0,5,9.17537746806039,8.584157937784129,10.373204279005641
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q1,5,3.5424427859169856,3.2476297600382864,4.336809640007717
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q2,5,1.8619177846075203,1.7207151771057547,2.436055941569511
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,gamma,5,44.15584415584416,42.631578947368425,50.379746835443036
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_bray_curtis,5,0.21353450712973168,0.18585647692445972,0.2341519786711253
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_jaccard,5,2.0375294292655104,1.588922744176026,2.214957138514391
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_occupancy,5,-23.877718462636793,-27.5207903795083,-23.219959856436624
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_sorensen,5,3.307402819550494,2.620390595171924,3.5666822633572535
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q0,5,63.978965819456604,62.20457065677653,66.43395205714518
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q1,5,54.12738347142886,52.14691455555001,55.6584078630184
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q2,5,43.25531695517333,41.486045234264665,44.336211760630775
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,gamma,5,68.42105263157895,64.73017988007994,71.742993848257
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_bray_curtis,5,-0.14985688438510575,-0.40281699137903626,0.24042113112658806
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_jaccard,5,0.18586123190909556,-0.5579467768826837,0.48641166137933817
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_occupancy,5,-3.1747263836063007,-3.4746269299743116,-0.5839091499412237
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_sorensen,5,0.26087372267063813,-1.0000069376782856,0.7520881316830996
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q0,5,22.611744084136706,19.939922985384694,24.637810985789322
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q1,5,10.057370815107545,9.175309780104598,10.715579627762722
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q2,5,5.51741788402383,5.173042959147299,6.007458434121312
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,gamma,5,56.962025316455694,53.800410116199586,61.8421052631579
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_bray_curtis,5,0.4268786039850165,0.33601360370590705,0.5249527015899469
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_jaccard,5,3.195945732095002,2.48886420110197,3.5581298724021724
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_occupancy,5,-22.63864102055654,-23.325729263520458,-21.539764488437935
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_sorensen,5,5.237935639188183,4.157299379882201,5.792975927451954
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q0,5,32.69062226117441,30.51368030980525,33.97986190689477
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q1,5,16.06971039522952,15.595533938227131,16.626716192728527
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q2,5,9.48907989820697,9.211285785460648,10.09711661523188
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,gamma,5,63.29113924050633,60.054682159945315,65.26315789473684
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_bray_curtis,5,0.4150471708619275,0.4053221235434559,0.5164152871455021
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_jaccard,5,2.774287745062022,2.478493670864596,3.6224567169443285
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_occupancy,5,-18.368408826945416,-20.15719918533211,-17.378802553702453
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_sorensen,5,4.486283664816482,4.159467277866856,5.926627778359952
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q0,5,0,0,0
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q1,5,0,0,0
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q2,5,0,0,0
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,gamma,5,-1.2987012987012987,-2.804796802131912,0
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_bray_curtis,5,-0.0012162101795785308,-0.00810157923919878,0
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_jaccard,5,-0.009588997943962695,-0.042719823598123007,0
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_occupancy,5,1.315789473684203,0,2.901754385964906
regional_observed_ratio,Regional / observed species ratio,6,6,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_sorensen,5,-0.0162937661383831,-0.06790696301186447,0
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q0,5,16.23762376237624,8.565207466898052,19.54486201846835
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q1,5,7.799402577944623,3.883579001135199,10.909839459053494
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q2,5,4.182379558386208,1.9377612182610076,7.095552401909132
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,gamma,5,0,0,0
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_bray_curtis,5,-0.6616853737991044,-1.1635206655283887,-0.4064794756483302
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_jaccard,5,-1.5689050820094481,-2.616239919128211,-0.9032661405255096
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_occupancy,5,16.237623762376224,8.565207466898059,19.54486201846836
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_sorensen,5,-2.57678573134423,-4.239350705530243,-1.4969144920266082
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q0,5,3.0693069306930707,1.1332447269201027,3.9243965916247463
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q1,5,0.997649397890508,0.43052357476077796,1.4290087594843466
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q2,5,0.4180849210457941,0.24996002559982589,0.6979812442100832
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,gamma,5,0,0,0
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_bray_curtis,5,-0.05581012568947783,-0.14554868486354383,-0.02978556855931399
regional_observed_ratio,Regional / observed species ratio,12,12,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_jaccard,5,-0.013863392261974005,-0.30228838608171943,0.11078523436076465
