varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,metric,n_replicates,relative_delta_med,relative_delta_p10,relative_delta_p90
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q0,5,-37.384140061791975,-41.4052864938361,-26.64729214536026
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q1,5,-44.3719267777517,-50.920015203065574,-28.523957696303814
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,alpha_q2,5,-46.3366680015,-54.96393262262727,-28.764735791294136
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,gamma,5,-58.666666666666664,-64.32523616734143,-56.53451811346548
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_bray_curtis,5,-29.721905584777016,-34.03244407355663,-21.500448083987678
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_jaccard,5,-18.50087254554609,-19.61419821562791,-16.934678949728408
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_occupancy,5,59.38758082225205,50.39065340782648,76.4352196448531
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,mean_sorensen,5,-26.64849381112272,-28.52997702250142,-24.93380463949061
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q0,5,-1.6589861751152128,-3.23193931347421,-1.6326412152244347
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q1,5,-1.890560466788916,-2.815193580744844,-1.4657621834328056
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,alpha_q2,5,-1.7768084536299873,-2.398791532731897,-1.3134226229360393
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,gamma,5,-10.666666666666666,-13.834586466165414,-6.234817813765183
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_bray_curtis,5,-1.9564965006369495,-2.826353921225188,-1.2939011608794169
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_jaccard,5,-2.2573260200943808,-3.66078524878299,-1.8487318063942264
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_occupancy,5,9.030058620546296,4.91287266125425,12.91420611497226
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,mean_sorensen,5,-3.6038929347773676,-5.838556741135362,-3.0735851285590248
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q0,5,50.04248088360238,49.750741306496536,51.4887677753045
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q1,5,31.34865595302972,30.202983602955626,31.95891180161565
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,alpha_q2,5,20.936642304835512,19.673008533694166,21.285501633749607
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,gamma,5,77.63157894736842,76.24935064935065,82.55735492577598
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_bray_curtis,5,0.5808666675088652,0.5420135078360977,0.6149564377333065
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_jaccard,5,2.8262495770437415,2.640788853027736,2.9958599891457176
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_occupancy,5,-15.049477735019241,-17.81748395789476,-14.560952754091373
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,mean_sorensen,5,4.7713722729754044,4.384330056596214,4.927228272704683
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q0,5,8.650875386199788,8.486297061730617,9.39177967694213
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q1,5,3.4680474687604685,3.2707372359823967,3.6592260316292666
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,alpha_q2,5,1.8364032762468074,1.675512699387574,1.9978945844272507
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,gamma,5,48.68421052631579,46.67368421052632,54.10589410589411
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_bray_curtis,5,0.18569902940550823,0.17537770334789426,0.2117240323204871
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_jaccard,5,1.9912006770940056,1.5735613150149357,2.1586532110391614
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_occupancy,5,-27.102483585498142,-28.992473024850447,-25.92067780857345
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,mean_sorensen,5,3.2920300121369106,2.58501927190531,3.4889191930880488
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q0,5,66.01671309192201,65.80724892860701,66.32019775558727
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q1,5,55.45914417297139,54.59828988795598,55.895864110820284
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,alpha_q2,5,43.99459101728054,42.705207629761574,44.20496326895184
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,gamma,5,81.57894736842105,77.72813852813853,89.34547908232119
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_bray_curtis,5,0.6232668278947217,0.4843792549125261,0.7121687878627723
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_jaccard,5,1.8548236400112548,1.4310566876965995,2.056663128036501
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_occupancy,5,-8.685204256779953,-12.307205232813232,-6.477316281644164
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,mean_sorensen,5,3.046496686778759,2.3241446287603305,3.4206743367022012
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q0,5,23.594470046082957,22.704780572279482,24.25001334363491
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q1,5,10.167056700050312,9.888653440192591,10.744928735373847
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,alpha_q2,5,5.573465363817611,5.3803977713783215,6.0512773138537534
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,gamma,5,73.6842105263158,67.53246753246754,74.08906882591094
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_bray_curtis,5,0.4176556339962803,0.3950387192780693,0.4619861656410773
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_jaccard,5,3.3013501633021134,2.901218857454297,3.8576371163343968
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_occupancy,5,-28.252660487469953,-29.189659377353124,-26.60245229479603
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,mean_sorensen,5,5.496322745801525,4.843368830309993,6.343545039250346
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q0,5,33.890436397400194,32.574864622437794,34.754760869991095
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q1,5,16.802196236938485,16.765065568666266,17.738649380827166
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,alpha_q2,5,10.258651923246067,10.114220147129057,10.958782022654566
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,gamma,5,73.6842105263158,71.4909090909091,79.7165991902834
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_bray_curtis,5,0.5182056354990378,0.4823840392742148,0.559210334943742
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_jaccard,5,3.4938375506269943,2.984609684651529,3.733850082771562
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_occupancy,5,-23.640144061188877,-25.488044794645905,-21.842080001013912
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,mean_sorensen,5,5.905414704627177,4.997527004967592,6.139252499188611
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q0,5,0,0,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q1,5,0,0,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,alpha_q2,5,0,0,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_bray_curtis,5,0,0,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_jaccard,5,0,0,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_occupancy,5,0,0,0
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,mean_sorensen,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q0,5,13.918439716312063,11.668899283594142,17.06076810889645
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q1,5,7.1870208623647,5.774272151020078,8.976409111418716
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,alpha_q2,5,4.27063021199459,3.2676517156200626,5.400770660529374
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_bray_curtis,5,-0.9046024750059979,-1.0702070723830923,-0.7257730089813179
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_jaccard,5,-1.5664706498666736,-2.374553663804867,-1.116845113272265
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_occupancy,5,13.918439716312061,11.66889928359415,17.06076810889646
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,mean_sorensen,5,-2.5961125666081384,-3.863657946106491,-1.77221376575523
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q0,5,2.0390070921985854,1.6705041683207644,2.3602679505966124
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q1,5,0.7780247799407435,0.6286033991904783,0.8819590794583112
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,alpha_q2,5,0.374427866157137,0.3076402467635536,0.4888730972501685
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_bray_curtis,5,-0.0726638834845784,-0.09288420959968335,-0.05219432718780191
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_jaccard,5,-0.010425214892170239,-0.28620529160794395,0.03280815841440032
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_occupancy,5,2.0390070921985877,1.6705041683207584,2.3602679505966147
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,mean_sorensen,5,-0.0403688339450384,-0.4700356678503972,0.042175102857727215
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,alpha_q0,5,21.2396694214876,15.250306920076452,22.923237380058406
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,alpha_q1,5,12.66270343238512,9.179479444404262,15.052086800966634
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,alpha_q2,5,7.846451280387442,5.689589312785461,10.127744709066942
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,mean_bray_curtis,5,-1.632520708124858,-1.9168376228738628,-1.360458493092355
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,mean_jaccard,5,-3.384217313059992,-4.050323787039544,-2.6046834604674474
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,mean_occupancy,5,21.239669421487605,15.250306920076461,22.923237380058406
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,mean_sorensen,5,-5.216655318220325,-6.544975569566489,-4.065316559228215
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,alpha_q0,5,6.942148760330575,4.948111081757286,7.672507300792654
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,alpha_q1,5,2.7267190066440117,1.935752792784227,3.291507674920764
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,alpha_q2,5,1.4529902366632903,0.9960953459793928,1.892538985361507
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,mean_bray_curtis,5,-0.24942396039433418,-0.3135305853836568,-0.22014754767887537
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,mean_jaccard,5,-0.50891128060566,-0.858717840297939,-0.14778033251114342
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,mean_occupancy,5,6.942148760330581,4.948111081757293,7.672507300792656
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,mean_sorensen,5,-0.8670884496457332,-1.4395099065093604,-0.26126797159165005
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,alpha_q0,5,10.017730496453899,8.061352934777535,10.78658240155567
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,alpha_q1,5,4.5777931700707635,3.48900439264526,4.7320823955442135
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,alpha_q2,5,2.4802681845008423,1.7965249964493397,2.622070160264457
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,mean_bray_curtis,5,-0.4514255091211945,-0.5231975023832982,-0.39993415416188227
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,mean_jaccard,5,-0.8667396132596604,-1.292814526448741,-0.5353771222605679
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,mean_occupancy,5,10.017730496453906,8.061352934777549,10.786582401555663
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,mean_sorensen,5,-1.4776808877296654,-2.1186058763299584,-0.8665262939856642
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,alpha_q0,5,15.24822695035462,12.266049200453768,15.539134662129321
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,alpha_q1,5,8.004800898986323,6.299157995144613,8.981449047604197
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,alpha_q2,5,4.695701482475652,3.790522833855019,6.243647577318924
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,mean_bray_curtis,5,-0.821928941320899,-0.9624772727346971,-0.6669457159339431
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,mean_jaccard,5,-2.1073458834308916,-2.6943255577336815,-1.73050303916003
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,mean_occupancy,5,15.24822695035461,12.266049200453779,15.539134662129307
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,mean_sorensen,5,-3.5059384403554987,-4.2343471762172555,-2.7347834387537713
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,alpha_q0,5,2.216312056737592,1.764347542308348,3.4584346135148265
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,alpha_q1,5,0.947746834388798,0.6295169892355805,1.3077846098541266
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,alpha_q2,5,0.5575154782359777,0.32100628172583334,0.6809258145413157
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,gamma,5,0,0,0
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,mean_bray_curtis,5,-0.054589026059929616,-0.07246718311335287,-0.02214923926318689
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,mean_jaccard,5,-0.1528353599738785,-0.25785759092136273,0.004169750386280355
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,mean_occupancy,5,2.2163120567375945,1.7643475423083461,3.4584346135148243
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,mean_sorensen,5,-0.2486662918773744,-0.44554903605280416,-0.005848975578575263
