varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,n_replicates,alpha_q0_spearman_med,bray_spearman_med,jaccard_spearman_med,sorensen_spearman_med
mean_genera_per_family,Mean genera per family,8,8,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,0.8162079013111774,0.988238891098127,0.7812526020645214,0.7812526020645214
mean_genera_per_family,Mean genera per family,8,8,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,0.9507672550361526,0.999081564310964,0.9734902799473335,0.9734902799473335
mean_genera_per_family,Mean genera per family,8,8,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,0.8009621983532902,0.96785427061536,0.6641484172194725,0.6641484172194725
mean_genera_per_family,Mean genera per family,8,8,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,0.8922452958040037,0.9973134955599524,0.9281530409375235,0.9281530409375235
mean_genera_per_family,Mean genera per family,8,8,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,0.8357452001406803,0.9943580792242875,0.8678158040031484,0.8678158040031484
mean_genera_per_family,Mean genera per family,8,8,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,0.8452404825343734,0.9888762831374734,0.7849268946152219,0.7849268946152219
mean_genera_per_family,Mean genera per family,8,8,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,0.9465773789121692,0.9988926259779046,0.9666939418015077,0.9666939418015077
mean_genera_per_family,Mean genera per family,8,8,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,0.7983763894703544,0.9711506551174022,0.7059155949373308,0.7059155949373308
mean_genera_per_family,Mean genera per family,8,8,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,0.9198524172973962,0.9971988583437962,0.9212228004633267,0.9212228004633267
mean_genera_per_family,Mean genera per family,8,8,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,0.8823179463702032,0.9937962706681215,0.8664264092683431,0.8664264092683431
mean_genera_per_family,Mean genera per family,8,8,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,0.9864885161996206,0.9506937840821849,0.9595324886555742,0.9595324886555742
mean_genera_per_family,Mean genera per family,8,8,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,0.9222623637282581,0.9848614495026708,0.8674262112662089,0.8674262112662089
mean_genera_per_family,Mean genera per family,8,8,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,0.9422466541609714,0.998468034505216,0.9790780784837151,0.9790780784837151
mean_genera_per_family,Mean genera per family,8,8,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,0.9290657912159488,0.9673670093875023,0.8668873003843006,0.8668873003843006
mean_genera_per_family,Mean genera per family,8,8,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,0.9177615482064018,0.9956582190710697,0.9358775681542855,0.9358775681542855
mean_genera_per_family,Mean genera per family,8,8,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,0.91121845275219715,0.992802293086597,0.899898010726088,0.899898010726088
mean_genera_per_family,Mean genera per family,8,8,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,0.4331209570657401,0.244450217199791,0.2527927992094622,0.2527927992094622
mean_genera_per_family,Mean genera per family,8,8,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,0.9156515951313714,0.8054692278692633,0.7629271596870463,0.7629271596870463
mean_genera_per_family,Mean genera per family,8,8,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,0.9380180264220271,0.9926766798435752,0.8787471612181912,0.8787471612181912
mean_genera_per_family,Mean genera per family,8,8,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,0.9595233110615806,0.999246527580487,0.981556799737532,0.981556799737532
mean_genera_per_family,Mean genera per family,8,8,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,0.9363235172971285,0.9823637615037807,0.8780242266393856,0.8780242266393856
mean_genera_per_family,Mean genera per family,8,8,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,0.9293463298306451,0.9977007116047841,0.9357658473690804,0.9357658473690804
mean_genera_per_family,Mean genera per family,8,8,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,0.9163080179816622,0.9964336244548557,0.9016190285268365,0.9016190285268365
mean_genera_per_family,Mean genera per family,8,8,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,1,1,1,1
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,0.9573877722789109,0.9932281920602317,0.8854754423951575,0.8854754423951575
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,0.9864222319435015,0.9995405645680135,0.9808721053855564,0.9808721053855564
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,0.9420275250228954,0.9792973275550777,0.8589048380863709,0.8589048380863709
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,0.9681390384521442,0.9983811734534058,0.9514159736144779,0.9514159736144779
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,0.9644861752679466,0.9976490623661972,0.9368218809643796,0.9368218809643796
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,0.9532217245241442,0.994529112408596,0.9031100748823137,0.9031100748823137
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,0.9864125029957106,0.9996468575447222,0.9885967978020285,0.9885967978020285
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,0.9533800041637951,0.9839510164072794,0.8649896358575446,0.8649896358575446
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,0.9636784724499259,0.9987524074023558,0.9521539467756093,0.9521539467756093
mean_species_per_genus,Mean species per genus,1.5,1.5,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,0.9591380951684303,0.9972788573990127,0.9393891957884352,0.9393891957884352
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,0.8812236200226847,0.9914560085963985,0.8680696703897257,0.8680696703897257
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,0.9620154705529287,0.9992546551294149,0.9731117334554652,0.9731117334554652
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,0.8581509515003812,0.9816837358008574,0.8280357613840583,0.8280357613840583
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,0.9295373523697275,0.9979432593807596,0.9410541287615257,0.9410541287615257
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,0.9087477921094979,0.9958845339936937,0.9042394336227362,0.9042394336227362
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,0.9039283088782033,0.9937885205100785,0.8716713665674012,0.8716713665674012
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,0.9621855056758275,0.9994125019161652,0.9810608409156436,0.9810608409156436
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,0.87419498377147975,0.9807186299194387,0.8344382941338155,0.8344382941338155
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,0.9202006487455118,0.9983385492978711,0.9459667621719825,0.9459667621719825
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,0.919319314753986,0.9963984756547029,0.9225449496662911,0.9225449496662911
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,0.9972627764857455,0.9926132451258959,0.9825270856401394,0.9825270856401394
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,0.923054884651571,0.9895030810801059,0.8979126019254696,0.8979126019254696
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,0.9422050292506896,0.9987212966385166,0.9804827174868082,0.9804827174868082
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,0.9356622791995757,0.978846948722922,0.8976151899440107,0.8976151899440107
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,0.929345065855818,0.9965516392614681,0.9403727913709915,0.9403727913709915
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,0.9069063975632224,0.9944481517909176,0.9135918988014997,0.9135918988014997
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,0.7479694230213799,0.530502409408716,0.5305758389416241,0.5305758389416241
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,0.9877988437833253,0.9626872387909989,0.9378954510378665,0.9378954510378665
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,0.9260123841642007,0.9958406403599355,0.8999022581139421,0.8999022581139421
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,0.9534801718779167,0.9994170584594444,0.9837693033415262,0.9837693033415262
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,0.9511318035684095,0.99130757763608,0.907860975199766,0.907860975199766
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,0.917058247381996,0.9984913968986686,0.9429281993765786,0.9429281993765786
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,0.8987582870570251,0.9977626487319449,0.9198187921133213,0.9198187921133213
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,1,1,1,1
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,0.9362003435196447,0.9912859289736247,0.8606602205756683,0.8606602205756683
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,0.9824699304707512,0.9994598208371243,0.9826654567138886,0.9826654567138886
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,0.9316644147593686,0.975577556668164,0.8057834580539721,0.8057834580539721
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,0.959343151895377,0.9977305718776904,0.9353878779179681,0.9353878779179681
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,0.95388700689305,0.9960147806798474,0.9028302012036415,0.9028302012036415
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,0.9340141065958437,0.9908989018480542,0.8556505576864004,0.8556505576864004
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,0.9816111214374456,0.9994718937674979,0.9771282907594343,0.9771282907594343
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,0.941623553719116,0.9761463715047244,0.8176589163803333,0.8176589163803333
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,0.9614393046700058,0.997867970000669,0.9386734669923558,0.9386734669923558
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,0.9561024668933068,0.9958172820373541,0.9133820628595404,0.9133820628595404
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,0.873349437859139,0.9876240871377497,0.8379720744099657,0.8379720744099657
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,0.9449108836079867,0.9990762213346787,0.9766786615132999,0.9766786615132999
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,0.8305097636839531,0.9691476443630102,0.799787392406204,0.799787392406204
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,0.8947027056170176,0.9972749941334668,0.9301695436189531,0.9301695436189531
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,0.8260896478255895,0.9937088166277648,0.884946128955354,0.884946128955354
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,0.8664132879287141,0.9913845905487044,0.8527892500104329,0.8527892500104329
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,0.9547054499258846,0.9993051730369537,0.9763892275858271,0.9763892275858271
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,0.8497352726659534,0.9813421092012365,0.8025117887197964,0.8025117887197964
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,0.9083032209152845,0.9978404205199896,0.9281481956189739,0.9281481956189739
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,0.8538373819844935,0.996517983661289,0.9028403508933415,0.9028403508933415
mean_species_per_genus,Mean species per genus,2,2,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,0.9845503537645104,0.9724120669279399,0.9638126624524578,0.9638126624524578
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,0.8949785623893834,0.9885746214644567,0.8937229350689262,0.8937229350689262
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,0.9437409556484223,0.9987235313035934,0.9782409572363191,0.9782409572363191
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,0.9412049508929716,0.9760897250923198,0.8917305116800959,0.8917305116800959
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,0.921275640573633,0.9962131873772434,0.9415974411331458,0.9415974411331458
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,0.8984026315139458,0.9940535488336358,0.9181877974768667,0.9181877974768667
mean_species_per_genus,Mean species per genus,2,2,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,0.49974540229358444,0.4140012250577145,0.5184831075980242,0.5184831075980242
mean_species_per_genus,Mean species per genus,2,2,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,0.968555517628355,0.9339862940032649,0.8817867815029777,0.8817867815029777
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,0.898889520845883,0.995018851509838,0.9006585558290581,0.9006585558290581
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,0.9429840973206336,0.9992611729519694,0.979195104154384,0.979195104154384
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,0.9301664014801492,0.9921112183126279,0.9084120984802279,0.9084120984802279
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,0.9103468888344908,0.9981302558477504,0.9474625627758754,0.9474625627758754
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,0.9125796773246082,0.9973413733437211,0.9178731608867652,0.9178731608867652
mean_species_per_genus,Mean species per genus,2,2,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,1,0.9999999999999999,1,1
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,0.8866635004228497,0.9798429029896276,0.7285510868005441,0.7285510868005441
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,0.9696204918227909,0.9988154415266188,0.944884945062457,0.944884945062457
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,0.85652924009226294,0.946811939870461,0.6590057048440495,0.6590057048440495
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,0.9255631604399747,0.9955998781516492,0.8690504480748502,0.8690504480748502
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,0.9039213445338949,0.9920407277157489,0.8312672533614401,0.8312672533614401
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,0.8730195369371789,0.9802905688963124,0.7393774465818571,0.7393774465818571
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,0.9628215512535305,0.9984869151570469,0.9474559121861993,0.9474559121861993
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,0.8658358235956222,0.9407950292286834,0.6902008306461567,0.6902008306461567
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,0.939841390404461,0.995116115174917,0.8773692321736842,0.8773692321736842
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,0.9295976392442379,0.9911155109348025,0.8213496602225047,0.8213496602225047
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,0.8227234647008717,0.9900948578759038,0.791364366646305,0.791364366646305
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,0.9558092374921908,0.9990694357151918,0.9689469781779602,0.9689469781779602
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,0.8118654420473431,0.9730191512969166,0.6896369960996073,0.6896369960996073
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,0.8784790470184379,0.9971759506914473,0.9200471405721881,0.9200471405721881
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,0.8619545474896191,0.9955067686798577,0.8821894925073176,0.8821894925073176
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,0.8245982194878533,0.9872789338952107,0.7834206493271246,0.7834206493271246
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,0.9468037469060754,0.9990670427588279,0.9722292472916407,0.9722292472916407
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,0.7960799144617285,0.972385893503441,0.6764005548789249,0.6764005548789249
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,0.890194230664212,0.9969713030212767,0.9210448011493896,0.9210448011493896
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,0.8314236268104965,0.9949587070831982,0.872618900185265,0.872618900185265
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,0.9887406675917086,0.9798392241908382,0.9608529005676156,0.9608529005676156
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,0.9286704373422501,0.9865300867968445,0.8747630278892542,0.8747630278892542
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,0.9572086340100404,0.9986931100977191,0.9803539289038695,0.9803539289038695
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,0.9476980587117254,0.9683235813193932,0.8620204601885649,0.8620204601885649
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,0.9391210098222676,0.9962217131207808,0.925097242361367,0.925097242361367
