varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,n_replicates,alpha_q0_spearman_med,bray_spearman_med,jaccard_spearman_med,sorensen_spearman_med
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,0.9351159027545825,0.9934116635093132,0.9028525776273933,0.9028525776273933
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,0.41117389745799626,0.2673720785623387,0.29401115300042324,0.29401115300042324
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,0.9215713479787272,0.781837645678869,0.7294246669907997,0.7294246669907997
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,0.9388824919743894,0.9929384774987118,0.8728531375883327,0.8728531375883327
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,0.9523446568789455,0.9994148806999864,0.9810202669646945,0.9810202669646945
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,0.9515838880813711,0.9820893750166353,0.8759071455251648,0.8759071455251648
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,0.9146687773647038,0.9980793269512085,0.9308338006449275,0.9308338006449275
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,0.9366027511755128,0.9962949005220719,0.8994039563794749,0.8994039563794749
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,0.9999999999999999,0.9999999999999999,0.9999999999999999,0.9999999999999999
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,0.8402529001356053,0.9697056420288389,0.6328894325768195,0.6328894325768195
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,0.9588963545944406,0.9980713626259057,0.9303549467563944,0.9303549467563944
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,0.8322289636004507,0.9207249489501648,0.5399700170730166,0.5399700170730166
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,0.9085332875082416,0.9928860794169609,0.818501354334849,0.818501354334849
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,0.8613030161214086,0.989842318620736,0.7574830880606711,0.7574830880606711
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,0.8468545526161608,0.9731363754157565,0.669738641154478,0.669738641154478
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,0.9612549363735019,0.9980823042661291,0.9359522595706111,0.9359522595706111
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,0.8230276270445137,0.9171768744042853,0.6079683695579325,0.6079683695579325
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,0.91603720916714,0.9945050084551583,0.8553071878858978,0.8553071878858978
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,0.8798731371906211,0.9882606201484796,0.7771325886081005,0.7771325886081005
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,0.7734892053260526,0.9861923040286675,0.7395567022849892,0.7395567022849892
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,0.946257811798818,0.9988597374077229,0.97214612593485,0.97214612593485
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,0.7527464812203487,0.9627617750057791,0.6220934156853594,0.6220934156853594
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,0.859357408785788,0.996527963257802,0.9026406490737974,0.9026406490737974
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,0.8385469468354241,0.9941282025003121,0.851241841979203,0.851241841979203
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,0.8158935882623785,0.9877280609028931,0.7685678690375031,0.7685678690375031
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,0.9379122137108272,0.9990714677611386,0.9725307148844312,0.9725307148844312
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,0.785219632393978,0.9633609128269132,0.6367951789709662,0.6367951789709662
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,0.8792187678587404,0.9969275868668965,0.9098144686505149,0.9098144686505149
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,0.818895205667812,0.9943304732598011,0.8562515458560854,0.8562515458560854
mean_species_per_genus,Mean species per genus,8,8,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,0.9848206240576015,0.961652510626877,0.9375224820655903,0.9375224820655903
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,0.9277714808015408,0.9824679623092637,0.8621313999553057,0.8621313999553057
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,0.9464012398666238,0.9986325446576807,0.9753831336872767,0.9753831336872767
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,0.9256374866856445,0.9552607344718832,0.8483139015880871,0.8483139015880871
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,0.916737884604479,0.9958654188226598,0.9251331044258211,0.9251331044258211
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,0.909674082370681,0.9921424208299414,0.884961685944328,0.884961685944328
mean_species_per_genus,Mean species per genus,8,8,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,0.19239183982148902,0.23795057073462283,0.2038718132315669,0.2038718132315669
mean_species_per_genus,Mean species per genus,8,8,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,0.8666211923042567,0.6477569089080115,0.5730566414698195,0.5730566414698195
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,0.9325043736374724,0.9898084020882154,0.8633336909026046,0.8633336909026046
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,0.9496201417840903,0.9992668752302613,0.977266463045929,0.977266463045929
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,0.9387358664888852,0.9702401680102106,0.8566217269203282,0.8566217269203282
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,0.9208806148914791,0.9974186413832751,0.9192729094044491,0.9192729094044491
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,0.9224717648778222,0.9949833215594778,0.8966018377490089,0.8966018377490089
mean_species_per_genus,Mean species per genus,8,8,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,1,0.9999965931212712,0.9997968821587431,0.9997968821587431
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,0.9234341955996611,0.9651720263299011,0.8314320363226946,0.8314320363226946
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,0.9714238298764323,0.9928669505528511,0.954206536660585,0.954206536660585
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,0.9025745331475685,0.9432108836191758,0.8032040031438464,0.8032040031438464
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,0.9470734562887418,0.9860060487596383,0.9341163406031001,0.9341163406031001
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,0.9415704357651776,0.977289314863635,0.8833606245894112,0.8833606245894112
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,0.8977409749208842,0.9674755106007504,0.8464181566292881,0.8464181566292881
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,0.972553932843456,0.9956909189760541,0.9728373937951544,0.9728373937951544
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,0.8999031706284236,0.9436208999975572,0.8240889885883752,0.8240889885883752
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,0.9519530164117552,0.9871397441941828,0.9215568119547872,0.9215568119547872
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,0.9266603647869281,0.9829894315817532,0.8870872944264312,0.8870872944264312
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,0.7827374631101819,0.9873078700575415,0.8631579637968158,0.8631579637968158
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,0.9325391614488078,0.9988718748353745,0.9764857958183651,0.9764857958183651
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,0.8045842827054596,0.9743126133669031,0.8276677823934249,0.8276677823934249
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,0.8683387680599632,0.9964712196436463,0.955951764088646,0.955951764088646
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,0.8358000051561119,0.9935267019555987,0.9130440774290323,0.9130440774290323
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,0.8206545539121023,0.9843463019456109,0.8964684641245381,0.8964684641245381
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,0.9289577499217023,0.9986935947440572,0.982268363643271,0.982268363643271
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,0.82635873153672,0.9678801587400344,0.8658529982674079,0.8658529982674079
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,0.8641659333356222,0.9925104934690758,0.9469043359971028,0.9469043359971028
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,0.832601970768202,0.9915751152999212,0.9190821202385312,0.9190821202385312
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,0.9974998700162938,0.994356387137999,0.9858474572829781,0.9858474572829781
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,0.9572329023854346,0.9839596053871538,0.923329731263332,0.923329731263332
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,0.9421726335488073,0.9994740440521579,0.9832038457352634,0.9832038457352634
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,0.9626666075987392,0.9748487204605965,0.9370503533169042,0.9370503533169042
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,0.9319507289019895,0.9968916644522435,0.947220803024311,0.947220803024311
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,0.9483379729540907,0.9928178819040063,0.9443014714478952,0.9443014714478952
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,0.4867117545868041,0.33439645944783203,0.225888530963067,0.225888530963067
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,0.9860484793762919,0.9021746685431566,0.840616217874857,0.840616217874857
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,0.9457828379096912,0.9923905490992941,0.9253907741067999,0.9253907741067999
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,0.9515128925367213,0.9994220414980897,0.981075559516732,0.981075559516732
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,0.9709903075133844,0.9860176621784743,0.9318465318460549,0.9318465318460549
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,0.9347935817814232,0.9961375312729188,0.9504761046185931,0.9504761046185931
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,0.9210923577260994,0.9951714312736712,0.9315369981516389,0.9315369981516389
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,1,0.9999974180127358,0.9999800417815968,0.9999800417815968
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,0.8753855088846261,0.982534473570698,0.7628743569033974,0.7628743569033974
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,0.9700171538719897,0.9988727235577097,0.9570508653895723,0.9570508653895723
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,0.8915649899424861,0.9528523561390488,0.6936639103638004,0.6936639103638004
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,0.9310775534221358,0.9968496014389835,0.8876115253890506,0.8876115253890506
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,5,0.91316462267024745,0.9935032433376004,0.8401603197883939,0.8401603197883939
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,5,0.8792163014733321,0.982006755588111,0.7724471070164178,0.7724471070164178
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,5,0.9621155933567155,0.9990202785774185,0.9596054151429315,0.9596054151429315
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,5,0.8845409710734506,0.9582996787587167,0.7140762833851361,0.7140762833851361
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,5,0.9128388188717471,0.9971808903527634,0.8984612587247706,0.8984612587247706
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,5,0.9139449417327644,0.9943464297272218,0.8539022910369326,0.8539022910369326
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,5,0.816814245095268,0.9918514876847732,0.8108097057134604,0.8108097057134604
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,5,0.9474658875310106,0.9992141237568638,0.9800702016690206,0.9800702016690206
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,5,0.8075798886380438,0.9822875834078131,0.7321921951020826,0.7321921951020826
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,5,0.8725131765059733,0.997601467100481,0.940327240304496,0.940327240304496
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,5,0.8683662064533545,0.9959437588567501,0.8914415760577644,0.8914415760577644
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,5,0.845246725573773,0.9916839992153914,0.79965221140835,0.79965221140835
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,5,0.9537072950267682,0.999265697862991,0.9757519846185091,0.9757519846185091
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,5,0.8449952579762872,0.9811411237394706,0.7327004823777163,0.7327004823777163
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,5,0.8906697369044726,0.9974873449601123,0.9264351388192916,0.9264351388192916
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,5,0.873637737300644,0.996166046122976,0.8896481107998241,0.8896481107998241
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,5,0.9914872530026683,0.9862313031390887,0.9653331558333617,0.9653331558333617
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,5,0.9322936391228643,0.9892718129308421,0.8719269762425208,0.8719269762425208
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,5,0.946011116314082,0.9987985487348157,0.9822950590601851,0.9822950590601851
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,5,0.9463512336788971,0.9740699291041003,0.8811933245150099,0.8811933245150099
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,5,0.9198731216679331,0.9967176396153556,0.935866906134964,0.935866906134964
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,5,0.9213270143346992,0.9944380795576843,0.9092480936568579,0.9092480936568579
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,5,0.5081013482037136,0.3355003674797905,0.3607077396937317,0.3607077396937317
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,5,0.9370186242985054,0.8618356896985755,0.7630096150418957,0.7630096150418957
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,5,0.9210347148148257,0.995135652568315,0.8923794975347173,0.8923794975347173
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,5,0.9546852733158083,0.9993504277073211,0.9807893124460753,0.9807893124460753
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,5,0.9533110441038699,0.9876438160064651,0.8907963660606613,0.8907963660606613
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,5,0.9119333214771075,0.9983123741712292,0.9388666680072161,0.9388666680072161
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,5,0.9240547508075552,0.997607774746624,0.9084950022944075,0.9084950022944075
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,5,1,1,0.9999999999999999,0.9999999999999999
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,5,0.8537763613778035,0.9709190160353648,0.7006548968472741,0.7006548968472741
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,5,0.964387831344024,0.9983137207797839,0.9455466452443023,0.9455466452443023
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,5,0.789950440610219,0.9295855355595165,0.61992326398553,0.61992326398553
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,5,0.9038515128888606,0.9935243901230929,0.8628964089410065,0.8628964089410065
