metric,baseline,target,delta,relative_delta_pct,world_id,replicate_id,scenario
mean_sorensen,0.9164194799676604,0.6578015573960172,-0.2586179225716432,-28.22047416329142,10,5,family_level
alpha_q0,30.857142857142858,54.642857142857146,23.78571428571429,77.08333333333334,11,1,observed_congeneric_error
alpha_q1,25.01747580929824,31.162496576993732,6.145020767695492,24.562912799586172,11,1,observed_congeneric_error
alpha_q2,21.532724057589657,24.528399754049598,2.9956756964599407,13.912200279202725,11,1,observed_congeneric_error
gamma,174,174,0,0,11,1,observed_congeneric_error
mean_occupancy,0.17733990147783252,0.31403940886699505,0.13669950738916253,77.08333333333331,11,1,observed_congeneric_error
mean_bray_curtis,0.8062002903068329,0.7848480673621365,-0.02135222294469641,-2.6485010240532083,11,1,observed_congeneric_error
mean_jaccard,0.8619097006569861,0.7410247340328889,-0.1208849666240972,-14.025247254086278,11,1,observed_congeneric_error
mean_sorensen,0.7614055843954166,0.5940802697824931,-0.16732531461292355,-21.975845468192336,11,1,observed_congeneric_error
alpha_q0,30.857142857142858,95.91071428571429,65.05357142857143,210.82175925925927,11,1,regional_congeneric_error
alpha_q1,25.01747580929824,37.03324697845769,12.01577116915945,48.029510493994565,11,1,regional_congeneric_error
alpha_q2,21.532724057589657,26.17512090050083,4.642396842911172,21.559728488114175,11,1,regional_congeneric_error
gamma,174,578,404,232.183908045977,11,1,regional_congeneric_error
mean_occupancy,0.17733990147783252,0.16593549184379633,-0.011404409634036189,-6.430819876970407,11,1,regional_congeneric_error
mean_bray_curtis,0.8062002903068329,0.8062123938936676,1.2103586834677493e-5,0.0015013126365993955,11,1,regional_congeneric_error
mean_jaccard,0.8619097006569861,0.8651926964244634,0.003282995767477259,0.38089787885840165,11,1,regional_congeneric_error
mean_sorensen,0.7614055843954166,0.7650412059791065,0.0036356215836899075,0.4774881690126717,11,1,regional_congeneric_error
alpha_q0,30.857142857142858,54.55357142857143,23.696428571428573,76.79398148148148,11,1,rare_weighted_error
alpha_q1,25.01747580929824,30.778497875737372,5.761022066439132,23.027990954618748,11,1,rare_weighted_error
alpha_q2,21.532724057589657,24.075696809022144,2.5429727514324867,11.80980513487871,11,1,rare_weighted_error
gamma,174,174,0,0,11,1,rare_weighted_error
mean_occupancy,0.17733990147783252,0.3135262725779967,0.13618637110016418,76.79398148148147,11,1,rare_weighted_error
mean_bray_curtis,0.8062002903068329,0.7847119718132646,-0.02148831849356836,-2.665382132942434,11,1,rare_weighted_error
mean_jaccard,0.8619097006569861,0.7510859563636048,-0.11082374429338138,-12.857929805048785,11,1,rare_weighted_error
mean_sorensen,0.7614055843954166,0.6070534655134789,-0.15435211888193767,-20.271997217422406,11,1,rare_weighted_error
alpha_q0,30.857142857142858,56.19642857142857,25.33928571428571,82.11805555555554,11,1,mixed_rtu_reporting
alpha_q1,25.01747580929824,39.27876386266886,14.26128805337062,57.005303660851865,11,1,mixed_rtu_reporting
alpha_q2,21.532724057589657,31.10421936303038,9.571495305440724,44.45092631959425,11,1,mixed_rtu_reporting
gamma,174,270,96,55.172413793103445,11,1,mixed_rtu_reporting
mean_occupancy,0.17733990147783252,0.20813492063492064,0.030795019157088127,17.364969135802472,11,1,mixed_rtu_reporting
mean_bray_curtis,0.8062002903068329,0.7870707256043781,-0.01912956470245486,-2.372805484251849,11,1,mixed_rtu_reporting
mean_jaccard,0.8619097006569861,0.8131146371428934,-0.048795063514092685,-5.661273272234772,11,1,mixed_rtu_reporting
mean_sorensen,0.7614055843954166,0.6890338031840707,-0.07237178121134591,-9.505023694935426,11,1,mixed_rtu_reporting
alpha_q0,56.089285714285715,30.785714285714285,-25.30357142857143,-45.113021330786374,11,1,drop_unresolved
alpha_q1,39.1197750307348,24.92110880699867,-14.19866622373613,-36.295367784147075,11,1,drop_unresolved
alpha_q2,30.903213531017037,21.435797867953152,-9.467415663063885,-30.635699596618323,11,1,drop_unresolved
gamma,269,174,-95,-35.31598513011152,11,1,drop_unresolved
mean_occupancy,0.20851035581518854,0.17692939244663383,-0.031580963368554704,-15.145992747020312,11,1,drop_unresolved
mean_bray_curtis,0.7871756882676377,0.8068543046692092,0.019678616401571425,2.4999014444766168,11,1,drop_unresolved
mean_jaccard,0.8123826189068741,0.861829616049897,0.04944699714302292,6.08666359818946,11,1,drop_unresolved
mean_sorensen,0.6879297014093088,0.7612857692668946,0.07335606785758586,10.663308722869054,11,1,drop_unresolved
alpha_q0,30.857142857142858,30.857142857142858,0,0,11,1,rare_species_to_genus
alpha_q1,25.01747580929824,25.01747580929824,0,0,11,1,rare_species_to_genus
alpha_q2,21.532724057589657,21.532724057589657,0,0,11,1,rare_species_to_genus
gamma,174,174,0,0,11,1,rare_species_to_genus
mean_occupancy,0.17733990147783252,0.17733990147783252,0,0,11,1,rare_species_to_genus
mean_bray_curtis,0.8062002903068329,0.8062002903068329,0,0,11,1,rare_species_to_genus
mean_jaccard,0.8619097006569861,0.8619097006569861,0,0,11,1,rare_species_to_genus
mean_sorensen,0.7614055843954166,0.7614055843954166,0,0,11,1,rare_species_to_genus
alpha_q0,30.857142857142858,30.125,-0.7321428571428577,-2.372685185185187,11,1,difficult_genera_to_genus
alpha_q1,25.01747580929824,24.23657941067287,-0.7808963986253694,-3.1214036323166297,11,1,difficult_genera_to_genus
alpha_q2,21.532724057589657,20.70942020592348,-0.8233038516661786,-3.8235006841876467,11,1,difficult_genera_to_genus
gamma,174,156,-18,-10.344827586206897,11,1,difficult_genera_to_genus
mean_occupancy,0.17733990147783252,0.19310897435897437,0.01576907288114185,8.892004985754987,11,1,difficult_genera_to_genus
mean_bray_curtis,0.8062002903068329,0.7777651824151656,-0.028435107891667366,-3.527052549292088,11,1,difficult_genera_to_genus
mean_jaccard,0.8619097006569861,0.8393482642573804,-0.022561436399605728,-2.6176102186120414,11,1,difficult_genera_to_genus
mean_sorensen,0.7614055843954166,0.7274507120322122,-0.03395487236320438,-4.459498729598335,11,1,difficult_genera_to_genus
alpha_q0,30.857142857142858,26.25,-4.607142857142858,-14.930555555555557,11,1,genus_level
alpha_q1,25.01747580929824,20.772909171257417,-4.244566638040823,-16.9664064847951,11,1,genus_level
alpha_q2,21.532724057589657,17.58547359453039,-3.947250463059266,-18.33140318197676,11,1,genus_level
gamma,174,96,-78,-44.827586206896555,11,1,genus_level
mean_occupancy,0.17733990147783252,0.2734375,0.09609759852216748,54.18836805555554,11,1,genus_level
mean_bray_curtis,0.8062002903068329,0.689778682134859,-0.11642160817197389,-14.440779738204364,11,1,genus_level
mean_jaccard,0.8619097006569861,0.7411388354114753,-0.12077086524551084,-14.012009048448334,11,1,genus_level
mean_sorensen,0.7614055843954166,0.59388268435651,-0.16752290003890657,-22.001795557084833,11,1,genus_level
alpha_q0,30.857142857142858,6.714285714285714,-24.142857142857142,-78.24074074074073,11,1,family_level
alpha_q1,25.01747580929824,2.440981390076703,-22.576494419221536,-90.24289497196409,11,1,family_level
alpha_q2,21.532724057589657,1.6632656120067413,-19.869458445582914,-92.27563773371956,11,1,family_level
gamma,174,21,-153,-87.93103448275862,11,1,family_level
mean_occupancy,0.17733990147783252,0.3197278911564626,0.1423879896786301,80.29100529100529,11,1,family_level
mean_bray_curtis,0.8062002903068329,0.27657570885279675,-0.5296245814540361,-65.69392095510975,11,1,family_level
mean_jaccard,0.8619097006569861,0.6494527014026632,-0.21245699925432293,-24.649565852708086,11,1,family_level
mean_sorensen,0.7614055843954166,0.4947372355122236,-0.266668348883193,-35.02316693604727,11,1,family_level
alpha_q0,35.232142857142854,59.535714285714285,24.30357142857143,68.98124683223519,11,2,observed_congeneric_error
alpha_q1,28.817466652171664,34.874947649383145,6.057480997211481,21.020171794854818,11,2,observed_congeneric_error
alpha_q2,24.654156360868004,27.56594144651911,2.911785085651104,11.810524128389151,11,2,observed_congeneric_error
gamma,174,174,0,0,11,2,observed_congeneric_error
mean_occupancy,0.20248357963875205,0.3421592775041051,0.13967569786535303,68.98124683223517,11,2,observed_congeneric_error
mean_bray_curtis,0.7780101251298872,0.7622281351851626,-0.015781989944724573,-2.0285070123078155,11,2,observed_congeneric_error
mean_jaccard,0.8400349618554785,0.7364666704313172,-0.10356829142416135,-12.329045352517062,11,2,observed_congeneric_error
mean_sorensen,0.7276925573449825,0.5877614909815732,-0.13993106636340935,-19.229421127234534,11,2,observed_congeneric_error
alpha_q0,35.232142857142854,105.23214285714286,70,198.68220983274205,11,2,regional_congeneric_error
alpha_q1,28.817466652171664,41.97905320550557,13.161586553333908,45.67225395693157,11,2,regional_congeneric_error
alpha_q2,24.654156360868004,29.76552090166896,5.111364540800956,20.73226301474223,11,2,regional_congeneric_error
gamma,174,599,425,244.2528735632184,11,2,regional_congeneric_error
mean_occupancy,0.20248357963875205,0.1756797042690198,-0.02680387536973225,-13.237555073627524,11,2,regional_congeneric_error
mean_bray_curtis,0.7780101251298872,0.7790431957347294,0.0010330706048421456,0.1327836966992784,11,2,regional_congeneric_error
mean_jaccard,0.8400349618554785,0.8517221640503161,0.011687202194837543,1.3912756879812145,11,2,regional_congeneric_error
mean_sorensen,0.7276925573449825,0.7440632465882215,0.016370689243239034,2.2496711115155823,11,2,regional_congeneric_error
alpha_q0,35.232142857142854,60.214285714285715,24.98214285714286,70.90724784591994,11,2,rare_weighted_error
alpha_q1,28.817466652171664,34.586295638100275,5.768828985928611,20.01851535236834,11,2,rare_weighted_error
alpha_q2,24.654156360868004,27.109067884339726,2.454911523471722,9.95739415106594,11,2,rare_weighted_error
gamma,174,174,0,0,11,2,rare_weighted_error
mean_occupancy,0.20248357963875205,0.3460591133004926,0.14357553366174056,70.90724784591993,11,2,rare_weighted_error
mean_bray_curtis,0.7780101251298872,0.7597747837961413,-0.018235341333745936,-2.3438437039237225,11,2,rare_weighted_error
mean_jaccard,0.8400349618554785,0.7370635803485067,-0.10297138150697183,-12.25798760560245,11,2,rare_weighted_error
mean_sorensen,0.7276925573449825,0.5885874007912831,-0.13910515655369937,-19.115924046444903,11,2,rare_weighted_error
alpha_q0,35.232142857142854,65.07142857142857,29.839285714285715,84.69336036492652,11,2,mixed_rtu_reporting
alpha_q1,28.817466652171664,45.3945003876238,16.577033735452137,57.52425754677816,11,2,mixed_rtu_reporting
alpha_q2,24.654156360868004,35.43025072502391,10.776094364155906,43.709037155536684,11,2,mixed_rtu_reporting
gamma,174,273,99,56.89655172413793,11,2,mixed_rtu_reporting
mean_occupancy,0.20248357963875205,0.23835688121402407,0.03587330157527202,17.716647265557555,11,2,mixed_rtu_reporting
mean_bray_curtis,0.7780101251298872,0.7634391224068867,-0.014571002723000492,-1.8728551534683295,11,2,mixed_rtu_reporting
mean_jaccard,0.8400349618554785,0.7946785718232507,-0.0453563900322278,-5.399345514387175,11,2,mixed_rtu_reporting
mean_sorensen,0.7276925573449825,0.6626982598423683,-0.0649942975026142,-8.931560017564104,11,2,mixed_rtu_reporting
alpha_q0,64.73214285714286,35.214285714285715,-29.517857142857146,-45.6,11,2,drop_unresolved
alpha_q1,45.36800679279921,28.693882049768433,-16.674124743030774,-36.753046743233355,11,2,drop_unresolved
alpha_q2,35.51149636035941,24.534199702678684,-10.977296657680725,-30.911951854370194,11,2,drop_unresolved
gamma,272,174,-98,-36.029411764705884,11,2,drop_unresolved
mean_occupancy,0.23798581932773108,0.20238095238095238,-0.035604866946778696,-14.96091954022988,11,2,drop_unresolved
mean_bray_curtis,0.7631043137410419,0.7796937904061501,0.016589476665108127,2.1739461258946227,11,2,drop_unresolved
mean_jaccard,0.7952933521119315,0.8400415581463928,0.04474820603446128,5.626628955923086,11,2,drop_unresolved
mean_sorensen,0.6635494192916821,0.7277019496230136,0.0641525303313315,9.668086274540379,11,2,drop_unresolved
alpha_q0,35.232142857142854,35.232142857142854,0,0,11,2,rare_species_to_genus
alpha_q1,28.817466652171664,28.817466652171664,0,0,11,2,rare_species_to_genus
alpha_q2,24.654156360868004,24.654156360868004,0,0,11,2,rare_species_to_genus
gamma,174,174,0,0,11,2,rare_species_to_genus
mean_occupancy,0.20248357963875205,0.20248357963875205,0,0,11,2,rare_species_to_genus
mean_bray_curtis,0.7780101251298872,0.7780101251298872,0,0,11,2,rare_species_to_genus
mean_jaccard,0.8400349618554785,0.8400349618554785,0,0,11,2,rare_species_to_genus
mean_sorensen,0.7276925573449825,0.7276925573449825,0,0,11,2,rare_species_to_genus
alpha_q0,35.232142857142854,33.625,-1.607142857142854,-4.5615813482007015,11,2,difficult_genera_to_genus
alpha_q1,28.817466652171664,27.264792008954537,-1.5526746432171272,-5.387963702562726,11,2,difficult_genera_to_genus
alpha_q2,24.654156360868004,23.182098312752554,-1.47205804811545,-5.970831151423844,11,2,difficult_genera_to_genus
gamma,174,150,-24,-13.793103448275861,11,2,difficult_genera_to_genus
mean_occupancy,0.20248357963875205,0.22416666666666665,0.021683087027914605,10.70856563608717,11,2,difficult_genera_to_genus
mean_bray_curtis,0.7780101251298872,0.7447166014143743,-0.03329352371551286,-4.279317535868133,11,2,difficult_genera_to_genus
mean_jaccard,0.8400349618554785,0.8067195283541138,-0.03331543350136479,-3.9659579677228303,11,2,difficult_genera_to_genus
mean_sorensen,0.7276925573449825,0.6799209189396974,-0.04777163840528509,-6.5648106364564125,11,2,difficult_genera_to_genus
alpha_q0,35.232142857142854,30.803571428571427,-4.428571428571427,-12.569690826153064,11,2,genus_level
alpha_q1,28.817466652171664,24.59675846871678,-4.220708183454885,-14.646354012998627,11,2,genus_level
alpha_q2,24.654156360868004,20.73621880539295,-3.917937555475053,-15.89159044068427,11,2,genus_level
gamma,174,100,-74,-42.52873563218391,11,2,genus_level
mean_occupancy,0.20248357963875205,0.3080357142857143,0.10555213464696225,52.12873796249367,11,2,genus_level
mean_bray_curtis,0.7780101251298872,0.6828328307233678,-0.09517729440651945,-12.23342618974654,11,2,genus_level
mean_jaccard,0.8400349618554785,0.7306097296010844,-0.10942523225439416,-13.026271193843467,11,2,genus_level
mean_sorensen,0.7276925573449825,0.5798260457115824,-0.14786651163340014,-20.319915346241476,11,2,genus_level
alpha_q0,35.232142857142854,7.357142857142857,-27.874999999999996,-79.11809427268119,11,2,family_level
alpha_q1,28.817466652171664,2.6033575924047145,-26.214109059766947,-90.9660428384376,11,2,family_level
alpha_q2,24.654156360868004,1.723517763274931,-22.930638597593074,-93.00922027893617,11,2,family_level
gamma,174,18,-156,-89.65517241379311,11,2,family_level
mean_occupancy,0.20248357963875205,0.4087301587301587,0.20624657909140667,101.85842203074843,11,2,family_level
mean_bray_curtis,0.7780101251298872,0.23185273076633828,-0.5461573943635489,-70.19926562939898,11,2,family_level
mean_jaccard,0.8400349618554785,0.5632286905014178,-0.2768062713540608,-32.95175604865874,11,2,family_level
mean_sorensen,0.7276925573449825,0.4060940593544831,-0.3215984979904994,-44.19428160209104,11,2,family_level
alpha_q0,36.142857142857146,65.32142857142857,29.178571428571423,80.73122529644266,11,3,observed_congeneric_error
alpha_q1,29.00996791661303,35.98032719820874,6.970359281595712,24.027462910788064,11,3,observed_congeneric_error
alpha_q2,24.441741698266394,27.692510772280908,3.2507690740145136,13.300071304841113,11,3,observed_congeneric_error
gamma,179,179,0,0,11,3,observed_congeneric_error
mean_occupancy,0.20191540303272146,0.36492418196328813,0.16300877893056667,80.73122529644272,11,3,observed_congeneric_error
mean_bray_curtis,0.7863612162796711,0.7659192392945193,-0.020441976985151822,-2.599565767226443,11,3,observed_congeneric_error
mean_jaccard,0.8479222552570197,0.7068532385909418,-0.14106901666607785,-16.63702253260441,11,3,observed_congeneric_error
mean_sorensen,0.7398556986808422,0.5515100572824675,-0.18834564139837473,-25.45707787805024,11,3,observed_congeneric_error
alpha_q0,36.142857142857146,111.46428571428571,75.32142857142856,208.39920948616594,11,3,regional_congeneric_error
alpha_q1,29.00996791661303,42.44930122375947,13.439333307146441,46.32660520610293,11,3,regional_congeneric_error
alpha_q2,24.441741698266394,29.481028761740905,5.039287063474511,20.61754487746648,11,3,regional_congeneric_error
gamma,179,608,429,239.66480446927375,11,3,regional_congeneric_error
mean_occupancy,0.20191540303272146,0.18332941729323307,-0.018585985739488387,-9.204837996671522,11,3,regional_congeneric_error
mean_bray_curtis,0.7863612162796711,0.7869137980103029,5.525817306317737e-4,0.07027072536029635,11,3,regional_congeneric_error
mean_jaccard,0.8479222552570197,0.8518932294993603,0.003970974242340608,0.4683181998963971,11,3,regional_congeneric_error
mean_sorensen,0.7398556986808422,0.7443821514801988,0.004526452799356595,0.6118021132265697,11,3,regional_congeneric_error
alpha_q0,36.142857142857146,66.125,29.982142857142854,82.95454545454544,11,3,rare_weighted_error
alpha_q1,29.00996791661303,35.491616443184526,6.481648526571497,22.342832454012044,11,3,rare_weighted_error
alpha_q2,24.441741698266394,27.042545943248463,2.6008042449820685,10.640830252970632,11,3,rare_weighted_error
gamma,179,179,0,0,11,3,rare_weighted_error
mean_occupancy,0.20191540303272146,0.36941340782122906,0.1674980047885076,82.95454545454547,11,3,rare_weighted_error
mean_bray_curtis,0.7863612162796711,0.7644045617097868,-0.021956654569884382,-2.7921843187743693,11,3,rare_weighted_error
mean_jaccard,0.8479222552570197,0.7088614014691708,-0.13906085378784894,-16.400189159523503,11,3,rare_weighted_error
mean_sorensen,0.7398556986808422,0.5544877737927176,-0.1853679248881246,-25.05460527216785,11,3,rare_weighted_error
alpha_q0,36.142857142857146,64.19642857142857,28.053571428571423,77.61857707509878,11,3,mixed_rtu_reporting
alpha_q1,29.00996791661303,44.77912804153753,15.769160124924504,54.357730316185695,11,3,mixed_rtu_reporting
alpha_q2,24.441741698266394,34.82695915103841,10.385217452772014,42.48967844017687,11,3,mixed_rtu_reporting
gamma,179,273,94,52.513966480446925,11,3,mixed_rtu_reporting
mean_occupancy,0.20191540303272146,0.23515175300889588,0.03323634997617442,16.4605322214018,11,3,mixed_rtu_reporting
mean_bray_curtis,0.7863612162796711,0.7625500500811447,-0.023811166198526412,-3.0280188932992744,11,3,mixed_rtu_reporting
mean_jaccard,0.8479222552570197,0.7926168563364143,-0.055305398920605375,-6.522461060282156,11,3,mixed_rtu_reporting
mean_sorensen,0.7398556986808422,0.6602151222724814,-0.07964057640836086,-10.7643391205014,11,3,mixed_rtu_reporting
alpha_q0,63.839285714285715,36.089285714285715,-27.75,-43.46853146853147,11,3,drop_unresolved
alpha_q1,44.57315528925642,28.90620737332267,-15.66694791593375,-35.14884197509346,11,3,drop_unresolved
alpha_q2,34.72327483445858,24.353297865620192,-10.369976968838387,-29.86462831710637,11,3,drop_unresolved
gamma,273,179,-94,-34.43223443223443,11,3,drop_unresolved
mean_occupancy,0.233843537414966,0.20161612130885873,-0.03222741610610727,-13.78161503301169,11,3,drop_unresolved
mean_bray_curtis,0.7638888724802598,0.7869816846109481,0.023092812130688256,3.0230591074993063,11,3,drop_unresolved
mean_jaccard,0.793945662229821,0.8479705022896454,0.05402484005982444,6.804601703861446,11,3,drop_unresolved
mean_sorensen,0.6620481878237903,0.7399210747405579,0.07787288691676764,11.762419767772881,11,3,drop_unresolved
alpha_q0,36.142857142857146,36.142857142857146,0,0,11,3,rare_species_to_genus
alpha_q1,29.00996791661303,29.00996791661303,0,0,11,3,rare_species_to_genus
alpha_q2,24.441741698266394,24.441741698266394,0,0,11,3,rare_species_to_genus
gamma,179,178,-1,-0.5586592178770949,11,3,rare_species_to_genus
mean_occupancy,0.20191540303272146,0.2030497592295345,0.0011343561968130411,0.5617977528089884,11,3,rare_species_to_genus
mean_bray_curtis,0.7863612162796711,0.786358941546539,-2.2747331321903985e-6,-2.8927331169158074e-4,11,3,rare_species_to_genus
mean_jaccard,0.8479222552570197,0.8478969431923407,-2.531206467903946e-5,-0.002985186969926499,11,3,rare_species_to_genus
mean_sorensen,0.7398556986808422,0.7398169614569525,-3.873722388969547e-5,-0.00523578097171701,11,3,rare_species_to_genus
alpha_q0,36.142857142857146,33.42857142857143,-2.7142857142857153,-7.509881422924904,11,3,difficult_genera_to_genus
alpha_q1,29.00996791661303,25.831484131775465,-3.1784837848375638,-10.956522923340959,11,3,difficult_genera_to_genus
alpha_q2,24.441741698266394,20.9513688478259,-3.490372850440494,-14.280376961385118,11,3,difficult_genera_to_genus
gamma,179,156,-23,-12.849162011173185,11,3,difficult_genera_to_genus
mean_occupancy,0.20191540303272146,0.21428571428571427,0.012370311252992816,6.126482213438735,11,3,difficult_genera_to_genus
mean_bray_curtis,0.7863612162796711,0.7328053768782505,-0.05355583940142061,-6.810590132458079,11,3,difficult_genera_to_genus
mean_jaccard,0.8479222552570197,0.8132332105948924,-0.0346890446621273,-4.0910642982961285,11,3,difficult_genera_to_genus
mean_sorensen,0.7398556986808422,0.689332072745027,-0.050523625935815275,-6.828848656014756,11,3,difficult_genera_to_genus
alpha_q0,36.142857142857146,29.089285714285715,-7.053571428571431,-19.515810276679847,11,3,genus_level
alpha_q1,29.00996791661303,22.26800970369049,-6.74195821292254,-23.24014363718634,11,3,genus_level
alpha_q2,24.441741698266394,18.173899154681752,-6.267842543584642,-25.644009420282874,11,3,genus_level
gamma,179,94,-85,-47.486033519553075,11,3,genus_level
mean_occupancy,0.20191540303272146,0.3094604863221885,0.10754508328946702,53.26244638802458,11,3,genus_level
mean_bray_curtis,0.7863612162796711,0.6481360352280936,-0.13822518105157755,-17.5778227855044,11,3,genus_level
mean_jaccard,0.8479222552570197,0.7064041809564909,-0.14151807430052876,-16.68998229768509,11,3,genus_level
mean_sorensen,0.7398556986808422,0.5512352303048629,-0.18862046837597934,-25.494223902348576,11,3,genus_level
alpha_q0,36.142857142857146,7,-29.142857142857146,-80.63241106719369,11,3,family_level
alpha_q1,29.00996791661303,2.5615292047127864,-26.44843871190024,-91.17017567177008,11,3,family_level
alpha_q2,24.441741698266394,1.708699401149234,-22.73304229711716,-93.00909312338231,11,3,family_level
gamma,179,17,-162,-90.50279329608938,11,3,family_level
mean_occupancy,0.20191540303272146,0.4117647058823529,0.20984930284963146,103.92931876307834,11,3,family_level
mean_bray_curtis,0.7863612162796711,0.25527823401037036,-0.5310829822693008,-67.53677206791693,11,3,family_level
mean_jaccard,0.8479222552570197,0.561853700051752,-0.28606855520526775,-33.737592501161025,11,3,family_level
mean_sorensen,0.7398556986808422,0.4050470183165893,-0.33480868036425293,-45.25324072805205,11,3,family_level
alpha_q0,35.857142857142854,58.107142857142854,22.25,62.051792828685265,11,4,observed_congeneric_error
alpha_q1,28.870365871647824,33.952357647696104,5.08199177604828,17.60279657916998,11,4,observed_congeneric_error
alpha_q2,24.50092828958666,26.64080624275405,2.139877953167389,8.733864806570924,11,4,observed_congeneric_error
gamma,177,177,0,0,11,4,observed_congeneric_error
mean_occupancy,0.20258272800645682,0.32828894269572234,0.12570621468926552,62.05179282868525,11,4,observed_congeneric_error
mean_bray_curtis,0.7713845667397841,0.7559977418864647,-0.015386824853319325,-1.9947021909384217,11,4,observed_congeneric_error
mean_jaccard,0.8401603393331833,0.7530149189396532,-0.08714542039353013,-10.372474909098365,11,4,observed_congeneric_error
mean_sorensen,0.7282120496040894,0.608421123108359,-0.11979092649573031,-16.450006088316947,11,4,observed_congeneric_error
alpha_q0,35.857142857142854,104.57142857142857,68.71428571428572,191.6334661354582,11,4,regional_congeneric_error
alpha_q1,28.870365871647824,41.79797271763687,12.927606845989043,44.77811920868178,11,4,regional_congeneric_error
alpha_q2,24.50092828958666,29.466766863899828,4.965838574313167,20.267960934458713,11,4,regional_congeneric_error
gamma,177,606,429,242.3728813559322,11,4,regional_congeneric_error
mean_occupancy,0.20258272800645682,0.17256011315417255,-0.030022614852284274,-14.819928207960245,11,4,regional_congeneric_error
mean_bray_curtis,0.7713845667397841,0.7728305695839348,0.001446002844150751,0.1874555061766669,11,4,regional_congeneric_error
mean_jaccard,0.8401603393331833,0.8500043940624783,0.009844054729294949,1.1716876253773127,11,4,regional_congeneric_error
mean_sorensen,0.7282120496040894,0.7415217058624376,0.013309656258348235,1.8277171142092967,11,4,regional_congeneric_error
alpha_q0,35.857142857142854,58.607142857142854,22.75,63.44621513944224,11,4,rare_weighted_error
alpha_q1,28.870365871647824,33.70525609214634,4.834890220498519,16.74689625338842,11,4,rare_weighted_error
alpha_q2,24.50092828958666,26.31292503589949,1.811996746312829,7.395624871417466,11,4,rare_weighted_error
gamma,177,177,0,0,11,4,rare_weighted_error
mean_occupancy,0.20258272800645682,0.3311138014527845,0.1285310734463277,63.44621513944224,11,4,rare_weighted_error
mean_bray_curtis,0.7713845667397841,0.755185548882073,-0.01619901785771105,-2.0999924753713106,11,4,rare_weighted_error
mean_jaccard,0.8401603393331833,0.7551018878141816,-0.08505845151900171,-10.124073648431288,11,4,rare_weighted_error
mean_sorensen,0.7282120496040894,0.6114857702428917,-0.11672627936119762,-16.029160657896114,11,4,rare_weighted_error
alpha_q0,35.857142857142854,66.85714285714286,31.000000000000007,86.4541832669323,11,4,mixed_rtu_reporting
alpha_q1,28.870365871647824,45.75310758610541,16.882741714457584,58.47775462740948,11,4,mixed_rtu_reporting
alpha_q2,24.50092828958666,35.364315378899796,10.863387089313136,44.33867550206362,11,4,mixed_rtu_reporting
gamma,177,281,104,58.75706214689266,11,4,mixed_rtu_reporting
mean_occupancy,0.20258272800645682,0.23792577529232334,0.03534304728586651,17.446229317605024,11,4,mixed_rtu_reporting
mean_bray_curtis,0.7713845667397841,0.7587607801100076,-0.012623786629776479,-1.6365101369774928,11,4,mixed_rtu_reporting
mean_jaccard,0.8401603393331833,0.7977321844922813,-0.04242815484090201,-5.050006868281392,11,4,mixed_rtu_reporting
mean_sorensen,0.7282120496040894,0.6673473643869681,-0.060864685217121295,-8.358099162216815,11,4,mixed_rtu_reporting
alpha_q0,66.76785714285714,35.80357142857143,-30.964285714285708,-46.376036373361856,11,4,drop_unresolved
alpha_q1,45.823113887486805,28.76808033862916,-17.055033548857644,-37.219281061374936,11,4,drop_unresolved
alpha_q2,35.50061531558573,24.411495463171935,-11.089119852413798,-31.236415915149994,11,4,drop_unresolved
gamma,280,177,-103,-36.785714285714285,11,4,drop_unresolved
mean_occupancy,0.23845663265306122,0.20228006456820016,-0.036176568084861055,-15.171130986109157,11,4,drop_unresolved
mean_bray_curtis,0.7594975705005375,0.772223835448752,0.012726264948214494,1.6756162814092226,11,4,drop_unresolved
mean_jaccard,0.7976889674259967,0.8401621312504723,0.042473163824475635,5.324526922006848,11,4,drop_unresolved
mean_sorensen,0.6671827813786719,0.7282208539450391,0.061038072566367174,9.14862827248593,11,4,drop_unresolved
alpha_q0,35.857142857142854,35.857142857142854,0,0,11,4,rare_species_to_genus
alpha_q1,28.870365871647824,28.870365871647824,0,0,11,4,rare_species_to_genus
alpha_q2,24.50092828958666,24.50092828958666,0,0,11,4,rare_species_to_genus
gamma,177,177,0,0,11,4,rare_species_to_genus
mean_occupancy,0.20258272800645682,0.20258272800645682,0,0,11,4,rare_species_to_genus
mean_bray_curtis,0.7713845667397841,0.7713845667397841,0,0,11,4,rare_species_to_genus
mean_jaccard,0.8401603393331833,0.8401603393331833,0,0,11,4,rare_species_to_genus
mean_sorensen,0.7282120496040894,0.7282120496040894,0,0,11,4,rare_species_to_genus
alpha_q0,35.857142857142854,35.17857142857143,-0.6785714285714235,-1.8924302788844483,11,4,difficult_genera_to_genus
alpha_q1,28.870365871647824,28.298696001933028,-0.5716698697147962,-1.9801268617666021,11,4,difficult_genera_to_genus
alpha_q2,24.50092828958666,23.977592399166525,-0.5233358904201353,-2.1359839277704533,11,4,difficult_genera_to_genus
gamma,177,160,-17,-9.6045197740113,11,4,difficult_genera_to_genus
mean_occupancy,0.20258272800645682,0.21986607142857142,0.0172833434221146,8.53149900398406,11,4,difficult_genera_to_genus
mean_bray_curtis,0.7713845667397841,0.7557399291914051,-0.01564463754837897,-2.0281242616118442,11,4,difficult_genera_to_genus
