requested_mean_error,realised_mean_error,candidate_pool,rarity_exponent,difficulty_multiplier,n_eligible_source_species,n_moved_individuals,workflow,realised_unresolved_rate,world_id,replicate_id,scenario
0,0,observed,0,1,213,0,difficult_to_genus,0.22697089766361525,15,1,difficult_genera_to_genus
0,0,observed,0,1,213,0,genus,NA,15,1,genus_level
0,0,observed,0,1,213,0,family,NA,15,1,family_level
0.1,0.09163994831794037,observed,0,1,225,13405,species,0,15,2,observed_congeneric_error
0.1,0.09399845500721224,regional,0,1,236,13750,species,0,15,2,regional_congeneric_error
0.1,0.09129129950300453,observed,0.5,1,225,13354,species,0,15,2,rare_weighted_error
0,0,observed,0,1,225,0,mixed_rtu,0.19960486467640604,15,2,mixed_rtu_reporting
0,0,observed,0,1,225,0,drop_unresolved,0.20022696354227199,15,2,drop_unresolved
0,0,observed,0,1,225,0,rare_to_genus,0.04182418528975451,15,2,rare_species_to_genus
0,0,observed,0,1,225,0,difficult_to_genus,0.09105203070844071,15,2,difficult_genera_to_genus
0,0,observed,0,1,225,0,genus,NA,15,2,genus_level
0,0,observed,0,1,225,0,family,NA,15,2,family_level
0.1,0.08340336703987855,observed,0,1,211,12306,species,0,15,3,observed_congeneric_error
0.1,0.08967251335158728,regional,0,1,227,13231,species,0,15,3,regional_congeneric_error
0.1,0.08494184943204923,observed,0.5,1,211,12533,species,0,15,3,rare_weighted_error
0,0,observed,0,1,211,0,mixed_rtu,0.2007821183614824,15,3,mixed_rtu_reporting
0,0,observed,0,1,211,0,drop_unresolved,0.20119554314528154,15,3,drop_unresolved
0,0,observed,0,1,211,0,rare_to_genus,0.04138314311274975,15,3,rare_species_to_genus
0,0,observed,0,1,211,0,difficult_to_genus,0.18022609591454983,15,3,difficult_genera_to_genus
0,0,observed,0,1,211,0,genus,NA,15,3,genus_level
0,0,observed,0,1,211,0,family,NA,15,3,family_level
0.1,0.09231086515656688,observed,0,1,227,13428,species,0,15,4,observed_congeneric_error
0.1,0.09508129103220705,regional,0,1,238,13831,species,0,15,4,regional_congeneric_error
0.1,0.09142405389612622,observed,0.5,1,227,13299,species,0,15,4,rare_weighted_error
0,0,observed,0,1,227,0,mixed_rtu,0.1995806551404118,15,4,mixed_rtu_reporting
0,0,observed,0,1,227,0,drop_unresolved,0.1989825731275564,15,4,drop_unresolved
0,0,observed,0,1,227,0,rare_to_genus,0.04257381500704637,15,4,rare_species_to_genus
0,0,observed,0,1,227,0,difficult_to_genus,0.17571924517925275,15,4,difficult_genera_to_genus
0,0,observed,0,1,227,0,genus,NA,15,4,genus_level
0,0,observed,0,1,227,0,family,NA,15,4,family_level
0.1,0.08726740005510493,observed,0,1,214,12986,species,0,15,5,observed_congeneric_error
0.1,0.09212604245768008,regional,0,1,228,13709,species,0,15,5,regional_congeneric_error
0.1,0.08702547595207215,observed,0.5,1,214,12950,species,0,15,5,rare_weighted_error
0,0,observed,0,1,214,0,mixed_rtu,0.20004435275222265,15,5,mixed_rtu_reporting
0,0,observed,0,1,214,0,drop_unresolved,0.20116661178573592,15,5,drop_unresolved
0,0,observed,0,1,214,0,rare_to_genus,0.04230311746087213,15,5,rare_species_to_genus
0,0,observed,0,1,214,0,difficult_to_genus,0.188640319339816,15,5,difficult_genera_to_genus
0,0,observed,0,1,214,0,genus,NA,15,5,genus_level
0,0,observed,0,1,214,0,family,NA,15,5,family_level
0.1,0.05872790083316399,observed,0,1,76,2312,species,0,16,1,observed_congeneric_error
0.1,0.09870961186750661,regional,0,1,121,3886,species,0,16,1,regional_congeneric_error
0.1,0.05936293436293436,observed,0.5,1,76,2337,species,0,16,1,rare_weighted_error
0,0,observed,0,1,76,0,mixed_rtu,0.2000609632188579,16,1,mixed_rtu_reporting
0,0,observed,0,1,76,0,drop_unresolved,0.2040235724446251,16,1,drop_unresolved
0,0,observed,0,1,76,0,rare_to_genus,7.620402357244462e-4,16,1,rare_species_to_genus
0,0,observed,0,1,76,0,difficult_to_genus,0.12172322698638488,16,1,difficult_genera_to_genus
0,0,observed,0,1,76,0,genus,NA,16,1,genus_level
0,0,observed,0,1,76,0,family,NA,16,1,family_level
0.1,0.04839696524718551,observed,0,1,67,2373,species,0,16,2,observed_congeneric_error
0.1,0.07633790177843042,regional,0,1,118,3743,species,0,16,2,regional_congeneric_error
0.1,0.048478544623919075,observed,0.5,1,67,2377,species,0,16,2,rare_weighted_error
0,0,observed,0,1,67,0,mixed_rtu,0.1990536792298907,16,2,mixed_rtu_reporting
0,0,observed,0,1,67,0,drop_unresolved,0.1999102626855931,16,2,drop_unresolved
0,0,observed,0,1,67,0,rare_to_genus,4.282917278511992e-4,16,2,rare_species_to_genus
0,0,observed,0,1,67,0,difficult_to_genus,0.06924049600261054,16,2,difficult_genera_to_genus
0,0,observed,0,1,67,0,genus,NA,16,2,genus_level
0,0,observed,0,1,67,0,family,NA,16,2,family_level
0.1,0.03805862566074003,observed,0,1,59,1584,species,0,16,3,observed_congeneric_error
0.1,0.08652090341182124,regional,0,1,118,3601,species,0,16,3,regional_congeneric_error
0.1,0.03661701105237866,observed,0.5,1,59,1524,species,0,16,3,rare_weighted_error
0,0,observed,0,1,59,0,mixed_rtu,0.20396444017299376,16,3,mixed_rtu_reporting
0,0,observed,0,1,59,0,drop_unresolved,0.20245074483421432,16,3,drop_unresolved
0,0,observed,0,1,59,0,rare_to_genus,6.727534839019703e-4,16,3,rare_species_to_genus
0,0,observed,0,1,59,0,difficult_to_genus,0.21489668428640077,16,3,difficult_genera_to_genus
0,0,observed,0,1,59,0,genus,NA,16,3,genus_level
0,0,observed,0,1,59,0,family,NA,16,3,family_level
0.1,0.047280840383006416,observed,0,1,73,2543,species,0,16,4,observed_congeneric_error
0.1,0.08535837129311147,regional,0,1,122,4591,species,0,16,4,regional_congeneric_error
0.1,0.046983359672771216,observed,0.5,1,73,2527,species,0,16,4,rare_weighted_error
0,0,observed,0,1,73,0,mixed_rtu,0.19795482011713306,16,4,mixed_rtu_reporting
0,0,observed,0,1,73,0,drop_unresolved,0.201115552663382,16,4,drop_unresolved
0,0,observed,0,1,73,0,rare_to_genus,4.83406154132193e-4,16,4,rare_species_to_genus
0,0,observed,0,1,73,0,difficult_to_genus,0.10889653249047132,16,4,difficult_genera_to_genus
0,0,observed,0,1,73,0,genus,NA,16,4,genus_level
0,0,observed,0,1,73,0,family,NA,16,4,family_level
0.1,0.030006260620695824,observed,0,1,69,1342,species,0,16,5,observed_congeneric_error
0.1,0.09129326536088006,regional,0,1,120,4083,species,0,16,5,regional_congeneric_error
0.1,0.030006260620695824,observed,0.5,1,69,1342,species,0,16,5,rare_weighted_error
0,0,observed,0,1,69,0,mixed_rtu,0.20123423665146234,16,5,mixed_rtu_reporting
0,0,observed,0,1,69,0,drop_unresolved,0.20244164207137105,16,5,drop_unresolved
0,0,observed,0,1,69,0,rare_to_genus,4.2482783293086487e-4,16,5,rare_species_to_genus
0,0,observed,0,1,69,0,difficult_to_genus,0.2723370002683123,16,5,difficult_genera_to_genus
0,0,observed,0,1,69,0,genus,NA,16,5,genus_level
0,0,observed,0,1,69,0,family,NA,16,5,family_level
0.1,0.05875802799981518,observed,0,1,156,12717,species,0,17,1,observed_congeneric_error
0.1,0.08416116065240493,regional,0,1,224,18215,species,0,17,1,regional_congeneric_error
0.1,0.05931710021716028,observed,0.5,1,156,12838,species,0,17,1,rare_weighted_error
0,0,observed,0,1,156,0,mixed_rtu,0.20054059049115192,17,1,mixed_rtu_reporting
0,0,observed,0,1,156,0,drop_unresolved,0.20105345839301392,17,1,drop_unresolved
0,0,observed,0,1,156,0,rare_to_genus,0.041255833294829736,17,1,rare_species_to_genus
0,0,observed,0,1,156,0,difficult_to_genus,0.1462458993670009,17,1,difficult_genera_to_genus
0,0,observed,0,1,156,0,genus,NA,17,1,genus_level
0,0,observed,0,1,156,0,family,NA,17,1,family_level
0.1,0.058787316304210954,observed,0,1,158,12605,species,0,17,2,observed_congeneric_error
0.1,0.08315105611961739,regional,0,1,220,17829,species,0,17,2,regional_congeneric_error
0.1,0.05980402673295494,observed,0.5,1,158,12823,species,0,17,2,rare_weighted_error
0,0,observed,0,1,158,0,mixed_rtu,0.2007303525373455,17,2,mixed_rtu_reporting
0,0,observed,0,1,158,0,drop_unresolved,0.20059976587677286,17,2,drop_unresolved
0,0,observed,0,1,158,0,rare_to_genus,0.04024401050289856,17,2,rare_species_to_genus
0,0,observed,0,1,158,0,difficult_to_genus,0.1474743140702463,17,2,difficult_genera_to_genus
0,0,observed,0,1,158,0,genus,NA,17,2,genus_level
0,0,observed,0,1,158,0,family,NA,17,2,family_level
0.1,0.06388570784913737,observed,0,1,168,13612,species,0,17,3,observed_congeneric_error
0.1,0.08712711434847091,regional,0,1,230,18564,species,0,17,3,regional_congeneric_error
0.1,0.06435504158296881,observed,0.5,1,168,13712,species,0,17,3,rare_weighted_error
0,0,observed,0,1,168,0,mixed_rtu,0.20028817091257256,17,3,mixed_rtu_reporting
0,0,observed,0,1,168,0,drop_unresolved,0.2008889180918768,17,3,drop_unresolved
0,0,observed,0,1,168,0,rare_to_genus,0.04062552800045056,17,3,rare_species_to_genus
0,0,observed,0,1,168,0,difficult_to_genus,0.12977547074173504,17,3,difficult_genera_to_genus
0,0,observed,0,1,168,0,genus,NA,17,3,genus_level
0,0,observed,0,1,168,0,family,NA,17,3,family_level
0.1,0.05943724312361682,observed,0,1,160,12596,species,0,17,4,observed_congeneric_error
0.1,0.08271006648703998,regional,0,1,220,17528,species,0,17,4,regional_congeneric_error
0.1,0.05841799538507274,observed,0.5,1,160,12380,species,0,17,4,rare_weighted_error
0,0,observed,0,1,160,0,mixed_rtu,0.19824368514682356,17,4,mixed_rtu_reporting
0,0,observed,0,1,160,0,drop_unresolved,0.20214136399884863,17,4,drop_unresolved
0,0,observed,0,1,160,0,rare_to_genus,0.04549808655112046,17,4,rare_species_to_genus
0,0,observed,0,1,160,0,difficult_to_genus,0.14955573067322256,17,4,difficult_genera_to_genus
0,0,observed,0,1,160,0,genus,NA,17,4,genus_level
0,0,observed,0,1,160,0,family,NA,17,4,family_level
0.1,0.06111163715557239,observed,0,1,165,12908,species,0,17,5,observed_congeneric_error
0.1,0.08682416437837326,regional,0,1,228,18339,species,0,17,5,regional_congeneric_error
0.1,0.061144777956632895,observed,0.5,1,165,12915,species,0,17,5,rare_weighted_error
0,0,observed,0,1,165,0,mixed_rtu,0.19995739039863647,17,5,mixed_rtu_reporting
0,0,observed,0,1,165,0,drop_unresolved,0.19969699839030397,17,5,drop_unresolved
0,0,observed,0,1,165,0,rare_to_genus,0.04179528453744911,17,5,rare_species_to_genus
0,0,observed,0,1,165,0,difficult_to_genus,0.13912508285200265,17,5,difficult_genera_to_genus
0,0,observed,0,1,165,0,genus,NA,17,5,genus_level
0,0,observed,0,1,165,0,family,NA,17,5,family_level
0.1,0.09486661154327969,observed,0,1,270,34305,species,0,18,1,observed_congeneric_error
0.1,0.1000129973203397,regional,0,1,284,36166,species,0,18,1,regional_congeneric_error
0.1,0.09532013506151604,observed,0.5,1,270,34469,species,0,18,1,rare_weighted_error
0,0,observed,0,1,270,0,mixed_rtu,0.19908852834383717,18,1,mixed_rtu_reporting
0,0,observed,0,1,270,0,drop_unresolved,0.19956417496052414,18,1,drop_unresolved
0,0,observed,0,1,270,0,rare_to_genus,0.0435852693348967,18,1,rare_species_to_genus
0,0,observed,0,1,270,0,difficult_to_genus,0.3748344224350341,18,1,difficult_genera_to_genus
0,0,observed,0,1,270,0,genus,NA,18,1,genus_level
0,0,observed,0,1,270,0,family,NA,18,1,family_level
0.1,0.09720195714896931,observed,0,1,274,35441,species,0,18,2,observed_congeneric_error
0.1,0.10007350279200904,regional,0,1,284,36488,species,0,18,2,regional_congeneric_error
0.1,0.09707579564029709,observed,0.5,1,274,35395,species,0,18,2,rare_weighted_error
0,0,observed,0,1,274,0,mixed_rtu,0.20010860860311785,18,2,mixed_rtu_reporting
0,0,observed,0,1,274,0,drop_unresolved,0.1994092350224348,18,2,drop_unresolved
0,0,observed,0,1,274,0,rare_to_genus,0.03967779447741709,18,2,rare_species_to_genus
0,0,observed,0,1,274,0,difficult_to_genus,0.34683170054743123,18,2,difficult_genera_to_genus
0,0,observed,0,1,274,0,genus,NA,18,2,genus_level
0,0,observed,0,1,274,0,family,NA,18,2,family_level
0.1,0.09704312194796938,observed,0,1,275,34956,species,0,18,3,observed_congeneric_error
0.1,0.09862275166499634,regional,0,1,284,35525,species,0,18,3,regional_congeneric_error
0.1,0.09722357173989689,observed,0.5,1,275,35021,species,0,18,3,rare_weighted_error
0,0,observed,0,1,275,0,mixed_rtu,0.1997051728014969,18,3,mixed_rtu_reporting
0,0,observed,0,1,275,0,drop_unresolved,0.19948585690053888,18,3,drop_unresolved
0,0,observed,0,1,275,0,rare_to_genus,0.03547920524359334,18,3,rare_species_to_genus
0,0,observed,0,1,275,0,difficult_to_genus,0.3343345983326439,18,3,difficult_genera_to_genus
0,0,observed,0,1,275,0,genus,NA,18,3,genus_level
0,0,observed,0,1,275,0,family,NA,18,3,family_level
0.1,0.0996760748676108,observed,0,1,281,36064,species,0,18,4,observed_congeneric_error
0.1,0.09988889257404397,regional,0,1,284,36141,species,0,18,4,regional_congeneric_error
0.1,0.09781322896974119,observed,0.5,1,281,35390,species,0,18,4,rare_weighted_error
0,0,observed,0,1,281,0,mixed_rtu,0.19897350004974956,18,4,mixed_rtu_reporting
0,0,observed,0,1,281,0,drop_unresolved,0.1999297977955402,18,4,drop_unresolved
0,0,observed,0,1,281,0,rare_to_genus,0.04409195936010967,18,4,rare_species_to_genus
0,0,observed,0,1,281,0,difficult_to_genus,0.35647794987452047,18,4,difficult_genera_to_genus
0,0,observed,0,1,281,0,genus,NA,18,4,genus_level
0,0,observed,0,1,281,0,family,NA,18,4,family_level
0.1,0.0975285017534184,observed,0,1,276,35014,species,0,18,5,observed_congeneric_error
0.1,0.09989053321188926,regional,0,1,284,35862,species,0,18,5,regional_congeneric_error
0.1,0.09656196293727526,observed,0.5,1,276,34667,species,0,18,5,rare_weighted_error
0,0,observed,0,1,276,0,mixed_rtu,0.1996696498455488,18,5,mixed_rtu_reporting
0,0,observed,0,1,276,0,drop_unresolved,0.19989248300200824,18,5,drop_unresolved
0,0,observed,0,1,276,0,rare_to_genus,0.04361959037695014,18,5,rare_species_to_genus
0,0,observed,0,1,276,0,difficult_to_genus,0.4226309353700284,18,5,difficult_genera_to_genus
0,0,observed,0,1,276,0,genus,NA,18,5,genus_level
0,0,observed,0,1,276,0,family,NA,18,5,family_level
0.1,0.09998012887841712,observed,0,1,122,3522,species,0,19,1,observed_congeneric_error
0.1,0.09929883328128992,regional,0,1,123,3498,species,0,19,1,regional_congeneric_error
0.1,0.09827688988559911,observed,0.5,1,122,3462,species,0,19,1,rare_weighted_error
0,0,observed,0,1,122,0,mixed_rtu,0.20007380702302213,19,1,mixed_rtu_reporting
0,0,observed,0,1,122,0,drop_unresolved,0.2007267153036023,19,1,drop_unresolved
0,0,observed,0,1,122,0,rare_to_genus,0.0038606750503874868,19,1,rare_species_to_genus
0,0,observed,0,1,122,0,difficult_to_genus,0.4606693729241775,19,1,difficult_genera_to_genus
0,0,observed,0,1,122,0,genus,NA,19,1,genus_level
0,0,observed,0,1,122,0,family,NA,19,1,family_level
0.1,0.09729270099020765,observed,0,1,123,3547,species,0,19,2,observed_congeneric_error
0.1,0.10050196121458156,regional,0,1,124,3664,species,0,19,2,regional_congeneric_error
0.1,0.09915791206078393,observed,0.5,1,123,3615,species,0,19,2,rare_weighted_error
0,0,observed,0,1,123,0,mixed_rtu,0.19839811284526976,19,2,mixed_rtu_reporting
0,0,observed,0,1,123,0,drop_unresolved,0.19908385220945224,19,2,drop_unresolved
0,0,observed,0,1,123,0,rare_to_genus,0.002304084263653071,19,2,rare_species_to_genus
0,0,observed,0,1,123,0,difficult_to_genus,0.3032888059906191,19,2,difficult_genera_to_genus
0,0,observed,0,1,123,0,genus,NA,19,2,genus_level
0,0,observed,0,1,123,0,family,NA,19,2,family_level
0.1,0.09999034531586909,observed,0,1,126,3107,species,0,19,3,observed_congeneric_error
0.1,0.09976506935281435,regional,0,1,126,3100,species,0,19,3,regional_congeneric_error
0.1,0.09783413252663084,observed,0.5,1,126,3040,species,0,19,3,rare_weighted_error
0,0,observed,0,1,126,0,mixed_rtu,0.2005921539600296,19,3,mixed_rtu_reporting
0,0,observed,0,1,126,0,drop_unresolved,0.19695555627071737,19,3,drop_unresolved
0,0,observed,0,1,126,0,rare_to_genus,0.006339909245969169,19,3,rare_species_to_genus
0,0,observed,0,1,126,0,difficult_to_genus,0.4156341518359991,19,3,difficult_genera_to_genus
0,0,observed,0,1,126,0,genus,NA,19,3,genus_level
0,0,observed,0,1,126,0,family,NA,19,3,family_level
0.1,0.09962829809274268,observed,0,1,132,3270,species,0,19,4,observed_congeneric_error
0.1,0.09770885381756139,regional,0,1,132,3207,species,0,19,4,regional_congeneric_error
0.1,0.0981353969898239,observed,0.5,1,132,3221,species,0,19,4,rare_weighted_error
0,0,observed,0,1,132,0,mixed_rtu,0.20193772469684967,19,4,mixed_rtu_reporting
0,0,observed,0,1,132,0,drop_unresolved,0.1995612698799586,19,4,drop_unresolved
0,0,observed,0,1,132,0,rare_to_genus,0.008469928706355493,19,4,rare_species_to_genus
0,0,observed,0,1,132,0,difficult_to_genus,0.4526537078788617,19,4,difficult_genera_to_genus
0,0,observed,0,1,132,0,genus,NA,19,4,genus_level
0,0,observed,0,1,132,0,family,NA,19,4,family_level
0.1,0.1024139501594118,observed,0,1,119,3148,species,0,19,5,observed_congeneric_error
0.1,0.09795692628017438,regional,0,1,119,3011,species,0,19,5,regional_congeneric_error
0.1,0.10029930379335025,observed,0.5,1,119,3083,species,0,19,5,rare_weighted_error
0,0,observed,0,1,119,0,mixed_rtu,0.20082633873381484,19,5,mixed_rtu_reporting
0,0,observed,0,1,119,0,drop_unresolved,0.20268072093174572,19,5,drop_unresolved
0,0,observed,0,1,119,0,rare_to_genus,0.003741297416878131,19,5,rare_species_to_genus
0,0,observed,0,1,119,0,difficult_to_genus,0.4524367232741232,19,5,difficult_genera_to_genus
0,0,observed,0,1,119,0,genus,NA,19,5,genus_level
0,0,observed,0,1,119,0,family,NA,19,5,family_level
0.1,0.06787040594186196,observed,0,1,24,1060,species,0,20,1,observed_congeneric_error
0.1,0.10257395313100269,regional,0,1,36,1602,species,0,20,1,regional_congeneric_error
0.1,0.06665386092969651,observed,0.5,1,24,1041,species,0,20,1,rare_weighted_error
0,0,observed,0,1,24,0,mixed_rtu,0.20207452938916637,20,1,mixed_rtu_reporting
0,0,observed,0,1,24,0,drop_unresolved,0.19279037008579847,20,1,drop_unresolved
0,0,observed,0,1,24,0,rare_to_genus,0.043027276219746446,20,1,rare_species_to_genus
0,0,observed,0,1,24,0,difficult_to_genus,0.05039057497758996,20,1,difficult_genera_to_genus
0,0,observed,0,1,24,0,genus,NA,20,1,genus_level
0,0,observed,0,1,24,0,family,NA,20,1,family_level
0.1,0.08013563153433173,observed,0,1,28,1418,species,0,20,2,observed_congeneric_error
0.1,0.09855891494772534,regional,0,1,36,1744,species,0,20,2,regional_congeneric_error
0.1,0.07844023735518509,observed,0.5,1,28,1388,species,0,20,2,rare_weighted_error
0,0,observed,0,1,28,0,mixed_rtu,0.20231703871150042,20,2,mixed_rtu_reporting
0,0,observed,0,1,28,0,drop_unresolved,0.1983046058208533,20,2,drop_unresolved
0,0,observed,0,1,28,0,rare_to_genus,0.05125741734953377,20,2,rare_species_to_genus
0,0,observed,0,1,28,0,difficult_to_genus,0.01650183667702741,20,2,difficult_genera_to_genus
0,0,observed,0,1,28,0,genus,NA,20,2,genus_level
0,0,observed,0,1,28,0,family,NA,20,2,family_level
0.1,0.07220520213852345,observed,0,1,24,1202,species,0,20,3,observed_congeneric_error
0.1,0.09923709977773773,regional,0,1,36,1652,species,0,20,3,regional_congeneric_error
0.1,0.07274584009130775,observed,0.5,1,24,1211,species,0,20,3,rare_weighted_error
0,0,observed,0,1,24,0,mixed_rtu,0.20340001201417668,20,3,mixed_rtu_reporting
0,0,observed,0,1,24,0,drop_unresolved,0.19829398690454736,20,3,drop_unresolved
0,0,observed,0,1,24,0,rare_to_genus,0.042650327386315856,20,3,rare_species_to_genus
0,0,observed,0,1,24,0,difficult_to_genus,0.0703430047455998,20,3,difficult_genera_to_genus
0,0,observed,0,1,24,0,genus,NA,20,3,genus_level
0,0,observed,0,1,24,0,family,NA,20,3,family_level
0.1,0.0709178966789668,observed,0,1,25,1230,species,0,20,4,observed_congeneric_error
0.1,0.10141835793357934,regional,0,1,36,1759,species,0,20,4,regional_congeneric_error
0.1,0.07501153136531365,observed,0.5,1,25,1301,species,0,20,4,rare_weighted_error
0,0,observed,0,1,25,0,mixed_rtu,0.19880073800738007,20,4,mixed_rtu_reporting
0,0,observed,0,1,25,0,drop_unresolved,0.20191420664206639,20,4,drop_unresolved
0,0,observed,0,1,25,0,rare_to_genus,0.05212177121771218,20,4,rare_species_to_genus
0,0,observed,0,1,25,0,difficult_to_genus,0.032922047970479706,20,4,difficult_genera_to_genus
0,0,observed,0,1,25,0,genus,NA,20,4,genus_level
0,0,observed,0,1,25,0,family,NA,20,4,family_level
0.1,0.0757090704858186,observed,0,1,26,1348,species,0,20,5,observed_congeneric_error
0.1,0.09542263409154732,regional,0,1,36,1699,species,0,20,5,regional_congeneric_error
0.1,0.07565290648694187,observed,0.5,1,26,1347,species,0,20,5,rare_weighted_error
0,0,observed,0,1,26,0,mixed_rtu,0.19859590002808203,20,5,mixed_rtu_reporting
0,0,observed,0,1,26,0,drop_unresolved,0.20454928390901428,20,5,drop_unresolved
0,0,observed,0,1,26,0,rare_to_genus,0.03768604324627914,20,5,rare_species_to_genus
0,0,observed,0,1,26,0,difficult_to_genus,0.02207245155855097,20,5,difficult_genera_to_genus
0,0,observed,0,1,26,0,genus,NA,20,5,genus_level
0,0,observed,0,1,26,0,family,NA,20,5,family_level
0.1,0.09991429911226817,observed,0,1,410,6179,species,0,21,1,observed_congeneric_error
0.1,0.09908963019258445,regional,0,1,410,6128,species,0,21,1,regional_congeneric_error
0.1,0.09994663906990282,observed,0.5,1,410,6181,species,0,21,1,rare_weighted_error
0,0,observed,0,1,410,0,mixed_rtu,0.20167197580971163,21,1,mixed_rtu_reporting
0,0,observed,0,1,410,0,drop_unresolved,0.19969923839399772,21,1,drop_unresolved
0,0,observed,0,1,410,0,rare_to_genus,0.008149669323933186,21,1,rare_species_to_genus
0,0,observed,0,1,410,0,difficult_to_genus,0.06451821548113772,21,1,difficult_genera_to_genus
0,0,observed,0,1,410,0,genus,NA,21,1,genus_level
0,0,observed,0,1,410,0,family,NA,21,1,family_level
0.1,0.10010982222527284,observed,0,1,410,5834,species,0,21,2,observed_congeneric_error
0.1,0.10022994028416501,regional,0,1,410,5841,species,0,21,2,regional_congeneric_error
0.1,0.09842816940078249,observed,0.5,1,410,5736,species,0,21,2,rare_weighted_error
0,0,observed,0,1,410,0,mixed_rtu,0.20308531814125885,21,2,mixed_rtu_reporting
0,0,observed,0,1,410,0,drop_unresolved,0.19929301942480615,21,2,drop_unresolved
0,0,observed,0,1,410,0,rare_to_genus,0.007361521037820029,21,2,rare_species_to_genus
0,0,observed,0,1,410,0,difficult_to_genus,0.06482943235637312,21,2,difficult_genera_to_genus
0,0,observed,0,1,410,0,genus,NA,21,2,genus_level
0,0,observed,0,1,410,0,family,NA,21,2,family_level
0.1,0.0984713224166369,observed,0,1,407,5791,species,0,21,3,observed_congeneric_error
0.1,0.10262034722576477,regional,0,1,407,6035,species,0,21,3,regional_congeneric_error
0.1,0.09671988981278376,observed,0.5,1,407,5688,species,0,21,3,rare_weighted_error
0,0,observed,0,1,407,0,mixed_rtu,0.20255403084561885,21,3,mixed_rtu_reporting
0,0,observed,0,1,407,0,drop_unresolved,0.20134673264296277,21,3,drop_unresolved
0,0,observed,0,1,407,0,rare_to_genus,0.01207298202656056,21,3,rare_species_to_genus
0,0,observed,0,1,407,0,difficult_to_genus,0.06669047254671905,21,3,difficult_genera_to_genus
0,0,observed,0,1,407,0,genus,NA,21,3,genus_level
0,0,observed,0,1,407,0,family,NA,21,3,family_level
0.1,0.09940080581287235,observed,0,1,408,5773,species,0,21,4,observed_congeneric_error
0.1,0.10112262818967595,regional,0,1,408,5873,species,0,21,4,regional_congeneric_error
0.1,0.1008127001618513,observed,0.5,1,408,5855,species,0,21,4,rare_weighted_error
0,0,observed,0,1,408,0,mixed_rtu,0.20148765453355832,21,4,mixed_rtu_reporting
0,0,observed,0,1,408,0,drop_unresolved,0.2004029064361721,21,4,drop_unresolved
0,0,observed,0,1,408,0,rare_to_genus,0.010296497813285581,21,4,rare_species_to_genus
0,0,observed,0,1,408,0,difficult_to_genus,0.024604841764523572,21,4,difficult_genera_to_genus
0,0,observed,0,1,408,0,genus,NA,21,4,genus_level
0,0,observed,0,1,408,0,family,NA,21,4,family_level
0.1,0.1008683240157012,observed,0,1,412,5936,species,0,21,5,observed_congeneric_error
0.1,0.10078336080477153,regional,0,1,412,5931,species,0,21,5,regional_congeneric_error
0.1,0.10153103706095261,observed,0.5,1,412,5975,species,0,21,5,rare_weighted_error
0,0,observed,0,1,412,0,mixed_rtu,0.1993067001988139,21,5,mixed_rtu_reporting
0,0,observed,0,1,412,0,drop_unresolved,0.20070009685806045,21,5,drop_unresolved
0,0,observed,0,1,412,0,rare_to_genus,0.010824313072439634,21,5,rare_species_to_genus
0,0,observed,0,1,412,0,difficult_to_genus,0.029125388706690004,21,5,difficult_genera_to_genus
0,0,observed,0,1,412,0,genus,NA,21,5,genus_level
0,0,observed,0,1,412,0,family,NA,21,5,family_level
0.1,0.052274183215887254,observed,0,1,121,408,species,0,22,1,observed_congeneric_error
0.1,0.09673286354900705,regional,0,1,206,755,species,0,22,1,regional_congeneric_error
0.1,0.05675848814862268,observed,0.5,1,121,443,species,0,22,1,rare_weighted_error
0,0,observed,0,1,121,0,mixed_rtu,0.19718129404228057,22,1,mixed_rtu_reporting
0,0,observed,0,1,121,0,drop_unresolved,0.20474055092889176,22,1,drop_unresolved
0,0,observed,0,1,121,0,rare_to_genus,0.021012171684817425,22,1,rare_species_to_genus
0,0,observed,0,1,121,0,difficult_to_genus,0.16258808456117874,22,1,difficult_genera_to_genus
0,0,observed,0,1,121,0,genus,NA,22,1,genus_level
0,0,observed,0,1,121,0,family,NA,22,1,family_level
0.1,0.047176913425345045,observed,0,1,112,376,species,0,22,2,observed_congeneric_error
0.1,0.0889585947302384,regional,0,1,206,709,species,0,22,2,regional_congeneric_error
0.1,0.04755332496863237,observed,0.5,1,112,379,species,0,22,2,rare_weighted_error
0,0,observed,0,1,112,0,mixed_rtu,0.19899623588456716,22,2,mixed_rtu_reporting
0,0,observed,0,1,112,0,drop_unresolved,0.2047678795483061,22,2,drop_unresolved
0,0,observed,0,1,112,0,rare_to_genus,0.025595984943538267,22,2,rare_species_to_genus
0,0,observed,0,1,112,0,difficult_to_genus,0.12534504391468004,22,2,difficult_genera_to_genus
0,0,observed,0,1,112,0,genus,NA,22,2,genus_level
0,0,observed,0,1,112,0,family,NA,22,2,family_level
0.1,0.04610912934337429,observed,0,1,104,349,species,0,22,3,observed_congeneric_error
0.1,0.09499273351829832,regional,0,1,209,719,species,0,22,3,regional_congeneric_error
0.1,0.04505218655040296,observed,0.5,1,104,341,species,0,22,3,rare_weighted_error
0,0,observed,0,1,104,0,mixed_rtu,0.2002906592680671,22,3,mixed_rtu_reporting
0,0,observed,0,1,104,0,drop_unresolved,0.20623596247853082,22,3,drop_unresolved
0,0,observed,0,1,104,0,rare_to_genus,0.017968027480512617,22,3,rare_species_to_genus
