varied_parameter,factor_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,response,low_factor_value,high_factor_value,low_response,high_response,high_minus_low
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,delta_alpha_med,1.5,8,31.322094055013295,28.57142857142857,-2.7506654835847257
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,delta_occupancy_med,1.5,8,31.322094055013295,28.57142857142858,-2.750665483584715
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_alpha_q0,1.5,8,31.322094055013295,28.57142857142857,-2.7506654835847257
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_alpha_q1,1.5,8,16.847194881929884,14.81053868637423,-2.036656195555654
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_alpha_q2,1.5,8,10.6739140411542,8.896631346989613,-1.7772826941645867
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_mean_bray_curtis,1.5,8,-2.039414880061304,-1.8068879477312139,0.23252693233009025
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_mean_jaccard,1.5,8,-4.103106530323327,-3.478113777647158,0.6249927526761692
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_mean_occupancy,1.5,8,31.322094055013295,28.57142857142858,-2.750665483584715
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,effect_mean_sorensen,1.5,8,-6.440716922447464,-5.635100551367987,0.805616371079477
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,delta_alpha_med,1.5,8,5.084745762711877,3.8826574633304545,-1.2020882993814221
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,delta_occupancy_med,1.5,8,5.084745762711856,3.8826574633304602,-1.202088299381396
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_alpha_q0,1.5,8,5.084745762711877,3.8826574633304545,-1.2020882993814221
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_alpha_q1,1.5,8,2.0259340827911747,1.5616830709125726,-0.46425101187860207
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_alpha_q2,1.5,8,1.1538092069631685,0.8572147792457003,-0.29659442771746813
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_mean_bray_curtis,1.5,8,-0.1597711424897815,-0.1413547557958773,0.01841638669390419
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_mean_jaccard,1.5,8,-0.27759412612949347,-0.2233870192862593,0.05420710684323418
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_mean_occupancy,1.5,8,5.084745762711856,3.8826574633304602,-1.202088299381396
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,effect_mean_sorensen,1.5,8,-0.4973600970758808,-0.38584344762375444,0.11151664945212636
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,delta_alpha_med,1.5,8,43.63166953528397,43.25955734406438,-0.3721121912195855
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,delta_occupancy_med,1.5,8,43.63166953528398,43.2595573440644,-0.3721121912195855
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_alpha_q0,1.5,8,43.63166953528397,43.25955734406438,-0.3721121912195855
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_alpha_q1,1.5,8,29.333379967066154,26.951933217548884,-2.38144674951727
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_alpha_q2,1.5,8,20.044977116726255,16.604244305671205,-3.4407328110550495
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_mean_bray_curtis,1.5,8,-3.670202274404865,-3.3210198454901585,0.3491824289147063
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_mean_jaccard,1.5,8,-7.170418340899228,-6.2820422154823925,0.8883761254168352
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_mean_occupancy,1.5,8,43.63166953528398,43.2595573440644,-0.3721121912195855
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,effect_mean_sorensen,1.5,8,-11.093333272520946,-10.04749481563762,1.0458384568833257
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,delta_alpha_med,1.5,8,13.538748832866466,11.754385964912283,-1.784362867954183
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,delta_occupancy_med,1.5,8,13.538748832866478,12.773403324584422,-0.7653455082820564
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect_alpha_q0,1.5,8,13.538748832866466,11.754385964912283,-1.784362867954183
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect_alpha_q1,1.5,8,5.582995816305328,5.169650737385129,-0.4133450789201989
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect_alpha_q2,1.5,8,3.138460049129038,2.646677772673818,-0.49178227645521977
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect_mean_bray_curtis,1.5,8,-0.5904319162737008,-0.5260370019239685,0.06439491434973232
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect_mean_jaccard,1.5,8,-0.9226448444067252,-1.0719592423984787,-0.1493143979917535
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect_mean_occupancy,1.5,8,13.538748832866478,12.773403324584422,-0.7653455082820564
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,effect_mean_sorensen,1.5,8,-1.5799522298370994,-1.8974270088913125,-0.3174747790542132
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,delta_alpha_med,1.5,8,19.209039548022613,17.5150992234685,-1.693940324554113
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,delta_occupancy_med,1.5,8,19.209039548022588,17.51509922346851,-1.6939403245540774
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,effect_alpha_q0,1.5,8,19.209039548022613,17.5150992234685,-1.693940324554113
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,effect_alpha_q1,1.5,8,9.192752860267724,7.781195622595319,-1.4115572376724055
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,effect_alpha_q2,1.5,8,5.435174545161707,4.323525344146397,-1.11164920101531
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,effect_mean_bray_curtis,1.5,8,-0.9352028986656014,-0.8016494385015998,0.1335534601640016
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,effect_mean_jaccard,1.5,8,-1.6993226804040573,-1.717525506883424,-0.018202826479366774
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,effect_mean_occupancy,1.5,8,19.209039548022588,17.51509922346851,-1.6939403245540774
mean_genera_per_family,Mean genera per family,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,effect_mean_sorensen,1.5,8,-2.74793143202894,-2.8681723906339505,-0.12024095860501038
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,delta_alpha_med,1.5,8,31.72085646312449,28.068410462776676,-3.6524460003478154
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,delta_occupancy_med,1.5,8,31.720856463124502,28.06841046277667,-3.652446000347833
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,effect_alpha_q0,1.5,8,31.72085646312449,28.068410462776676,-3.6524460003478154
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,effect_alpha_q1,1.5,8,18.13416316130941,16.29027526503048,-1.843887896278929
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,effect_alpha_q2,1.5,8,12.338206762304205,10.371004458875106,-1.967202303429099
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,effect_mean_bray_curtis,1.5,8,-1.5198455228150398,-1.5311695167327097,-0.011323993917669917
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,effect_mean_jaccard,1.5,8,-4.09041083165285,-3.8462095737968554,0.24420125785599467
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,effect_mean_occupancy,1.5,8,31.720856463124502,28.06841046277667,-3.652446000347833
mean_genera_per_family,Mean genera per family,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,effect_mean_sorensen,1.5,8,-6.602757086235694,-6.295350022888428,0.30740706334726564
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,delta_alpha_med,1.5,8,4.575163398692806,4.473684210526333,-0.10147918816647294
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,delta_occupancy_med,1.5,8,4.575163398692798,4.473684210526315,-0.10147918816648271
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect_alpha_q0,1.5,8,4.575163398692806,4.473684210526333,-0.10147918816647294
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect_alpha_q1,1.5,8,1.9553258469723895,1.780915357535183,-0.1744104894372065
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect_alpha_q2,1.5,8,1.214688694299569,1.121175225313364,-0.09351346898620494
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect_mean_bray_curtis,1.5,8,-0.11935174933815389,-0.14848011410408207,-0.029128364765928186
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect_mean_jaccard,1.5,8,-0.18572418277264838,-0.43771940099124423,-0.25199521821859583
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect_mean_occupancy,1.5,8,4.575163398692798,4.473684210526315,-0.10147918816648271
mean_genera_per_family,Mean genera per family,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,effect_mean_sorensen,1.5,8,-0.3324007940454379,-0.7744798346947528,-0.4420790406493149
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,delta_alpha_med,1.5,8,44.720496894409926,40.24144869215293,-4.4790482022569975
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,delta_occupancy_med,1.5,8,44.720496894409926,40.241448692152915,-4.479048202257012
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,effect_alpha_q0,1.5,8,44.720496894409926,40.24144869215293,-4.4790482022569975
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,effect_alpha_q1,1.5,8,32.9885630571744,29.313512593838116,-3.6750504633362873
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,effect_alpha_q2,1.5,8,25.764412596148034,19.851998287745797,-5.912414308402237
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,effect_mean_bray_curtis,1.5,8,-3.2764557043217217,-3.300257193339951,-0.023801489018229205
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,effect_mean_jaccard,1.5,8,-7.328024609581816,-6.607884607318614,0.7201400022632019
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,effect_mean_occupancy,1.5,8,44.720496894409926,40.241448692152915,-4.479048202257012
mean_genera_per_family,Mean genera per family,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,effect_mean_sorensen,1.5,8,-11.504236882968103,-10.577647943537423,0.9265889394306797
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,delta_alpha_med,1.5,8,13.16415543219666,12.079378774805868,-1.0847766573907922
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,delta_occupancy_med,1.5,8,13.16415543219667,12.079378774805866,-1.0847766573908046
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect_alpha_q0,1.5,8,13.16415543219666,12.079378774805868,-1.0847766573907922
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect_alpha_q1,1.5,8,6.039550507482959,5.604080649462791,-0.43546985802016813
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect_alpha_q2,1.5,8,3.632722174968168,3.1173067079332615,-0.5154154670349067
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect_mean_bray_curtis,1.5,8,-0.3572648589136777,-0.42245578790027627,-0.06519092898659856
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect_mean_jaccard,1.5,8,-1.0578811266429655,-1.2261705543954313,-0.1682894277524658
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect_mean_occupancy,1.5,8,13.16415543219667,12.079378774805866,-1.0847766573908046
mean_genera_per_family,Mean genera per family,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,effect_mean_sorensen,1.5,8,-1.761851535401946,-2.12890573694603,-0.3670542015440841
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,delta_alpha_med,1.5,8,20.740103270223752,16.891191709844552,-3.8489115603792
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,delta_gamma_med,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,delta_occupancy_med,1.5,8,20.740103270223745,16.891191709844573,-3.8489115603791717
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,effect_alpha_q0,1.5,8,20.740103270223752,16.891191709844552,-3.8489115603792
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,effect_alpha_q1,1.5,8,9.697692521277443,8.136261043980134,-1.5614314772973081
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,effect_alpha_q2,1.5,8,5.932634116471394,5.074850654979391,-0.8577834614920024
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,effect_gamma,1.5,8,0,0,0
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,effect_mean_bray_curtis,1.5,8,-0.8091108959150906,-0.7990027255446468,0.010108170370443759
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,effect_mean_jaccard,1.5,8,-1.962463442214611,-2.376277453323699,-0.413814011109088
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,effect_mean_occupancy,1.5,8,20.740103270223745,16.891191709844573,-3.8489115603791717
mean_genera_per_family,Mean genera per family,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,effect_mean_sorensen,1.5,8,-3.2668342202324983,-3.838686537389134,-0.5718523171566359
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,delta_alpha_med,1.5,8,64.9859943977591,67.50503018108652,2.519035783327425
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,delta_gamma_med,1.5,8,151.28205128205127,164.10256410256412,12.820512820512846
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,delta_occupancy_med,1.5,8,-35.64842460219889,-36.33004612287542,-0.6816215206765364
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,effect_alpha_q0,1.5,8,64.9859943977591,67.50503018108652,2.519035783327425
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,effect_alpha_q1,1.5,8,33.24514762593587,33.76371220415281,0.5185645782169388
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,effect_alpha_q2,1.5,8,19.822904771553773,18.745526662398152,-1.077378109155621
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,effect_gamma,1.5,8,151.28205128205127,164.10256410256412,12.820512820512846
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,effect_mean_bray_curtis,1.5,8,0.21734576198049074,0.4592300662107444,0.24188430423025367
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,effect_mean_jaccard,1.5,8,3.836147195084635,4.664720833353064,0.8285736382684288
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,effect_mean_occupancy,1.5,8,-35.64842460219889,-36.33004612287542,-0.6816215206765364
mean_genera_per_family,Mean genera per family,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,effect_mean_sorensen,1.5,8,6.352740558484839,7.922119658374377,1.569379099889538
