varied_parameter,factor_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,response,low_factor_value,high_factor_value,low_response,high_response,high_minus_low
mean_genera_per_family,Mean genera per family,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect_alpha_q2,1.5,8,5.360352708673654,5.462076131091981,0.10172342241832766
mean_genera_per_family,Mean genera per family,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect_gamma,1.5,8,119.48051948051948,126.3157894736842,6.835269993164729
mean_genera_per_family,Mean genera per family,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect_mean_bray_curtis,1.5,8,0.2682070136850642,0.304926000202132,0.036718986517067786
mean_genera_per_family,Mean genera per family,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect_mean_jaccard,1.5,8,3.4167793224602905,3.368109929124146,-0.048669393336144395
mean_genera_per_family,Mean genera per family,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect_mean_occupancy,1.5,8,-43.706741620485296,-45.25352649637819,-1.5467848758928966
mean_genera_per_family,Mean genera per family,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,effect_mean_sorensen,1.5,8,5.567431613651944,5.6496435944939085,0.08221198084196413
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,delta_alpha_med,1.5,8,39.40242763772176,40.78947368421053,1.38704604648877
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,delta_gamma_med,1.5,8,138.96103896103895,144.87179487179486,5.91075591075591
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,delta_occupancy_med,1.5,8,-42.8201392959349,-43.2627176672601,-0.4425783713251974
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,effect_alpha_q0,1.5,8,39.40242763772176,40.78947368421053,1.38704604648877
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,effect_alpha_q1,1.5,8,17.34667891041741,17.899238739808066,0.5525598293906562
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,effect_alpha_q2,1.5,8,9.641556882806961,9.898110294528653,0.25655341172169166
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,effect_gamma,1.5,8,138.96103896103895,144.87179487179486,5.91075591075591
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,effect_mean_bray_curtis,1.5,8,0.4220796928890553,0.366440099762158,-0.05563959312689726
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,effect_mean_jaccard,1.5,8,4.147801500104625,3.9945913859706406,-0.1532101141339841
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,effect_mean_occupancy,1.5,8,-42.8201392959349,-43.2627176672601,-0.4425783713251974
mean_genera_per_family,Mean genera per family,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,effect_mean_sorensen,1.5,8,6.8249704032219976,6.697892912646798,-0.1270774905751999
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,delta_alpha_med,1.5,8,-2.307009760425923,-1.7543859649122746,0.5526237955136484
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,delta_gamma_med,1.5,8,-7.6923076923076925,-5.2631578947368425,2.42914979757085
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,delta_occupancy_med,1.5,8,5.070281124497987,3.7037037037037037,-1.366577420794283
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,effect_alpha_q0,1.5,8,-2.307009760425923,-1.7543859649122746,0.5526237955136484
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,effect_alpha_q1,1.5,8,-2.492759791414005,-1.8210629663643927,0.6716968250496123
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,effect_alpha_q2,1.5,8,-2.537940377329626,-1.7906971494686235,0.7472432278610026
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,effect_gamma,1.5,8,-7.6923076923076925,-5.2631578947368425,2.42914979757085
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,effect_mean_bray_curtis,1.5,8,-1.6668325799927095,-1.754781846986242,-0.08794926699353245
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,effect_mean_jaccard,1.5,8,-1.7870586639766466,-1.5759883612979007,0.21107030267874594
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,effect_mean_occupancy,1.5,8,5.070281124497987,3.7037037037037037,-1.366577420794283
mean_genera_per_family,Mean genera per family,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,effect_mean_sorensen,1.5,8,-2.936902058803184,-2.601511714756587,0.33539034404659684
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,delta_alpha_med,1.5,8,-33.5423197492163,-33.58310626702997,-0.04078651781367171
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,delta_gamma_med,1.5,8,-36.36363636363637,-37.6,-1.2363636363636346
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,delta_occupancy_med,1.5,8,5.27105788423153,6.855903804454948,1.584845920223418
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,effect_alpha_q0,1.5,8,-33.5423197492163,-33.58310626702997,-0.04078651781367171
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,effect_alpha_q1,1.5,8,-23.98529762832205,-23.611530719676274,0.3737669086457771
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,effect_alpha_q2,1.5,8,-17.641519920824532,-16.714253329365746,0.9272665914587854
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,effect_gamma,1.5,8,-36.36363636363637,-37.6,-1.2363636363636346
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,effect_mean_bray_curtis,1.5,8,0.033800253337616847,-0.10286781419185767,-0.13666806752947452
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,effect_mean_jaccard,1.5,8,-0.726927769787651,-0.9186827507491488,-0.1917549809614979
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,effect_mean_occupancy,1.5,8,5.27105788423153,6.855903804454948,1.584845920223418
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,effect_mean_sorensen,1.5,8,-1.112164820639549,-1.4574162771306163,-0.34525145649106737
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,delta_alpha_med,1.5,8,-8.075040783034257,-8.286403861625102,-0.21136307859084447
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,delta_gamma_med,1.5,8,-30.90909090909091,-26.923076923076923,3.9860139860139867
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,delta_occupancy_med,1.5,8,31.711945063550385,25.673561620024334,-6.038383443526051
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,effect_alpha_q0,1.5,8,-8.075040783034257,-8.286403861625102,-0.21136307859084447
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,effect_alpha_q1,1.5,8,-3.3453918718691167,-3.337492279407953,0.007899592461163785
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,effect_alpha_q2,1.5,8,-1.902799476817103,-1.7526840051850665,0.15011547163203653
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,effect_gamma,1.5,8,-30.90909090909091,-26.923076923076923,3.9860139860139867
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,effect_mean_bray_curtis,1.5,8,-0.18711248968046687,-0.183997993759502,0.0031144959209648826
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,effect_mean_jaccard,1.5,8,-1.8506331164688958,-1.8011241177404531,0.04950899872844272
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,effect_mean_occupancy,1.5,8,31.711945063550385,25.673561620024334,-6.038383443526051
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,effect_mean_sorensen,1.5,8,-2.9833279462018196,-2.909234097761516,0.07409384844030376
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,delta_alpha_med,1.5,8,-39.93399339933993,-40.0212879191059,-0.08729451976596891
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,delta_gamma_med,1.5,8,-37.6,-37.096774193548384,0.5032258064516171
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,delta_occupancy_med,1.5,8,-4.6619547369172585,-4.033781344705707,0.6281733922115516
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,effect_alpha_q0,1.5,8,-39.93399339933993,-40.0212879191059,-0.08729451976596891
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,effect_alpha_q1,1.5,8,-35.47332839567253,-35.007968245561585,0.46536015011094634
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,effect_alpha_q2,1.5,8,-30.498911992811927,-30.106086719335586,0.39282527347634044
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,effect_gamma,1.5,8,-37.6,-37.096774193548384,0.5032258064516171
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,effect_mean_bray_curtis,1.5,8,0.8788937831253121,0.912236323918713,0.03334254079340093
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,effect_mean_jaccard,1.5,8,1.2005047450474533,1.4808508232274997,0.2803460781800464
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,effect_mean_occupancy,1.5,8,-4.6619547369172585,-4.033781344705707,0.6281733922115516
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,effect_mean_sorensen,1.5,8,2.0996581944810346,2.5345270654399377,0.43486887095890303
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,delta_alpha_med,1.5,8,-18.959842001316655,-19.189765458422176,-0.22992345710552087
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,delta_gamma_med,1.5,8,-34.74576271186441,-33.333333333333336,1.4124293785310726
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,delta_occupancy_med,1.5,8,24.389354002110263,21.215351812366745,-3.1740021897435184
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,effect_alpha_q0,1.5,8,-18.959842001316655,-19.189765458422176,-0.22992345710552087
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,effect_alpha_q1,1.5,8,-9.562048675868649,-9.544835413289428,0.017213262579220512
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,effect_alpha_q2,1.5,8,-5.891216635180249,-5.618260849171134,0.2729557860091152
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,effect_gamma,1.5,8,-34.74576271186441,-33.333333333333336,1.4124293785310726
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,effect_mean_bray_curtis,1.5,8,-0.30126091540482053,-0.3271688221016859,-0.02590790669686538
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,effect_mean_jaccard,1.5,8,-2.7946653798558994,-2.6095860973805878,0.18507928247531158
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,effect_mean_occupancy,1.5,8,24.389354002110263,21.215351812366745,-3.1740021897435184
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,effect_mean_sorensen,1.5,8,-4.520395941105528,-4.23269484571327,0.28770109539225874
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,delta_alpha_med,1.5,8,-25.150100066711143,-25.26246719160105,-0.11236712488990719
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,delta_gamma_med,1.5,8,-36.0655737704918,-34.48275862068966,1.582815149802144
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,delta_occupancy_med,1.5,8,17.076023391812868,14.980819705229152,-2.095203686583716
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,effect_alpha_q0,1.5,8,-25.150100066711143,-25.26246719160105,-0.11236712488990719
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,effect_alpha_q1,1.5,8,-14.056428292445492,-14.188720559154717,-0.132292266709225
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,effect_alpha_q2,1.5,8,-8.920880532277506,-8.804349707323862,0.11653082495364409
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,effect_gamma,1.5,8,-36.0655737704918,-34.48275862068966,1.582815149802144
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,effect_mean_bray_curtis,1.5,8,-0.2821444243810549,-0.20809215737026646,0.07405226701078846
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,effect_mean_jaccard,1.5,8,-2.3887231808708296,-2.1487246004251146,0.23999858044571498
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,effect_mean_occupancy,1.5,8,17.076023391812868,14.980819705229152,-2.095203686583716
mean_genera_per_family,Mean genera per family,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,effect_mean_sorensen,1.5,8,-3.856560891582878,-3.5369160983826564,0.31964479320022177
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,delta_alpha_med,1.5,8,-71.05508870214751,-73.31583552055993,-2.2607468184124144
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,delta_gamma_med,1.5,8,-83.11688311688312,-89.74358974358974,-6.626706626706621
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,delta_occupancy_med,1.5,8,73.02573203194322,129.62962962962965,56.60389759768643
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_alpha_q0,1.5,8,-71.05508870214751,-73.31583552055993,-2.2607468184124144
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_alpha_q1,1.5,8,-79.42553751652743,-79.6394919785553,-0.21395446202787127
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_alpha_q2,1.5,8,-80.70792845657026,-80.27829484764608,0.4296336089241777
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_gamma,1.5,8,-83.11688311688312,-89.74358974358974,-6.626706626706621
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_mean_bray_curtis,1.5,8,-56.45909260329345,-60.990317407835306,-4.531224804541857
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_mean_jaccard,1.5,8,-28.213667905774955,-38.281168714423984,-10.06750080864903
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_mean_occupancy,1.5,8,73.02573203194322,129.62962962962965,56.60389759768643
mean_genera_per_family,Mean genera per family,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,effect_mean_sorensen,1.5,8,-37.75185709165629,-48.16318923863503,-10.411332146978737
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,delta_alpha_med,1.5,8,-12.244897959183685,-9.649122807017543,2.5957751521661425
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,delta_gamma_med,1.5,8,-38.96103896103896,-37.17948717948718,1.7815517815517765
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,delta_occupancy_med,1.5,8,48.178694158075615,42.61074508543574,-5.567949072639877
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_alpha_q0,1.5,8,-12.244897959183685,-9.649122807017543,2.5957751521661425
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_alpha_q1,1.5,8,-11.120178258529416,-9.511706990917478,1.6084712676119377
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_alpha_q2,1.5,8,-9.858003288177182,-8.746827154401561,1.1111761337756203
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_gamma,1.5,8,-38.96103896103896,-37.17948717948718,1.7815517815517765
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_mean_bray_curtis,1.5,8,-8.956836026834731,-7.762996088056882,1.1938399387778489
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_mean_jaccard,1.5,8,-10.849772181750946,-11.176699535319838,-0.326927353568891
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_mean_occupancy,1.5,8,48.178694158075615,42.61074508543574,-5.567949072639877
mean_genera_per_family,Mean genera per family,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,effect_mean_sorensen,1.5,8,-16.43733258704856,-17.012886436867035,-0.5755538498184762
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,delta_alpha_med,1.5,8,48.10671256454388,47.97238999137188,-0.1343225731719997
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,delta_gamma_med,1.5,8,55.84415584415584,61.03896103896104,5.194805194805198
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,delta_occupancy_med,1.5,8,-6.83610016101271,-7.860063607451163,-1.0239634464384535
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_alpha_q0,1.5,8,48.10671256454388,47.97238999137188,-0.1343225731719997
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_alpha_q1,1.5,8,30.413380248292913,30.215906352958957,-0.19747389533395676
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_alpha_q2,1.5,8,20.631741591882832,20.385027160053387,-0.24671443182944586
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_gamma,1.5,8,55.84415584415584,61.03896103896104,5.194805194805198
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_mean_bray_curtis,1.5,8,0.10782419564731262,0.17454180653914658,0.06671761089183396
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_mean_jaccard,1.5,8,1.211992031413193,1.0716531682568138,-0.1403388631563791
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_mean_occupancy,1.5,8,-6.83610016101271,-7.860063607451163,-1.0239634464384535
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,effect_mean_sorensen,1.5,8,1.9469415633761875,1.7133923907293422,-0.23354917264684527
mean_genera_per_family,Mean genera per family,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,delta_alpha_med,1.5,8,8.683473389355745,9.122807017543872,0.4393336281881268
