varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,realised_mean_error_med,realised_unresolved_rate_med,eligible_source_species_med
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.05573855755894591,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.0066498921639108555,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.11399098474341193,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.01667741638256703,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.0272735649129273,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.05492443981240229,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.0054611650485436895,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.11565420560747663,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.017819874779258307,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.02756588072122053,0,43
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.23873583341011703,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.09977524482260391,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.010488904299583934,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.2006761442441054,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.030663027773318308,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.05145288168245299,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.09938892882818118,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.009632364745545074,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.20120416966211363,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.03042649098474337,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.051222142343637644,15
mean_species_per_genus,Mean species per genus,1.5,1.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.0027739251040221915,15
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.0331131099259731,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.0027063599458728013,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.06686301042744568,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.010666242139616334,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.01757081132981277,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.03207832524078644,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.003084179970972424,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.06853458568813181,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.010250362844702467,0,29
mean_species_per_genus,Mean species per genus,2,2,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.016238159675236806,0,29
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.07959673547767643,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.007891872278664731,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.1611080156013691,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.024277640690917774,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.04043620154421715,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.07920082782774815,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.007201152184349496,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.15992323684631377,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.024401306240928882,0,62
mean_species_per_genus,Mean species per genus,2,2,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.038098693759071114,0,62
mean_species_per_genus,Mean species per genus,2,2,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.21435050798258345,29
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.10011441647597252,29
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.009195586118663002,29
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.19955424659715038,29
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.0296625544267054,29
mean_species_per_genus,Mean species per genus,2,2,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.05017979731938538,29
mean_species_per_genus,Mean species per genus,2,2,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,29
mean_species_per_genus,Mean species per genus,2,2,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,29
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.09946060804184376,29
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.010159651669085612,29
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.1989174560216509,29
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.030008755870413073,29
mean_species_per_genus,Mean species per genus,2,2,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.049619013062409234,29
mean_species_per_genus,Mean species per genus,2,2,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.0017591556053094515,29
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.06774129746835443,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.006967427277477792,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.1374604430379747,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.02021986650961916,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.03260099220411056,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.06764240506329114,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.007416930379746835,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.14250395569620253,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.02108433734939759,0,53
mean_species_per_genus,Mean species per genus,4,4,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.03550237341772152,0,53
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.09603280564562273,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.01010993325480958,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.19797825672325003,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.030427954456223007,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.0492074551471869,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.09562793938338268,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.009345794392523364,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.1968298205887476,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.02943738024734367,0,72
mean_species_per_genus,Mean species per genus,4,4,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.04885284810126582,0,72
mean_species_per_genus,Mean species per genus,4,4,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.14518376589444348,53
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.10224699529698655,53
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.009988132911392444,53
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.20260453579021975,53
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.03026107594936711,53
mean_species_per_genus,Mean species per genus,4,4,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.05093905031892276,53
mean_species_per_genus,Mean species per genus,4,4,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,53
mean_species_per_genus,Mean species per genus,4,4,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,53
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.09885037449921619,53
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.00877360289910356,53
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.19689477848101267,53
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.030652019844082168,53
mean_species_per_genus,Mean species per genus,4,4,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.05092504291436206,53
mean_species_per_genus,Mean species per genus,4,4,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.002384131222582491,53
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.0900259067357513,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.009738283627510651,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.1786639526276832,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.025999259807549965,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.043234323432343236,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.0886963696369637,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.008934045721292808,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.18116210214655812,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.027152491898046773,0,68
mean_species_per_genus,Mean species per genus,8,8,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.0462620281273131,0,68
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.09900074019245003,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.010040297793866539,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.19851896936498276,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.030743627923272312,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.04987046632124352,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.10159141376757957,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.009622501850481125,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.201239822353812,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.029254620303056846,0,77
mean_species_per_genus,Mean species per genus,8,8,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.05042561065877128,0,77
mean_species_per_genus,Mean species per genus,8,8,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.11014851485148515,68
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.10116492949110978,68
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.00980754996299038,68
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.19753886010362698,68
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.030445544554455473,68
mean_species_per_genus,Mean species per genus,8,8,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.048285656319740355,68
mean_species_per_genus,Mean species per genus,8,8,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,68
mean_species_per_genus,Mean species per genus,8,8,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,68
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.10081457475694144,68
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.01044836680868333,68
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.1992574257425742,68
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.031142219517143466,68
mean_species_per_genus,Mean species per genus,8,8,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.0493153219837158,68
mean_species_per_genus,Mean species per genus,8,8,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.0023102310231023103,68
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.0407491774234371,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.003543406732472792,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.08453556061756518,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.01366742596810934,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.016704631738800303,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.035940268286509744,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.003270263957019388,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.08478866109845609,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.011136421159200202,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.016704631738800303,0,17
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.09927587012380285,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.009827278141751042,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.19918004783054322,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.02885345482156416,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.04762822984959506,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.09771096686026648,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.010991129965291169,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.19691217413313086,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.028498014482597523,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.050134978789047435,0,41
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.13580457806627946,17
