varied_parameter,factor_label,factor_value,factor_value_label,scenario,scenario_label,scenario_domain,mechanism,intensity_type,requested_intensity,intensity_label,realised_mean_error_med,realised_unresolved_rate_med,eligible_source_species_med
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.09997468995191094,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.010078578749572964,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.2019741837509491,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.03315616299670965,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.04883859440142946,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.10125074449076832,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.010420225486846624,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.19684335914234663,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.03130109787432844,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.05011389521640086,17
occupancy_mean,Initial mean occupancy,0.05,0.05,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.002531004808909137,17
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.0633116883116883,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.007034632034632035,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.12950937950937952,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.018117114202523456,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.030966926479882032,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.06481181926021784,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.006764069264069264,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.12433948021136633,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.01622077101327154,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.030734390164995146,0,50
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.1001082251082251,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.009900990099009901,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.1924943384018117,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.028544343796081735,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.04798878464358891,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.0966246090801251,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.008705882352941176,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.19292569826377656,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.028062601187263895,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.0477994227994228,0,72
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.1796470588235294,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.10223529411764709,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.009597756928717782,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.2025613275613276,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.030663780663780615,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.050253423918904305,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.09866522366522368,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.010469508904479174,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.20209209533052952,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.032968190436064915,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.04876764272171896,50
occupancy_mean,Initial mean occupancy,0.15,0.15,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.0031598904571308196,50
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.06480582524271844,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.006385526140747639,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.13731796116504855,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.021759766338079592,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.03344286235852501,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.06644417475728155,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.00642570281124498,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.12955097087378642,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.020024271844660196,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.0321285140562249,0,53
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.09686365137008913,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.009838230439088809,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.19435679611650486,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.027533839551006932,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.04988692297459093,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.09745145631067961,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.009602736122073139,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.19537801254539452,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.028202740454968737,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.04834254143646409,0,76
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.17597087378640777,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.10030255196001048,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.009844352800319256,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.20006602839220866,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.03019821737395234,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.0500864706664893,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.0980005261773218,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.009970287223506125,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.2015776699029126,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.030835259161439366,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.05111354508944865,53
occupancy_mean,Initial mean occupancy,0.3,0.3,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.006314127861089187,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.06574596382026843,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.007274849251118459,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.13125851001750632,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.01929433151545199,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.03309712038667923,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.06508461388834857,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.006754368741409778,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.13316475393892238,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.020027488709994108,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.03337872009336705,0,53
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.09846660244059088,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.010039662865642042,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.1943636587064269,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.02878131021194605,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.048615747103868054,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.09634211280874944,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.01031631342324984,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.19572067691110678,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.029656330643509605,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.04865125240847784,0,77
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.1837385722622058,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.10167790622992934,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.010276172125883054,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.19926084419373657,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.030065831727681402,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.049715295503632406,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_mixed_rtu_10pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.1,   10%,0,0.09963070006422603,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_mixed_rtu_1pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.01,    1%,0,0.01051701991008347,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_mixed_rtu_20pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.2,   20%,0,0.1991811175337187,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_mixed_rtu_3pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.03,    3%,0,0.03018625561978161,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_mixed_rtu_5pct,Mixed RTU reporting,reporting_workflow,mixed_rtu,unresolved_reporting_rate,0.05,    5%,0,0.04989563262684649,53
occupancy_mean,Initial mean occupancy,0.5,0.5,workflow_rare_species_to_genus,Rare taxa reported at genus,fixed_workflow,rare_to_genus,fixed_workflow,NA,fixed,0,0.018103725112395632,53
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_rare_weighted_10pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.1,   10%,0.08876707845864354,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_rare_weighted_1pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.01,    1%,0.009490305162398757,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_rare_weighted_20pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.2,   20%,0.18226703755215576,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_rare_weighted_3pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.03,    3%,0.027161907878589544,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_rare_weighted_5pct,Rare-weighted observed-pool error,identification_error,observed_rare_weighted,identification_error_rate,0.05,    5%,0.04646977010553874,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_uniform_10pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.1,   10%,0.08969433773175213,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_uniform_1pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.01,    1%,0.009388038942976356,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_uniform_20pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.2,   20%,0.1884082178052447,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_uniform_3pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.03,    3%,0.027559712710873558,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_observed_uniform_5pct,Observed-pool congeneric error,identification_error,observed_uniform,identification_error_rate,0.05,    5%,0.04649854692040874,0,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_difficult_bias_10pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.1,   10%,0.09637198837536327,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_difficult_bias_1pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.01,    1%,0.009527121001390821,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_difficult_bias_20pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.2,   20%,0.19240330118325544,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_difficult_bias_3pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.03,    3%,0.027816411682892908,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_difficult_bias_5pct,Difficult-genus regional-pool error,identification_error,regional_difficult_bias,identification_error_rate,0.05,    5%,0.05044262568899282,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_uniform_10pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.1,   10%,0.09923436412449041,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_uniform_1pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.01,    1%,0.009147857213880879,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_uniform_20pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.2,   20%,0.18890930349089693,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_uniform_3pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.03,    3%,0.02798003763396875,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,id_regional_uniform_5pct,Regional-pool congeneric error,identification_error,regional_uniform,identification_error_rate,0.05,    5%,0.0479424036652213,0,74
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_difficult_genera_to_genus,Difficult genera reported at genus,fixed_workflow,difficult_to_genus,fixed_workflow,NA,fixed,0,0.18807416068147653,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_drop_unresolved_10pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.1,   10%,0,0.09749652294853961,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_drop_unresolved_1pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.01,    1%,0,0.009744456597394868,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_drop_unresolved_20pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.2,   20%,0,0.19818130683416146,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_drop_unresolved_3pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.03,    3%,0,0.029125419291499588,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_drop_unresolved_5pct,Dropping unresolved records,reporting_workflow,drop_unresolved,unresolved_reporting_rate,0.05,    5%,0,0.04753333878753174,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_family_level,Family-level aggregation,fixed_workflow,family_level,fixed_workflow,NA,fixed,0,NA,70
regional_observed_ratio,Regional / observed species ratio,1.5,1.5,workflow_genus_level,Genus-level aggregation,fixed_workflow,genus_level,fixed_workflow,NA,fixed,0,NA,70
