full_wing,log_BL.trend,SE,df,lower.CL,upper.CL
not_fully_winged,0.9582191682839852,0.8244746092963854,33.46980088744475,-0.7182930388051253,2.6347313753730957
fully_winged,1.5168942927648297,0.9369079210945619,36.88930988635677,-0.3816537685705619,3.4154423541002212
