npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
10,626.3497693463041,660.6432256358486,-303.17488467315206,606.3497693463041,NA,NA,NA
11,628.1101416770587,665.8329435955575,-303.05507083852933,606.1101416770587,0.23962766924546486,1,0.624475161042659
