npar,AIC,BIC,logLik,-2*log(L),Chisq,Df,Pr(>Chisq)
9,624.4286409024108,655.2927515630008,-303.2143204512054,606.4286409024108,NA,NA,NA
14,633.8242588455447,681.8350976509068,-302.91212942277235,605.8242588455447,0.6043820568661431,5,0.9878017293334275
