m1,m2,component,median,q25,q75,n_site
1,2,nestedness,0.12254901960784315,0.05681818181818182,0.24096638655462185,62
1,2,total,0.4699074074074074,0.4018518518518519,0.5977272727272727,62
1,2,turnover,0.3333333333333333,0.1488095238095238,0.4444444444444444,62
